,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L12,L14,W12,W14,Check,L11,L13,W11,W13,L10,W10,L9,W9,L15,W15
56,8,3357045,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400313,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,104,82.5,10,9.5,Yes,,,,,,,,,,
57,6,3357043,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400313,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,101,67,8.5,7.5,Yes,,,,,,,,,,
58,10,3357047,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400313,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,96,74.5,10,10.5,Yes,,,,,,,,,,
59,2,3357039,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:400313,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,91.5,75,10,10,Yes,,,,,,,,,,
60,3,3357040,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400313,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,95.5,,10,,Yes,,,,,98.5,9.5,,,,
61,5,3357029,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400108,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,15,89,,9.5,,Yes,,,,,95.5,9.5,,,,
62,9,3357033,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400108,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,17,98,76,8.5,8,Yes,,,,,,,,,,
63,1,3357023,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400108,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,Yes,94,90,10,10,,,,,,
64,7,3357031,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400108,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,15,88.5,,9.5,,Yes,,,,,96.5,9.5,,,,
65,4,3357028,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400108,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,96,80.5,9.5,8.5,Yes,,,,,,,,,,
66,8,3357032,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400108,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,Yes,90.5,68.5,9,6,,,,,,
67,6,3357030,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400108,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,101,73,10,9.5,Yes,,,,,,,,,,
68,10,3357034,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400108,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,15,,,,,Yes,95.5,83.5,10,8.5,,,,,,
69,2,3357026,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:400108,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,15,82,,9,,Yes,,,,,94,9.5,,,,
70,10,3357072,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:401241,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,,98.5,80.5,9,9,,,,,,
71,8,3357070,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:401241,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,,107,92,9,9,,,,,,
72,3,3357065,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:401241,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,17,99,84,9.5,9,,,,,,,,,,,
73,6,3357068,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:401241,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,87,,10,,,,,,,102,10,,,,
74,9,3357071,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:401241,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,,99.5,86,9.5,9.5,,,,,,
75,5,3357067,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:401241,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,,,,,,95.5,83,10,10,,,,,,
76,2,3357064,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:401241,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,,100.5,89.5,9,10,,,,,,
77,4,3357066,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:401241,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,90.5,,10,,,,,,,102.5,9.5,,,,
78,1,3357060,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:401241,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,17,94.5,85.5,9.5,10,,,,,,,,,,,
79,7,3357069,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:401241,REPLICATE>BLOCK:26,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,15,92,,9.5,,,,,,,104.5,9.5,,,,
80,10,3357059,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400399,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,15,,,,,,91,70,10,9.5,,,,,,
81,8,3357057,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400399,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,,103,84,10,10,,,,,,
82,3,3357052,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400399,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,,102,92,9,9,,,,,,
83,6,3357055,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400399,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,15,85,,10,,,,,,,96,9.5,,,,
84,9,3357058,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400399,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,15,,,,,,80,60,10,8.5,,,,,,
85,5,3357054,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400399,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,96,76,10.5,9.5,,,,,,,,,,,
86,2,3357051,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:400399,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,103,75,9.5,8.5,,,,,,,,,,,
87,4,3357053,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400399,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,,103,87,9.5,10,,,,,,
88,1,3357048,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400399,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,,104,88,10,10,,,,,,
89,7,3357056,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400399,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,15,,,,,,98,,10.5,,,,105,10,,
90,10,3357022,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,10.0,,,"REPLICATE>BLOCK>PLOT>PLANT:10,REPLICATE>BLOCK>PLOT:400085,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,98,76,10,8.5,,,,,,,,,,,
91,8,3357020,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,8.0,,,"REPLICATE>BLOCK>PLOT>PLANT:8,REPLICATE>BLOCK>PLOT:400085,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,17,93,81,10.5,10.5,,,,,,,,,,,
92,3,3357015,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400085,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,17,96,78,9,8,,,,,,,,,,,
93,1,3357098,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:401794,REPLICATE>BLOCK:20,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,,,,,,,,,,2012,,,,,,,,,,,,16,80,68.5,13.5,13.5,,,,,,,,,,,
94,3,3357027,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,3.0,,,"REPLICATE>BLOCK>PLOT>PLANT:3,REPLICATE>BLOCK>PLOT:400108,REPLICATE>BLOCK:21,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,17,95.5,74,9,9,Yes,,,,,,,,,,
95,6,3357018,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,6.0,,,"REPLICATE>BLOCK>PLOT>PLANT:6,REPLICATE>BLOCK>PLOT:400085,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,96,78,9.5,9,,,,,,,,,,,
96,9,3357021,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,9.0,,,"REPLICATE>BLOCK>PLOT>PLANT:9,REPLICATE>BLOCK>PLOT:400085,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,98,76,10,9,,,,,,,,,,,
97,5,3357017,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,5.0,,,"REPLICATE>BLOCK>PLOT>PLANT:5,REPLICATE>BLOCK>PLOT:400085,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,95.5,76,9,8,,,,,,,,,,,
98,2,3357014,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,2.0,,,"REPLICATE>BLOCK>PLOT>PLANT:2,REPLICATE>BLOCK>PLOT:400085,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,,94,90.5,9.5,10,,,,,,
99,4,3357016,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,4.0,,,"REPLICATE>BLOCK>PLOT>PLANT:4,REPLICATE>BLOCK>PLOT:400085,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,18,,,,,,,93.5,,8,,,,,65.5,6.5
100,1,3357010,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,1.0,,,"REPLICATE>BLOCK>PLOT>PLANT:1,REPLICATE>BLOCK>PLOT:400085,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,16,,,,,,95.5,79,10,8,,,,,,
101,7,3357019,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT>PLANT,,,,7.0,,,"REPLICATE>BLOCK>PLOT>PLANT:7,REPLICATE>BLOCK>PLOT:400085,REPLICATE>BLOCK:24,REPLICATE:2,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,,,,,,,,,,2012,,,,,,,,,,,,17,96,78,9,8,,,,,,,,,,,
102,3001water_regimewatered,3338603,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,269.6599252912,64.6154487884,65.5036122905,255.8432969975,5015.2609152248,303.4196034703,152.7020960571,,,2012,16.7634496002,15.809722881,13.2817615466,257.867,256.741,808.182,-22.6756038647,-24.5897228235,30.33900291,29.333795701,26.3072020684,,,,,,,,,,,,,,,,
103,3001water_regimerainfed,3338357,Kar12,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,295.8899874064,66.2557419105,67.7472893424,257.9565495084,5265.2394373786,308.214543032,149.718217653,,,2012,16.7634496002,15.8120561616,13.2117032633,257.867,255.79,770.018,-23.5008888889,-24.3595325812,30.33900291,29.5231633015,26.1594297769,,,,,,,,,,,,,,,,
104,401765,3358317,Kar12,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401765.0,,11.0,48.0,"REPLICATE>BLOCK>PLOT:401765,REPLICATE>BLOCK:22,REPLICATE:3",rainfed,3888.8888888889,281.6,"62,8595758722","63,8763017097",10.9511111111,250,300,145,"-1,01672583750",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,401595,3358129,Kar12,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401595.0,,4.0,35.0,"REPLICATE>BLOCK>PLOT:401595,REPLICATE>BLOCK:8,REPLICATE:2",rainfed,3981.1798769454,264.7423529412,"60,4198781532","62,8595758722",10.539869281,220,270,120,"-2,43969771900",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,401548,3358077,Kar12,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401548.0,,5.0,13.0,"REPLICATE>BLOCK>PLOT:401548,REPLICATE>BLOCK:10,REPLICATE:1",rainfed,4180.9851088202,248.2058823529,"63,8763017097","64,6808710156",10.3774509804,240,300,145,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,400420,3357594,Kar12,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400420.0,,4.0,28.0,"REPLICATE>BLOCK>PLOT:400420,REPLICATE>BLOCK:16,REPLICATE:1",watered,4037.037037037,265.4117647059,"61,4081018268","63,8763017097",10.7147712418,245,295,145,"-2,46819988290",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,400209,3357352,Kar12,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400209.0,,11.0,16.0,"REPLICATE>BLOCK>PLOT:400209,REPLICATE>BLOCK:7,REPLICATE:2",watered,NA,NA,"61,4081018268","62,8595758722",10.0745098039,235,285,145,"-1,45147404540",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,3002water_regimewatered,3338604,Kar12,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,watered,300.7824022246,61.4037852245,63.3513840126,244.5232688817,4053.6564501942,291.9281848793,146.5826452627,,,2012,16.7501817084,15.6700585017,13.491405991,227.379,275.314,831.385,-22.434221103,-24.8000085378,30.3088835052,29.1016297216,26.6271038402,,,,,,,,,,,,,,,,
110,3002water_regimerainfed,3338358,Kar12,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2012,VIRTUAL_TRIAL,,,,,,,,rainfed,306.1885365235,61.9908413405,63.6373439263,238.4748221677,4009.6963795649,288.8456709919,134.5006181853,,,2012,16.7501817084,15.6700585017,13.491405991,227.379,253.188,831.385,-22.434221103,-24.8000085378,30.3088835052,29.1016297216,26.6271038402,,,,,,,,,,,,,,,,
111,401715,3358264,Kar12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401715.0,,14.0,47.0,"REPLICATE>BLOCK>PLOT:401715,REPLICATE>BLOCK:28,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,3769.1401648999,241.0494117647,"63,8763017097","64,6808710156",9.0854901961,255,305,155,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,401597,3358131,Kar12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401597.0,,3.0,36.0,"REPLICATE>BLOCK>PLOT:401597,REPLICATE>BLOCK:6,REPLICATE:2",rainfed,4391.3398692811,225.28,"65,5409150764","66,5017492524",9.8928104575,235,305,130,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,401563,3358094,Kar12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,401563.0,,4.0,3.0,"REPLICATE>BLOCK>PLOT:401563,REPLICATE>BLOCK:7,REPLICATE:1",rainfed,5039.2399834779,220.58,"65,5409150764","66,5017492524",11.1155555556,245,295,135,"-0,96083417600",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,400382,3357551,Kar12,127402,https://doi.org/10.15454/5GN11W,Oh43_H,KWS Karlsruhe 2012,REPLICATE>BLOCK>PLOT,,,400382.0,,5.0,11.0,"REPLICATE>BLOCK>PLOT:400382,REPLICATE>BLOCK:18,REPLICATE:1",watered,4016.7865707434,206.0470588235,"63,8763017097","64,6808710156",8.2764705882,245,295,140,"-0,80456930590",2012,,,,,,,,,,,,,,,,,,,,,,,,,,,
