,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill
10,401598,3358956,Kar13,127474,https://doi.org/10.15454/GF4RQE,EP55_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401598.0,,8.0,35.0,"REPLICATE>BLOCK>PLOT:401598,REPLICATE>BLOCK:16,REPLICATE:2",rainfed,3362.7946127946,209.7712941176,"70,3107674332","71,9479437137",7.0541777778,195,260,95,"-1,63717628050",2013,,,,,,,,,,,
11,401403,3358748,Kar13,127474,https://doi.org/10.15454/GF4RQE,EP55_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401403.0,,4.0,14.0,"REPLICATE>BLOCK>PLOT:401403,REPLICATE>BLOCK:8,REPLICATE:1",rainfed,3274.8538011696,231.7217647059,"67,2869986061","65,7692587506",7.5885490196,265,310,150,"1,51773985550",2013,,,,,,,,,,,
12,3078water_regimewatered,3339168,Kar13,127474,https://doi.org/10.15454/GF4RQE,EP55_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,275.7984799514,65.7058945683,67.2921688289,238.9571883761,2716.1176969027,293.8552345632,131.6295835062,,,2013,16.1959775641,19.5810555556,13.6556111709,274.683,213.278,868.014,-98.2519146825,-32.1253089066,28.9982460275,33.7868708417,24.2971437897
13,3078water_regimerainfed,3338922,Kar13,127474,https://doi.org/10.15454/GF4RQE,EP55_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,279.5182058663,66.594364024,65.388202776,247.7098840601,3229.6483742656,,138.5743279905,,,2013,16.1959775641,19.4698245614,13.7732157885,274.683,166.435,887.19,-56.0618645974,-42.9952906401,28.9982460275,33.5650172634,24.5000944134
14,400377,3359745,Kar13,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400377.0,,14.0,16.0,"REPLICATE>BLOCK>PLOT:400377,REPLICATE>BLOCK:23,REPLICATE:2",watered,3536.3602805463,255.2834117647,"67,2869986061","67,2869986061",9.0277411765,240,275,130,"0,00000000000",2013,,,,,,,,,,,
15,400215,3359560,Kar13,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400215.0,,8.0,10.0,"REPLICATE>BLOCK>PLOT:400215,REPLICATE>BLOCK:17,REPLICATE:1",watered,3544.2561205273,244.8152941176,"68,6907212253","67,2869986061",8.6768810458,185,235,115,"1,40372261920",2013,,,,,,,,,,,
16,401593,3358950,Kar13,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401593.0,,8.0,40.0,"REPLICATE>BLOCK>PLOT:401593,REPLICATE>BLOCK:15,REPLICATE:3",rainfed,4812.3620309051,241.3157647059,"68,6907212253","70,3107674332",11.6129882353,225,275,95,"-1,62004620790",2013,,,,,,,,,,,
17,401228,3358556,Kar13,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401228.0,,1.0,28.0,"REPLICATE>BLOCK>PLOT:401228,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,4287.7046325322,266.8716470588,"67,2869986061","62,7347000143",11.4426679739,270,330,150,"4,55229859180",2013,,,,,,,,,,,
18,401425,3358767,Kar13,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401425.0,,5.0,9.0,"REPLICATE>BLOCK>PLOT:401425,REPLICATE>BLOCK:9,REPLICATE:1",rainfed,4856.1151079137,217.4614117647,"71,9479437137","70,3107674332",10.5601764706,220,275,100,"1,63717628050",2013,,,,,,,,,,,
19,3256water_regimewatered,3339340,Kar13,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,303.6468679987,67.1443154497,63.5786927132,242.8666895386,3741.4580990423,286.7683724496,130.9546070907,,,2013,16.1883738426,19.2552046784,13.8728590854,225.479,122.899,937.045,-96.1148391813,-34.6314553953,28.8007976077,33.4021542307,24.6838976548
20,3256water_regimerainfed,3339094,Kar13,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,306.6848825106,66.5276745438,65.2497324196,262.2110975183,4582.6946467025,,127.6229330482,,,2013,16.1883738426,19.1667195767,13.758673136,225.479,166.435,893.509,-52.0797822548,-42.9952906401,28.8007976077,33.3557420063,24.4728482133
21,400328,3359680,Kar13,127651,https://doi.org/10.15454/ZSEK9Q,B14a_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400328.0,,12.0,9.0,"REPLICATE>BLOCK>PLOT:400328,REPLICATE>BLOCK:12,REPLICATE:2",watered,3617.7633944624,248.9085882353,"68,6907212253","71,9479437137",9.0049237908,255,300,145,"-3,25722248840",2013,,,,,,,,,,,
22,400016,3359348,Kar13,127651,https://doi.org/10.15454/ZSEK9Q,B14a_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400016.0,,1.0,16.0,"REPLICATE>BLOCK>PLOT:400016,REPLICATE>BLOCK:19,REPLICATE:1",watered,3228.1393819855,272.4677647059,"67,2869986061","70,3107674332",8.7956392157,210,240,120,"-3,02376882710",2013,,,,,,,,,,,
23,401271,3358605,Kar13,127651,https://doi.org/10.15454/ZSEK9Q,B14a_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401271.0,,2.0,38.0,"REPLICATE>BLOCK>PLOT:401271,REPLICATE>BLOCK:3,REPLICATE:3",rainfed,4243.0780294858,245.1278823529,"70,3107674332","71,9479437137",10.4009673203,280,330,140,"-1,63717628050",2013,,,,,,,,,,,
24,401439,3358783,Kar13,127651,https://doi.org/10.15454/ZSEK9Q,B14a_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401439.0,,5.0,23.0,"REPLICATE>BLOCK>PLOT:401439,REPLICATE>BLOCK:9,REPLICATE:2",rainfed,4029.1089811857,245.0605882353,"70,3107674332","71,9479437137",9.8737581699,285,335,145,"-1,63717628050",2013,,,,,,,,,,,
25,401747,3359115,Kar13,127651,https://doi.org/10.15454/ZSEK9Q,B14a_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401747.0,,11.0,7.0,"REPLICATE>BLOCK>PLOT:401747,REPLICATE>BLOCK:21,REPLICATE:1",rainfed,3721.5528781794,260.5614117647,"70,3107674332","67,2869986061",9.696930719,275,320,160,"3,02376882710",2013,,,,,,,,,,,
26,400451,3359857,Kar13,127652,https://doi.org/10.15454/WPUFWH,F816_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400451.0,,18.0,3.0,"REPLICATE>BLOCK>PLOT:400451,REPLICATE>BLOCK:8,REPLICATE:2",watered,2344.4444444444,258.2823529412,"61,1590379566","61,1590379566",6.0552862745,215,235,105,"0,00000000000",2013,,,,,,,,,,,
27,400193,3359545,Kar13,127652,https://doi.org/10.15454/WPUFWH,F816_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400193.0,,7.0,25.0,"REPLICATE>BLOCK>PLOT:400193,REPLICATE>BLOCK:34,REPLICATE:1",watered,2583.1608005521,277.2230588235,"61,1590379566","61,1590379566",7.1611173856,235,295,125,"0,00000000000",2013,,,,,,,,,,,
28,401585,3358941,Kar13,127652,https://doi.org/10.15454/WPUFWH,F816_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401585.0,,8.0,48.0,"REPLICATE>BLOCK>PLOT:401585,REPLICATE>BLOCK:16,REPLICATE:3",rainfed,4076.5514678558,250.6323529412,"65,7692587506","65,7692587506",10.2171568627,230,290,100,"0,00000000000",2013,,,,,,,,,,,
29,401344,3358685,Kar13,127652,https://doi.org/10.15454/WPUFWH,F816_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401344.0,,3.0,36.0,"REPLICATE>BLOCK>PLOT:401344,REPLICATE>BLOCK:6,REPLICATE:2",rainfed,3328.2208588957,277.8287058824,"61,1590379566","59,5811225815",9.2467529412,250,310,120,"1,57791537510",2013,,,,,,,,,,,
30,401850,3359227,Kar13,127652,https://doi.org/10.15454/WPUFWH,F816_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401850.0,,13.0,2.0,"REPLICATE>BLOCK>PLOT:401850,REPLICATE>BLOCK:25,REPLICATE:1",rainfed,4107.2062477813,265.3871764706,"61,1590379566","59,5811225815",10.8999986928,275,315,130,"1,57791537510",2013,,,,,,,,,,,
31,400301,3359662,Kar13,127653,https://doi.org/10.15454/CHTSUF,NS501_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400301.0,,11.0,21.0,"REPLICATE>BLOCK>PLOT:400301,REPLICATE>BLOCK:20,REPLICATE:2",watered,2795.358649789,269.9011764706,"67,2869986061","64,2677005306",7.5447058824,260,310,145,"3,01929807550",2013,,,,,,,,,,,
32,400232,3359618,Kar13,127653,https://doi.org/10.15454/CHTSUF,NS501_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400232.0,,10.0,8.0,"REPLICATE>BLOCK>PLOT:400232,REPLICATE>BLOCK:18,REPLICATE:1",watered,2947.0198675497,260.5727058824,"64,2677005306","64,2677005306",7.6791294118,260,300,145,"0,00000000000",2013,,,,,,,,,,,
33,401454,3358799,Kar13,127653,https://doi.org/10.15454/CHTSUF,NS501_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401454.0,,5.0,38.0,"REPLICATE>BLOCK>PLOT:401454,REPLICATE>BLOCK:9,REPLICATE:3",rainfed,3615.141955836,264.8255294118,"64,2677005306","62,7347000143",9.5738188235,260,310,135,"1,53300051630",2013,,,,,,,,,,,
34,401820,3359193,Kar13,127653,https://doi.org/10.15454/CHTSUF,NS501_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401820.0,,12.0,29.0,"REPLICATE>BLOCK>PLOT:401820,REPLICATE>BLOCK:24,REPLICATE:2",rainfed,3397.6964769648,275.6357647059,"64,2677005306","62,7347000143",9.3652666667,265,315,140,"1,53300051630",2013,,,,,,,,,,,
35,401206,3358532,Kar13,127653,https://doi.org/10.15454/CHTSUF,NS501_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401206.0,,1.0,6.0,"REPLICATE>BLOCK>PLOT:401206,REPLICATE>BLOCK:1,REPLICATE:1",rainfed,2895.1980371539,264.7882352941,"67,2869986061","64,2677005306",7.6661437908,270,315,150,"3,01929807550",2013,,,,,,,,,,,
36,400424,3359818,Kar13,127654,https://doi.org/10.15454/UHHPBO,Pa35_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400424.0,,16.0,25.0,"REPLICATE>BLOCK>PLOT:400424,REPLICATE>BLOCK:34,REPLICATE:2",watered,2745.2991452992,269.6352941176,"64,2677005306","64,2677005306",7.4022954248,255,300,150,"0,00000000000",2013,,,,,,,,,,,
37,400021,3359353,Kar13,127654,https://doi.org/10.15454/UHHPBO,Pa35_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400021.0,,1.0,21.0,"REPLICATE>BLOCK>PLOT:400021,REPLICATE>BLOCK:19,REPLICATE:1",watered,2267.9324894515,263.6183529412,"64,2677005306","67,2869986061",5.9786862745,230,280,110,"-3,01929807550",2013,,,,,,,,,,,
38,401481,3358829,Kar13,127654,https://doi.org/10.15454/UHHPBO,Pa35_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401481.0,,6.0,44.0,"REPLICATE>BLOCK>PLOT:401481,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,3233.574131407,263.872,"64,2677005306","64,2677005306",8.532496732,280,325,140,"0,00000000000",2013,,,,,,,,,,,
39,401231,3358560,Kar13,127654,https://doi.org/10.15454/UHHPBO,Pa35_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401231.0,,1.0,31.0,"REPLICATE>BLOCK>PLOT:401231,REPLICATE>BLOCK:2,REPLICATE:2",rainfed,4237.6317923763,225.1957647059,"64,2677005306","64,2677005306",9.5429673203,270,325,150,"0,00000000000",2013,,,,,,,,,,,
40,401951,3359329,Kar13,127654,https://doi.org/10.15454/UHHPBO,Pa35_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401951.0,,14.0,6.0,"REPLICATE>BLOCK>PLOT:401951,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,3737.0704037371,269.5732941176,"64,2677005306","64,2677005306",10.0741437908,255,285,135,"0,00000000000",2013,,,,,,,,,,,
41,400318,3359692,Kar13,127655,https://doi.org/10.15454/TXE8L9,PP147_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400318.0,,12.0,19.0,"REPLICATE>BLOCK>PLOT:400318,REPLICATE>BLOCK:21,REPLICATE:2",watered,2406.7666282199,240.21,"65,7692587506","67,2869986061",5.7812941176,255,290,145,"-1,51773985550",2013,,,,,,,,,,,
42,400168,3359489,Kar13,127655,https://doi.org/10.15454/TXE8L9,PP147_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400168.0,,6.0,1.0,"REPLICATE>BLOCK>PLOT:400168,REPLICATE>BLOCK:6,REPLICATE:1",watered,1787.6178761788,217.4695294118,"64,2677005306","75,0251852667",3.887524183,185,230,125,"-10,75748473610",2013,,,,,,,,,,,
43,401354,3358695,Kar13,127655,https://doi.org/10.15454/TXE8L9,PP147_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401354.0,,3.0,46.0,"REPLICATE>BLOCK>PLOT:401354,REPLICATE>BLOCK:6,REPLICATE:3",rainfed,3002.1367521368,252.6832941176,"67,2869986061","67,2869986061",7.5858980392,245,290,145,"0,00000000000",2013,,,,,,,,,,,
44,401658,3359019,Kar13,127655,https://doi.org/10.15454/TXE8L9,PP147_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401658.0,,9.0,26.0,"REPLICATE>BLOCK>PLOT:401658,REPLICATE>BLOCK:17,REPLICATE:2",rainfed,2818.0862250263,255.1290588235,"70,3107674332","71,9479437137",7.1897568627,245,295,140,"-1,63717628050",2013,,,,,,,,,,,
45,401511,3358860,Kar13,127655,https://doi.org/10.15454/TXE8L9,PP147_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401511.0,,6.0,14.0,"REPLICATE>BLOCK>PLOT:401511,REPLICATE>BLOCK:12,REPLICATE:1",rainfed,2934.3773303505,230.652,"75,0251852667","75,0251852667",6.7682,215,260,110,"0,00000000000",2013,,,,,,,,,,,
46,400344,3359735,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400344.0,,14.0,8.0,"REPLICATE>BLOCK>PLOT:400344,REPLICATE>BLOCK:13,REPLICATE:2",watered,3227.9622796228,226.6835294118,"67,2869986061","67,2869986061",7.3172588235,259,306,149,"0,00000000000",2013,,,,,,,,,,,
47,400165,3359492,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400165.0,,6.0,4.0,"REPLICATE>BLOCK>PLOT:400165,REPLICATE>BLOCK:6,REPLICATE:1",watered,2684.3160850381,230.2358823529,"65,7692587506","64,2677005306",6.1802588235,210,253,123,"1,50155822000",2013,,,,,,,,,,,
48,401786,3359155,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401786.0,,11.0,46.0,"REPLICATE>BLOCK>PLOT:401786,REPLICATE>BLOCK:22,REPLICATE:3",rainfed,4724.279835391,264.9938823529,"65,7692587506","64,2677005306",12.519052549,268,317,152,"1,50155822000",2013,,,,,,,,,,,
49,401718,3359084,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401718.0,,10.0,23.0,"REPLICATE>BLOCK>PLOT:401718,REPLICATE>BLOCK:19,REPLICATE:2",rainfed,3779.8874824191,257.9675294118,"65,7692587506","64,2677005306",9.7508823529,271,220,146,"1,50155822000",2013,,,,,,,,,,,
50,401424,3358766,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401424.0,,5.0,8.0,"REPLICATE>BLOCK>PLOT:401424,REPLICATE>BLOCK:9,REPLICATE:1",rainfed,5075.0202757502,212.9463529412,"73,4717169888","73,4717169888",10.8070705882,217,272,109,"0,00000000000",2013,,,,,,,,,,,
51,400473,3359850,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400473.0,,17.0,25.0,"REPLICATE>BLOCK>PLOT:400473,REPLICATE>BLOCK:35,REPLICATE:2",watered,3062.7572016461,268.6912941176,"65,7692587506","67,2869986061",8.2293619608,262,310,145,"-1,51773985550",2013,,,,,,,,,,,
52,400129,3359476,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400129.0,,5.0,17.0,"REPLICATE>BLOCK>PLOT:400129,REPLICATE>BLOCK:23,REPLICATE:1",watered,3498.3164983165,249.0956470588,"67,2869986061","67,2869986061",8.7141541176,236,287,130,"0,00000000000",2013,,,,,,,,,,,
53,401698,3359062,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401698.0,,10.0,43.0,"REPLICATE>BLOCK>PLOT:401698,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,4161.7440225035,259.0456470588,"65,7692587506","65,7692587506",10.780816732,255,288,139,"0,00000000000",2013,,,,,,,,,,,
54,401227,3358555,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401227.0,,1.0,27.0,"REPLICATE>BLOCK>PLOT:401227,REPLICATE>BLOCK:1,REPLICATE:2",rainfed,4195.7295373666,228.8001176471,"70,3107674332","67,2869986061",9.5998341176,265,320,147,"3,02376882710",2013,,,,,,,,,,,
55,401508,3358857,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401508.0,,6.0,17.0,"REPLICATE>BLOCK>PLOT:401508,REPLICATE>BLOCK:12,REPLICATE:1",rainfed,4932.5670498084,227.1894117647,"75,0251852667","75,0251852667",11.2062700654,218,277,115,"0,00000000000",2013,,,,,,,,,,,
56,3001water_regimewatered,3339095,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,280.0227269086,66.4052894967,64.2252093279,242.957938232,3092.5099248956,293.7063611548,135.8656707498,,,2013,15.9879540598,19.53,13.8308137011,298.483,140.62,919.324,-99.4491479925,-33.8279689061,28.8116350051,33.4218284315,24.6284494012
57,3001water_regimerainfed,3338849,Kar13,127400,https://doi.org/10.15454/P5UIAJ,B73_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,307.4990820741,68.2598465763,67.8988645005,262.0726407755,4553.884820789,,141.9501143255,,,2013,15.9879540598,19.6401169591,13.6556111709,298.483,179.445,868.014,-59.7701979307,-42.3291102538,28.8116350051,33.83886917,24.2971437897
58,400281,3359640,Kar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400281.0,,11.0,1.0,"REPLICATE>BLOCK>PLOT:400281,REPLICATE>BLOCK:2,REPLICATE:2",watered,2777.7777777778,245.7265882353,"64,2677005306","65,7692587506",6.8257385621,225,265,130,"-1,50155822000",2013,,,,,,,,,,,
59,400202,3359574,Kar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,400202.0,,8.0,23.0,"REPLICATE>BLOCK>PLOT:400202,REPLICATE>BLOCK:35,REPLICATE:1",watered,2769.3346842283,279.65,"64,2677005306","64,2677005306",7.7444444444,225,260,140,"0,00000000000",2013,,,,,,,,,,,
60,401634,3358993,Kar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401634.0,,9.0,2.0,"REPLICATE>BLOCK>PLOT:401634,REPLICATE>BLOCK:17,REPLICATE:1",rainfed,3531.0156782549,271.6155294118,"64,2677005306","64,2677005306",9.5907869281,240,300,130,"0,00000000000",2013,,,,,,,,,,,
61,401486,3358834,Kar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401486.0,,6.0,39.0,"REPLICATE>BLOCK>PLOT:401486,REPLICATE>BLOCK:11,REPLICATE:3",rainfed,3765.8017298736,275.5696470588,"64,2677005306","62,7347000143",10.3774065359,250,305,130,"1,53300051630",2013,,,,,,,,,,,
62,401289,3358625,Kar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2013,REPLICATE>BLOCK>PLOT,,,401289.0,,2.0,20.0,"REPLICATE>BLOCK>PLOT:401289,REPLICATE>BLOCK:3,REPLICATE:2",rainfed,4183.0065359477,256.356,"64,2677005306","62,7347000143",10.7233882353,255,305,130,"1,53300051630",2013,,,,,,,,,,,
63,3002water_regimewatered,3339096,Kar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,watered,313.6308583339,63.4319595469,63.1647075361,230.8720579301,2825.87005883,268.8702739023,135.3761790365,,,2013,16.1646611111,19.4585185185,13.8884789613,249.711,170.933,930.726,-97.1271715168,-35.0542377031,28.8719190863,33.5590053229,24.7131255897
64,3002water_regimerainfed,3338850,Kar13,127401,https://doi.org/10.15454/AQWE02,PH207_H,KWS Karlsruhe 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,322.6178323451,64.279028411,63.8382468903,234.9211350041,3820.6343439396,,122.5490513594,,,2013,16.1646611111,19.3393567251,13.8460947884,249.711,161.968,913.005,-52.2776540711,-43.6030433242,28.8719190863,33.3224423946,24.6573411782
