observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,Heading(CO_321:1000036),Heading(CO_321:1000036).date,Height(CO_321:1000218),Height(CO_321:1000218).date,PlantEstablishment(WIPO:0000272),PlantEstablishment(WIPO:0000272).date
sw-372BLOCK3PLOT57,3030422,WS2,Wheat_Spring_MTA,23149,https://doi.org/10.15454/IOTYVY,ICARDA 079,VIRTUAL_TRIAL,,,,,9,19,,2015,,,,,2,2015-04-24T02:00:00Z
sw-374BLOCK3PLOT41,3030301,WS2,Wheat_Spring_MTA,23198,https://doi.org/10.15454/TECPYX,JO3045,VIRTUAL_TRIAL,,,,,3,18,,2015,88,2015-06-07T02:00:00Z,92,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-483BLOCK7PLOT32,3030806,WS2,Wheat_Spring_MTA,23325,https://doi.org/10.15454/298YCK,KULUNG,VIRTUAL_TRIAL,,,,,29,3,,2015,90,2015-06-09T02:00:00Z,102,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-180BLOCK3PLOT15,3030378,WS2,Wheat_Spring_MTA,48300,https://doi.org/10.15454/3NV7WZ,LxG #12,VIRTUAL_TRIAL,,,,,7,15,,2015,84,2015-06-03T02:00:00Z,99,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-414BLOCK4PLOT33,3030620,WS2,Wheat_Spring_MTA,24137,https://doi.org/10.15454/YCXKIP,RITAK,VIRTUAL_TRIAL,,,,,19,17,,2015,88,2015-06-07T02:00:00Z,100,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-414BLOCK9PLOT38,3030760,WS2,Wheat_Spring_MTA,24137,https://doi.org/10.15454/YCXKIP,RITAK,VIRTUAL_TRIAL,,,,,26,17,,2015,89,2015-06-08T02:00:00Z,93,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-416BLOCK4PLOT47,3030482,WS2,Wheat_Spring_MTA,24227,https://doi.org/10.15454/FUTAAA,S975-A4-A1,VIRTUAL_TRIAL,,,,,12,19,,2015,80,2015-05-30T02:00:00Z,55,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-125BLOCK8PLOT10,3030671,WS2,Wheat_Spring_MTA,48107,https://doi.org/10.15454/XOI0NK,CAMPEADOR,VIRTUAL_TRIAL,,,,,22,8,,2015,,,,,3,2015-04-24T02:00:00Z
sw-444BLOCK8PLOT47,3030814,WS2,Wheat_Spring_MTA,25687,https://doi.org/10.15454/I976KG,PAMUKALE,VIRTUAL_TRIAL,,,,,29,11,,2015,89,2015-06-08T02:00:00Z,90,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-050BLOCK6PLOT35,3030587,WS2,Wheat_Spring_MTA,25814,https://doi.org/10.15454/D3RULR,CLAIRE,VIRTUAL_TRIAL,,,,,18,4,,2015,,,,,2,2015-04-24T02:00:00Z
sw-025BLOCK3PLOT38,3030440,WS2,Wheat_Spring_MTA,48112,https://doi.org/10.15454/TDJ7ZR,MV-SUBA,VIRTUAL_TRIAL,,,,,10,17,,2015,,,,,3,2015-04-24T02:00:00Z
sw-020BLOCK5PLOT20,3030632,WS2,Wheat_Spring_MTA,48123,https://doi.org/10.15454/7RTRTU,PALESIO,VIRTUAL_TRIAL,,,,,20,9,,2015,79,2015-05-29T02:00:00Z,59,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-034BLOCK5PLOT55,3030536,WS2,Wheat_Spring_MTA,48131,https://doi.org/10.15454/OUKKPI,KWS WILLOW,VIRTUAL_TRIAL,,,,,15,13,,2015,96,2015-06-15T02:00:00Z,66,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-011BLOCK7PLOT9,3030784,WS2,Wheat_Spring_MTA,48126,https://doi.org/10.15454/0W0IZQ,JULIUS,VIRTUAL_TRIAL,,,,,28,1,,2015,,,,,3,2015-04-24T02:00:00Z
sw-1001BLOCK1PLOT24,3030306,WS2,Wheat_Spring_MTA,48126,https://doi.org/10.15454/0W0IZQ,JULIUS,VIRTUAL_TRIAL,,,,,4,3,,2015,,,,,3,2015-04-24T02:00:00Z
sw-1001BLOCK3PLOT33,3030340,WS2,Wheat_Spring_MTA,48126,https://doi.org/10.15454/0W0IZQ,JULIUS,VIRTUAL_TRIAL,,,,,5,17,,2015,,,,,3,2015-04-24T02:00:00Z
sw-1001BLOCK2PLOT61,3030376,WS2,Wheat_Spring_MTA,48126,https://doi.org/10.15454/0W0IZQ,JULIUS,VIRTUAL_TRIAL,,,,,7,13,,2015,,,,,2,2015-04-24T02:00:00Z
sw-1001BLOCK4PLOT5,3030458,WS2,Wheat_Spring_MTA,48126,https://doi.org/10.15454/0W0IZQ,JULIUS,VIRTUAL_TRIAL,,,,,11,15,,2015,,,,,2,2015-04-24T02:00:00Z
sw-1001BLOCK5PLOT42,3030475,WS2,Wheat_Spring_MTA,48126,https://doi.org/10.15454/0W0IZQ,JULIUS,VIRTUAL_TRIAL,,,,,12,12,,2015,,,,,2,2015-04-24T02:00:00Z
sw-1001BLOCK6PLOT14,3030525,WS2,Wheat_Spring_MTA,48126,https://doi.org/10.15454/0W0IZQ,JULIUS,VIRTUAL_TRIAL,,,,,15,2,,2015,,,,,2,2015-04-24T02:00:00Z
sw-1001BLOCK7PLOT1,3030624,WS2,Wheat_Spring_MTA,48126,https://doi.org/10.15454/0W0IZQ,JULIUS,VIRTUAL_TRIAL,,,,,20,1,,2015,,,,,2,2015-04-24T02:00:00Z
sw-1001BLOCK8PLOT38,3030833,WS2,Wheat_Spring_MTA,48126,https://doi.org/10.15454/0W0IZQ,JULIUS,VIRTUAL_TRIAL,,,,,30,10,,2015,,,,,3,2015-04-24T02:00:00Z
sw-024BLOCK7PLOT30,3030766,WS2,Wheat_Spring_MTA,48129,https://doi.org/10.15454/GCPXFB,MV KARIZMA,VIRTUAL_TRIAL,,,,,27,3,,2015,89,2015-06-08T02:00:00Z,57,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-026BLOCK1PLOT28,3030386,WS2,Wheat_Spring_MTA,48130,https://doi.org/10.15454/W9Y2S1,MV KOLO,VIRTUAL_TRIAL,,,,,8,3,,2015,,,,,3,2015-04-24T02:00:00Z
sw-030BLOCK9PLOT25,3030699,WS2,Wheat_Spring_MTA,48132,https://doi.org/10.15454/QHJQN6,KWS SANTIAGO,VIRTUAL_TRIAL,,,,,23,16,,2015,,,,,2,2015-04-24T02:00:00Z
sw-030BLOCK7PLOT17,3030725,WS2,Wheat_Spring_MTA,48132,https://doi.org/10.15454/QHJQN6,KWS SANTIAGO,VIRTUAL_TRIAL,,,,,25,2,,2015,,,,,2,2015-04-24T02:00:00Z
sw-344BLOCK8PLOT18,3030831,WS2,Wheat_Spring_MTA,22525,https://doi.org/10.15454/UOONSC,COURTOT,VIRTUAL_TRIAL,,,,,30,8,,2015,90,2015-06-09T02:00:00Z,42,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-297BLOCK2PLOT22,3030392,WS2,Wheat_Spring_MTA,23219,https://doi.org/10.15454/XVI3MO,K1898-9/L200-6,VIRTUAL_TRIAL,,,,,8,9,,2015,96,2015-06-15T02:00:00Z,81,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-037BLOCK3PLOT58,3030263,WS2,Wheat_Spring_MTA,48115,https://doi.org/10.15454/D64HJQ,AGUILA,VIRTUAL_TRIAL,,,,,1,20,,2015,,,,,3,2015-04-24T02:00:00Z
sw-040BLOCK7PLOT21,3030805,WS2,Wheat_Spring_MTA,26117,https://doi.org/10.15454/HVPKXS,ALCAZAR,VIRTUAL_TRIAL,,,,,29,2,,2015,,,,,3,2015-04-24T02:00:00Z
sw-062BLOCK3PLOT4,3030357,WS2,Wheat_Spring_MTA,48114,https://doi.org/10.15454/NJH2MI,QUEBON,VIRTUAL_TRIAL,,,,,6,14,,2015,,,,,2,2015-04-24T02:00:00Z
sw-053BLOCK5PLOT32,3030474,WS2,Wheat_Spring_MTA,26922,https://doi.org/10.15454/GPA8QB,ROBIGUS,VIRTUAL_TRIAL,,,,,12,11,,2015,,,,,2,2015-04-24T02:00:00Z
sw-161BLOCK3PLOT51,3030302,WS2,Wheat_Spring_MTA,27091,https://doi.org/10.15454/TJNUV3,INTERET,VIRTUAL_TRIAL,,,,,3,19,,2015,,,,,1,2015-04-24T02:00:00Z
sw-007BLOCK6PLOT3,3030484,WS2,Wheat_Spring_MTA,48138,https://doi.org/10.15454/7HOVOY,LITHIUM,VIRTUAL_TRIAL,,,,,13,1,,2015,,,,,3,2015-04-24T02:00:00Z
sw-008BLOCK3PLOT24,3030359,WS2,Wheat_Spring_MTA,48137,https://doi.org/10.15454/ROQEAK,MODERN,VIRTUAL_TRIAL,,,,,6,16,,2015,,,,,3,2015-04-24T02:00:00Z
sw-017BLOCK3PLOT28,3030439,WS2,Wheat_Spring_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,10,16,,2015,84,2015-06-03T02:00:00Z,72,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-1002BLOCK1PLOT61,3030250,WS2,Wheat_Spring_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,1,7,,2015,87,2015-06-06T02:00:00Z,68,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-1002BLOCK2PLOT66,3030277,WS2,Wheat_Spring_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,2,14,,2015,89,2015-06-08T02:00:00Z,63,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-1002BLOCK3PLOT5,3030377,WS2,Wheat_Spring_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,7,14,,2015,85,2015-06-04T02:00:00Z,73,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-1002BLOCK6PLOT21,3030486,WS2,Wheat_Spring_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,13,3,,2015,85,2015-06-04T02:00:00Z,72,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-1002BLOCK5PLOT15,3030532,WS2,Wheat_Spring_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,15,9,,2015,88,2015-06-07T02:00:00Z,65,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-1002BLOCK4PLOT10,3030558,WS2,Wheat_Spring_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,16,15,,2015,88,2015-06-07T02:00:00Z,74,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-1002BLOCK7PLOT46,3030668,WS2,Wheat_Spring_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,22,5,,2015,85,2015-06-04T02:00:00Z,72,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-1002BLOCK8PLOT51,3030695,WS2,Wheat_Spring_MTA,48128,https://doi.org/10.15454/ZO6EK9,KWS SCIROCCO,VIRTUAL_TRIAL,,,,,23,12,,2015,85,2015-06-04T02:00:00Z,70,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-468BLOCK7PLOT63,3030809,WS2,Wheat_Spring_MTA,26298,https://doi.org/10.15454/HWVJPY,CROISEMENT 268,VIRTUAL_TRIAL,,,,,29,6,,2015,,,,,3,2015-04-24T02:00:00Z
sw-322BLOCK5PLOT27,3030573,WS2,Wheat_Spring_MTA,21934,https://doi.org/10.15454/XZDAYM,ARGENT,VIRTUAL_TRIAL,,,,,17,10,,2015,100,2015-06-19T02:00:00Z,61,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-137BLOCK8PLOT31,3030693,WS2,Wheat_Spring_MTA,24249,https://doi.org/10.15454/CNZ9NW,SAN PROSPERO,VIRTUAL_TRIAL,,,,,23,10,,2015,85,2015-06-04T02:00:00Z,57,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-469BLOCK7PLOT52,3030788,WS2,Wheat_Spring_MTA,26307,https://doi.org/10.15454/6CWYBQ,SPIN 121-VAR.12/536,VIRTUAL_TRIAL,,,,,28,5,,2015,84,2015-06-03T02:00:00Z,94,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-136BLOCK3PLOT47,3030421,WS2,Wheat_Spring_MTA,22506,https://doi.org/10.15454/RAQ95D,CONTE MARZOTTO,VIRTUAL_TRIAL,,,,,9,18,,2015,84,2015-06-03T02:00:00Z,57,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-194BLOCK4PLOT45,3030442,WS2,Wheat_Spring_MTA,22547,https://doi.org/10.15454/ILITCD,CUMHURYET 75,VIRTUAL_TRIAL,,,,,10,19,,2015,85,2015-06-04T02:00:00Z,74,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-105BLOCK8PLOT17,3030811,WS2,Wheat_Spring_MTA,24630,https://doi.org/10.15454/JDNZVI,VIRTUE,VIRTUAL_TRIAL,,,,,29,8,,2015,,,,,2,2015-04-24T02:00:00Z
sw-132BLOCK3PLOT64,3030383,WS2,Wheat_Spring_MTA,26324,https://doi.org/10.15454/DDWMHT,NOVARO,VIRTUAL_TRIAL,,,,,7,20,,2015,99,2015-06-18T02:00:00Z,80,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-213BLOCK2PLOT46,3030275,WS2,Wheat_Spring_MTA,26357,https://doi.org/10.15454/TNSBM8,SARY-BUGDA,VIRTUAL_TRIAL,,,,,2,12,,2015,85,2015-06-04T02:00:00Z,70,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-049BLOCK7PLOT4,3030684,WS2,Wheat_Spring_MTA,48118,https://doi.org/10.15454/A1SFDK,BROMPTON,VIRTUAL_TRIAL,,,,,23,1,,2015,,,,,2,2015-04-24T02:00:00Z
sw-443BLOCK2PLOT42,3030394,WS2,Wheat_Spring_MTA,25611,https://doi.org/10.15454/1SIYRT,TALDOR,VIRTUAL_TRIAL,,,,,8,11,,2015,94,2015-06-13T02:00:00Z,61,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-155BLOCK8PLOT36,3030793,WS2,Wheat_Spring_MTA,48211,https://doi.org/10.15454/QZNR8E,MONTY,VIRTUAL_TRIAL,,,,,28,10,,2015,,,,,1,2015-04-24T02:00:00Z
sw-155BLOCK9PLOT42,3030840,WS2,Wheat_Spring_MTA,48211,https://doi.org/10.15454/QZNR8E,MONTY,VIRTUAL_TRIAL,,,,,30,17,,2015,,,,,1,2015-04-24T02:00:00Z
sw-426BLOCK2PLOT41,3030374,WS2,Wheat_Spring_MTA,24573,https://doi.org/10.15454/XJE0AX,VALDOR,VIRTUAL_TRIAL,,,,,7,11,,2015,103,2015-06-22T02:00:00Z,88,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-426BLOCK9PLOT57,3030742,WS2,Wheat_Spring_MTA,24573,https://doi.org/10.15454/XJE0AX,VALDOR,VIRTUAL_TRIAL,,,,,25,19,,2015,100,2015-06-19T02:00:00Z,82,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-077BLOCK7PLOT19,3030765,WS2,Wheat_Spring_MTA,23778,https://doi.org/10.15454/SGTBP6,NS732,VIRTUAL_TRIAL,,,,,27,2,,2015,87,2015-06-06T02:00:00Z,46,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-348BLOCK6PLOT54,3030589,WS2,Wheat_Spring_MTA,26327,https://doi.org/10.15454/RLW65J,DIANA,VIRTUAL_TRIAL,,,,,18,6,,2015,,,,,3,2015-04-24T02:00:00Z
sw-398BLOCK7PLOT34,3030627,WS2,Wheat_Spring_MTA,23717,https://doi.org/10.15454/KZGBUA,NONG DA NO.141,VIRTUAL_TRIAL,,,,,20,4,,2015,82,2015-06-01T02:00:00Z,67,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-398BLOCK9PLOT61,3030822,WS2,Wheat_Spring_MTA,23717,https://doi.org/10.15454/KZGBUA,NONG DA NO.141,VIRTUAL_TRIAL,,,,,29,19,,2015,85,2015-06-04T02:00:00Z,63,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-375BLOCK1PLOT37,3030367,WS2,Wheat_Spring_MTA,23209,https://doi.org/10.15454/CBYUPS,JUFY II,VIRTUAL_TRIAL,,,,,7,4,,2015,93,2015-06-12T02:00:00Z,86,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-079BLOCK2PLOT30,3030353,WS2,Wheat_Spring_MTA,23733,https://doi.org/10.15454/KVBAYK,NORIN 4,VIRTUAL_TRIAL,,,,,6,10,,2015,84,2015-06-03T02:00:00Z,62,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-346BLOCK5PLOT54,3030516,WS2,Wheat_Spring_MTA,22564,https://doi.org/10.15454/GPP5VR,DANUBIA,VIRTUAL_TRIAL,,,,,14,13,,2015,,,,,2,2015-04-24T02:00:00Z
sw-347BLOCK6PLOT22,3030506,WS2,Wheat_Spring_MTA,22584,https://doi.org/10.15454/HPBXOW,DETENICKA CERVENA,VIRTUAL_TRIAL,,,,,14,3,,2015,101,2015-06-20T02:00:00Z,101,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-421BLOCK2PLOT14,3030431,WS2,Wheat_Spring_MTA,24402,https://doi.org/10.15454/BTJX33,TAHTI,VIRTUAL_TRIAL,,,,,10,8,,2015,93,2015-06-12T02:00:00Z,94,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-419BLOCK2PLOT21,3030372,WS2,Wheat_Spring_MTA,24366,https://doi.org/10.15454/BOKUVZ,STRUBES DICKKOPF,VIRTUAL_TRIAL,,,,,7,9,,2015,,,,,3,2015-04-24T02:00:00Z
sw-423BLOCK1PLOT29,3030406,WS2,Wheat_Spring_MTA,24507,https://doi.org/10.15454/RU5WME,TRIGO DE MONTE,VIRTUAL_TRIAL,,,,,9,3,,2015,,,,,2,2015-04-24T02:00:00Z
sw-158BLOCK6PLOT38,3030468,WS2,Wheat_Spring_MTA,25180,https://doi.org/10.15454/2QKTYW,SPERBER,VIRTUAL_TRIAL,,,,,12,5,,2015,,,,,2,2015-04-24T02:00:00Z
sw-093BLOCK7PLOT43,3030807,WS2,Wheat_Spring_MTA,25484,https://doi.org/10.15454/QRMJJY,RED HUSSAR,VIRTUAL_TRIAL,,,,,29,4,,2015,,,,,3,2015-04-24T02:00:00Z
sw-441BLOCK6PLOT41,3030528,WS2,Wheat_Spring_MTA,25594,https://doi.org/10.15454/1K0VPV,VOLT,VIRTUAL_TRIAL,,,,,15,5,,2015,94,2015-06-13T02:00:00Z,60,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-441BLOCK9PLOT41,3030820,WS2,Wheat_Spring_MTA,25594,https://doi.org/10.15454/1K0VPV,VOLT,VIRTUAL_TRIAL,,,,,29,17,,2015,93,2015-06-12T02:00:00Z,67,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-170BLOCK8PLOT23,3030732,WS2,Wheat_Spring_MTA,25690,https://doi.org/10.15454/KPUN03,OPATA 85,VIRTUAL_TRIAL,,,,,25,9,,2015,79,2015-05-29T02:00:00Z,65,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-447BLOCK2PLOT56,3030276,WS2,Wheat_Spring_MTA,25725,https://doi.org/10.15454/ZTTBW7,ROKYCANSKA SAMETKA,VIRTUAL_TRIAL,,,,,2,13,,2015,,,,,3,2015-04-24T02:00:00Z
sw-486BLOCK1PLOT18,3030385,WS2,Wheat_Spring_MTA,25691,https://doi.org/10.15454/L6KYH7,W7984,VIRTUAL_TRIAL,,,,,8,2,,2015,89,2015-06-08T02:00:00Z,64,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-171BLOCK4PLOT62,3030563,WS2,Wheat_Spring_MTA,25691,https://doi.org/10.15454/L6KYH7,W7984,VIRTUAL_TRIAL,,,,,16,20,,2015,80,2015-05-30T02:00:00Z,69,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-307BLOCK7PLOT53,3030808,WS2,Wheat_Spring_MTA,25783,https://doi.org/10.15454/VN2RPU,MIRLEBEN,VIRTUAL_TRIAL,,,,,29,5,,2015,,,,,3,2015-04-24T02:00:00Z
sw-450BLOCK7PLOT60,3030749,WS2,Wheat_Spring_MTA,25850,https://doi.org/10.15454/OJBHUR,EQUINOX,VIRTUAL_TRIAL,,,,,26,6,,2015,,,,,2,2015-04-24T02:00:00Z
sw-450BLOCK9PLOT48,3030761,WS2,Wheat_Spring_MTA,25850,https://doi.org/10.15454/OJBHUR,EQUINOX,VIRTUAL_TRIAL,,,,,26,18,,2015,,,,,2,2015-04-24T02:00:00Z
sw-424BLOCK5PLOT50,3030635,WS2,Wheat_Spring_MTA,24523,https://doi.org/10.15454/K75B3N,TURDA 81-77,VIRTUAL_TRIAL,,,,,20,12,,2015,90,2015-06-09T02:00:00Z,80,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-425BLOCK6PLOT25,3030566,WS2,Wheat_Spring_MTA,24570,https://doi.org/10.15454/03IF3R,VAKKA,VIRTUAL_TRIAL,,,,,17,3,,2015,,,,,3,2015-04-24T02:00:00Z
sw-427BLOCK1PLOT50,3030428,WS2,Wheat_Spring_MTA,24826,https://doi.org/10.15454/N7DCTM,RONGOTEA,VIRTUAL_TRIAL,,,,,10,5,,2015,86,2015-06-05T02:00:00Z,60,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-302BLOCK2PLOT54,3030435,WS2,Wheat_Spring_MTA,24972,https://doi.org/10.15454/SY9HRB,ZANDA,VIRTUAL_TRIAL,,,,,10,12,,2015,,,,,3,2015-04-24T02:00:00Z
sw-431BLOCK4PLOT65,3030623,WS2,Wheat_Spring_MTA,25064,https://doi.org/10.15454/QG0WXC,NEELKANT,VIRTUAL_TRIAL,,,,,19,20,,2015,80,2015-05-30T02:00:00Z,79,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-431BLOCK9PLOT53,3030662,WS2,Wheat_Spring_MTA,25064,https://doi.org/10.15454/QG0WXC,NEELKANT,VIRTUAL_TRIAL,,,,,21,19,,2015,87,2015-06-06T02:00:00Z,61,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-339BLOCK6PLOT53,3030569,WS2,Wheat_Spring_MTA,22321,https://doi.org/10.15454/KW1FXO,CENAD 512,VIRTUAL_TRIAL,,,,,17,6,,2015,,,,,3,2015-04-24T02:00:00Z
sw-100BLOCK3PLOT20,3030279,WS2,Wheat_Spring_MTA,22307,https://doi.org/10.15454/VWRXGK,CARSTENS VIII,VIRTUAL_TRIAL,,,,,2,16,,2015,,,,,3,2015-04-24T02:00:00Z
sw-099BLOCK6PLOT43,3030568,WS2,Wheat_Spring_MTA,22788,https://doi.org/10.15454/SL7ZN1,FALCO,VIRTUAL_TRIAL,,,,,17,5,,2015,,,,,2,2015-04-24T02:00:00Z
sw-218BLOCK2PLOT50,3030355,WS2,Wheat_Spring_MTA,48252,https://doi.org/10.15454/5XEM2F,IG 41606,VIRTUAL_TRIAL,,,,,6,12,,2015,84,2015-06-03T02:00:00Z,89,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-365BLOCK1PLOT55,3030329,WS2,Wheat_Spring_MTA,22998,https://doi.org/10.15454/KUZL58,GRANIT,VIRTUAL_TRIAL,,,,,5,6,,2015,102,2015-06-21T02:00:00Z,81,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-366BLOCK2PLOT59,3030336,WS2,Wheat_Spring_MTA,23015,https://doi.org/10.15454/HD2FML,GULAR,VIRTUAL_TRIAL,,,,,5,13,,2015,80,2015-05-30T02:00:00Z,65,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-366BLOCK9PLOT13,3030658,WS2,Wheat_Spring_MTA,23015,https://doi.org/10.15454/HD2FML,GULAR,VIRTUAL_TRIAL,,,,,21,15,,2015,80,2015-05-30T02:00:00Z,67,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-415BLOCK5PLOT56,3030556,WS2,Wheat_Spring_MTA,24185,https://doi.org/10.15454/8RFGNP,ROUGE DE MARCHISSY,VIRTUAL_TRIAL,,,,,16,13,,2015,,,,,3,2015-04-24T02:00:00Z
sw-072BLOCK7PLOT64,3030829,WS2,Wheat_Spring_MTA,24211,https://doi.org/10.15454/6PZGJ3,RUSALKA,VIRTUAL_TRIAL,,,,,30,6,,2015,85,2015-06-04T02:00:00Z,60,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-098BLOCK7PLOT25,3030666,WS2,Wheat_Spring_MTA,24129,https://doi.org/10.15454/5FHWV5,RIEBESEL 47-51,VIRTUAL_TRIAL,,,,,22,3,,2015,,,,,1,2015-04-24T02:00:00Z
sw-417BLOCK8PLOT22,3030712,WS2,Wheat_Spring_MTA,24285,https://doi.org/10.15454/PNX8KK,SEU SEUN 27,VIRTUAL_TRIAL,,,,,24,9,,2015,83,2015-06-02T02:00:00Z,83,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-422BLOCK4PLOT40,3030561,WS2,Wheat_Spring_MTA,24502,https://doi.org/10.15454/LS50OY,TREMESINO MEIRA,VIRTUAL_TRIAL,,,,,16,18,,2015,80,2015-05-30T02:00:00Z,98,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-435BLOCK3PLOT52,3030322,WS2,Wheat_Spring_MTA,25209,https://doi.org/10.15454/6OYTC4,LIMPOPO,VIRTUAL_TRIAL,,,,,4,19,,2015,86,2015-06-05T02:00:00Z,42,2015-07-06T02:00:00Z,2,2015-04-24T02:00:00Z
sw-437BLOCK3PLOT55,3030382,WS2,Wheat_Spring_MTA,25479,https://doi.org/10.15454/YAKXGK,NON PLUS EXTRA,VIRTUAL_TRIAL,,,,,7,19,,2015,,,,,3,2015-04-24T02:00:00Z
sw-436BLOCK8PLOT9,3030651,WS2,Wheat_Spring_MTA,25465,https://doi.org/10.15454/FUTN48,HOPEA,VIRTUAL_TRIAL,,,,,21,8,,2015,,,,,2,2015-04-24T02:00:00Z
sw-439BLOCK4PLOT29,3030540,WS2,Wheat_Spring_MTA,25533,https://doi.org/10.15454/PR4ILA,SOLARIS,VIRTUAL_TRIAL,,,,,15,17,,2015,94,2015-06-13T02:00:00Z,77,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-305BLOCK2PLOT3,3030410,WS2,Wheat_Spring_MTA,25554,https://doi.org/10.15454/4EZINI,CONCURRENT,VIRTUAL_TRIAL,,,,,9,7,,2015,101,2015-06-20T02:00:00Z,93,2015-07-06T02:00:00Z,3,2015-04-24T02:00:00Z
sw-151BLOCK2PLOT40,3030354,WS2,Wheat_Spring_MTA,25734,https://doi.org/10.15454/P0AD4Y,BRANDO,VIRTUAL_TRIAL,,,,,6,11,,2015,,,,,1,2015-04-24T02:00:00Z
sw-151BLOCK9PLOT55,3030702,WS2,Wheat_Spring_MTA,25734,https://doi.org/10.15454/P0AD4Y,BRANDO,VIRTUAL_TRIAL,,,,,23,19,,2015,,,,,2,2015-04-24T02:00:00Z
