observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,vp(CO_321:1000225),vp(CO_321:1000225).date
CF03426itkfi,2792509,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,48618,https://doi.org/10.15454/XWEHGT,CF03426,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
EM01214itkfi,2792529,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26408,https://doi.org/10.15454/41FB67,EM01214,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
EM01214itkt,2792530,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26408,https://doi.org/10.15454/41FB67,EM01214,VIRTUAL_TRIAL,,,,,,,,treated,2003,"21,8",,96,,100,,64,,70,,234,,52,,"0,55",,207,,26,,292,,"12,6",,"81,2",,1883,,"2,45",
EM01271itkt,2792522,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26409,https://doi.org/10.15454/LLKGUD,EM01271,VIRTUAL_TRIAL,,,,,,,,treated,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
EM01271itkfi,2792521,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26409,https://doi.org/10.15454/LLKGUD,EM01271,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,17,,58,,88,,37,,67,,192,,59,,"1,01",,137,,45,,327,,"9,2",,"75,8",,1569,,"1,87",
EM02096itkfi,2792505,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26413,https://doi.org/10.15454/T6MNTV,EM02096,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"22,2",,100,,91,,58,,88,,237,,67,,"0,67",,222,,42,,308,,"10,8",,"83,1",,1609,,"2,94",
EM02096itkt,2792506,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26413,https://doi.org/10.15454/T6MNTV,EM02096,VIRTUAL_TRIAL,,,,,,,,treated,2003,26,,137,,100,,67,,98,,265,,69,,"0,51",,299,,45,,316,,"12,8",,"84,2",,1750,,"2,9",
Skerzzoitkfi,2792571,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"28,4",,164,,94,,62,,70,,226,,55,,"0,33",,273,,53,,395,,"11,2",,"83,2",,1825,,"2,64",
Skerzzoitkt,2792572,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,treated,2003,"32,8",,218,,97,,77,,93,,266,,55,,"0,25",,341,,NA,,390,,NA,,"83,6",,2080,,"2,44",
Tamaroitkfi,2792581,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,26,,137,,88,,75,,92,,254,,69,,"0,51",,317,,70,,358,,12,,"85,4",,2023,,"2,12",
Tamaroitkt,2792582,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,treated,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
CF02170itkt,2792520,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26421,https://doi.org/10.15454/LV5TNC,CF02170,VIRTUAL_TRIAL,,,,,,,,treated,2003,"27,9",,158,,82,,80,,60,,222,,36,,"0,22",,147,,15,,357,,12,,"81,3",,1829,,"3,08",
CF02170itkfi,2792519,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26421,https://doi.org/10.15454/LV5TNC,CF02170,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,26,,137,,88,,59,,72,,219,,35,,"0,25",,137,,13,,358,,"11,1",,"79,2",,1793,,"3,08",
CF02252itkfi,2792551,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26422,https://doi.org/10.15454/9B1QCJ,CF02252,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"18,4",,68,,85,,75,,79,,240,,56,,"0,81",,161,,56,,416,,"10,8",,"80,6",,1783,,"1,86",
CF02252itkt,2792552,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26422,https://doi.org/10.15454/9B1QCJ,CF02252,VIRTUAL_TRIAL,,,,,,,,treated,2003,"22,2",,100,,70,,43,,76,,188,,61,,"0,61",,232,,71,,421,,"12,5",,"82,6",,1686,,"1,84",
CF02266itkt,2792498,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26423,https://doi.org/10.15454/ETPIWK,CF02266,VIRTUAL_TRIAL,,,,,,,,treated,2003,"26,7",,145,,97,,86,,88,,271,,56,,"0,39",,242,,77,,419,,"12,7",,"82,8",,1843,,"2,02",
CF02266itkfi,2792497,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26423,https://doi.org/10.15454/ETPIWK,CF02266,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
CF02283itkfi,2792583,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26424,https://doi.org/10.15454/EQGEJX,CF02283,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"21,8",,96,,97,,48,,91,,236,,44,,"0,46",,162,,51,,398,,"10,2",,"78,2",,1831,,"1,81",
CF02283itkt,2792584,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26424,https://doi.org/10.15454/EQGEJX,CF02283,VIRTUAL_TRIAL,,,,,,,,treated,2003,"25,7",,134,,91,,66,,70,,227,,49,,"0,36",,228,,62,,367,,"11,9",,"79,2",,1790,,"1,8",
DI03011itkt,2792494,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26428,https://doi.org/10.15454/QSCEEU,DI03011,VIRTUAL_TRIAL,,,,,,,,treated,2003,"19,8",,79,,91,,32,,68,,192,,64,,"0,81",,220,,23,,335,,"12,1",,"83,5",,1541,,"2,67",
DI03011itkfi,2792493,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26428,https://doi.org/10.15454/QSCEEU,DI03011,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
DI03008itkfi,2792533,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"13,6",,38,,82,,26,,84,,192,,53,,"1,42",,89,,17,,366,,"10,6",,"81,1",,1360,,"2,97",
DI03008itkt,2792534,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,treated,2003,"17,4",,61,,85,,22,,54,,161,,64,,"1,04",,171,,21,,345,,"12,1",,"83,6",,1305,,"2,83",
EM02209itkt,2792560,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26414,https://doi.org/10.15454/CCL96G,EM02209,VIRTUAL_TRIAL,,,,,,,,treated,2003,"29,1",,172,,97,,43,,61,,201,,40,,"0,23",,187,,27,,NA,,"12,1",,"80,6",,1828,,"2,74",
EM02209itkfi,2792559,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26414,https://doi.org/10.15454/CCL96G,EM02209,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"25,4",,131,,97,,56,,60,,214,,38,,"0,29",,150,,18,,324,,"10,5",,"78,4",,1815,,"2,99",
EM02231itkfi,2792511,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26415,https://doi.org/10.15454/J3I5NY,EM02231,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"19,1",,74,,88,,59,,70,,217,,50,,"0,67",,146,,18,,369,,"10,2",,"79,6",,1713,,"3,14",
EM02231itkt,2792512,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26415,https://doi.org/10.15454/J3I5NY,EM02231,VIRTUAL_TRIAL,,,,,,,,treated,2003,"25,9",,136,,88,,63,,84,,235,,53,,"0,39",,247,,27,,327,,"11,8",,"81,9",,1868,,"2,82",
EM02065itkt,2792548,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26412,https://doi.org/10.15454/8UNSOD,EM02065,VIRTUAL_TRIAL,,,,,,,,treated,2003,"20,3",,83,,97,,66,,80,,243,,67,,"0,8",,213,,83,,386,,"10,8",,83,,1768,,"1,96",
EM02065itkfi,2792547,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26412,https://doi.org/10.15454/8UNSOD,EM02065,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"18,5",,69,,76,,35,,42,,154,,60,,"0,86",,167,,56,,380,,"9,3",,81,,1534,,"1,96",
EM02233itkfi,2792513,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26416,https://doi.org/10.15454/HJAB4N,EM02233,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"20,8",,88,,94,,35,,66,,195,,50,,"0,56",,159,,16,,333,,"9,8",,"79,2",,1619,,"3,26",
EM02233itkt,2792514,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26416,https://doi.org/10.15454/HJAB4N,EM02233,VIRTUAL_TRIAL,,,,,,,,treated,2003,"25,7",,134,,85,,67,,90,,243,,50,,"0,38",,234,,26,,327,,"11,6",,"81,5",,1846,,"2,98",
CF02093itkt,2792556,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26417,https://doi.org/10.15454/YM7WOU,CF02093,VIRTUAL_TRIAL,,,,,,,,treated,2003,"27,7",,156,,91,,62,,66,,219,,42,,"0,27",,202,,15,,341,,"12,2",,"80,1",,1733,,"2,86",
CF02093itkfi,2792555,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26417,https://doi.org/10.15454/YM7WOU,CF02093,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
EM02026itkt,2792574,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26411,https://doi.org/10.15454/CYWIQW,EM02026,VIRTUAL_TRIAL,,,,,,,,treated,2003,20,,81,,76,,38,,72,,186,,84,,"1,04",,275,,82,,429,,"12,6",,"83,5",,1545,,"2,14",
EM02026itkfi,2792573,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26411,https://doi.org/10.15454/CYWIQW,EM02026,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
EM01023itkt,2792546,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26407,https://doi.org/10.15454/3VKOE9,EM01023,VIRTUAL_TRIAL,,,,,,,,treated,2003,"26,5",,142,,82,,36,,47,,165,,38,,"0,27",,154,,24,,340,,"11,5",,"82,6",,1745,,"2,25",
EM01023itkfi,2792545,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26407,https://doi.org/10.15454/3VKOE9,EM01023,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,NA,,NA,,94,,32,,58,,184,,NA,,NA,,NA,,23,,306,,"10,2",,"80,2",,1620,,"2,41",
DI03012itkfi,2792491,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26429,https://doi.org/10.15454/FOQIZY,DI03012,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"21,6",,95,,85,,64,,70,,218,,76,,"0,8",,231,,62,,391,,"10,8",,"79,9",,1795,,"3,53",
DI03012itkt,2792492,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26429,https://doi.org/10.15454/FOQIZY,DI03012,VIRTUAL_TRIAL,,,,,,,,treated,2003,"28,4",,164,,100,,89,,90,,279,,58,,"0,35",,268,,73,,315,,"11,7",,"81,1",,1943,,"3,5",
CF01046itkfi,2792569,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,"18,6",,70,,97,,58,,74,,229,,38,,"0,54",,112,,15,,338,,"10,1",,"79,7",,1698,,"1,81",
CF01046itkt,2792570,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,treated,2003,"22,2",,100,,85,,77,,72,,234,,45,,"0,45",,175,,26,,321,,"11,6",,"81,3",,1783,,"1,79",
Rytmicitkfi,2792523,BTH_Le_Moulon_2003_TECH,BTH_Le_Moulon_2003_TECH,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,low inputs,2003,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
