observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,vp(CO_321:1000225),vp(CO_321:1000225).date,zel(CO_321:1000222),zel(CO_321:1000222).date
Goreckiitkt,2826913,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,48843,gnpis_pui:holding-921_taxon-4898_accession-48843,Gorecki,VIRTUAL_TRIAL,,,,,,,,treated,2007,"16,1",,53,,100,,NA,,"68,8",,NA,,"82,9",,NA,,"251,7",,NA,,107,,"2,06",,235,,42,,393,,"11,97",,"75,1",,"1562,5",,NA,,NA,,46,
AO07127itkt,2826877,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,treated,2007,"17,7",,64,,97,,NA,,55,,NA,,69,,NA,,221,,NA,,52,,"0,83",,137,,"14,5",,260,,"11,405",,"77,3",,1545,,NA,,NA,,28,
CF06210itkt,2826927,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27785,https://doi.org/10.15454/BZGBHW,CF06210,VIRTUAL_TRIAL,,,,,,,,treated,2007,"23,2",,109,,NA,,97,,NA,,35,,NA,,92,,NA,,224,,74,,"0,68",,283,,63,,352,,"11,7",,"77,8",,NA,,1400,,"2,74",,NA,
DI07001itkt,2826878,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27802,https://doi.org/10.15454/5XXKDL,DI07001,VIRTUAL_TRIAL,,,,,,,,treated,2007,15,,46,,NA,,100,,NA,,7,,NA,,64,,NA,,171,,98,,"2,15",,191,,48,,374,,"10,9",,"75,3",,NA,,950,,"2,32",,NA,
DI07013itkt,2826900,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27803,https://doi.org/10.15454/GVABT5,DI07013,VIRTUAL_TRIAL,,,,,,,,treated,2007,"13,8",,39,,NA,,100,,NA,,10,,NA,,65,,NA,,175,,72,,"1,85",,126,,58,,381,,"11,3",,"76,1",,NA,,1050,,"1,89",,NA,
EM06017itkt,2826876,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,treated,2007,"17,1",,60,,NA,,97,,NA,,26,,NA,,87,,NA,,210,,49,,"0,82",,125,,6,,349,,"11,1",,79,,NA,,1300,,"2,05",,NA,
EM06089itkt,2826889,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27815,https://doi.org/10.15454/UZYTX5,EM06089,VIRTUAL_TRIAL,,,,,,,,treated,2007,"24,4",,121,,NA,,100,,NA,,48,,NA,,94,,NA,,242,,72,,"0,59",,260,,59,,398,,"11,2",,77,,NA,,1360,,"2,75",,NA,
EM06233itkt,2826935,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27819,https://doi.org/10.15454/SA4R8B,EM06233,VIRTUAL_TRIAL,,,,,,,,treated,2007,"18,9",,72,,NA,,88,,NA,,7,,NA,,36,,NA,,131,,60,,"0,83",,179,,4,,354,,"11,7",,"77,7",,NA,,850,,"2,23",,NA,
EM06229itkt,2826894,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,treated,2007,"20,6",,86,,NA,,97,,NA,,26,,NA,,83,,NA,,206,,58,,"0,68",,197,,3,,322,,"11,5",,"76,3",,NA,,900,,"2,02",,NA,
EM06110itkt,2826929,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,treated,2007,"22,3",,101,,NA,,100,,NA,,30,,NA,,71,,NA,,201,,40,,"0,4",,145,,2,,290,,"11,2",,"75,5",,NA,,1320,,"1,97",,NA,
EM06094itkt,2826918,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,treated,2007,"24,7",,124,,NA,,100,,NA,,54,,NA,,86,,NA,,240,,75,,"0,61",,265,,45,,327,,12,,"74,1",,NA,,1550,,"3,13",,NA,
RE05039itkt,2826930,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27825,https://doi.org/10.15454/FYAJT8,RE05039,VIRTUAL_TRIAL,,,,,,,,treated,2007,"22,5",,103,,94,,NA,,"67,9",,NA,,91,,NA,,"252,9",,NA,,58,,"0,57",,189,,"24,5",,296,,"12,445",,"73,8",,1560,,NA,,NA,,32,
RE06058itkt,2826891,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27830,https://doi.org/10.15454/V4CPNJ,RE06058,VIRTUAL_TRIAL,,,,,,,,treated,2007,"16,7",,56,,NA,,88,,NA,,7,,NA,,60,,NA,,154,,48,,"0,85",,120,,11,,190,,"9,7",,"74,9",,NA,,850,,"1,57",,NA,
RE06097itkt,2826870,BTH_Le_Moulon_2007_TECH,BTH_Le_Moulon_2007_TECH,27832,https://doi.org/10.15454/X0FSJ6,RE06097,VIRTUAL_TRIAL,,,,,,,,treated,2007,"21,9",,97,,NA,,97,,NA,,38,,NA,,90,,NA,,225,,39,,"0,4",,135,,-1,,349,,11,,"77,6",,NA,,1250,,"1,89",,NA,
