observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
DI07021itkt,2826813,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27806,https://doi.org/10.15454/HIUKXE,DI07021,VIRTUAL_TRIAL,,,,,,,,treated,2007,"16,8",,58,,NA,,94,,NA,,29,,NA,,75,,NA,,198,,110,,"1,91",,276,,43,,221,,13,,"70,2",,NA,,1000,,NA,
CF05079itkt,2826847,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26976,https://doi.org/10.15454/YDUNWW,CF05079,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
AO07438itkt,2826843,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27762,https://doi.org/10.15454/XHRZAO,AO07438,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
CF06136itkt,2826866,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27783,https://doi.org/10.15454/S3WW0P,CF06136,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,100,,NA,,64,,NA,,88,,NA,,252,,NA,,NA,,NA,,42,,199,,"12,1",,"69,9",,NA,,1720,,NA,
DI05014itkt,2826819,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26985,https://doi.org/10.15454/TKJCUM,DI05014,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
RE05007itkt,2826806,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26981,https://doi.org/10.15454/SU2MGF,RE05007,VIRTUAL_TRIAL,,,,,,,,treated,2007,"27,9",,158,,91,,NA,,"28,9",,NA,,"48,2",,NA,,"168,1",,NA,,43,,"0,27",,155,,54,,127,,"12,66",,"69,3",,"1487,5",,NA,,39,
CF05162itkt,2826822,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
CF06016itkt,2826853,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27782,https://doi.org/10.15454/96DRU4,CF06016,VIRTUAL_TRIAL,,,,,,,,treated,2007,"18,5",,69,,NA,,97,,NA,,34,,NA,,86,,NA,,217,,77,,"1,12",,223,,51,,259,,"12,6",,"71,3",,NA,,1380,,NA,
CF03201itkt,2826833,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,treated,2007,"26,5",,142,,91,,NA,,"60,6",,NA,,79,,NA,,"230,6",,NA,,80,,"0,56",,321,,"46,5",,208,,"13,9",,"72,9",,"1817,5",,NA,,51,
AO07210itkt,2826812,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27757,https://doi.org/10.15454/YPTSA5,AO07210,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
AO07302itkt,2826864,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27759,https://doi.org/10.15454/VOAXIV,AO07302,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
AO07403itkt,2826811,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27761,https://doi.org/10.15454/KYXZFC,AO07403,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
AO07311itkt,2826849,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27760,https://doi.org/10.15454/RMDMGI,AO07311,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
CF04043itkt,2826834,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
RE06134itkt,2826815,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27268,https://doi.org/10.15454/K6RWJK,RE06134,VIRTUAL_TRIAL,,,,,,,,treated,2007,"21,9",,97,,NA,,100,,NA,,41,,NA,,90,,NA,,231,,53,,"0,54",,188,,1,,233,,"12,8",,"72,5",,NA,,1600,,NA,
Hendrixitkt,2826801,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,treated,2007,"21,9",,97,,NA,,100,,NA,,38,,NA,,87,,NA,,225,,98,,"1,01",,352,,49,,302,,"13,4",,"72,9",,NA,,1500,,NA,
Folkloritkt,2826807,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2007,"22,9",,106,,100,,NA,,"62,1",,NA,,"76,5",,NA,,"238,6",,NA,,87,,"0,82",,316,,62,,267,,"12,735",,70,,1835,,NA,,52,
RE06060itkt,2826856,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27265,https://doi.org/10.15454/OLKQ99,RE06060,VIRTUAL_TRIAL,,,,,,,,treated,2007,"17,1",,60,,NA,,100,,NA,,35,,NA,,75,,NA,,210,,49,,"0,82",,121,,15,,152,,"12,1",,"70,9",,NA,,1500,,NA,
RE06127itkt,2826846,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27267,https://doi.org/10.15454/TBKWQN,RE06127,VIRTUAL_TRIAL,,,,,,,,treated,2007,23,,107,,NA,,100,,NA,,29,,NA,,97,,NA,,226,,53,,"0,5",,196,,5,,248,,"13,1",,"74,8",,NA,,1300,,NA,
Apacheitkt,2826828,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2007,"28,85",,169,,94,,100,,"78,4",,64,,"76,1",,100,,249,,264,,59,,"0,355",,277,,"43,5",,385,,"13,31",,"72,2",,"1707,5",,1720,,57,
Toisondoritkt,2826804,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2007,"13,5",,37,,91,,NA,,"46,3",,NA,,"66,8",,NA,,204,,NA,,82,,"2,22",,141,,55,,180,,"12,185",,"72,9",,1535,,NA,,38,
Flamenkoitkt,2826838,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2007,"22,4",,102,,97,,NA,,"71,5",,NA,,"71,6",,NA,,240,,NA,,90,,"0,89",,285,,45,,128,,"13,38",,"67,1",,"1827,5",,NA,,59,
CF05161itkt,2826820,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26974,https://doi.org/10.15454/BQTYVO,CF05161,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
EM05230itkt,2826829,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26988,https://doi.org/10.15454/FV0GUM,EM05230,VIRTUAL_TRIAL,,,,,,,,treated,2007,"17,2",,60,,88,,NA,,"24,5",,NA,,"61,9",,NA,,174,,NA,,38,,"0,63",,97,,"10,5",,235,,"11,885",,"72,4",,"1387,5",,NA,,28,
Karillonitkt,2826858,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,treated,2007,20,,81,,97,,NA,,"59,6",,NA,,97,,NA,,"253,6",,NA,,86,,"1,06",,233,,"69,5",,236,,"12,02",,"72,6",,"1667,5",,NA,,45,
Ghaytaitkt,2826852,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2007,"23,3",,110,,NA,,100,,NA,,41,,NA,,84,,NA,,225,,96,,"0,88",,386,,67,,320,,"13,9",,"74,4",,NA,,1700,,NA,
AO07102itkt,2826825,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27754,https://doi.org/10.15454/7MX1DM,AO07102,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
AO07116itkt,2826860,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27755,https://doi.org/10.15454/IF7X64,AO07116,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
EM06307itkt,2826854,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27838,https://doi.org/10.15454/0CP8RW,EM06307,VIRTUAL_TRIAL,,,,,,,,treated,2007,21,,89,,NA,,100,,NA,,50,,NA,,96,,NA,,246,,58,,"0,65",,172,,52,,244,,"12,6",,"71,4",,NA,,1500,,NA,
DI07015itkt,2826831,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27842,https://doi.org/10.15454/CW6MPE,DI07015,VIRTUAL_TRIAL,,,,,,,,treated,2007,"18,8",,71,,NA,,97,,NA,,8,,NA,,56,,NA,,161,,51,,"0,71",,154,,15,,203,,"12,2",,"76,5",,NA,,1000,,NA,
CF03287itkt,2826840,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,treated,2007,"24,5",,122,,94,,NA,,"67,7",,NA,,"70,9",,NA,,"232,6",,NA,,100,,"0,83",,425,,"59,5",,203,,"14,555",,"72,4",,1965,,NA,,62,
RE05108itkt,2826844,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26835,https://doi.org/10.15454/FXNO6G,RE05108,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
RE06048itkt,2826855,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27264,https://doi.org/10.15454/ILREHV,RE06048,VIRTUAL_TRIAL,,,,,,,,treated,2007,"16,2",,54,,NA,,94,,NA,,23,,NA,,52,,NA,,168,,48,,"0,89",,111,,10,,281,,"12,4",,"72,1",,NA,,900,,NA,
RE05005itkt,2826805,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26898,https://doi.org/10.15454/JQW74U,RE05005,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
RE05047itkt,2826803,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,26903,https://doi.org/10.15454/QRI3MM,RE05047,VIRTUAL_TRIAL,,,,,,,,treated,2007,"21,9",,97,,94,,NA,,"42,4",,NA,,"86,5",,NA,,"222,9",,NA,,81,,"0,84",,240,,72,,219,,"12,89",,"74,4",,"1812,5",,NA,,45,
CF06193itkt,2826842,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27067,https://doi.org/10.15454/739FBM,CF06193,VIRTUAL_TRIAL,,,,,,,,treated,2007,"17,5",,62,,NA,,94,,NA,,24,,NA,,74,,NA,,192,,90,,"1,45",,246,,38,,285,,"13,1",,"71,8",,NA,,1200,,NA,
CF06227itkt,2826824,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27068,https://doi.org/10.15454/PIPBFU,CF06227,VIRTUAL_TRIAL,,,,,,,,treated,2007,"23,3",,110,,NA,,100,,NA,,38,,NA,,87,,NA,,225,,106,,"0,96",,402,,41,,253,,13,,"72,5",,NA,,1500,,NA,
CF06230itkt,2826863,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27069,https://doi.org/10.15454/PBD8PO,CF06230,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,100,,NA,,63,,NA,,85,,NA,,248,,NA,,NA,,NA,,50,,220,,"13,5",,"67,8",,NA,,1700,,NA,
CF06107itkt,2826816,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27066,https://doi.org/10.15454/PVLGW3,CF06107,VIRTUAL_TRIAL,,,,,,,,treated,2007,"22,2",,100,,NA,,97,,NA,,12,,NA,,75,,NA,,184,,73,,"0,73",,219,,59,,262,,"12,6",,"73,9",,NA,,1300,,NA,
Soissonsitkt,2826818,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2007,"20,8",,"91,5",,97,,100,,76,,31,,79,,84,,252,,215,,"79,5",,"1,02",,276,,49,,294,,"12,465",,"72,1",,"1712,5",,1380,,50,
Goreckiitkt,2826845,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,48843,gnpis_pui:holding-921_taxon-4898_accession-48843,Gorecki,VIRTUAL_TRIAL,,,,,,,,treated,2007,"23,7",,114,,97,,NA,,"57,1",,NA,,"83,3",,NA,,"237,4",,NA,,90,,"0,8",,365,,47,,272,,"13,72",,"69,9",,"1727,5",,NA,,67,
AO07127itkt,2826809,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27756,https://doi.org/10.15454/PILE9C,AO07127,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
CF06210itkt,2826859,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27785,https://doi.org/10.15454/BZGBHW,CF06210,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,94,,NA,,34,,NA,,84,,NA,,212,,NA,,NA,,NA,,49,,358,,"13,6",,"68,8",,NA,,1300,,NA,
DI07001itkt,2826810,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27802,https://doi.org/10.15454/5XXKDL,DI07001,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,94,,NA,,26,,NA,,64,,NA,,184,,NA,,NA,,NA,,46,,255,,"12,6",,"66,5",,NA,,1200,,NA,
DI07013itkt,2826832,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27803,https://doi.org/10.15454/GVABT5,DI07013,VIRTUAL_TRIAL,,,,,,,,treated,2007,"15,3",,48,,NA,,94,,NA,,23,,NA,,65,,NA,,182,,78,,"1,64",,167,,54,,130,,"12,2",,"69,1",,NA,,950,,NA,
EM06017itkt,2826808,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,treated,2007,"17,1",,60,,NA,,97,,NA,,8,,NA,,66,,NA,,171,,51,,"0,85",,130,,10,,277,,"12,6",,"73,6",,NA,,1180,,NA,
EM06089itkt,2826821,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27815,https://doi.org/10.15454/UZYTX5,EM06089,VIRTUAL_TRIAL,,,,,,,,treated,2007,"21,8",,96,,NA,,100,,NA,,40,,NA,,98,,NA,,238,,96,,1,,311,,53,,278,,"13,3",,"72,9",,NA,,1600,,NA,
EM06233itkt,2826867,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27819,https://doi.org/10.15454/SA4R8B,EM06233,VIRTUAL_TRIAL,,,,,,,,treated,2007,"15,5",,49,,NA,,94,,NA,,24,,NA,,63,,NA,,181,,59,,"1,2",,125,,8,,317,,"13,6",,"71,4",,NA,,1000,,NA,
EM06229itkt,2826826,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27818,https://doi.org/10.15454/VSKKHS,EM06229,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,94,,NA,,26,,NA,,72,,NA,,192,,NA,,NA,,NA,,7,,326,,13,,"69,9",,NA,,1100,,NA,
EM06110itkt,2826861,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27817,https://doi.org/10.15454/KG1VPB,EM06110,VIRTUAL_TRIAL,,,,,,,,treated,2007,"22,2",,100,,NA,,94,,NA,,32,,NA,,91,,NA,,217,,47,,"0,47",,170,,10,,218,,"12,4",,"72,1",,NA,,1400,,NA,
EM06094itkt,2826850,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27816,https://doi.org/10.15454/ZMYTIN,EM06094,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,100,,NA,,60,,NA,,81,,NA,,241,,NA,,NA,,NA,,36,,227,,"13,8",,"70,2",,NA,,1600,,NA,
RE05039itkt,2826862,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27825,https://doi.org/10.15454/FYAJT8,RE05039,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
RE06058itkt,2826823,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27830,https://doi.org/10.15454/V4CPNJ,RE06058,VIRTUAL_TRIAL,,,,,,,,treated,2007,17,,58,,NA,,91,,NA,,24,,NA,,67,,NA,,182,,50,,"0,86",,125,,17,,195,,"11,9",,"70,2",,NA,,950,,NA,
RE06097itkt,2826802,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27832,https://doi.org/10.15454/X0FSJ6,RE06097,VIRTUAL_TRIAL,,,,,,,,treated,2007,"22,9",,106,,NA,,100,,NA,,48,,NA,,92,,NA,,240,,39,,"0,37",,138,,6,,222,,"12,9",,"71,6",,NA,,1500,,NA,
RE06130itkt,2826817,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27833,https://doi.org/10.15454/QCSBFW,RE06130,VIRTUAL_TRIAL,,,,,,,,treated,2007,"13,3",,36,,NA,,94,,NA,,23,,NA,,54,,NA,,171,,68,,"1,91",,111,,15,,191,,"12,2",,74,,NA,,920,,NA,
RE05074itkt,2826841,BTH_Estrées-Mons_2007_TECH,BTH_Estrées-Mons_2007_TECH,27826,https://doi.org/10.15454/UVZHWO,RE05074,VIRTUAL_TRIAL,,,,,,,,treated,2007,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
