observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
DI08003itkfi,2832212,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48341,gnpis_pui:holding-921_taxon-4898_accession-48341,DI08003,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,"41,8",,138,,"10,36",,"74,9",,"101,6",,1,,"80,8",,1,,2,,"1,5",
CF07057itkfi,2832202,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48970,gnpis_pui:holding-921_taxon-4898_accession-48970,CF07057,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,46,,136,,"10,19",,"74,8",,"114,4",,"1,5",,91,,1,,"2,5",,1,
AO08112itkt,2832193,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27769,https://doi.org/10.15454/IR0FDN,AO08112,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,"46,7",,138,,"10,07",,"75,1",,"104,3",,,,"120,5",,,,,,1,
EM07186itkfi,2832168,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48691,gnpis_pui:holding-921_taxon-4898_accession-48691,EM07186,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,90,,"35,6",,134,,"10,16",,"74,1",,"107,9",,1,,"85,9",,1,,"2,5",,1,
CF07002itkt,2832237,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,"49,2",,141,,"10,62",,78,,"100,2",,,,"115,8",,,,,,1,
RE07002itkt,2832229,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48879,gnpis_pui:holding-921_taxon-4898_accession-48879,RE07002,VIRTUAL_TRIAL,,,,,,,,treated,2008,80,,"44,4",,136,,"11,39",,"78,4",,"90,6",,,,"104,8",,,,,,1,
EM07186itkt,2832169,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48691,gnpis_pui:holding-921_taxon-4898_accession-48691,EM07186,VIRTUAL_TRIAL,,,,,,,,treated,2008,82,,"36,3",,134,,"11,41",,"76,8",,"88,1",,,,"101,8",,,,,,1,
CF07002itkfi,2832236,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"46,9",,140,,"10,34",,"77,7",,"119,1",,1,,"94,8",,1,,1,,1,
CF07057itkt,2832203,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48970,gnpis_pui:holding-921_taxon-4898_accession-48970,CF07057,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,"46,4",,136,,"12,07",,"78,4",,"97,1",,,,"112,2",,,,,,1,
RE07005itkt,2832165,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48692,gnpis_pui:holding-921_taxon-4898_accession-48692,RE07005,VIRTUAL_TRIAL,,,,,,,,treated,2008,85,,46,,136,,"12,7",,"76,4",,"93,5",,,,"108,1",,,,,,1,
DI08003itkt,2832213,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48341,gnpis_pui:holding-921_taxon-4898_accession-48341,DI08003,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"45,4",,137,,12,,"78,4",,"97,2",,,,"112,3",,,,,,1,
RE07004itkfi,2832182,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27843,https://doi.org/10.15454/KB5WU7,RE07004,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,43,,135,,"11,92",,75,,"107,3",,1,,"85,4",,1,,"2,5",,1,
CF07021itkt,2832233,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27789,https://doi.org/10.15454/BTYEVM,CF07021,VIRTUAL_TRIAL,,,,,,,,treated,2008,98,,"52,2",,145,,"10,92",,"79,4",,"102,7",,,,"118,7",,,,,,1,
CF07021itkfi,2832232,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27789,https://doi.org/10.15454/BTYEVM,CF07021,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,102,,"47,8",,143,,"9,9",,"77,6",,"123,7",,1,,"98,4",,1,,"1,5",,1,
RE07005itkfi,2832164,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48692,gnpis_pui:holding-921_taxon-4898_accession-48692,RE07005,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"41,8",,136,,"11,7",,"73,9",,"108,8",,1,,"86,6",,1,,"1,5",,1,
RE07002itkfi,2832228,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48879,gnpis_pui:holding-921_taxon-4898_accession-48879,RE07002,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,"41,2",,136,,"10,77",,76,,"115,1",,1,,"91,6",,"1,5",,3,,1,
AO08107itkfi,2832226,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27768,https://doi.org/10.15454/BQBT4V,AO08107,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,"43,6",,138,,"10,75",,"68,5",,"104,9",,1,,"83,5",,"3,5",,"2,5",,1,
Sankaraitkfi,2832204,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,90,,41,,144,,"10,39",,"75,6",,108,,1,,"85,9",,1,,"2,5",,1,
Sankaraitkt,2832205,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,"45,8",,144,,"10,75",,"77,4",,"103,2",,,,"119,3",,,,,,1,
AO08107itkt,2832227,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27768,https://doi.org/10.15454/BQBT4V,AO08107,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,52,,138,,"10,86",,"73,9",,"106,7",,,,"123,3",,,,,,1,
DI08004itkfi,2832214,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48504,gnpis_pui:holding-921_taxon-4898_accession-48504,DI08004,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,90,,"38,8",,144,,"10,52",,"69,1",,"97,6",,1,,"77,7",,1,,2,,1,
DI08002itkfi,2832210,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49435,gnpis_pui:holding-921_taxon-4898_accession-49435,DI08002,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,"47,8",,139,,"9,79",,"76,3",,"105,5",,1,,84,,"1,5",,"1,5",,1,
RE07015itkt,2832181,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48361,gnpis_pui:holding-921_taxon-4898_accession-48361,RE07015,VIRTUAL_TRIAL,,,,,,,,treated,2008,70,,"56,4",,140,,"12,71",,"72,7",,93,,,,"107,4",,,,,,1,
RE07015itkfi,2832180,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48361,gnpis_pui:holding-921_taxon-4898_accession-48361,RE07015,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,80,,"48,3",,141,,"12,58",,"69,2",,"100,3",,1,,"79,9",,1,,2,,1,
DI08002itkt,2832211,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49435,gnpis_pui:holding-921_taxon-4898_accession-49435,DI08002,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,"50,7",,140,,"11,23",,"77,8",,"91,4",,,,"105,6",,,,,,1,
RE07006itkfi,2832224,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48418,gnpis_pui:holding-921_taxon-4898_accession-48418,RE07006,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,82,,"42,3",,136,,"10,64",,"78,2",,"103,8",,1,,"82,6",,1,,3,,1,
CF07018itkt,2832201,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"47,1",,146,,"10,67",,"76,3",,"109,1",,,,"126,1",,,,,,"1,5",
CF07018itkfi,2832200,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,"42,2",,144,,"9,85",,"73,6",,"112,5",,1,,"89,6",,1,,"1,5",,1,
Toisondoritkfi,2832190,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,80,,"36,4",,141,,"9,56",,71,,"103,6",,1,,"82,5",,"4,5",,1,,1,
RE07017itkt,2832185,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49619,gnpis_pui:holding-921_taxon-4898_accession-49619,RE07017,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,"51,7",,137,,"11,2",,"77,2",,"86,5",,,,100,,,,,,2,
RE07017itkfi,2832184,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49619,gnpis_pui:holding-921_taxon-4898_accession-49619,RE07017,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"52,6",,137,,"10,7",,"77,3",,"102,9",,1,,"81,9",,1,,1,,"3,5",
RE07019itkt,2832187,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,50,,140,,"10,52",,"78,1",,"104,6",,,,"120,9",,,,,,1,
RE07019itkfi,2832186,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,45,,139,,"9,72",,76,,"117,9",,2,,"93,8",,1,,"1,5",,1,
Mendelitkfi,2832220,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,88,,"47,8",,136,,"10,2",,"72,8",,"97,6",,1,,"77,7",,1,,3,,1,
Toisondoritkt,2832191,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2008,75,,"44,4",,142,,"10,65",,"73,2",,"104,5",,,,"120,7",,,,,,1,
DI08005itkfi,2832216,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49067,gnpis_pui:holding-921_taxon-4898_accession-49067,DI08005,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,95,,"40,3",,140,,"10,8",,"70,2",,"97,5",,1,,"77,6",,1,,3,,1,
RE07012itkt,2832177,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27269,https://doi.org/10.15454/N0JGJL,RE07012,VIRTUAL_TRIAL,,,,,,,,treated,2008,90,,"54,1",,137,,"12,12",,"77,8",,93,,,,"107,5",,,,,,1,
RE07012itkfi,2832176,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27269,https://doi.org/10.15454/N0JGJL,RE07012,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"52,2",,138,,"11,24",,"76,6",,"113,2",,1,,"90,1",,1,,"2,5",,1,
Mendelitkt,2832221,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26120,https://doi.org/10.15454/TNI3IW,MENDEL,VIRTUAL_TRIAL,,,,,,,,treated,2008,78,,"54,9",,136,,"11,08",,"77,2",,101,,,,"116,7",,,,,,1,
DI08007itkfi,2832170,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49257,gnpis_pui:holding-921_taxon-4898_accession-49257,DI08007,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,100,,"47,6",,144,,"9,83",,"78,2",,"115,6",,1,,92,,1,,1,,1,
Premioitkfi,2832166,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,90,,"43,8",,137,,"11,06",,"72,8",,"123,5",,1,,"98,3",,1,,"3,5",,1,
DI08007itkt,2832171,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49257,gnpis_pui:holding-921_taxon-4898_accession-49257,DI08007,VIRTUAL_TRIAL,,,,,,,,treated,2008,95,,"49,5",,146,,"10,8",,77,,"100,7",,,,"116,3",,,,,,1,
CF07037itkfi,2832198,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49370,gnpis_pui:holding-921_taxon-4898_accession-49370,CF07037,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"44,8",,140,,"10,26",,"71,2",,"108,3",,1,,"86,2",,1,,2,,1,
Premioitkt,2832167,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2008,85,,"52,9",,136,,"10,72",,"77,7",,"111,6",,,,"128,9",,,,,,1,
RE07006itkt,2832225,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48418,gnpis_pui:holding-921_taxon-4898_accession-48418,RE07006,VIRTUAL_TRIAL,,,,,,,,treated,2008,82,,"45,4",,134,,"12,02",,81,,91,,,,"105,2",,,,,,1,
Grapeliitkt,2832189,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2008,105,,"47,1",,144,,"10,65",,"78,1",,"114,1",,,,"131,8",,,,,,1,
RE07013itkt,2832179,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48745,gnpis_pui:holding-921_taxon-4898_accession-48745,RE07013,VIRTUAL_TRIAL,,,,,,,,treated,2008,85,,"50,6",,140,,"12,73",,"76,2",,"89,4",,,,"103,3",,,,,,1,
Apacheitkt,2832197,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2008,78,,48,,136,,"11,52",,"78,2",,"99,5",,,,115,,,,,,1,
Apacheitkfi,2832196,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"35,7",,136,,"10,88",,"73,6",,"94,4",,1,,"75,1",,1,,"5,5",,1,
Grapeliitkfi,2832188,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,105,,"45,3",,143,,"9,6",,"77,9",,141,,1,,"112,3",,1,,1,,1,
DI08005itkt,2832217,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49067,gnpis_pui:holding-921_taxon-4898_accession-49067,DI08005,VIRTUAL_TRIAL,,,,,,,,treated,2008,92,,"48,8",,142,,"10,92",,"76,1",,"96,2",,,,"111,1",,,,,,3,
RE07013itkfi,2832178,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48745,gnpis_pui:holding-921_taxon-4898_accession-48745,RE07013,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,92,,"47,8",,140,,"11,54",,"77,2",,"101,2",,1,,"80,5",,1,,"2,5",,1,
DI08004itkt,2832215,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48504,gnpis_pui:holding-921_taxon-4898_accession-48504,DI08004,VIRTUAL_TRIAL,,,,,,,,treated,2008,85,,"45,6",,146,,"10,58",,"73,4",,"90,5",,,,"104,5",,,,,,1,
RE07011itkt,2832175,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48617,gnpis_pui:holding-921_taxon-4898_accession-48617,RE07011,VIRTUAL_TRIAL,,,,,,,,treated,2008,82,,"53,4",,136,,"11,97",,"75,8",,"99,1",,,,"114,5",,,,,,1,
EM07118itkfi,2832194,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49448,gnpis_pui:holding-921_taxon-4898_accession-49448,EM07118,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,98,,"37,8",,144,,"10,11",,"72,4",,"104,2",,1,,"82,9",,1,,3,,1,
RE07011itkfi,2832174,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,48617,gnpis_pui:holding-921_taxon-4898_accession-48617,RE07011,VIRTUAL_TRIAL,,,,,,,,low inputs,2008,85,,"47,2",,136,,"11,74",,"70,5",,"95,8",,1,,"76,3",,1,,"4,5",,1,
EM07118itkt,2832195,BTH_Le_Moulon_2008_SetB1,BTH_Le_Moulon_2008_SetB1,49448,gnpis_pui:holding-921_taxon-4898_accession-49448,EM07118,VIRTUAL_TRIAL,,,,,,,,treated,2008,88,,"43,1",,147,,"11,04",,"75,2",,"98,5",,,,"113,9",,,,,,1,
