observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,ht(CO_321:1000218),ht(CO_321:1000218).date,oid(CO_321:1000145),oid(CO_321:1000145).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
RE12051itkfi,2877488,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,48435,https://doi.org/10.15454/0FR6IX,RE12051,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,4,,86,,1,,163,,"11,9",,"76,3",,"112,2",,2,,"84,9",,1,,"4,5",,2,
DI13003itkfi,2877508,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49052,https://doi.org/10.15454/6DHCDH,DI13003,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,87,,"1,5",,160,,"11,3",,"77,6",,"115,7",,3,,"87,6",,1,,"4,5",,3,
RE12062itkfi,2877438,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61498,https://doi.org/10.15454/PGNWR0,RE12062,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,84,,1,,160,,"11,4",,"73,5",,"110,8",,1,,"83,8",,1,,"5,5",,"4,5",
DI13003itkt,2877509,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49052,https://doi.org/10.15454/6DHCDH,DI13003,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,162,,"12,2",,"82,2",,"109,8",,,,"110,2",,,,,,4,
RE12051itkt,2877489,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,48435,https://doi.org/10.15454/0FR6IX,RE12051,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,164,,"12,6",,"81,1",,"99,6",,,,100,,,,,,4,
RE12062itkt,2877439,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61498,https://doi.org/10.15454/PGNWR0,RE12062,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,79,,,,161,,"12,3",,"77,5",,108,,,,"108,3",,,,,,"6,5",
Apacheitkt,2877477,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,71,,,,157,,12,,"82,2",,"98,5",,,,"98,8",,,,,,2,
Bermudeitkfi,2877448,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"3,5",,82,,1,,160,,"10,8",,78,,"105,9",,1,,"80,2",,1,,"7,5",,3,
AO13016itkfi,2877498,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60850,https://doi.org/10.15454/R4ROYJ,AO13016,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,90,,1,,160,,"10,3",,"74,7",,"117,3",,4,,"88,8",,3,,"6,5",,6,
RE12056itkt,2877491,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61466,https://doi.org/10.15454/BR3V9R,RE12056,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,78,,,,162,,"12,2",,"78,1",,"98,5",,,,"98,8",,,,,,"7,5",
AO13016itkt,2877499,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60850,https://doi.org/10.15454/R4ROYJ,AO13016,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,86,,,,162,,"11,1",,"79,8",,"122,9",,,,"123,3",,,,,,7,
RE12056itkfi,2877490,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61466,https://doi.org/10.15454/BR3V9R,RE12056,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,4,,82,,1,,160,,"11,7",,"73,5",,"117,9",,1,,"89,2",,1,,4,,"5,5",
CF12273itkfi,2877494,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49671,https://doi.org/10.15454/XJPBH3,CF12273,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,82,,1,,156,,"11,1",,"77,9",,"97,5",,"5,5",,"73,8",,9,,4,,"3,5",
Apacheitkfi,2877476,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,80,,1,,156,,"11,4",,"75,2",,"95,2",,"1,5",,"72,1",,1,,9,,2,
RE12064itkfi,2877440,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61513,https://doi.org/10.15454/PJQ3Q5,RE12064,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,86,,1,,160,,"11,4",,"75,8",,"115,7",,"2,5",,"87,6",,1,,6,,"5,5",
Lyrikitkfi,2877512,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,88,,1,,158,,"10,4",,"77,8",,119,,"6,5",,"90,1",,3,,"4,5",,4,
AO13020itkfi,2877458,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60930,https://doi.org/10.15454/3Q1S0Q,AO13020,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"2,5",,94,,1,,159,,"11,6",,80,,"107,1",,6,,81,,1,,"3,5",,"5,5",
RE12064itkt,2877441,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61513,https://doi.org/10.15454/PJQ3Q5,RE12064,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,81,,,,162,,"11,8",,"80,9",,"108,5",,,,"108,8",,,,,,6,
AO13023itkfi,2877460,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60976,https://doi.org/10.15454/MDP0B7,AO13023,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,86,,1,,157,,"11,9",,"79,8",,"105,3",,3,,"79,7",,1,,6,,"2,5",
AO13020itkt,2877459,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60930,https://doi.org/10.15454/3Q1S0Q,AO13020,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,92,,,,159,,"12,5",,"83,7",,103,,,,"103,3",,,,,,7,
Lyrikitkt,2877513,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,78,,,,160,,"10,9",,"81,5",,"108,6",,,,"108,9",,,,,,"4,5",
AO13023itkt,2877461,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60976,https://doi.org/10.15454/MDP0B7,AO13023,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,76,,,,158,,13,,"83,5",,"94,3",,,,"94,6",,,,,,"3,5",
CF12176itkfi,2877480,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61510,https://doi.org/10.15454/KWBER9,CF12176,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"3,5",,82,,1,,158,,"11,6",,"77,6",,106,,5,,"80,2",,1,,"5,5",,4,
CF12176itkt,2877481,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61510,https://doi.org/10.15454/KWBER9,CF12176,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,80,,,,158,,"11,9",,"82,2",,"98,8",,,,"99,1",,,,,,"4,5",
CF12202itkt,2877507,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,82,,,,158,,"11,9",,"81,8",,"111,7",,,,"112,1",,,,,,5,
CF12265itkt,2877447,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61601,https://doi.org/10.15454/RDBYFX,CF12265,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,98,,,,158,,"12,4",,"82,4",,"100,1",,,,"100,4",,,,,,"6,5",
Pakitoitkt,2877471,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,74,,,,158,,"11,3",,82,,"97,6",,,,"97,9",,,,,,"5,5",
CF12265itkfi,2877446,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61601,https://doi.org/10.15454/RDBYFX,CF12265,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,98,,1,,158,,"11,2",,"76,9",,"103,1",,5,,"78,1",,4,,8,,6,
CF12181itkt,2877467,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,48978,https://doi.org/10.15454/5ZAP8G,CF12181,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,86,,,,163,,"12,3",,"81,2",,"106,4",,,,"106,7",,,,,,6,
AO13021itkt,2877457,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60946,https://doi.org/10.15454/N0K6T3,AO13021,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,86,,,,158,,"13,4",,"84,9",,83,,,,"83,3",,,,,,"5,5",
CF12271itkt,2877497,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61616,https://doi.org/10.15454/L4H0GP,CF12271,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,84,,,,163,,"12,1",,"81,4",,"96,3",,,,"96,6",,,,,,"4,5",
Pakitoitkfi,2877470,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,80,,1,,158,,"10,8",,"76,7",,"99,1",,1,,75,,1,,9,,"5,5",
CF12181itkfi,2877466,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,48978,https://doi.org/10.15454/5ZAP8G,CF12181,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,92,,1,,162,,"11,4",,"77,8",,"112,4",,"6,5",,"85,1",,1,,4,,5,
EM12205itkt,2877443,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49562,https://doi.org/10.15454/EJSRJK,EM12205,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,76,,,,158,,"13,2",,"82,5",,"96,3",,,,"96,6",,,,,,2,
CF12271itkfi,2877496,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61616,https://doi.org/10.15454/L4H0GP,CF12271,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,89,,1,,162,,"11,8",,"76,8",,"114,1",,4,,"86,3",,1,,"4,5",,"2,5",
DI13004itkfi,2877464,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49219,https://doi.org/10.15454/6NP2UD,DI13004,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,92,,1,,162,,"11,7",,78,,"119,4",,3,,"90,4",,1,,5,,"4,5",
AO13021itkfi,2877456,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60946,https://doi.org/10.15454/N0K6T3,AO13021,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,94,,4,,158,,"12,6",,"80,3",,"97,8",,"6,5",,74,,1,,"4,5",,"4,5",
EM12205itkfi,2877442,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49562,https://doi.org/10.15454/EJSRJK,EM12205,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,80,,1,,155,,"12,7",,76,,"100,5",,"2,5",,"76,1",,1,,7,,"2,5",
AO13019itkfi,2877504,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60913,https://doi.org/10.15454/GQZLI1,AO13019,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,88,,1,,158,,"12,2",,"79,2",,"106,1",,1,,"80,3",,"4,5",,"5,5",,3,
AO13019itkt,2877505,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60913,https://doi.org/10.15454/GQZLI1,AO13019,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,80,,,,158,,"12,8",,"84,2",,"90,2",,,,"90,5",,,,,,"3,5",
EM12147itkfi,2877482,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61939,https://doi.org/10.15454/UMYYUP,EM12147,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,4,,75,,1,,156,,"12,2",,"76,7",,"99,6",,1,,"75,4",,1,,4,,2,
EM12147itkt,2877483,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61939,https://doi.org/10.15454/UMYYUP,EM12147,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,70,,,,158,,"12,5",,"82,4",,"96,6",,,,"96,9",,,,,,3,
CF12232itkfi,2877510,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61583,https://doi.org/10.15454/Y57CZL,CF12232,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,84,,1,,158,,"11,8",,"76,6",,"107,3",,"2,5",,"81,2",,1,,7,,"2,5",
CF12232itkt,2877511,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,61583,https://doi.org/10.15454/Y57CZL,CF12232,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,76,,,,160,,"12,4",,"81,5",,94,,,,"94,3",,,,,,6,
EM12231itkt,2877475,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,48934,https://doi.org/10.15454/YCKTDL,EM12231,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,84,,,,160,,"11,9",,"81,5",,"100,9",,,,"101,3",,,,,,5,
CF12202itkfi,2877506,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,85,,1,,156,,"11,3",,"79,6",,"119,1",,"2,5",,"90,2",,1,,"4,5",,"3,5",
EM12231itkfi,2877474,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,48934,https://doi.org/10.15454/YCKTDL,EM12231,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,1,,82,,1,,159,,"11,3",,"78,3",,"107,8",,"3,5",,"81,6",,1,,6,,3,
Altigoitkt,2877487,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,85,,,,156,,12,,"82,7",,"98,2",,,,"98,5",,,,,,4,
AO13018itkfi,2877502,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60885,https://doi.org/10.15454/CK80DP,AO13018,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,"1,5",,90,,1,,158,,"11,2",,"78,8",,"105,8",,1,,80,,1,,8,,5,
Altigoitkfi,2877486,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,3,,88,,1,,154,,"10,9",,"77,3",,"99,8",,1,,"75,6",,2,,8,,5,
AO13024itkfi,2877452,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60990,https://doi.org/10.15454/SCWN6J,AO13024,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,2,,82,,1,,160,,"11,6",,"78,5",,"110,9",,"4,5",,"83,9",,1,,4,,2,
EM12234itkt,2877473,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,84,,,,160,,"12,8",,"81,6",,"110,7",,,,"111,1",,,,,,1,
EM12234itkfi,2877472,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,4,,84,,1,,158,,12,,"77,8",,"122,9",,1,,93,,1,,"3,5",,2,
AO13018itkt,2877503,BTH_Estrées-Mons_2013_SetB2,BTH_Estrées-Mons_2013_SetB2,60885,https://doi.org/10.15454/CK80DP,AO13018,VIRTUAL_TRIAL,,,,,,,,treated,2013,,,79,,,,159,,"11,8",,"83,9",,"94,9",,,,"95,2",,,,,,"6,5",
