observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,vp(CO_321:1000225),vp(CO_321:1000225).date
DI01022itkfi,2801948,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
DI01022itkt,2801949,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49284,gnpis_pui:holding-921_taxon-4898_accession-49284,DI01022,VIRTUAL_TRIAL,,,,,,,,treated,2004,"17,4",,61,,97,,"63,7",,94,,255,,84,,"1,38",,198,,20,,368,,"10,84",,NA,,1525,,3,
LM03004itkfi,2801920,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48678,gnpis_pui:holding-921_taxon-4898_accession-48678,LM03004,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"16,2",,54,,91,,39,,76,,207,,63,,"1,17",,124,,61,,,,"9,7",,"79,2",,1431,,,
LM03004itkt,2801921,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48678,gnpis_pui:holding-921_taxon-4898_accession-48678,LM03004,VIRTUAL_TRIAL,,,,,,,,treated,2004,"18,5",,69,,82,,41,,56,,180,,70,,"1,01",,170,,49,,NA,,"11,3",,80,,1431,,"2,13",
EM00264itkfi,2801986,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"19,1",,74,,85,,27,,87,,199,,77,,"1,04",,202,,63,,,,"9,8",,"80,4",,1296,,,
EM00264itkt,2801987,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48806,gnpis_pui:holding-921_taxon-4898_accession-48806,EM00264,VIRTUAL_TRIAL,,,,,,,,treated,2004,19,,73,,97,,43,,78,,218,,79,,"1,08",,213,,59,,NA,,"10,7",,"81,5",,1411,,"2,62",
LM03001itkt,2801917,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48818,gnpis_pui:holding-921_taxon-4898_accession-48818,LM03001,VIRTUAL_TRIAL,,,,,,,,treated,2004,"19,5",,77,,76,,30,,77,,182,,78,,"1,01",,217,,54,,NA,,"10,9",,"77,9",,1375,,"2,31",
LM03001itkfi,2801916,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48818,gnpis_pui:holding-921_taxon-4898_accession-48818,LM03001,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"16,5",,56,,73,,26,,75,,174,,77,,"1,4",,165,,56,,,,"9,5",,77,,1166,,,
Apacheitkt,2801947,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Apacheitkfi,2801946,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
Skerzzoitkfi,2801992,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
Skerzzoitkt,2801993,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,treated,2004,"22,9",,106,,100,,"81,4",,"85,5",,267,,86,,"0,81",,296,,52,,323,,"12,02",,NA,,1640,,"3,04",
Tamaroitkfi,2802002,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
Tamaroitkt,2802003,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,treated,2004,"26,05",,"139,5",,94,,62,,"77,95",,234,,87,,"0,68",,377,,62,,355,,"13,56",,"84,7",,1800,,"2,48",
Caphornitkt,2801957,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
Caphornitkfi,2801956,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
DI04018itkt,2801941,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,2",,91,,97,,65,,96,,257,,80,,"0,87",,248,,67,,NA,,"11,1",,"80,2",,1430,,"2,51",
DI04018itkfi,2801940,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"20,3",,83,,76,,22,,64,,162,,73,,"0,88",,204,,60,,,,"9,9",,"79,3",,1330,,,
CF03287itkfi,2801974,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"15,9",,52,,94,,32,,90,,215,,98,,"1,9",,204,,63,,,,"9,7",,82,,1493,,,
CF03287itkt,2801975,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,treated,2004,"19,1",,74,,94,,48,,91,,233,,99,,"1,34",,269,,64,,NA,,11,,"84,1",,1418,,"2,79",
RE03108itkfi,2801926,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48423,https://doi.org/10.15454/5BUDKG,RE03108,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
RE03108itkt,2801927,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48423,https://doi.org/10.15454/5BUDKG,RE03108,VIRTUAL_TRIAL,,,,,,,,treated,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,
RE03014itkt,2801991,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26396,https://doi.org/10.15454/DY3IJJ,RE03014,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,1",,90,,97,,34,,76,,206,,72,,"0,8",,215,,51,,NA,,"12,1",,"82,5",,1453,,"2,01",
RE03014itkfi,2801990,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26396,https://doi.org/10.15454/DY3IJJ,RE03014,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"18,1",,66,,97,,49,,90,,236,,63,,"0,94",,155,,73,,,,"9,7",,"81,6",,1471,,,
CF03167itkt,2801973,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26797,https://doi.org/10.15454/VTWXME,CF03167,VIRTUAL_TRIAL,,,,,,,,treated,2004,23,,107,,79,,36,,60,,175,,47,,"0,44",,167,,44,,NA,,"10,6",,"82,3",,1488,,"2,18",
CF03167itkfi,2801972,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26797,https://doi.org/10.15454/VTWXME,CF03167,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"19,1",,74,,88,,26,,74,,188,,49,,"0,65",,133,,43,,,,"9,2",,"81,7",,1309,,,
CF03104itkt,2801959,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26795,https://doi.org/10.15454/VI1CVR,CF03104,VIRTUAL_TRIAL,,,,,,,,treated,2004,24,,117,,82,,27,,58,,167,,47,,"0,4",,198,,56,,NA,,"10,7",,"82,6",,1354,,"1,47",
CF03104itkfi,2801958,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26795,https://doi.org/10.15454/VI1CVR,CF03104,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"22,7",,105,,91,,27,,72,,191,,65,,"0,62",,258,,56,,,,"9,6",,"79,8",,1244,,,
CF03163itkt,2801977,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26796,https://doi.org/10.15454/FR99SD,CF03163,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,5",,94,,85,,31,,45,,161,,57,,"0,6",,163,,63,,NA,,"9,7",,"82,4",,1376,,"2,25",
CF03163itkfi,2801976,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26796,https://doi.org/10.15454/FR99SD,CF03163,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"20,4",,84,,82,,35,,57,,174,,50,,"0,6",,131,,52,,,,9,,"80,1",,1498,,,
CF03102itkt,2801953,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26794,https://doi.org/10.15454/NWP5WQ,CF03102,VIRTUAL_TRIAL,,,,,,,,treated,2004,"12,5",,32,,79,,26,,62,,167,,109,,"3,45",,155,,59,,NA,,"9,6",,"81,2",,1250,,"1,91",
CF03102itkfi,2801952,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26794,https://doi.org/10.15454/NWP5WQ,CF03102,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"17,8",,64,,88,,27,,63,,178,,54,,"0,83",,129,,48,,,,"8,3",,"79,3",,1206,,,
CF01046itkfi,2801988,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"19,6",,78,,82,,37,,64,,182,,53,,"0,68",,161,,21,,,,"9,6",,"79,1",,1319,,,
CF01046itkt,2801989,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,treated,2004,"15,9",,52,,88,,26,,55,,169,,79,,"1,54",,166,,20,,NA,,"10,6",,"80,8",,1404,,"2,12",
CF03226itkfi,2801962,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26798,https://doi.org/10.15454/YF5PYW,CF03226,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"17,4",,61,,73,,23,,57,,153,,74,,"1,21",,171,,56,,,,"9,2",,78,,1208,,,
CF03226itkt,2801963,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26798,https://doi.org/10.15454/YF5PYW,CF03226,VIRTUAL_TRIAL,,,,,,,,treated,2004,"18,2",,67,,88,,42,,74,,204,,83,,"1,24",,212,,76,,NA,,"10,2",,81,,1351,,"2,82",
DI04015itkt,2801933,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26801,https://doi.org/10.15454/5TSZZX,DI04015,VIRTUAL_TRIAL,,,,,,,,treated,2004,"18,1",,66,,76,,36,,61,,172,,67,,"1,02",,169,,57,,NA,,11,,"79,5",,1424,,"2,08",
DI04015itkfi,2801932,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26801,https://doi.org/10.15454/5TSZZX,DI04015,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"14,7",,44,,85,,24,,55,,164,,66,,"1,52",,120,,58,,,,"9,2",,78,,1351,,,
Rytmicitkt,2801945,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,treated,2004,"14,3",,41,,100,,"76,6",,91,,268,,127,,"3,1",,207,,82,,402,,"11,99",,NA,,1665,,"2,74",
Rytmicitkfi,2801944,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
CF01085itkt,2801943,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,treated,2004,"14,9",,45,,97,,"72,1",,94,,263,,105,,"2,33",,183,,51,,304,,"11,06",,NA,,1770,,"3,42",
CF01085itkfi,2801942,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
RE03111itkt,2801995,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,3",,92,,97,,68,,62,,227,,55,,"0,6",,164,,34,,NA,,"10,6",,"79,3",,1420,,"2,49",
RE03111itkfi,2801994,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"17,8",,64,,82,,47,,88,,217,,51,,"0,79",,122,,41,,,,"8,7",,"78,1",,1395,,,
RE03101itkt,2801923,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26398,https://doi.org/10.15454/OE94BR,RE03101,VIRTUAL_TRIAL,,,,,,,,treated,2004,19,,73,,88,,34,,67,,189,,62,,"0,85",,181,,48,,NA,,"10,6",,"80,5",,1350,,"2,77",
RE03101itkfi,2801922,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26398,https://doi.org/10.15454/OE94BR,RE03101,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"15,2",,47,,61,,5,,35,,101,,43,,"0,91",,86,,50,,,,"8,6",,"78,4",,1078,,,
RE03094itkt,2801999,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26397,https://doi.org/10.15454/A8ZRSZ,RE03094,VIRTUAL_TRIAL,,,,,,,,treated,2004,"23,4",,111,,76,,21,,42,,139,,33,,"0,3",,106,,4,,NA,,"11,4",,"79,3",,1228,,"2,29",
RE03094itkfi,2801998,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26397,https://doi.org/10.15454/A8ZRSZ,RE03094,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"20,4",,84,,52,,24,,44,,120,,33,,"0,4",,91,,21,,,,"9,6",,"77,1",,1236,,,
DI02001itkfi,2801954,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
DI02001itkt,2801955,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,treated,2004,"11,1",,25,,100,,"66,7",,"84,4",,251,,130,,"5,2",,146,,67,,343,,"10,205",,NA,,1512,,"3,65",
Soissonsitkfi,2802000,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,25,,127,,100,,60,,85,,245,,88,,"0,69",,374,,38,,,,10,,"80,5",,1609,,,
Soissonsitkt,2802001,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,95",,"97,5",,100,,"58,6",,"80,75",,"239,5",,83,,"0,855",,305,,69,,328,,"12,16",,"83,4",,"1644,5",,"1,62",
EM01068itkt,2801969,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26803,https://doi.org/10.15454/ADFR47,EM01068,VIRTUAL_TRIAL,,,,,,,,treated,2004,"20,3",,83,,91,,33,,96,,219,,74,,"0,88",,203,,49,,NA,,11,,"80,3",,1373,,"2,61",
EM01068itkfi,2801968,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26803,https://doi.org/10.15454/ADFR47,EM01068,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"18,4",,68,,79,,30,,68,,178,,70,,"1,02",,166,,46,,,,"9,5",,"78,4",,1349,,,
EM03028itkt,2801913,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26807,https://doi.org/10.15454/LDY7MN,EM03028,VIRTUAL_TRIAL,,,,,,,,treated,2004,"21,5",,94,,73,,29,,57,,158,,54,,"0,57",,165,,4,,NA,,"11,1",,"80,3",,1313,,"3,28",
EM03028itkfi,2801912,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26807,https://doi.org/10.15454/LDY7MN,EM03028,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"19,6",,78,,61,,35,,68,,164,,58,,"0,74",,151,,19,,,,"9,8",,"78,3",,1291,,,
EM03041itkfi,2801910,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26808,https://doi.org/10.15454/28ZHWX,EM03041,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"16,7",,56,,85,,24,,70,,179,,61,,"1,09",,130,,60,,,,"8,7",,79,,1321,,,
EM03041itkt,2801911,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,26808,https://doi.org/10.15454/28ZHWX,EM03041,VIRTUAL_TRIAL,,,,,,,,treated,2004,"17,8",,64,,91,,34,,68,,192,,64,,"0,99",,150,,66,,NA,,"9,8",,"80,2",,1404,,"2,52",
LM03015itkt,2801983,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,treated,2004,18,,65,,91,,46,,80,,217,,87,,"1,34",,205,,44,,NA,,"10,4",,"80,2",,1378,,"2,79",
LM03015itkfi,2801982,BTH_Le_Moulon_2004_TECH,BTH_Le_Moulon_2004_TECH,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,"14,1",,41,,97,,61,,87,,245,,100,,"2,47",,166,,53,,,,"9,3",,"79,5",,1404,,,
