observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
DI10015itkt,2852938,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48814,https://doi.org/10.15454/QM62JM,DI10015,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
DI10015itkfi,2852937,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48814,https://doi.org/10.15454/QM62JM,DI10015,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"21,4",,92,,,,100,,,,"42,4",,,,"66,5",,,,"208,9",,37,,"0,4",,97,,3,,363,,"10,3",,"73,3",,,,1500,,,
RE09055itkt,2852992,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,61677,https://doi.org/10.15454/RWYMIR,RE09055,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
RE09055itkfi,2852991,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,61677,https://doi.org/10.15454/RWYMIR,RE09055,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"24,2",,118,,,,100,,,,"57,9",,,,77,,,,"234,9",,43,,"0,36",,136,,23,,357,,11,,"74,1",,,,1680,,,
Hadm01221-04itkfi,2852973,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60753,https://doi.org/10.15454/SQDBPR,Hadm01221-04,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Hadm01221-04itkt,2852974,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60753,https://doi.org/10.15454/SQDBPR,Hadm01221-04,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
HadmF276itkt,2852922,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60837,https://doi.org/10.15454/9DIH2Q,HadmF276,VIRTUAL_TRIAL,,,,,,,,treated,2010,"14,8",,44,,91,,,,"79,3",,,,94,,,,"264,3",,,,115,,"2,61",,203,,76,,429,,"11,9",,,,1655,,,,"36,5",
HadmF276itkfi,2852921,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60837,https://doi.org/10.15454/9DIH2Q,HadmF276,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Barokitkt,2852914,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,treated,2010,"21,7",,96,,94,,,,"74,6",,,,68,,,,"236,6",,,,69,,"0,73",,202,,"64,5",,427,,"11,7",,,,1773,,,,36,
Barokitkfi,2852913,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
CF09182itkt,2852964,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48586,https://doi.org/10.15454/TEBGJY,CF09182,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF09182itkfi,2852963,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48586,https://doi.org/10.15454/TEBGJY,CF09182,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"21,2",,91,,,,100,,,,"80,2",,,,97,,,,"277,2",,71,,"0,78",,216,,57,,318,,"10,9",,"76,8",,,,1640,,,
CF09117itkfi,2853035,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"22,4",,101,,,,100,,,,"56,8",,,,97,,,,"253,8",,89,,"0,88",,295,,63,,446,,12,,"78,3",,,,1720,,,
CF09117itkt,2853036,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF09225itkt,2853024,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48451,https://doi.org/10.15454/L5GF1L,CF09225,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF09225itkfi,2853023,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48451,https://doi.org/10.15454/L5GF1L,CF09225,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"19,1",,74,,,,100,,,,"79,6",,,,"88,1",,,,"267,7",,82,,"1,11",,217,,67,,419,,11,,"79,2",,,,1620,,,
CF09227itkt,2853048,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48700,https://doi.org/10.15454/C60S9I,CF09227,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF09227itkfi,2853047,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48700,https://doi.org/10.15454/C60S9I,CF09227,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,20,,81,,,,100,,,,"77,5",,,,"88,1",,,,"265,6",,89,,"1,1",,251,,68,,377,,"10,6",,"78,8",,,,1650,,,
CF09176itkfi,2853003,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49359,https://doi.org/10.15454/HRZCLT,CF09176,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"21,6",,94,,,,100,,,,"64,8",,,,"98,5",,,,"263,3",,83,,"0,88",,262,,76,,462,,"11,4",,78,,,,1760,,,
CF09176itkt,2853004,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49359,https://doi.org/10.15454/HRZCLT,CF09176,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF09276itkt,2852962,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48805,https://doi.org/10.15454/XQX8MF,CF09276,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF09276itkfi,2852961,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48805,https://doi.org/10.15454/XQX8MF,CF09276,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"21,2",,91,,,,100,,,,"44,9",,,,"80,8",,,,"225,6",,98,,"1,08",,312,,80,,486,,"12,3",,"78,6",,,,1680,,,
EM08231itkfi,2852935,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"22,6",,103,,,,94,,,,"51,8",,,,55,,,,"200,8",,41,,"0,4",,104,,31,,368,,"11,6",,"76,7",,,,1590,,,
EM08231itkt,2852936,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49158,https://doi.org/10.15454/UFYMWM,EM08231,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
DI09006itkfi,2852975,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27810,https://doi.org/10.15454/ADDONA,DI09006,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
DI09006itkt,2852976,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27810,https://doi.org/10.15454/ADDONA,DI09006,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
RE07019itkt,2852942,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
RE07019itkfi,2852941,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Folkloritkfi,2852933,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Folkloritkt,2852934,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2010,"18,9",,72,,94,,,,79,,,,94,,,,267,,,,106,,"1,47",,283,,"73,5",,401,,"11,3",,,,1598,,,,"38,5",
RE09063itkfi,2852965,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48542,https://doi.org/10.15454/XWSV3O,RE09063,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,24,,116,,,,100,,,,"88,3",,,,"75,5",,,,"263,8",,41,,"0,35",,133,,64,,430,,"10,7",,"75,2",,,,1910,,,
RE09063itkt,2852966,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48542,https://doi.org/10.15454/XWSV3O,RE09063,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
RE09079itkt,2852928,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49050,https://doi.org/10.15454/6F6EN3,RE09079,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
RE09079itkfi,2852927,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49050,https://doi.org/10.15454/6F6EN3,RE09079,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"21,6",,94,,,,100,,,,"61,2",,,,"87,4",,,,"248,6",,54,,"0,57",,145,,59,,399,,"11,4",,"74,8",,,,1790,,,
RE09009itkt,2852988,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49096,https://doi.org/10.15454/PSFHWC,RE09009,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
RE09009itkfi,2852987,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49096,https://doi.org/10.15454/PSFHWC,RE09009,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"20,5",,85,,,,100,,,,76,,,,97,,,,273,,61,,"0,72",,174,,33,,387,,"11,8",,"73,6",,,,1850,,,
EM09003itkfi,2852931,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49087,https://doi.org/10.15454/53EBXZ,EM09003,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"18,2",,67,,,,100,,,,"57,2",,,,97,,,,"254,2",,90,,"1,34",,205,,77,,407,,"10,6",,"79,8",,,,1580,,,
EM09003itkt,2852932,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49087,https://doi.org/10.15454/53EBXZ,EM09003,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
RE09073itkt,2852982,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49428,https://doi.org/10.15454/MX3ENS,RE09073,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
RE09073itkfi,2852981,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49428,https://doi.org/10.15454/MX3ENS,RE09073,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"25,7",,133,,,,100,,,,85,,,,"75,5",,,,"260,5",,42,,"0,32",,154,,45,,382,,12,,"73,4",,,,1900,,,
EM08019itkt,2853010,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
EM08019itkfi,2853009,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
DI10001itkt,2853000,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48633,gnpis_pui:holding-921_taxon-4898_accession-48633,DI10001,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
DI10001itkfi,2852999,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,48633,gnpis_pui:holding-921_taxon-4898_accession-48633,DI10001,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,"17,4",,61,,,,100,,,,"58,4",,,,"79,2",,,,"237,7",,108,,"1,77",,258,,68,,408,,"11,5",,"78,7",,,,1660,,,
Apacheitkfi,2852969,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Apacheitkt,2852970,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
Toisondoritkt,2852954,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
Toisondoritkfi,2852953,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Flamenkoitkfi,2852995,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Flamenkoitkt,2852996,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2010,"20,8",,88,,94,,,,"72,3",,,,87,,,,"253,3",,,,91,,"1,05",,260,,"69,5",,377,,"11,7",,,,1675,,,,38,
Lyrikitkt,2853044,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2010,"17,8",,64,,94,,,,56,,,,94,,,,244,,,,115,,"1,8",,265,,"65,5",,428,,"11,2",,,,1583,,,,40,
Lyrikitkfi,2853043,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Musikitkfi,2852945,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Musikitkt,2852946,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,treated,2010,"19,5",,77,,94,,,,"75,1",,,,91,,,,"260,1",,,,104,,"1,35",,274,,56,,434,,"11,9",,,,1635,,,,39,
Karillonitkt,2853030,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,treated,2010,"18,4",,69,,85,,,,"76,7",,,,91,,,,"252,7",,,,88,,"1,29",,200,,72,,392,,"11,6",,,,1563,,,,34,
Karillonitkfi,2853029,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Ghaytaitkfi,2853021,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Ghaytaitkt,2853022,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF08027itkt,2853050,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
CF08027itkfi,2853049,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Granamaxitkfi,2853013,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,
Granamaxitkt,2853014,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
Gallixeitkt,2853028,BTH_Lusignan_2010_TECH,BTH_Lusignan_2010_TECH,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,treated,2010,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,NA,
