observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
2,2832941,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27792,https://doi.org/10.15454/NZODZY,CF07143,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"83,46",,"7,5",
1,2832940,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27792,https://doi.org/10.15454/NZODZY,CF07143,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,86,,1,
2,2832895,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27807,https://doi.org/10.15454/E8FP9Y,DI08011,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"89,03",,"1,5",
2,2832947,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48757,gnpis_pui:holding-921_taxon-4898_accession-48757,RE07045,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"81,22",,3,
1,2832920,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"82,89",,1,
2,2832921,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"81,82",,3,
2,2832957,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48501,gnpis_pui:holding-921_taxon-4898_accession-48501,RE07082,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"74,7",,7,
1,2832956,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48501,gnpis_pui:holding-921_taxon-4898_accession-48501,RE07082,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"71,01",,5,
2,2832951,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48671,gnpis_pui:holding-921_taxon-4898_accession-48671,CF07080,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"88,22",,2,
1,2832950,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48671,gnpis_pui:holding-921_taxon-4898_accession-48671,CF07080,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"90,49",,1,
2,2832897,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48734,gnpis_pui:holding-921_taxon-4898_accession-48734,DI08010,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"84,96",,"3,5",
1,2832896,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48734,gnpis_pui:holding-921_taxon-4898_accession-48734,DI08010,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"82,19",,1,
2,2832911,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27793,https://doi.org/10.15454/0F480I,CF07193,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"83,29",,3,
1,2832910,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27793,https://doi.org/10.15454/0F480I,CF07193,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"86,03",,1,
2,2832945,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49013,gnpis_pui:holding-921_taxon-4898_accession-49013,RE07047,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"80,48",,"1,5",
1,2832944,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49013,gnpis_pui:holding-921_taxon-4898_accession-49013,RE07047,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"81,63",,1,
1,2832942,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27903,https://doi.org/10.15454/EWNN9Q,CF07141,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"90,49",,1,
2,2832943,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27903,https://doi.org/10.15454/EWNN9Q,CF07141,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"86,32",,2,
2,2832891,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49005,gnpis_pui:holding-921_taxon-4898_accession-49005,RE07071,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"64,59",,1,
1,2832890,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49005,gnpis_pui:holding-921_taxon-4898_accession-49005,RE07071,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"72,19",,1,
2,2832893,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49381,gnpis_pui:holding-921_taxon-4898_accession-49381,DI08012,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"86,53",,1,
1,2832892,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49381,gnpis_pui:holding-921_taxon-4898_accession-49381,DI08012,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"89,12",,1,
2,2832915,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"78,72",,"5,5",
1,2832914,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"88,3",,1,
2,2832955,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27836,https://doi.org/10.15454/RTDUJV,RE07083,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"76,99",,"7,5",
1,2832954,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27836,https://doi.org/10.15454/RTDUJV,RE07083,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"77,31",,5,
2,2832913,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27791,https://doi.org/10.15454/VCEDFU,CF07097,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"92,5",,"2,5",
1,2832912,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27791,https://doi.org/10.15454/VCEDFU,CF07097,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"90,64",,1,
1,2832902,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27306,https://doi.org/10.15454/LF7SKR,RE07040,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"77,72",,1,
2,2832903,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,27306,https://doi.org/10.15454/LF7SKR,RE07040,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"71,76",,"8,5",
1,2832886,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"93,71",,1,
2,2832887,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"87,38",,1,
1,2832932,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48952,gnpis_pui:holding-921_taxon-4898_accession-48952,RE07028,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"75,78",,1,
2,2832933,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48952,gnpis_pui:holding-921_taxon-4898_accession-48952,RE07028,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"75,83",,"1,5",
2,2832909,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48462,gnpis_pui:holding-921_taxon-4898_accession-48462,RE07036,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"77,6",,7,
1,2832908,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48462,gnpis_pui:holding-921_taxon-4898_accession-48462,RE07036,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"79,29",,1,
2,2832925,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49475,gnpis_pui:holding-921_taxon-4898_accession-49475,CF07138,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"85,4",,5,
1,2832924,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49475,gnpis_pui:holding-921_taxon-4898_accession-49475,CF07138,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"92,17",,1,
1,2832958,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49201,gnpis_pui:holding-921_taxon-4898_accession-49201,RE07087,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"85,98",,"1,5",
2,2832959,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49201,gnpis_pui:holding-921_taxon-4898_accession-49201,RE07087,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"80,06",,6,
2,2832961,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49416,gnpis_pui:holding-921_taxon-4898_accession-49416,AO08514,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"87,08",,1,
1,2832960,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49416,gnpis_pui:holding-921_taxon-4898_accession-49416,AO08514,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"84,72",,1,
1,2832948,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48821,gnpis_pui:holding-921_taxon-4898_accession-48821,RE07038,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"79,73",,1,
2,2832949,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48821,gnpis_pui:holding-921_taxon-4898_accession-48821,RE07038,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"84,37",,"3,5",
2,2832923,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49294,gnpis_pui:holding-921_taxon-4898_accession-49294,EM07219,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"88,41",,2,
1,2832922,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49294,gnpis_pui:holding-921_taxon-4898_accession-49294,EM07219,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"86,48",,1,
1,2832898,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49513,gnpis_pui:holding-921_taxon-4898_accession-49513,DI08014,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"78,81",,1,
2,2832899,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49513,gnpis_pui:holding-921_taxon-4898_accession-49513,DI08014,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"81,68",,1,
2,2832953,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49516,gnpis_pui:holding-921_taxon-4898_accession-49516,RE07075,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"74,89",,"7,5",
1,2832952,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,49516,gnpis_pui:holding-921_taxon-4898_accession-49516,RE07075,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"68,68",,1,
2,2832937,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48494,gnpis_pui:holding-921_taxon-4898_accession-48494,DI08009,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"84,88",,1,
1,2832936,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48494,gnpis_pui:holding-921_taxon-4898_accession-48494,DI08009,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"83,97",,1,
2,2832889,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48496,gnpis_pui:holding-921_taxon-4898_accession-48496,EM07246,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"74,93",,1,
1,2832888,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48496,gnpis_pui:holding-921_taxon-4898_accession-48496,EM07246,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"80,97",,1,
1,2832930,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48515,gnpis_pui:holding-921_taxon-4898_accession-48515,AO08511,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"89,91",,1,
2,2832931,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48515,gnpis_pui:holding-921_taxon-4898_accession-48515,AO08511,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"89,72",,1,
2,2832917,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48541,gnpis_pui:holding-921_taxon-4898_accession-48541,EM07213,REPLICATION,2,,,,,,REPLICATION:2,treated,2008,"82,2",,"1,5",
1,2832916,BTH_Dijon_2008_SetB2,BTH_Dijon_2008_SetB2,48541,gnpis_pui:holding-921_taxon-4898_accession-48541,EM07213,REPLICATION,1,,,,,,REPLICATION:1,treated,2008,"82,98",,1,
