observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
RE09033itkfi,2850955,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48510,gnpis_pui:holding-921_taxon-4898_accession-48510,RE09033,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,87,,144,,"78,2",,"96,7",,"58,9",
RE09036itkfi,2850919,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48544,gnpis_pui:holding-921_taxon-4898_accession-48544,RE09036,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,92,,145,,"78,4",,"98,8",,"60,2",
CF09172itkfi,2850942,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48708,gnpis_pui:holding-921_taxon-4898_accession-48708,CF09172,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,94,,143,,80,,"103,3",,63,
AO10023itkfi,2850926,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48559,gnpis_pui:holding-921_taxon-4898_accession-48559,AO10023,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,90,,146,,"77,8",,"99,4",,"60,6",
Apacheitkfi,2850933,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,86,,141,,"76,8",,"100,9",,"61,5",
EM09310itkfi,2850932,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48345,gnpis_pui:holding-921_taxon-4898_accession-48345,EM09310,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,86,,140,,"73,6",,"98,1",,"59,8",
CF09122itkfi,2850935,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49265,gnpis_pui:holding-921_taxon-4898_accession-49265,CF09122,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,94,,142,,78,,"99,7",,"60,8",
CF09198itkfi,2850953,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48921,gnpis_pui:holding-921_taxon-4898_accession-48921,CF09198,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,91,,144,,76,,"114,7",,"69,9",
Attlassitkfi,2850949,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,88,,143,,"78,4",,"106,9",,"65,2",
Caphornitkfi,2850936,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,86,,142,,"76,8",,"98,4",,60,
AO10016itkfi,2850920,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49175,gnpis_pui:holding-921_taxon-4898_accession-49175,AO10016,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,95,,144,,"76,7",,"107,2",,"65,4",
CF09169itkfi,2850929,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,94,,142,,"79,7",,"103,4",,"63,1",
DI10011itkfi,2850922,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,94,,140,,"76,1",,"112,8",,"68,8",
AO10021itkfi,2850944,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49282,gnpis_pui:holding-921_taxon-4898_accession-49282,AO10021,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,87,,143,,"76,3",,"90,9",,"55,4",
EM09318itkfi,2850934,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,86,,144,,"76,6",,"105,5",,"64,3",
AO10020itkfi,2850943,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48598,gnpis_pui:holding-921_taxon-4898_accession-48598,AO10020,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,84,,143,,"78,4",,99,,"60,4",
RE09034itkfi,2850918,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48900,gnpis_pui:holding-921_taxon-4898_accession-48900,RE09034,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,90,,144,,"79,2",,"110,5",,"67,4",
CF09133itkfi,2850930,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48903,gnpis_pui:holding-921_taxon-4898_accession-48903,CF09133,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,96,,146,,"76,7",,"99,9",,"60,9",
DI10010itkfi,2850927,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49025,gnpis_pui:holding-921_taxon-4898_accession-49025,DI10010,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,86,,145,,"76,4",,"89,7",,"54,7",
EM09221itkfi,2850952,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,89,,142,,"75,6",,114,,"69,5",
EM09222itkfi,2850951,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,92,,140,,"76,7",,100,,61,
AO10019itkfi,2850937,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49053,gnpis_pui:holding-921_taxon-4898_accession-49053,AO10019,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,94,,143,,"78,2",,"89,7",,"54,7",
EM09225itkfi,2850950,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49109,gnpis_pui:holding-921_taxon-4898_accession-49109,EM09225,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,86,,144,,78,,"101,1",,"61,6",
AO10017itkfi,2850924,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49185,gnpis_pui:holding-921_taxon-4898_accession-49185,AO10017,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,92,,142,,"77,8",,"88,5",,"53,9",
RE09061itkfi,2850938,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49193,gnpis_pui:holding-921_taxon-4898_accession-49193,RE09061,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,84,,141,,74,,99,,"60,4",
AO10018itkfi,2850939,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49584,gnpis_pui:holding-921_taxon-4898_accession-49584,AO10018,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,88,,144,,"78,2",,"92,2",,"56,2",
DI10008itkfi,2850941,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,49226,gnpis_pui:holding-921_taxon-4898_accession-49226,DI10008,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,84,,140,,"78,6",,"99,1",,"60,4",
DI10009itkfi,2850940,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48858,gnpis_pui:holding-921_taxon-4898_accession-48858,DI10009,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,95,,145,,"75,4",,"104,6",,"63,8",
AO10022itkfi,2850945,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48862,gnpis_pui:holding-921_taxon-4898_accession-48862,AO10022,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,96,,143,,"77,6",,"100,2",,"61,1",
EM09307itkfi,2850954,BTH_Lusignan_2010_SetB2,BTH_Lusignan_2010_SetB2,48864,gnpis_pui:holding-921_taxon-4898_accession-48864,EM09307,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,92,,142,,"75,6",,"97,7",,"59,6",
