observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
Arezzoitkfi,2883843,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"10,3",,"78,7",,"101,4",,7,,"61,4",,1,,"2,5",,,
AO13015itkt,2883824,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,60834,https://doi.org/10.15454/KQGENR,AO13015,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,142,,"10,6",,"80,2",,"107,5",,,,96,,,,,,2,
CF12053itkfi,2883835,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48635,https://doi.org/10.15454/EYGP9K,CF12053,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"9,9",,"73,4",,"115,6",,2,,"69,9",,1,,2,,,
RE12002itkt,2883786,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48869,https://doi.org/10.15454/TN9KFO,RE12002,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,145,,"9,9",,"77,5",,108,,,,"96,5",,,,,,1,
DI13002-2itkt,2883778,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49462,https://doi.org/10.15454/9WA3DH,DI13002-2,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,142,,"10,7",,"82,6",,"107,5",,,,96,,,,,,1,
Folkloritkt,2883772,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,142,,"10,2",,"76,7",,"103,4",,,,"92,4",,,,,,1,
Folkloritkfi,2883771,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,88,,,,"9,9",,"71,8",,"105,8",,1,,64,,1,,2,,,
RE12020itkfi,2883787,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49575,https://doi.org/10.15454/DGI5VN,RE12020,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"11,3",,75,,"90,1",,1,,"54,5",,1,,"2,5",,,
CF12108itkt,2883780,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48357,https://doi.org/10.15454/2XAWEY,CF12108,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,138,,"10,8",,"81,8",,"94,7",,,,"84,5",,,,,,"3,5",
CF12053itkt,2883836,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48635,https://doi.org/10.15454/EYGP9K,CF12053,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,146,,"10,6",,"79,2",,"100,1",,,,"89,4",,,,,,1,
DI13002-2itkfi,2883777,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49462,https://doi.org/10.15454/9WA3DH,DI13002-2,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"9,4",,"74,9",,"111,3",,1,,"67,3",,1,,"1,5",,,
RE12001itkt,2883784,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49097,https://doi.org/10.15454/ANZWH3,RE12001,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,142,,"10,4",,78,,"101,8",,,,"90,9",,,,,,1,
CF12108itkfi,2883779,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48357,https://doi.org/10.15454/2XAWEY,CF12108,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"9,8",,"76,9",,"122,2",,1,,74,,1,,1,,,
RE12001itkfi,2883783,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49097,https://doi.org/10.15454/ANZWH3,RE12001,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,10,,"75,5",,"111,4",,1,,"67,4",,1,,"2,5",,,
CF12273itkt,2883822,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49671,https://doi.org/10.15454/XJPBH3,CF12273,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,137,,"10,8",,"81,8",,"103,4",,,,"92,4",,,,,,1,
RE12020itkt,2883788,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49575,https://doi.org/10.15454/DGI5VN,RE12020,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,143,,"12,1",,"79,2",,"91,7",,,,"81,9",,,,,,1,
EM12096itkfi,2883767,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48739,https://doi.org/10.15454/CEPFO5,EM12096,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,80,,,,"10,9",,"76,6",,"111,3",,"3,5",,"67,4",,1,,"2,5",,,
RE12040itkt,2883820,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48352,https://doi.org/10.15454/YWSWUD,RE12040,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,140,,"11,4",,"84,4",,"99,1",,,,"88,5",,,,,,1,
RE12040itkfi,2883819,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48352,https://doi.org/10.15454/YWSWUD,RE12040,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"9,9",,"78,9",,"108,9",,1,,"65,9",,2,,2,,,
DI13003itkfi,2883833,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49052,https://doi.org/10.15454/6DHCDH,DI13003,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,80,,,,"9,8",,"77,5",,110,,1,,"66,5",,1,,"1,5",,,
EM12044itkfi,2883803,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49319,https://doi.org/10.15454/QHF1AL,EM12044,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,75,,,,"9,8",,"75,8",,"103,1",,6,,"62,4",,1,,2,,,
CF12181itkfi,2883795,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48978,https://doi.org/10.15454/5ZAP8G,CF12181,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,92,,,,"9,9",,77,,"112,1",,3,,"67,8",,1,,"2,5",,,
EM12096itkt,2883768,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48739,https://doi.org/10.15454/CEPFO5,EM12096,VIRTUAL_TRIAL,,,,,,,,treated,2014,85,,146,,"11,3",,"80,2",,"92,5",,,,"82,6",,,,,,1,
RE12042itkt,2883826,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49556,https://doi.org/10.15454/GYCEHY,RE12042,VIRTUAL_TRIAL,,,,,,,,treated,2014,100,,139,,"11,1",,"81,8",,"96,9",,,,"86,5",,,,,,1,
RE12042itkfi,2883825,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49556,https://doi.org/10.15454/GYCEHY,RE12042,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,92,,,,"9,8",,"76,1",,"102,5",,"3,5",,62,,1,,"3,2",,,
CF12181itkt,2883796,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48978,https://doi.org/10.15454/5ZAP8G,CF12181,VIRTUAL_TRIAL,,,,,,,,treated,2014,98,,143,,"10,7",,"84,8",,"104,5",,,,"93,3",,,,,,1,
DI13005itkfi,2883791,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49746,https://doi.org/10.15454/C5YYJZ,DI13005,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,,,9,,"72,2",,"121,2",,1,,"73,3",,1,,2,,,
EM12044itkt,2883804,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49319,https://doi.org/10.15454/QHF1AL,EM12044,VIRTUAL_TRIAL,,,,,,,,treated,2014,82,,140,,"10,8",,"81,1",,"95,4",,,,"85,2",,,,,,1,
DI13006itkt,2883794,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49207,https://doi.org/10.15454/DM26Q1,DI13006,VIRTUAL_TRIAL,,,,,,,,treated,2014,85,,139,,"10,3",,"80,3",,"95,7",,,,"85,4",,,,,,"1,5",
RE12050itkt,2883816,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49040,https://doi.org/10.15454/B2JKAS,RE12050,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,146,,"10,7",,"82,3",,"102,1",,,,"91,2",,,,,,1,
RE12050itkfi,2883815,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49040,https://doi.org/10.15454/B2JKAS,RE12050,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"10,4",,"77,1",,"109,3",,2,,"66,1",,1,,2,,,
EM12205itkt,2883770,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49562,https://doi.org/10.15454/EJSRJK,EM12205,VIRTUAL_TRIAL,,,,,,,,treated,2014,80,,138,,"11,6",,"80,4",,"87,2",,,,"77,9",,,,,,1,
EM12205itkfi,2883769,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49562,https://doi.org/10.15454/EJSRJK,EM12205,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,72,,,,"10,9",,"75,8",,"101,3",,6,,"61,3",,1,,"2,5",,,
CF12273itkfi,2883821,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49671,https://doi.org/10.15454/XJPBH3,CF12273,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"10,4",,"76,8",,"109,6",,"5,5",,"66,3",,"2,5",,"2,5",,,
EM12231itkt,2883806,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48934,https://doi.org/10.15454/YCKTDL,EM12231,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,141,,"10,6",,"79,6",,"97,6",,,,"87,2",,,,,,2,
RE12051itkt,2883818,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48435,https://doi.org/10.15454/0FR6IX,RE12051,VIRTUAL_TRIAL,,,,,,,,treated,2014,82,,144,,"10,1",,"78,3",,101,,,,"90,2",,,,,,1,
RE12051itkfi,2883817,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48435,https://doi.org/10.15454/0FR6IX,RE12051,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,80,,,,"10,1",,"74,3",,"119,9",,1,,"72,5",,1,,"2,5",,,
EM12231itkfi,2883805,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48934,https://doi.org/10.15454/YCKTDL,EM12231,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,80,,,,"10,1",,"75,5",,"105,7",,1,,64,,2,,4,,,
DI13006itkfi,2883793,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49207,https://doi.org/10.15454/DM26Q1,DI13006,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,75,,,,"9,4",,"75,8",,"110,1",,"5,5",,"66,6",,1,,"1,5",,,
Soissonsitkfi,2883837,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"10,8",,80,,"83,3",,9,,"50,4",,1,,"4,8",,,
Soissonsitkt,2883838,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2014,85,,133,,"10,9",,"84,5",,"89,5",,,,80,,,,,,1,
EM12234itkt,2883802,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,138,,"11,2",,"81,1",,"108,7",,,,"97,1",,,,,,1,
CF12200itkfi,2883799,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48698,https://doi.org/10.15454/CBPECM,CF12200,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,78,,,,"9,7",,"73,7",,"118,3",,1,,"71,6",,1,,1,,,
RE12073itkfi,2883811,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49588,https://doi.org/10.15454/8XOG9B,RE12073,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,88,,,,"9,8",,"73,9",,"113,3",,1,,"68,6",,1,,"2,5",,,
EM12234itkfi,2883801,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"10,6",,"78,9",,"120,5",,1,,"72,9",,1,,"1,5",,,
CF12376itkt,2883774,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49458,https://doi.org/10.15454/WEEH9V,CF12376,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,138,,"10,5",,82,,"101,5",,,,"90,7",,,,,,1,
RE12073itkt,2883812,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49588,https://doi.org/10.15454/8XOG9B,RE12073,VIRTUAL_TRIAL,,,,,,,,treated,2014,98,,140,,"10,9",,"77,7",,"102,3",,,,"91,3",,,,,,1,
RE12100itkt,2883766,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49484,https://doi.org/10.15454/GT4HPR,RE12100,VIRTUAL_TRIAL,,,,,,,,treated,2014,98,,138,,"11,1",,"80,8",,"102,1",,,,"91,2",,,,,,1,
RE12100itkfi,2883765,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49484,https://doi.org/10.15454/GT4HPR,RE12100,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,,,"9,8",,"75,7",,"109,1",,1,,66,,1,,"2,5",,,
DI13004itkt,2883790,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49219,https://doi.org/10.15454/6NP2UD,DI13004,VIRTUAL_TRIAL,,,,,,,,treated,2014,82,,144,,"10,6",,"81,8",,"95,3",,,,"85,1",,,,,,1,
CF12200itkt,2883800,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48698,https://doi.org/10.15454/CBPECM,CF12200,VIRTUAL_TRIAL,,,,,,,,treated,2014,82,,142,,"9,8",,"79,5",,"95,9",,,,"85,7",,,,,,"3,5",
EM12340itkfi,2883839,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48377,https://doi.org/10.15454/KP9UFC,EM12340,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,70,,,,10,,"67,7",,"105,5",,1,,"63,9",,1,,2,,,
EM12340itkt,2883840,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48377,https://doi.org/10.15454/KP9UFC,EM12340,VIRTUAL_TRIAL,,,,,,,,treated,2014,72,,142,,"10,4",,75,,"94,8",,,,"84,7",,,,,,1,
Bermudeitkt,2883782,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,142,,"10,1",,"79,1",,"98,3",,,,"87,8",,,,,,1,
Bermudeitkfi,2883781,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,10,,"73,1",,"95,3",,"3,5",,"57,7",,1,,4,,,
DI13004itkfi,2883789,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49219,https://doi.org/10.15454/6NP2UD,DI13004,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"9,9",,"76,5",,"112,8",,1,,"68,2",,1,,"1,5",,,
Apacheitkt,2883808,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,137,,"9,8",,"81,8",,"100,5",,,,"89,8",,,,,,3,
Apacheitkfi,2883807,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,,,"10,6",,"76,4",,"93,6",,1,,"56,6",,1,,"5,5",,,
DI13003itkt,2883834,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49052,https://doi.org/10.15454/6DHCDH,DI13003,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,143,,"10,2",,82,,"96,1",,,,"85,9",,,,,,"1,5",
CF12202itkfi,2883827,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,85,,,,"9,9",,"73,4",,"119,5",,1,,"72,3",,1,,"1,5",,,
EM12359itkfi,2883831,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,48644,https://doi.org/10.15454/BZ52A8,EM12359,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,80,,,,"10,2",,"76,1",,"104,4",,1,,"63,2",,1,,"2,5",,,
Attlassitkt,2883830,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,140,,"10,4",,80,,"108,8",,,,"97,2",,,,,,1,
CF12202itkt,2883828,BTH_Lusignan_2014_SetA2,BTH_Lusignan_2014_SetA2,49079,https://doi.org/10.15454/EYUOPH,CF12202,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,139,,"10,7",,"76,5",,"105,1",,,,"93,8",,,,,,1,
