observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
DI03006,2789448,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48525,gnpis_pui:holding-921_taxon-4898_accession-48525,DI03006,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,3,,1,,1,
DI03004,2789440,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48815,gnpis_pui:holding-921_taxon-4898_accession-48815,DI03004,VIRTUAL_TRIAL,,,,,,,,2003,8,,1,,2,,3,,1,
DI03007,2789447,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48823,gnpis_pui:holding-921_taxon-4898_accession-48823,DI03007,VIRTUAL_TRIAL,,,,,,,,2003,"4,5",,3,,3,,1,,1,
CF02003,2789462,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49113,gnpis_pui:holding-921_taxon-4898_accession-49113,CF02003,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,5,,4,,1,
EM02272,2789435,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49167,gnpis_pui:holding-921_taxon-4898_accession-49167,EM02272,VIRTUAL_TRIAL,,,,,,,,2003,7,,1,,5,,1,,1,
DI03002,2789451,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49320,gnpis_pui:holding-921_taxon-4898_accession-49320,DI03002,VIRTUAL_TRIAL,,,,,,,,2003,8,,1,,2,,1,,1,
Apache,2789441,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2003,NA,,NA,,NA,,NA,,NA,
CF02094,2789456,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49518,gnpis_pui:holding-921_taxon-4898_accession-49518,CF02094,VIRTUAL_TRIAL,,,,,,,,2003,8,,1,,2,,1,,1,
EM02234,2789438,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48895,gnpis_pui:holding-921_taxon-4898_accession-48895,EM02234,VIRTUAL_TRIAL,,,,,,,,2003,7,,1,,2,,4,,1,
CF03426,2789434,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48618,https://doi.org/10.15454/XWEHGT,CF03426,VIRTUAL_TRIAL,,,,,,,,2003,"7,5",,1,,5,,6,,6,
Charger,2789446,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2003,NA,,NA,,NA,,NA,,NA,
Caphorn,2789443,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2003,NA,,NA,,NA,,NA,,NA,
RE02185,2789457,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49498,gnpis_pui:holding-921_taxon-4898_accession-49498,RE02185,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,5,,3,,1,
DI03008,2789444,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,2003,"4,5",,1,,5,,3,,1,
EM02231,2789436,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,26415,https://doi.org/10.15454/J3I5NY,EM02231,VIRTUAL_TRIAL,,,,,,,,2003,"7,5",,1,,2,,4,,1,
EM02233,2789437,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,26416,https://doi.org/10.15454/HJAB4N,EM02233,VIRTUAL_TRIAL,,,,,,,,2003,8,,1,,3,,4,,1,
CF02093,2789453,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,26417,https://doi.org/10.15454/YM7WOU,CF02093,VIRTUAL_TRIAL,,,,,,,,2003,"7,5",,1,,2,,1,,1,
CF02143,2789466,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,26420,https://doi.org/10.15454/UMTUQX,CF02143,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,3,,1,,1,
Soissons,2789461,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2003,NA,,NA,,NA,,NA,,NA,
Isengrain,2789458,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2003,NA,,NA,,NA,,NA,,NA,
CF02146,2789465,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48907,gnpis_pui:holding-921_taxon-4898_accession-48907,CF02146,VIRTUAL_TRIAL,,,,,,,,2003,5,,4,,2,,3,,1,
EM02298,2789426,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48726,gnpis_pui:holding-921_taxon-4898_accession-48726,EM02298,VIRTUAL_TRIAL,,,,,,,,2003,"7,5",,1,,2,,3,,1,
EM02286,2789442,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48836,gnpis_pui:holding-921_taxon-4898_accession-48836,EM02286,VIRTUAL_TRIAL,,,,,,,,2003,8,,1,,2,,1,,3,
EM02278,2789428,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49102,gnpis_pui:holding-921_taxon-4898_accession-49102,EM02278,VIRTUAL_TRIAL,,,,,,,,2003,9,,1,,2,,1,,1,
CF02220,2789432,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49246,gnpis_pui:holding-921_taxon-4898_accession-49246,CF02220,VIRTUAL_TRIAL,,,,,,,,2003,7,,1,,2,,4,,1,
RE02160,2789460,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49612,gnpis_pui:holding-921_taxon-4898_accession-49612,RE02160,VIRTUAL_TRIAL,,,,,,,,2003,"7,5",,1,,3,,1,,1,
RE02135,2789431,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49093,gnpis_pui:holding-921_taxon-4898_accession-49093,RE02135,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,2,,3,,1,
CF02127,2789427,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48351,gnpis_pui:holding-921_taxon-4898_accession-48351,CF02127,VIRTUAL_TRIAL,,,,,,,,2003,"7,5",,1,,3,,3,,1,
EM02308,2789452,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48353,gnpis_pui:holding-921_taxon-4898_accession-48353,EM02308,VIRTUAL_TRIAL,,,,,,,,2003,6,,1,,2,,6,,1,
RE01016,2789425,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,48369,gnpis_pui:holding-921_taxon-4898_accession-48369,RE01016,VIRTUAL_TRIAL,,,,,,,,2003,"8,5",,1,,2,,1,,1,
EM02307,2789455,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49547,gnpis_pui:holding-921_taxon-4898_accession-49547,EM02307,VIRTUAL_TRIAL,,,,,,,,2003,8,,1,,2,,3,,1,
DI03005,2789445,BTH_Rennes_2003_SetB1_PIETIN-VERSE,BTH_Rennes_2003_SetB1_PIETIN-VERSE,49723,gnpis_pui:holding-921_taxon-4898_accession-49723,DI03005,VIRTUAL_TRIAL,,,,,,,,2003,4,,1,,5,,3,,1,
