observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
EM11602itkt,2869960,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,60719,https://doi.org/10.15454/13FZZX,EM11602,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,95,,150,,"13,52",,"94,7",,,,"80,4",,"1,5",,2,,9,
CF11224itkt,2869976,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61615,https://doi.org/10.15454/RSLCQO,CF11224,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,88,,150,,"12,18",,"98,8",,,,"83,9",,2,,"1,5",,9,
CF11224itkfi,2869975,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61615,https://doi.org/10.15454/RSLCQO,CF11224,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,1,,78,,150,,"11,98",,"106,2",,"4,5",,"73,7",,4,,2,,1,
DI12016itkt,2869988,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61986,https://doi.org/10.15454/JOTB0W,DI12016,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,100,,152,,"12,04",,"97,3",,,,"82,7",,"1,5",,"1,5",,"6,5",
CF11211itkfi,2869931,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61558,https://doi.org/10.15454/RW7KHN,CF11211,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"1,5",,85,,150,,"11,38",,"83,7",,6,,"58,1",,2,,3,,1,
CF11211itkt,2869932,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61558,https://doi.org/10.15454/RW7KHN,CF11211,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,85,,150,,"11,82",,"103,1",,,,"87,6",,2,,"1,5",,7,
CF11279itkfi,2869937,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61660,https://doi.org/10.15454/I4EDVN,CF11279,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,85,,147,,"11,91",,82,,5,,"56,9",,1,,3,,1,
CF11279itkt,2869938,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61660,https://doi.org/10.15454/I4EDVN,CF11279,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,80,,146,,"12,49",,"79,5",,,,"67,5",,2,,2,,"7,5",
Premioitkt,2869924,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,82,,149,,"11,7",,"111,4",,,,"94,6",,2,,2,,"7,5",
EM11622itkt,2869946,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,60769,https://doi.org/10.15454/NH9QD9,EM11622,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,78,,152,,"12,44",,"75,7",,,,"64,3",,2,,"1,5",,"6,5",
CF11289itkt,2869948,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61675,https://doi.org/10.15454/2RSAHH,CF11289,VIRTUAL_TRIAL,,,,,,,,treated,2012,4,,85,,146,,"12,62",,"95,5",,,,"81,1",,2,,"1,5",,8,
Altigoitkfi,2869965,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,85,,149,,"10,3",,"90,5",,5,,"62,8",,2,,3,,1,
CF11289itkfi,2869947,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61675,https://doi.org/10.15454/2RSAHH,CF11289,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"2,5",,82,,146,,"11,36",,"95,3",,4,,"66,2",,6,,"2,5",,3,
EM11622itkfi,2869945,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,60769,https://doi.org/10.15454/NH9QD9,EM11622,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,75,,151,,"10,91",,"80,3",,"5,5",,"55,8",,2,,2,,1,
Fr498/10itkfi,2869971,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49729,gnpis_pui:holding-921_taxon-4898_accession-49729,Fr498/10,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,95,,154,,"11,22",,"112,8",,2,,"78,3",,1,,"2,5",,1,
Fr498/10itkt,2869972,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49729,gnpis_pui:holding-921_taxon-4898_accession-49729,Fr498/10,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,105,,153,,"12,79",,"96,2",,,,"81,7",,1,,2,,7,
DI12014itkfi,2869983,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61954,https://doi.org/10.15454/YP2UOF,DI12014,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,3,,80,,151,,"12,6",,"82,1",,"5,5",,57,,5,,1,,1,
RE11113itkt,2869974,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,108,,152,,"13,62",,"82,1",,,,"69,8",,1,,"1,5",,"8,5",
RE11113itkfi,2869973,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,102,,153,,"10,59",,"109,9",,2,,"76,3",,1,,2,,"3,5",
PER102/181itkt,2869964,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49536,gnpis_pui:holding-921_taxon-4898_accession-49536,PER102/181,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,102,,150,,"11,41",,"100,9",,,,"85,7",,2,,2,,7,
DI12014itkt,2869984,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61954,https://doi.org/10.15454/YP2UOF,DI12014,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,88,,150,,"11,84",,"97,8",,,,"83,1",,1,,2,,8,
CFQUE/013itkt,2869952,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48552,gnpis_pui:holding-921_taxon-4898_accession-48552,CFQUE/013,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,90,,153,,"13,77",,"77,4",,,,"65,7",,"1,5",,2,,9,
CFQUE/013itkfi,2869951,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48552,gnpis_pui:holding-921_taxon-4898_accession-48552,CFQUE/013,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,3,,88,,153,,"10,59",,"87,6",,5,,"60,8",,1,,3,,3,
F43itkfi,2869917,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48503,gnpis_pui:holding-921_taxon-4898_accession-48503,F43,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"1,5",,85,,152,,"10,5",,"98,1",,4,,"68,1",,1,,"2,5",,1,
EM11678itkfi,2869921,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,60805,https://doi.org/10.15454/JZDA89,EM11678,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,90,,151,,"11,88",,"86,3",,"4,5",,"59,9",,2,,2,,1,
DI12018itkfi,2869979,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,62018,https://doi.org/10.15454/LSENI4,DI12018,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,82,,154,,"11,95",,"92,7",,"3,5",,"64,4",,1,,"2,5",,1,
DI12018itkt,2869980,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,62018,https://doi.org/10.15454/LSENI4,DI12018,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,88,,153,,"12,29",,"103,7",,,,"88,1",,1,,"1,5",,7,
DI12019itkfi,2869981,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,62033,https://doi.org/10.15454/LXXI3T,DI12019,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,85,,151,,"11,71",,"90,8",,5,,"63,1",,2,,3,,1,
Apacheitkt,2869954,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,82,,148,,"12,68",,"94,6",,,,"80,3",,2,,"1,5",,5,
DI12019itkt,2869982,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,62033,https://doi.org/10.15454/LXXI3T,DI12019,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,92,,150,,"13,28",,"98,9",,,,84,,"1,5",,"1,5",,"8,5",
RE11116itkfi,2869941,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,98,,151,,"11,41",,"108,4",,"2,5",,"75,3",,1,,2,,2,
Altigoitkt,2869966,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,88,,148,,"11,21",,"105,6",,,,"89,7",,2,,2,,"6,5",
RE11116itkt,2869942,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,102,,150,,12,,88,,,,"74,8",,"1,5",,2,,"7,5",
DI12017itkfi,2869989,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,62001,https://doi.org/10.15454/5E5KSG,DI12017,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,95,,152,,"11,2",,"94,6",,"3,5",,"65,7",,1,,3,,4,
Apacheitkfi,2869953,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"1,5",,82,,150,,"10,31",,"100,4",,4,,"69,8",,1,,3,,1,
DI12015itkfi,2869985,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61970,https://doi.org/10.15454/G4JD19,DI12015,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"2,5",,85,,152,,"11,5",,87,,"5,5",,"60,4",,2,,"2,5",,1,
DI12015itkt,2869986,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61970,https://doi.org/10.15454/G4JD19,DI12015,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,90,,152,,"13,09",,"95,1",,,,"80,8",,"1,5",,"1,5",,"7,5",
EM11623itkfi,2869943,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49528,gnpis_pui:holding-921_taxon-4898_accession-49528,EM11623,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,3,,80,,152,,"11,21",,"85,5",,5,,"59,4",,1,,"2,5",,1,
PER102/181itkfi,2869963,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49536,gnpis_pui:holding-921_taxon-4898_accession-49536,PER102/181,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"1,5",,98,,151,,"12,09",,"51,7",,1,,"35,9",,"7,5",,1,,1,
Barokitkfi,2869915,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,85,,150,,"11,66",,"107,4",,5,,"74,6",,1,,2,,"3,5",
CF11216itkfi,2869919,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61600,https://doi.org/10.15454/KE0AWJ,CF11216,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,2,,88,,153,,"11,5",,"98,9",,4,,"68,7",,2,,"2,5",,1,
EM11623itkt,2869944,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49528,gnpis_pui:holding-921_taxon-4898_accession-49528,EM11623,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,82,,152,,"11,59",,"97,6",,,,"82,9",,1,,2,,6,
Barokitkt,2869916,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,85,,148,,"12,14",,"101,7",,,,"86,4",,2,,2,,9,
CF11216itkt,2869920,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61600,https://doi.org/10.15454/KE0AWJ,CF11216,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,90,,153,,"11,66",,105,,,,"89,2",,2,,2,,7,
EM11678itkt,2869922,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,60805,https://doi.org/10.15454/JZDA89,EM11678,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,92,,150,,"12,06",,"89,5",,,,76,,"1,5",,1,,"7,5",
RE11091itkt,2869950,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,100,,150,,"12,08",,"105,5",,,,"89,6",,1,,"1,5",,"8,5",
E42itkfi,2869961,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49733,gnpis_pui:holding-921_taxon-4898_accession-49733,E42,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"1,5",,85,,151,,"11,19",,"101,3",,4,,"70,4",,1,,"2,5",,1,
DI12016itkfi,2869987,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,61986,https://doi.org/10.15454/JOTB0W,DI12016,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,3,,95,,153,,"12,6",,"96,3",,3,,"66,9",,1,,3,,1,
RE11091itkfi,2869949,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,1,,92,,150,,"11,39",,"111,8",,2,,"77,7",,1,,2,,2,
Flamenkoitkt,2869970,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,88,,150,,"11,72",,"97,5",,,,"82,8",,2,,1,,8,
Flamenkoitkfi,2869969,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"2,5",,85,,151,,"11,24",,"106,5",,2,,74,,"5,5",,2,,1,
EM11603itkfi,2869957,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,60735,https://doi.org/10.15454/RDAN0D,EM11603,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"2,5",,85,,149,,"11,34",,"104,3",,6,,"72,4",,1,,3,,"3,5",
Bermudeitkfi,2869929,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,4,,80,,153,,"11,27",,"94,2",,5,,"65,4",,1,,"2,5",,1,
RE11094itkt,2869936,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48366,https://doi.org/10.15454/ZSJORF,RE11094,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,105,,149,,"11,82",,"103,6",,,,88,,1,,"1,5",,"8,5",
CF11215itkfi,2869913,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,1,,90,,151,,"10,87",,"105,8",,4,,"73,5",,2,,"2,5",,2,
RE11094itkfi,2869935,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48366,https://doi.org/10.15454/ZSJORF,RE11094,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"1,5",,98,,150,,"11,68",,"106,5",,"2,5",,74,,1,,2,,"5,5",
E42itkt,2869962,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49733,gnpis_pui:holding-921_taxon-4898_accession-49733,E42,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,85,,149,,"11,79",,"101,6",,,,"86,3",,1,,2,,6,
C32itkt,2869940,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48728,gnpis_pui:holding-921_taxon-4898_accession-48728,C32,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,80,,150,,"11,21",,"93,2",,,,"79,1",,"1,5",,2,,9,
C32itkfi,2869939,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48728,gnpis_pui:holding-921_taxon-4898_accession-48728,C32,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,3,,80,,150,,"10,13",,83,,"5,5",,"57,6",,5,,3,,1,
CF11215itkt,2869914,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,95,,151,,"12,15",,"104,4",,,,"88,7",,"1,5",,2,,8,
RE11095itkt,2869934,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49685,https://doi.org/10.15454/NZBGQD,RE11095,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,108,,148,,"13,45",,"98,8",,,,"83,9",,1,,2,,"8,5",
EM11603itkt,2869958,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,60735,https://doi.org/10.15454/RDAN0D,EM11603,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,88,,148,,"11,55",,"96,7",,,,"82,1",,2,,2,,9,
RE11095itkfi,2869933,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,49685,https://doi.org/10.15454/NZBGQD,RE11095,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"1,5",,98,,150,,"11,31",,"112,4",,"2,5",,"78,1",,1,,2,,3,
RE11096itkfi,2869925,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48664,https://doi.org/10.15454/ITWRUM,RE11096,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,4,,95,,151,,"12,05",,"104,5",,7,,"72,6",,1,,2,,2,
CF11291itkt,2869992,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,85,,146,,"11,8",,"93,5",,,,"79,4",,"1,5",,2,,9,
DI12017itkt,2869990,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,62001,https://doi.org/10.15454/5E5KSG,DI12017,VIRTUAL_TRIAL,,,,,,,,treated,2012,2,,100,,152,,"14,41",,"87,5",,,,"74,3",,"1,5",,2,,9,
RE11096itkt,2869926,BTH_Estrées-Mons_2012_SetB3,BTH_Estrées-Mons_2012_SetB3,48664,https://doi.org/10.15454/ITWRUM,RE11096,VIRTUAL_TRIAL,,,,,,,,treated,2012,1,,98,,150,,"12,77",,"89,5",,,,76,,1,,"1,5",,8,
