observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
Hendrix,2813963,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,2006,3,,3,,2,,2,,1,
RE04022,2813964,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,26831,https://doi.org/10.15454/CK12PW,RE04022,VIRTUAL_TRIAL,,,,,,,,2006,4,,3,,2,,4,,3,
CF04022,2813982,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,26895,https://doi.org/10.15454/CQ8LNQ,CF04022,VIRTUAL_TRIAL,,,,,,,,2006,"6,5",,4,,3,,4,,3,
CF04184,2813984,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,26896,https://doi.org/10.15454/PBJIBN,CF04184,VIRTUAL_TRIAL,,,,,,,,2006,3,,2,,5,,3,,6,
Apache,2813969,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2006,2,,6,,NA,,6,,1,
Charger,2813977,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2006,7,,4,,NA,,7,,1,
Caphorn,2813975,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",,6,,NA,,3,,4,
EM04181,2813980,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,2006,5,,3,,5,,4,,3,
DI05001,2813990,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,49480,gnpis_pui:holding-921_taxon-4898_accession-49480,DI05001,VIRTUAL_TRIAL,,,,,,,,2006,6,,6,,5,,3,,1,
RE03019,2813985,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,26829,https://doi.org/10.15454/NMOYD6,RE03019,VIRTUAL_TRIAL,,,,,,,,2006,"2,5",,1,,2,,3,,6,
RE04009,2813962,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,26830,https://doi.org/10.15454/6V5ULG,RE04009,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",,6,,2,,4,,1,
RE04043,2813965,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,26832,https://doi.org/10.15454/05HCVU,RE04043,VIRTUAL_TRIAL,,,,,,,,2006,4,,4,,2,,3,,1,
Orvantis,2813983,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,2006,7,,6,,NA,,8,,6,
DI05025,2813961,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,49613,https://doi.org/10.15454/VCOHOG,DI05025,VIRTUAL_TRIAL,,,,,,,,2006,3,,3,,2,,3,,1,
CF04048,2813974,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,48884,https://doi.org/10.15454/NK9ZXF,CF04048,VIRTUAL_TRIAL,,,,,,,,2006,6,,7,,5,,4,,1,
EM03234,2813979,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,48522,https://doi.org/10.15454/KJPPWH,EM03234,VIRTUAL_TRIAL,,,,,,,,2006,8,,1,,5,,2,,1,
EM04081,2813971,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,48571,https://doi.org/10.15454/RRGUYW,EM04081,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",,4,,5,,6,,1,
CF04076,2813960,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,27039,https://doi.org/10.15454/YH3ACK,CF04076,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",,2,,2,,7,,1,
EM04241,2813981,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,27040,https://doi.org/10.15454/AB7Z4M,EM04241,VIRTUAL_TRIAL,,,,,,,,2006,7,,1,,2,,8,,1,
DI05003,2813989,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,49683,gnpis_pui:holding-921_taxon-4898_accession-49683,DI05003,VIRTUAL_TRIAL,,,,,,,,2006,6,,6,,2,,6,,1,
Farandole,2813976,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,2006,4,,3,,NA,,3,,1,
EM04145,2813967,BTH_Rennes_2006_SetA2_PIETIN-VERSE,BTH_Rennes_2006_SetA2_PIETIN-VERSE,27041,https://doi.org/10.15454/VQLTLY,EM04145,VIRTUAL_TRIAL,,,,,,,,2006,3,,6,,2,,6,,4,
