observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
RE07019itkfi,2855068,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,79,,"36,7",,129,,"9,22",,"81,1",,"98,5",,"56,8",
AO10013itkfi,2855078,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,48839,https://doi.org/10.15454/PBJK68,AO10013,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,73,,38,,128,,"9,43",,"75,5",,"80,6",,"46,5",
AO10015itkfi,2855058,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,48383,https://doi.org/10.15454/IDYNPA,AO10015,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,92,,"38,7",,127,,"8,25",,"79,4",,106,,"61,1",
RE07019itkt,2855069,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,treated,2011,75,,"37,1",,128,,"10,8",,"78,2",,"93,8",,"54,8",
EM08221itkfi,2855076,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27823,https://doi.org/10.15454/PMYYDQ,EM08221,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,66,,"35,9",,132,,"9,54",,"73,2",,89,,"51,3",
Folkloritkfi,2855062,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,84,,"38,6",,130,,"8,78",,"75,7",,"100,5",,"57,9",
EM08024itkt,2855087,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,treated,2011,80,,"35,8",,129,,"10,6",,"77,4",,"95,3",,"55,7",
Altigoitkt,2855103,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2011,80,,"42,2",,125,,"10,29",,"77,2",,"103,2",,"60,3",
CF08049itkt,2855133,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27797,https://doi.org/10.15454/II6X3N,CF08049,VIRTUAL_TRIAL,,,,,,,,treated,2011,82,,"38,3",,126,,"10,93",,80,,"98,6",,"57,6",
Folkloritkt,2855063,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2011,82,,"35,8",,128,,"10,18",,"74,6",,92,,"53,7",
CF08049itkfi,2855132,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27797,https://doi.org/10.15454/II6X3N,CF08049,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,"38,4",,127,,"9,62",,"80,5",,"88,7",,"51,2",
Premioitkfi,2855060,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,"42,4",,126,,"9,5",,"79,4",,"101,8",,"58,7",
EM08024itkfi,2855086,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,"36,9",,130,,"9,7",,"77,9",,"94,4",,"54,4",
Altigoitkfi,2855102,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,"43,2",,126,,"9,44",,"77,6",,"104,1",,60,
CF08084itkfi,2855114,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,75,,"38,2",,131,,"8,32",,"77,4",,"98,2",,"56,6",
Premioitkt,2855061,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2011,80,,42,,124,,"10,7",,"79,1",,104,,"60,7",
EM08221itkt,2855077,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27823,https://doi.org/10.15454/PMYYDQ,EM08221,VIRTUAL_TRIAL,,,,,,,,treated,2011,64,,"34,6",,131,,"10,77",,"74,2",,"89,1",,52,
EM08019itkfi,2855116,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,72,,"32,8",,126,,"9,05",,"71,6",,"86,8",,50,
JDBH22itkt,2855109,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,48908,https://doi.org/10.15454/JJNR8O,JDBH22,VIRTUAL_TRIAL,,,,,,,,treated,2011,89,,"37,6",,123,,"11,2",,"82,4",,"85,8",,"50,1",
Bermudeitkt,2855067,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2011,79,,"37,7",,129,,"10,09",,"79,6",,"93,5",,"54,6",
EM08019itkt,2855117,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,treated,2011,74,,"32,4",,126,,"10,12",,"72,4",,"91,3",,"53,3",
Hadm01601-07itkt,2855085,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,60770,https://doi.org/10.15454/PT31GV,Hadm01601-07,VIRTUAL_TRIAL,,,,,,,,treated,2011,75,,"37,2",,125,,"12,03",,"75,2",,"87,6",,"51,1",
Hadm01601-07itkfi,2855084,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,60770,https://doi.org/10.15454/PT31GV,Hadm01601-07,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,74,,"36,2",,127,,"9,73",,"75,6",,"87,5",,"50,5",
Apacheitkfi,2855092,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,79,,"38,5",,124,,"8,43",,"79,5",,"96,1",,"55,5",
CF08084itkt,2855115,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,treated,2011,79,,"37,1",,131,,"10,5",,"77,9",,"97,8",,"57,1",
JDBE42itkfi,2855082,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,48905,https://doi.org/10.15454/XS84TO,JDBE42,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,80,,39,,125,,"9,17",,"81,8",,"93,2",,"53,7",
Apacheitkt,2855093,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2011,82,,38,,124,,"10,6",,"80,5",,"99,2",,"57,9",
HadmF11671itkfi,2855112,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,60821,https://doi.org/10.15454/WZ4MOV,HadmF11671,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,"40,7",,128,,"9,15",,"80,2",,106,,"61,2",
HadmF11671itkt,2855113,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,60821,https://doi.org/10.15454/WZ4MOV,HadmF11671,VIRTUAL_TRIAL,,,,,,,,treated,2011,82,,38,,126,,"11,82",,"77,5",,"90,5",,"52,9",
EM07117itkt,2855071,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,treated,2011,82,,"31,8",,130,,"10,63",,"78,8",,"95,1",,"55,6",
Lyrikitkt,2855135,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2011,79,,"36,8",,129,,"10,98",,"78,6",,"98,8",,"57,7",
Bermudeitkfi,2855066,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,78,,40,,130,,"8,21",,"79,5",,98,,"56,5",
Lyrikitkfi,2855134,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,76,,36,,130,,"8,52",,"79,2",,"97,8",,"56,4",
AO10003itkfi,2855100,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,48956,https://doi.org/10.15454/IJIMQX,AO10003,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,41,,130,,"7,94",,"79,2",,"100,2",,"57,8",
EM07117itkfi,2855070,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,32,,131,,"8,54",,"79,1",,"99,6",,"57,5",
JDBH22itkfi,2855108,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,48908,https://doi.org/10.15454/JJNR8O,JDBH22,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,"38,3",,124,,"10,1",,"81,7",,"92,7",,"53,5",
AO10003itkt,2855101,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,48956,https://doi.org/10.15454/IJIMQX,AO10003,VIRTUAL_TRIAL,,,,,,,,treated,2011,78,,"36,2",,129,,"11,06",,"77,2",,"88,3",,"51,5",
Ghaytaitkt,2855123,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2011,79,,40,,129,,"11,82",,"77,4",,"88,9",,"51,9",
HadmF11326itkfi,2855098,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,60787,https://doi.org/10.15454/LLIFSS,HadmF11326,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,72,,"36,8",,128,,"9,55",,"78,9",,"93,9",,"54,2",
Ghaytaitkfi,2855122,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,79,,"39,5",,130,,"10,47",,"78,1",,"89,6",,"51,7",
HadmF11326itkt,2855099,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,60787,https://doi.org/10.15454/LLIFSS,HadmF11326,VIRTUAL_TRIAL,,,,,,,,treated,2011,74,,"36,4",,127,,"10,45",,79,,"99,3",,58,
Grapeliitkt,2855075,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2011,86,,32,,129,,"10,88",,"76,1",,"93,7",,"54,7",
Grapeliitkfi,2855074,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,82,,"36,1",,130,,"8,17",,"78,3",,"92,9",,"53,6",
Strub061859-1itkfi,2855110,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,61007,https://doi.org/10.15454/UDW3YM,Strub061859-1,VIRTUAL_TRIAL,,,,,,,,low inputs,2011,86,,"39,7",,132,,"9,1",,"78,7",,"96,6",,"55,7",
DI09018itkt,2855129,BTH_Lusignan_2011_SetA1,BTH_Lusignan_2011_SetA1,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,treated,2011,80,,"38,6",,130,,"10,39",,"80,2",,"97,8",,"57,1",
