observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
DI14001itkt,2969759,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61257,https://doi.org/10.15454/VZKVRG,DI14001,VIRTUAL_TRIAL,,,,,,,,traite,2015,100,,138,,10.2,,103.8,,,,131.8,,,,,,,
DI14001itkfi,2969757,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61257,https://doi.org/10.15454/VZKVRG,DI14001,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,96,,138,,8.9,,99.5,,1.8,,97.2,,2,,3.5,,,
AO13042itknt,2969737,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61269,https://doi.org/10.15454/CHX9GO,AO13042,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,96,,140,,,,96.8,,2.5,,101.2,,2.2,,4,,1,
AO13042itkfi,2969736,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61269,https://doi.org/10.15454/CHX9GO,AO13042,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,92,,138,,9.3,,97.8,,4.5,,95.5,,2,,3.5,,,
AO13042itkt,2969738,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61269,https://doi.org/10.15454/CHX9GO,AO13042,VIRTUAL_TRIAL,,,,,,,,traite,2015,97,,142,,10.4,,103.1,,,,130.8,,,,,,,
DI14004itknt,2969689,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61305,https://doi.org/10.15454/QTCIDC,DI14004,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,92,,142,,,,107.4,,2.5,,112.3,,2.2,,2.8,,1,
DI14004itkt,2969690,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61305,https://doi.org/10.15454/QTCIDC,DI14004,VIRTUAL_TRIAL,,,,,,,,traite,2015,93,,142,,10.6,,98.1,,,,124.5,,,,,,,
DI14004itkfi,2969688,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61305,https://doi.org/10.15454/QTCIDC,DI14004,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,95,,142,,9.6,,108,,2.5,,105.4,,2,,2.2,,,
RE12080itknt,2969719,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61587,https://doi.org/10.15454/TNFH4O,RE12080,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,99,,138,,,,114.3,,2.8,,119.4,,2,,3.2,,1,
RE12080itkfi,2969718,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61587,https://doi.org/10.15454/TNFH4O,RE12080,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,95,,138,,10.3,,109.9,,2.5,,107.4,,2,,2.2,,,
RE12080itkt,2969720,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61587,https://doi.org/10.15454/TNFH4O,RE12080,VIRTUAL_TRIAL,,,,,,,,traite,2015,96,,138,,11.2,,97.9,,,,124.3,,,,,,,
AO14001itkt,2969798,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61803,https://doi.org/10.15454/LCA9U1,AO14001,VIRTUAL_TRIAL,,,,,,,,traite,2015,98,,142,,11,,79.1,,,,100.4,,,,,,,
AO14001itknt,2969797,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61803,https://doi.org/10.15454/LCA9U1,AO14001,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,92,,142,,,,56.2,,1,,58.8,,3,,8,,1,
AO14001itkfi,2969796,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61803,https://doi.org/10.15454/LCA9U1,AO14001,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,141,,11.4,,62.7,,1,,61.2,,3,,6.5,,,
EM11537itkt,2969687,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49307,https://doi.org/10.15454/S10U8Z,EM11537,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,147,,10.1,,99.2,,,,125.9,,,,,,,
EM11537itkfi,2969685,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49307,https://doi.org/10.15454/S10U8Z,EM11537,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,145,,9.5,,97.5,,3,,95.3,,2,,6.2,,,
EM11537itknt,2969686,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49307,https://doi.org/10.15454/S10U8Z,EM11537,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,92,,142,,,,98.7,,4,,103.1,,2,,3.5,,1,
AO12021-1itkt,2969762,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61776,https://doi.org/10.15454/DB6YVG,AO12021-1,VIRTUAL_TRIAL,,,,,,,,traite,2015,99,,138,,10.8,,102.2,,,,129.8,,,,,,,
AO12021-1itknt,2969761,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61776,https://doi.org/10.15454/DB6YVG,AO12021-1,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,100,,138,,,,108.7,,2.2,,113.5,,2,,3,,1,
AO12021-1itkfi,2969760,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61776,https://doi.org/10.15454/DB6YVG,AO12021-1,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,98,,136,,10.5,,109.9,,2.2,,107.4,,2,,2.8,,,
AO14005itkfi,2969781,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61865,https://doi.org/10.15454/AJY3JA,AO14005,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,72,,138,,10,,88,,3,,86,,2.5,,4,,,
AO14005itkt,2969783,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61865,https://doi.org/10.15454/AJY3JA,AO14005,VIRTUAL_TRIAL,,,,,,,,traite,2015,79,,138,,10.6,,100.3,,,,127.3,,,,,,,
AO14005itknt,2969782,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61865,https://doi.org/10.15454/AJY3JA,AO14005,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,80,,138,,,,89.5,,2.5,,93.5,,2.8,,4,,1,
AO13015itkt,2969774,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60834,https://doi.org/10.15454/KQGENR,AO13015,VIRTUAL_TRIAL,,,,,,,,traite,2015,96,,141,,10.5,,100.3,,,,127.3,,,,,,,
AO13015itknt,2969773,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60834,https://doi.org/10.15454/KQGENR,AO13015,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,93,,140,,,,103.1,,4,,107.8,,2,,3.2,,1,
AO13015itkfi,2969772,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60834,https://doi.org/10.15454/KQGENR,AO13015,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,89,,140,,9.7,,103.5,,3.5,,101.1,,2.2,,2.8,,,
AO13045itkt,2969735,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,142,,10.5,,99.8,,,,126.7,,,,,,,
AO13045itkfi,2969733,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,88,,142,,9.9,,90.7,,3.8,,88.6,,2.5,,3.5,,,
AO13045itknt,2969734,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,90,,138,,,,90.7,,5,,94.8,,1,,4,,1,
CF09117itknt,2969788,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,95,,138,,,,90.9,,1,,95,,3,,4,,1,
CF09117itkfi,2969787,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,138,,11.1,,93.5,,1,,91.3,,2.5,,3.5,,,
CF09117itkt,2969789,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48349,https://doi.org/10.15454/DXR4XS,CF09117,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,140,,12.4,,96.6,,,,122.7,,,,,,,
APACHEitknt,2969746,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,95,,136,,,,95,,2,,99.3,,2.2,,4,,1,
APACHEitkt,2969747,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,134,,10.4,,93.1,,,,118.1,,,,,,,
APACHEitkfi,2969745,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,88,,137,,9.8,,94.1,,2,,92,,2.2,,3.5,,,
Bermudeitkt,2969705,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,traite,2015,95,,138,,10.6,,100.2,,,,127.2,,,,,,,
Bermudeitkfi,2969703,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,89,,140,,10.3,,102.1,,3,,99.8,,2.5,,4,,,
Bermudeitknt,2969704,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,94,,138,,,,102.2,,2.5,,106.8,,1,,5,,1,
AO13100itknt,2969710,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,76092,https://doi.org/10.15454/MBEFL6,AO13100,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,98,,138,,,,85.6,,1,,89.4,,1.8,,7,,1,
AO13100itkfi,2969709,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,76092,https://doi.org/10.15454/MBEFL6,AO13100,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,96,,141,,10.1,,85.3,,1,,83.3,,1,,7,,,
AO13100itkt,2969711,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,76092,https://doi.org/10.15454/MBEFL6,AO13100,VIRTUAL_TRIAL,,,,,,,,traite,2015,100,,140,,10.2,,104.5,,,,132.6,,,,,,,
DI11010itkt,2969792,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60932,https://doi.org/10.15454/FGQ2LJ,DI11010,VIRTUAL_TRIAL,,,,,,,,traite,2015,101,,142,,9.8,,98.4,,,,124.9,,,,,,,
DI11010itkfi,2969790,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60932,https://doi.org/10.15454/FGQ2LJ,DI11010,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,93,,142,,9.3,,75.7,,1,,74,,3,,4.5,,,
DI11010itknt,2969791,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60932,https://doi.org/10.15454/FGQ2LJ,DI11010,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,96,,140,,,,84.3,,1.8,,88.1,,3.5,,4.5,,1,
CELLULEitkt,2969756,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,traite,2015,93,,136,,10.1,,103.9,,,,131.9,,,,,,,
CELLULEitknt,2969755,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,96,,134,,,,103.7,,5.5,,108.4,,1.8,,2.8,,1,
CELLULEitkfi,2969754,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27736,https://doi.org/10.15454/5V5PUX,CELLULE,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,88,,138,,9.4,,97.1,,6.5,,94.8,,2,,2.8,,,
AO11011itknt,2969692,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,90,,142,,,,98.5,,2.2,,102.9,,1.8,,3.5,,1,
AO11011itkfi,2969691,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,86,,142,,9.6,,99,,3.2,,96.7,,1.5,,3.5,,,
AO11011itkt,2969693,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,142,,10.2,,97.7,,,,124,,,,,,,
RE10042itknt,2969764,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,102,,147,,,,111.7,,1.8,,116.7,,2,,2.2,,1,
RE10042itkfi,2969763,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,97,,147,,9.1,,110,,1.8,,107.4,,1.5,,1.8,,,
RE10042itkt,2969765,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,traite,2015,99,,147,,9.9,,98,,,,124.4,,,,,,,
RE11058itkt,2969768,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,traite,2015,99,,138,,10.7,,107.2,,,,136.1,,,,,,,
RE11058itkfi,2969766,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,95,,138,,10,,108.7,,3,,106.2,,2.2,,3,,,
RE11058itknt,2969767,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,98,,136,,,,109.4,,2.5,,114.3,,2.8,,3.2,,1,
CROUSTYitkt,2969771,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,traite,2015,104,,138,,11,,78.2,,,,99.3,,,,,,,
CROUSTYitknt,2969770,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,106,,138,,,,69.3,,1,,72.4,,2.5,,7,,1,
CROUSTYitkfi,2969769,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,102,,140,,10,,75.4,,3,,73.6,,3,,5.8,,,
Galibieritkt,2969723,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,traite,2015,102,,130,,13.8,,77,,,,97.8,,,,,,,
Galibieritknt,2969722,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,111,,130,,,,77.9,,1,,81.5,,1.5,,4.5,,3,
Galibieritkfi,2969721,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,101,,130,,11.7,,78.7,,1,,76.9,,1,,5,,,
RUBISKOitknt,2969794,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,90,,136,,,,103,,1,,107.6,,2,,3.8,,1,
RUBISKOitkfi,2969793,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,86,,137,,9.6,,105.8,,1,,103.3,,2,,3.5,,,
RUBISKOitkt,2969795,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,traite,2015,90,,138,,10.3,,101.6,,,,129,,,,,,,
AO13026itkt,2969696,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,61020,https://doi.org/10.15454/NT4S5Q,AO13026,VIRTUAL_TRIAL,,,,,,,,traite,2015,96,,140,,10.5,,99.8,,,,126.7,,,,,,,
ARKEOSitknt,2969785,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27751,https://doi.org/10.15454/OYNH7Y,ARKEOS,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,102,,134,,,,97.7,,2.8,,102.1,,1.5,,5,,1,
ARKEOSitkfi,2969784,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,27751,https://doi.org/10.15454/OYNH7Y,ARKEOS,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,92,,134,,9.9,,99.6,,2.5,,97.3,,1.5,,4.5,,,
EM12096itkt,2969684,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48739,https://doi.org/10.15454/CEPFO5,EM12096,VIRTUAL_TRIAL,,,,,,,,traite,2015,95,,144,,11.7,,89.9,,,,114.1,,,,,,,
EM12096itknt,2969683,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48739,https://doi.org/10.15454/CEPFO5,EM12096,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,92,,142,,,,97.9,,6,,102.3,,1.5,,3,,1,
EM12096itkfi,2969682,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48739,https://doi.org/10.15454/CEPFO5,EM12096,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,147,,11.1,,99.3,,2.8,,97,,1.5,,2.8,,,
EM12231itkt,2969744,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48934,https://doi.org/10.15454/YCKTDL,EM12231,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,138,,10.9,,101.4,,,,128.7,,,,,,,
EM12231itkfi,2969742,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48934,https://doi.org/10.15454/YCKTDL,EM12231,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,88,,138,,9.8,,101.5,,1.8,,99.2,,2.2,,3,,,
EM12231itknt,2969743,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48934,https://doi.org/10.15454/YCKTDL,EM12231,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,92,,138,,,,104.9,,1.8,,109.6,,2.2,,3.5,,1,
EM12234itknt,2969740,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,98,,138,,,,108,,2.5,,112.9,,1.5,,3.8,,1,
EM12234itkfi,2969739,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,138,,10.5,,103.4,,2.5,,101,,1,,2.8,,,
EM12234itkt,2969741,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49090,https://doi.org/10.15454/1VGYYS,EM12234,VIRTUAL_TRIAL,,,,,,,,traite,2015,99,,140,,11.1,,92,,,,116.7,,,,,,,
RE12002itkt,2969714,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48869,https://doi.org/10.15454/TN9KFO,RE12002,VIRTUAL_TRIAL,,,,,,,,traite,2015,98,,142,,10.2,,95.2,,,,120.8,,,,,,,
RE12002itkfi,2969712,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48869,https://doi.org/10.15454/TN9KFO,RE12002,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,96,,142,,9.4,,105.7,,2.8,,103.2,,2.2,,3.2,,,
RE12002itknt,2969713,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,48869,https://doi.org/10.15454/TN9KFO,RE12002,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,97,,142,,,,105,,2.5,,109.7,,2.2,,3.2,,1,
RE12020itkt,2969717,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49575,https://doi.org/10.15454/DGI5VN,RE12020,VIRTUAL_TRIAL,,,,,,,,traite,2015,100,,141,,13.2,,93.3,,,,118.4,,,,,,,
RE12020itknt,2969716,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49575,https://doi.org/10.15454/DGI5VN,RE12020,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,99,,138,,,,93.1,,3.8,,97.3,,1.5,,3.5,,1,
RE12020itkfi,2969715,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,49575,https://doi.org/10.15454/DGI5VN,RE12020,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,96,,140,,11.7,,94.3,,1.8,,92.1,,2,,3.5,,,
AO14039itkfi,2969751,BTH_Le_Moulon_2015_SetA1,BTH_Le_Moulon_2015_SetA1,60867,https://doi.org/10.15454/WFL1YX,AO14039,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,86,,134,,9.7,,99.8,,2.8,,97.5,,2.5,,3.5,,,
