observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
CF09075itkt,2849055,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,48642,gnpis_pui:holding-921_taxon-4898_accession-48642,CF09075,VIRTUAL_TRIAL,,,,,,,,treated,2010,88,,142,,"80,4",,"82,1",,"69,8",
CF09085itkt,2849073,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,49657,gnpis_pui:holding-921_taxon-4898_accession-49657,CF09085,VIRTUAL_TRIAL,,,,,,,,treated,2010,80,,142,,"79,9",,"97,6",,"82,9",
RE09031itkt,2849048,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,49247,gnpis_pui:holding-921_taxon-4898_accession-49247,RE09031,VIRTUAL_TRIAL,,,,,,,,treated,2010,80,,144,,"81,7",,"100,2",,"85,1",
Gallixeitkt,2849072,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,treated,2010,77,,143,,"78,5",,"103,5",,"87,9",
EM09189itkt,2849075,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,49252,https://doi.org/10.15454/LVMRPV,EM09189,VIRTUAL_TRIAL,,,,,,,,treated,2010,84,,142,,"78,1",,"99,7",,"84,7",
RE09032itkt,2849051,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,48622,gnpis_pui:holding-921_taxon-4898_accession-48622,RE09032,VIRTUAL_TRIAL,,,,,,,,treated,2010,81,,146,,"82,7",,"95,2",,"80,9",
AO10012itkt,2849042,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,48523,gnpis_pui:holding-921_taxon-4898_accession-48523,AO10012,VIRTUAL_TRIAL,,,,,,,,treated,2010,78,,140,,"77,5",,"95,2",,"80,8",
Caphornitkt,2849058,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2010,77,,142,,"77,3",,"94,9",,"80,6",
AO10009itkt,2849060,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,48682,gnpis_pui:holding-921_taxon-4898_accession-48682,AO10009,VIRTUAL_TRIAL,,,,,,,,treated,2010,82,,142,,"79,6",,"105,6",,"89,7",
RE09029itkt,2849061,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,48519,https://doi.org/10.15454/R0LHUG,RE09029,VIRTUAL_TRIAL,,,,,,,,treated,2010,82,,146,,"82,1",,"93,5",,"79,4",
DI10004itkt,2849066,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,49387,gnpis_pui:holding-921_taxon-4898_accession-49387,DI10004,VIRTUAL_TRIAL,,,,,,,,treated,2010,80,,148,,82,,"105,3",,"89,5",
AO10011itkt,2849067,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,49125,https://doi.org/10.15454/CTNPK9,AO10011,VIRTUAL_TRIAL,,,,,,,,treated,2010,96,,145,,"81,9",,"103,8",,"88,2",
CF09028itkt,2849071,BTH_Dijon_2010_SetB1,BTH_Dijon_2010_SetB1,49437,gnpis_pui:holding-921_taxon-4898_accession-49437,CF09028,VIRTUAL_TRIAL,,,,,,,,treated,2010,89,,144,,"80,7",,"103,3",,"87,7",
