observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
EM01346,2784281,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48932,gnpis_pui:holding-921_taxon-4898_accession-48932,EM01346,VIRTUAL_TRIAL,,,,,,,,2002,8,,4,,2,,4,,4,
DI02028,2784282,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49121,gnpis_pui:holding-921_taxon-4898_accession-49121,DI02028,VIRTUAL_TRIAL,,,,,,,,2002,5,,5,,2,,1,,6,
RE01089,2784293,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49165,gnpis_pui:holding-921_taxon-4898_accession-49165,RE01089,VIRTUAL_TRIAL,,,,,,,,2002,7,,3,,2,,1,,4,
EM01338,2784298,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49457,gnpis_pui:holding-921_taxon-4898_accession-49457,EM01338,VIRTUAL_TRIAL,,,,,,,,2002,8,,3,,5,,1,,9,
EM01363,2784280,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49464,gnpis_pui:holding-921_taxon-4898_accession-49464,EM01363,VIRTUAL_TRIAL,,,,,,,,2002,9,,3,,2,,1,,1,
Apache,2784274,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,
RE01097,2784266,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48572,gnpis_pui:holding-921_taxon-4898_accession-48572,RE01097,VIRTUAL_TRIAL,,,,,,,,2002,"4,5",,1,,5,,1,,6,
RE02087,2784264,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48974,gnpis_pui:holding-921_taxon-4898_accession-48974,RE02087,VIRTUAL_TRIAL,,,,,,,,2002,"7,5",,3,,2,,1,,1,
DI02025,2784288,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48848,gnpis_pui:holding-921_taxon-4898_accession-48848,DI02025,VIRTUAL_TRIAL,,,,,,,,2002,8,,3,,5,,1,,1,
Charger,2784278,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,
CF01183,2784294,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48732,https://doi.org/10.15454/LGORJG,CF01183,VIRTUAL_TRIAL,,,,,,,,2002,"5,5",,1,,2,,1,,4,
RE01101,2784276,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48790,gnpis_pui:holding-921_taxon-4898_accession-48790,RE01101,VIRTUAL_TRIAL,,,,,,,,2002,5,,3,,2,,1,,4,
EM01324,2784273,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49472,gnpis_pui:holding-921_taxon-4898_accession-49472,EM01324,VIRTUAL_TRIAL,,,,,,,,2002,9,,3,,2,,1,,6,
RE02088,2784259,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49709,gnpis_pui:holding-921_taxon-4898_accession-49709,RE02088,VIRTUAL_TRIAL,,,,,,,,2002,"4,5",,1,,2,,1,,1,
CF01092,2784255,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,26051,https://doi.org/10.15454/PBOUMT,CF01092,VIRTUAL_TRIAL,,,,,,,,2002,"5,5",,3,,2,,1,,6,
DI02031,2784261,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49327,gnpis_pui:holding-921_taxon-4898_accession-49327,DI02031,VIRTUAL_TRIAL,,,,,,,,2002,8,,3,,5,,1,,8,
DI02032,2784260,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48751,gnpis_pui:holding-921_taxon-4898_accession-48751,DI02032,VIRTUAL_TRIAL,,,,,,,,2002,6,,3,,5,,1,,1,
Soissons,2784296,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,
Isengrain,2784292,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,
Autan,2784277,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,25805,https://doi.org/10.15454/ZA6HMJ,AUTAN,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,
RE02101,2784291,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,26099,https://doi.org/10.15454/SIGZUF,RE02101,VIRTUAL_TRIAL,,,,,,,,2002,8,,6,,2,,1,,1,
RE02103,2784256,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48405,gnpis_pui:holding-921_taxon-4898_accession-48405,RE02103,VIRTUAL_TRIAL,,,,,,,,2002,8,,4,,2,,1,,3,
CF00060,2784263,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49450,gnpis_pui:holding-921_taxon-4898_accession-49450,CF00060,VIRTUAL_TRIAL,,,,,,,,2002,"7,5",,3,,5,,1,,1,
EM01308,2784271,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48674,gnpis_pui:holding-921_taxon-4898_accession-48674,EM01308,VIRTUAL_TRIAL,,,,,,,,2002,7,,3,,5,,3,,3,
EM01325,2784272,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49045,gnpis_pui:holding-921_taxon-4898_accession-49045,EM01325,VIRTUAL_TRIAL,,,,,,,,2002,"7,5",,3,,2,,1,,6,
DI02023,2784286,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49051,gnpis_pui:holding-921_taxon-4898_accession-49051,DI02023,VIRTUAL_TRIAL,,,,,,,,2002,"6,5",,4,,2,,1,,3,
EM01328,2784275,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49205,gnpis_pui:holding-921_taxon-4898_accession-49205,EM01328,VIRTUAL_TRIAL,,,,,,,,2002,7,,2,,2,,1,,4,
CF01188,2784295,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48355,gnpis_pui:holding-921_taxon-4898_accession-48355,CF01188,VIRTUAL_TRIAL,,,,,,,,2002,"5,5",,6,,5,,1,,7,
RE01096,2784265,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,48865,gnpis_pui:holding-921_taxon-4898_accession-48865,RE01096,VIRTUAL_TRIAL,,,,,,,,2002,6,,3,,3,,1,,4,
EM01322,2784270,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49004,gnpis_pui:holding-921_taxon-4898_accession-49004,EM01322,VIRTUAL_TRIAL,,,,,,,,2002,9,,3,,2,,1,,7,
DI02027,2784290,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49062,gnpis_pui:holding-921_taxon-4898_accession-49062,DI02027,VIRTUAL_TRIAL,,,,,,,,2002,7,,1,,5,,1,,8,
RE02133,2784258,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49384,gnpis_pui:holding-921_taxon-4898_accession-49384,RE02133,VIRTUAL_TRIAL,,,,,,,,2002,7,,3,,5,,1,,3,
DI02026,2784289,BTH_Rennes_2002_SetB3_PIETIN-VERSE,BTH_Rennes_2002_SetB3_PIETIN-VERSE,49711,gnpis_pui:holding-921_taxon-4898_accession-49711,DI02026,VIRTUAL_TRIAL,,,,,,,,2002,7,,3,,5,,1,,3,
