observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
AO14012itkfi,2885915,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61987,https://doi.org/10.15454/FDBTWR,AO14012,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,96,,136,,"11,5",,"72,8",,"107,5",,"3,5",,"80,9",,7,,NA,,1,
AO14022itkt,2885946,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61039,https://doi.org/10.15454/T1DLTW,AO14022,VIRTUAL_TRIAL,,,,,,,,treated,2014,102,,142,,"9,9",,"76,3",,"110,1",,,,"125,6",,,,,,6,
CF13057itkfi,2885897,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61065,https://doi.org/10.15454/IEJHD9,CF13057,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,96,,137,,"10,8",,"71,4",,113,,4,,85,,"3,5",,4,,6,
AO14009itkfi,2885957,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61940,https://doi.org/10.15454/SOX3JM,AO14009,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,82,,138,,"11,2",,"71,6",,"89,1",,7,,"67,1",,5,,5,,1,
CF13016itkt,2885890,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,60991,https://doi.org/10.15454/ODX7BB,CF13016,VIRTUAL_TRIAL,,,,,,,,treated,2014,104,,138,,"11,3",,"75,3",,"103,2",,,,"117,8",,,,,,7,
AO14015itkt,2885918,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62064,https://doi.org/10.15454/1MJ4QE,AO14015,VIRTUAL_TRIAL,,,,,,,,treated,2014,98,,138,,"11,3",,"79,2",,"100,5",,,,"114,6",,,,,,2,
CF13057itkt,2885898,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61065,https://doi.org/10.15454/IEJHD9,CF13057,VIRTUAL_TRIAL,,,,,,,,treated,2014,94,,138,,"11,2",,"73,4",,"100,3",,,,"114,5",,,,,,7,
DI14003itkfi,2885891,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61289,https://doi.org/10.15454/SINHNW,DI14003,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,91,,140,,"10,9",,"67,2",,"56,3",,NA,,"42,4",,"8,5",,NA,,"4,5",
RE13106itkt,2885950,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,135,,"10,4",,72,,"102,6",,,,"117,1",,,,,,"4,5",
DI14003itkt,2885892,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61289,https://doi.org/10.15454/SINHNW,DI14003,VIRTUAL_TRIAL,,,,,,,,treated,2014,96,,140,,"10,4",,"75,5",,"100,2",,,,"114,4",,,,,,2,
AO14015itkfi,2885917,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62064,https://doi.org/10.15454/1MJ4QE,AO14015,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,100,,138,,"10,8",,"77,3",,"103,7",,"5,5",,78,,6,,1,,3,
Bermudeitkfi,2885895,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,94,,138,,"9,9",,"78,1",,"107,1",,"6,5",,"80,5",,2,,6,,"2,5",
AO14009itkt,2885958,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61940,https://doi.org/10.15454/SOX3JM,AO14009,VIRTUAL_TRIAL,,,,,,,,treated,2014,85,,138,,"11,4",,"75,6",,"99,5",,,,"113,5",,,,,,"1,5",
EM13073itkfi,2885947,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61398,https://doi.org/10.15454/HEUAIP,EM13073,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,100,,138,,"10,7",,"76,8",,"110,5",,6,,"83,1",,1,,4,,"4,5",
AO14008itkfi,2885935,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,102,,138,,"10,2",,"77,5",,"98,9",,4,,"74,4",,7,,NA,,5,
AO14019itkfi,2885941,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62128,https://doi.org/10.15454/8LK3JI,AO14019,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,100,,142,,"9,4",,"76,8",,"107,9",,"5,5",,"81,1",,2,,1,,4,
EM13073itkt,2885948,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61398,https://doi.org/10.15454/HEUAIP,EM13073,VIRTUAL_TRIAL,,,,,,,,treated,2014,96,,139,,"10,8",,"75,3",,"97,2",,,,"110,9",,,,,,"2,5",
CF13016itkfi,2885889,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,60991,https://doi.org/10.15454/ODX7BB,CF13016,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,100,,138,,"10,8",,"73,8",,"96,2",,3,,"72,4",,4,,4,,"6,5",
AO14019itkt,2885942,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62128,https://doi.org/10.15454/8LK3JI,AO14019,VIRTUAL_TRIAL,,,,,,,,treated,2014,100,,142,,10,,"78,8",,"101,7",,,,116,,,,,,4,
CF13045itkfi,2885931,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,48911,gnpis_pui:holding-921_taxon-4898_accession-48911,CF13045,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,101,,136,,"11,1",,"72,9",,"108,9",,3,,"81,9",,2,,"4,5",,5,
Rubiskoitkfi,2885955,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,89,,134,,11,,"71,1",,"102,3",,1,,77,,5,,"4,5",,2,
EM12595itkfi,2885887,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61370,https://doi.org/10.15454/IO8K98,EM12595,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,98,,138,,"10,1",,"72,9",,"98,4",,5,,"74,1",,"3,5",,4,,3,
AO14020itkfi,2885951,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,88,,138,,"11,1",,"70,8",,"81,2",,NA,,"61,1",,8,,NA,,2,
Rubiskoitkt,2885956,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,133,,"11,1",,"72,5",,"103,5",,,,"118,1",,,,,,2,
EM12595itkt,2885888,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61370,https://doi.org/10.15454/IO8K98,EM12595,VIRTUAL_TRIAL,,,,,,,,treated,2014,100,,138,,"10,2",,74,,"98,9",,,,"112,9",,,,,,"4,5",
AO14020itkt,2885952,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,treated,2014,87,,138,,"11,3",,"72,6",,"103,8",,,,"118,5",,,,,,1,
RE13093itkt,2885902,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61664,https://doi.org/10.15454/OYADUC,RE13093,VIRTUAL_TRIAL,,,,,,,,treated,2014,106,,139,,"10,5",,"75,9",,"108,6",,,,"123,9",,,,,,"3,5",
AO14008itkt,2885936,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,treated,2014,105,,138,,"11,1",,"76,7",,"106,2",,,,"121,2",,,,,,"5,5",
EM12375itkfi,2885937,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61352,https://doi.org/10.15454/0JONWQ,EM12375,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,93,,135,,"11,6",,"75,1",,"82,1",,NA,,"61,8",,8,,NA,,"3,5",
Koreliitkfi,2885907,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,101,,139,,"10,8",,"76,4",,"79,1",,NA,,"59,5",,8,,NA,,6,
RE13093itkfi,2885901,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61664,https://doi.org/10.15454/OYADUC,RE13093,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,106,,138,,"10,2",,"75,5",,"111,1",,1,,"83,6",,6,,1,,"4,5",
RE13094itkfi,2885905,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61678,https://doi.org/10.15454/GQP9HA,RE13094,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,111,,130,,11,,"72,2",,"96,8",,2,,"72,8",,"7,5",,NA,,6,
RE13094itkt,2885906,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61678,https://doi.org/10.15454/GQP9HA,RE13094,VIRTUAL_TRIAL,,,,,,,,treated,2014,110,,130,,"10,8",,"75,3",,"103,6",,,,"118,3",,,,,,5,
Koreliitkt,2885908,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,treated,2014,106,,140,,"11,1",,78,,"93,3",,,,"106,5",,,,,,5,
AO14012itkt,2885916,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61987,https://doi.org/10.15454/FDBTWR,AO14012,VIRTUAL_TRIAL,,,,,,,,treated,2014,98,,138,,"11,8",,"76,1",,"105,9",,,,"120,9",,,,,,1,
CF13045itkt,2885932,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,48911,gnpis_pui:holding-921_taxon-4898_accession-48911,CF13045,VIRTUAL_TRIAL,,,,,,,,treated,2014,96,,138,,"11,7",,"74,8",,"100,2",,,,"114,4",,,,,,"3,5",
EM12375itkt,2885938,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61352,https://doi.org/10.15454/0JONWQ,EM12375,VIRTUAL_TRIAL,,,,,,,,treated,2014,93,,134,,"11,9",,76,,"100,5",,,,"114,7",,,,,,2,
AO14022itkfi,2885945,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61039,https://doi.org/10.15454/T1DLTW,AO14022,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,99,,141,,"9,6",,"76,8",,"129,7",,1,,"97,6",,2,,2,,"4,5",
CF13012itkfi,2885893,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,60977,https://doi.org/10.15454/Q94XV8,CF13012,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,101,,136,,"10,7",,"73,4",,"102,2",,1,,"76,9",,"4,5",,"3,5",,6,
Apacheitkt,2885926,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2014,88,,131,,"11,9",,"73,1",,"98,5",,,,"112,4",,,,,,1,
RE13095itkfi,2885903,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61691,https://doi.org/10.15454/MEO27U,RE13095,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,106,,138,,"10,7",,"73,8",,"89,6",,NA,,"67,4",,8,,NA,,6,
RE13084itkt,2885944,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,treated,2014,100,,138,,"10,7",,"77,7",,"100,3",,,,"114,5",,,,,,"3,5",
RE13095itkt,2885904,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61691,https://doi.org/10.15454/MEO27U,RE13095,VIRTUAL_TRIAL,,,,,,,,treated,2014,110,,138,,"11,2",,"75,9",,"100,3",,,,"114,5",,,,,,7,
Apacheitkfi,2885925,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,131,,"11,2",,"72,2",,"93,3",,7,,"70,2",,5,,5,,1,
CF13012itkt,2885894,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,60977,https://doi.org/10.15454/Q94XV8,CF13012,VIRTUAL_TRIAL,,,,,,,,treated,2014,102,,138,,"10,7",,"75,9",,"104,4",,,,"119,1",,,,,,"4,5",
AO14010itkfi,2885911,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61955,https://doi.org/10.15454/FQDNVS,AO14010,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,90,,140,,"10,9",,"72,8",,"57,4",,NA,,"43,2",,9,,NA,,5,
AO14010itkt,2885912,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61955,https://doi.org/10.15454/FQDNVS,AO14010,VIRTUAL_TRIAL,,,,,,,,treated,2014,94,,142,,"10,4",,"76,3",,"106,5",,,,"121,5",,,,,,"6,5",
RE13084itkfi,2885943,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,102,,138,,"10,6",,"77,7",,"121,8",,"3,5",,"91,7",,1,,2,,"2,5",
Bermudeitkt,2885896,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2014,95,,139,,"10,6",,79,,"96,3",,,,"109,9",,,,,,4,
Arezzoitkfi,2885961,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,96,,131,,"10,6",,"74,6",,"97,3",,8,,"73,2",,1,,1,,4,
AO14021itkt,2885954,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,60871,https://doi.org/10.15454/OYOSWH,AO14021,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,138,,"10,4",,"76,1",,"106,2",,,,"121,2",,,,,,3,
AO14016itkt,2885924,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62080,https://doi.org/10.15454/ZHXGRT,AO14016,VIRTUAL_TRIAL,,,,,,,,treated,2014,86,,138,,"11,2",,"78,3",,92,,,,105,,,,,,1,
AO14013itkt,2885914,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,treated,2014,104,,139,,"10,9",,"76,9",,"104,4",,,,"119,2",,,,,,"2,5",
AO14013itkfi,2885913,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,98,,138,,"10,9",,"71,9",,"54,4",,NA,,"40,9",,"8,5",,NA,,"5,5",
AO14016itkfi,2885923,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62080,https://doi.org/10.15454/ZHXGRT,AO14016,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,80,,138,,"11,1",,"71,3",,"58,5",,NA,,44,,9,,NA,,"2,5",
AO14014itkt,2885920,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,treated,2014,92,,138,,"10,5",,"76,2",,"101,9",,,,"116,3",,,,,,"5,5",
RE13086itkfi,2885939,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,110,,138,,"10,6",,"78,6",,"125,5",,4,,"94,4",,1,,"2,5",,"4,5",
AO14014itkfi,2885919,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,92,,139,,"10,3",,"74,4",,"113,8",,"3,5",,"85,6",,3,,4,,"4,5",
Lyrikitkt,2885960,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2014,96,,139,,"10,2",,"75,8",,"108,3",,,,"123,6",,,,,,1,
RE13086itkt,2885940,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,treated,2014,108,,137,,"11,1",,"77,9",,"100,7",,,,"114,9",,,,,,6,
RE13091itkt,2885900,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61648,https://doi.org/10.15454/RB7AM4,RE13091,VIRTUAL_TRIAL,,,,,,,,treated,2014,112,,137,,"10,4",,"75,7",,"100,4",,,,"114,6",,,,,,"6,5",
Lyrikitkfi,2885959,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,102,,138,,10,,73,,"83,8",,NA,,63,,"8,5",,NA,,"2,5",
AO14018itkt,2885928,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62112,https://doi.org/10.15454/CYS1KY,AO14018,VIRTUAL_TRIAL,,,,,,,,treated,2014,96,,139,,"11,1",,"76,1",,"108,1",,,,"123,3",,,,,,"2,5",
RE13091itkfi,2885899,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,61648,https://doi.org/10.15454/RB7AM4,RE13091,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,107,,136,,"10,6",,"73,8",,89,,NA,,67,,8,,NA,,6,
AO14018itkfi,2885927,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,62112,https://doi.org/10.15454/CYS1KY,AO14018,VIRTUAL_TRIAL,,,,,,,,low inputs,2014,98,,138,,11,,"72,9",,"94,9",,"5,5",,"71,4",,5,,5,,"2,5",
Arezzoitkt,2885962,BTH_Estrées-Mons_2014_SetB2,BTH_Estrées-Mons_2014_SetB2,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,treated,2014,90,,131,,"11,6",,"77,7",,"101,7",,,,"116,1",,,,,,"1,5",
