observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,vp(CO_321:1000225),vp(CO_321:1000225).date,zel(CO_321:1000222),zel(CO_321:1000222).date
CF08027itkt,2861792,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,treated,2011,"19,4",,76,,91,,NA,,70,,NA,,87,,NA,,248,,NA,,70,,"0,92",,167,,"78,5",,359,,"11,3",,NA,,1598,,NA,,NA,,"25,5",
Granamaxitkt,2861762,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,treated,2011,"15,3",,47,,94,,NA,,71,,NA,,86,,NA,,251,,NA,,122,,"2,6",,227,,74,,348,,"11,1",,NA,,1518,,NA,,NA,,"30,5",
AO11011itkt,2861766,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,treated,2011,12,,29,,91,,NA,,75,,NA,,83,,NA,,249,,NA,,135,,"4,66",,171,,82,,324,,"10,3",,NA,,1588,,NA,,NA,,"25,5",
Gotikitkt,2861776,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,treated,2011,"19,3",,76,,91,,NA,,77,,NA,,96,,NA,,264,,NA,,99,,"1,32",,257,,"89,5",,401,,"11,4",,NA,,1600,,NA,,NA,,"36,5",
DI11012itkt,2861787,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,treated,2011,"12,9",,34,,NA,,88,,NA,,"23,8",,NA,,"59,5",,NA,,"171,2",,147,,"4,35",,198,,94,,390,,"10,3",,"80,5",,NA,,970,,"3,01",,NA,
DI11013itkt,2861786,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,treated,2011,"13,1",,35,,NA,,94,,NA,,32,,NA,,"54,9",,NA,,"180,9",,137,,"3,95",,198,,67,,386,,"10,1",,"81,2",,NA,,920,,"2,99",,NA,
RE10042itkt,2861758,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,treated,2011,"15,9",,52,,NA,,100,,NA,,"61,5",,NA,,97,,NA,,"258,5",,86,,"1,68",,171,,60,,356,,10,,"78,6",,NA,,1650,,"2,76",,NA,
Gallixeitkt,2861784,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,treated,2011,22,,98,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,53,,"0,54",,161,,36,,143,,"11,95",,NA,,NA,,NA,,NA,,19,
Croustyitkt,2861773,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,treated,2011,"23,4",,111,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,47,,"0,42",,177,,41,,392,,"12,55",,NA,,NA,,NA,,NA,,24,
AO10013itkt,2861739,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48839,https://doi.org/10.15454/PBJK68,AO10013,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,4",,69,,94,,NA,,59,,NA,,89,,NA,,242,,NA,,85,,"1,25",,196,,57,,358,,"11,6",,NA,,1625,,NA,,NA,,32,
AO11012itkt,2861741,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48904,https://doi.org/10.15454/QDMSRL,AO11012,VIRTUAL_TRIAL,,,,,,,,treated,2011,"15,9",,51,,91,,NA,,76,,NA,,80,,NA,,247,,NA,,122,,"2,39",,237,,"92,5",,359,,"10,9",,NA,,1588,,NA,,NA,,"30,5",
AO11013itkt,2861742,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,treated,2011,"12,8",,33,,94,,NA,,60,,NA,,81,,NA,,235,,NA,,135,,"4,09",,192,,"85,5",,352,,"10,9",,NA,,1465,,NA,,NA,,"28,5",
AO11014itkt,2861774,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48888,https://doi.org/10.15454/2YKLGU,AO11014,VIRTUAL_TRIAL,,,,,,,,treated,2011,"17,9",,65,,91,,NA,,61,,NA,,96,,NA,,248,,NA,,102,,"1,57",,236,,85,,398,,"10,8",,NA,,1570,,NA,,NA,,"30,5",
DI10001-2itkt,2861782,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,5",,55,,91,,NA,,48,,NA,,81,,NA,,220,,NA,,112,,"2,04",,249,,89,,434,,"12,3",,NA,,1425,,NA,,NA,,"39,5",
EM09227itkt,2861777,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48498,https://doi.org/10.15454/GGN6HS,EM09227,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,5",,56,,NA,,94,,NA,,"51,2",,NA,,"92,5",,NA,,"237,6",,113,,"2,03",,239,,69,,400,,"9,9",,"77,8",,NA,,1530,,"3,06",,NA,
EM09320itkt,2861743,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,treated,2011,"13,2",,35,,94,,NA,,24,,NA,,61,,NA,,179,,NA,,122,,"3,49",,187,,76,,399,,"11,4",,NA,,1270,,NA,,NA,,"34,5",
DI11002itkt,2861763,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,treated,2011,"17,4",,61,,NA,,94,,NA,,"27,5",,NA,,"85,1",,NA,,"206,6",,91,,"1,49",,218,,31,,302,,"10,6",,"77,8",,NA,,1350,,"2,29",,NA,
RE09001itkt,2861765,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48746,https://doi.org/10.15454/ZEEZIW,RE09001,VIRTUAL_TRIAL,,,,,,,,treated,2011,"19,1",,74,,88,,NA,,14,,NA,,83,,NA,,185,,NA,,92,,"1,24",,256,,42,,357,,"11,8",,NA,,1405,,NA,,NA,,"24,5",
EM07117itkt,2861751,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,treated,2011,"15,9",,51,,85,,NA,,47,,NA,,86,,NA,,218,,NA,,80,,"1,57",,156,,"30,5",,343,,"11,7",,NA,,1433,,NA,,NA,,"21,5",
CF09169itkt,2861755,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,treated,2011,"17,9",,65,,91,,NA,,67,,NA,,88,,NA,,246,,NA,,96,,"1,48",,224,,76,,342,,"11,8",,NA,,1595,,NA,,NA,,"27,5",
DI10011itkt,2861740,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,treated,2011,"20,8",,88,,91,,NA,,48,,NA,,97,,NA,,236,,NA,,98,,"1,13",,279,,81,,410,,"12,1",,NA,,1600,,NA,,NA,,"32,5",
RE10099itkt,2861764,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,49222,https://doi.org/10.15454/YP9ZYW,RE10099,VIRTUAL_TRIAL,,,,,,,,treated,2011,"23,1",,108,,NA,,100,,NA,,"55,6",,NA,,87,,NA,,"242,6",,56,,"0,52",,185,,20,,369,,"10,5",,"77,6",,NA,,1680,,"2,47",,NA,
DI11014itkt,2861788,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,treated,2011,"17,7",,63,,NA,,94,,NA,,"66,1",,NA,,"95,5",,NA,,"255,6",,95,,"1,5",,201,,83,,359,,10,,"78,4",,NA,,1620,,"3,85",,NA,
EM09318itkt,2861761,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,treated,2011,"20,6",,86,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,64,,"0,75",,178,,37,,317,,"12,05",,NA,,NA,,NA,,NA,,22,
AO11001itkt,2861769,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48474,https://doi.org/10.15454/72RLFQ,AO11001,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,2",,53,,100,,NA,,70,,NA,,93,,NA,,263,,NA,,107,,"2,02",,208,,"70,5",,353,,"11,2",,NA,,1750,,NA,,NA,,28,
AO11002itkt,2861770,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48844,https://doi.org/10.15454/IYISPL,AO11002,VIRTUAL_TRIAL,,,,,,,,treated,2011,"20,5",,85,,91,,NA,,72,,NA,,93,,NA,,256,,NA,,77,,"0,91",,215,,"74,5",,389,,"12,3",,NA,,1700,,NA,,NA,,"28,5",
AO11005itkt,2861757,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,49011,https://doi.org/10.15454/08Z5FH,AO11005,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,6",,70,,91,,NA,,48,,NA,,83,,NA,,222,,NA,,98,,"1,4",,242,,80,,363,,"11,7",,NA,,1575,,NA,,NA,,32,
AO11008itkt,2861767,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,49376,https://doi.org/10.15454/DLSQIN,AO11008,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,8",,72,,91,,NA,,70,,NA,,88,,NA,,249,,NA,,98,,"1,38",,248,,"86,5",,386,,"11,1",,NA,,1625,,NA,,NA,,"32,5",
EM09221itkt,2861780,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,5",,69,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,72,,"1,04",,176,,39,,374,,"11,75",,NA,,NA,,NA,,NA,,23,
EM09222itkt,2861779,BTH_Clermont-Ferrand_2011_TECH,BTH_Clermont-Ferrand_2011_TECH,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,1",,53,,88,,NA,,8,,NA,,67,,NA,,163,,NA,,92,,"1,77",,200,,40,,337,,"11,1",,NA,,1225,,NA,,NA,,"22,5",
