observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,Psi_Fill(EIPO:0000003),Psi_Fill(EIPO:0000003).date,Psi_Flo(EIPO:0000003),Psi_Flo(EIPO:0000003).date,Ri_Early(EIPO:0000002),Ri_Early(EIPO:0000002).date,Ri_Fill(EIPO:0000002),Ri_Fill(EIPO:0000002).date,Ri_Flo(EIPO:0000002),Ri_Flo(EIPO:0000002).date,Tmax_Early(EIPO:0000005),Tmax_Early(EIPO:0000005).date,Tmax_Fill(EIPO:0000005),Tmax_Fill(EIPO:0000005).date,Tmax_Flo(EIPO:0000005),Tmax_Flo(EIPO:0000005).date,Tnight_Early(EIPO:0000001),Tnight_Early(EIPO:0000001).date,Tnight_Fill(EIPO:0000001),Tnight_Fill(EIPO:0000001).date,Tnight_Flo(EIPO:0000001),Tnight_Flo(EIPO:0000001).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3190water_regimerainfed,3341060,Ner13,Biogemma Nerac 2013,127584,https://doi.org/10.15454/4YFVBA,Lo1180_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,173.3472382172,,234.0664319102,,1521.4664810161,,73.6571152941,,76.9336840774,,-69.3416666667,,-195.2777777778,,380.537,,871.534,,261.437,,34.4335197222,,30.2126379718,,35.6868386826,,19.0175505051,,15.2740435953,,20.2472101972,,208.3526661985,,99.3531289318,
3057water_regimewatered,3341182,Ner13,Biogemma Nerac 2013,127456,https://doi.org/10.15454/6FDQYP,F712_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,287.1001411113,,259.5913096198,,2809.8899748655,,71.5604742331,,75.4451843201,,-27.9576388889,,-38.6170634921,,360.789,,879.979,,257.731,,34.0561001555,,30.3154821802,,35.9718923546,,18.7284880051,,15.2816626429,,20.4924482924,,327.2133627624,,156.6123250087,
3191water_regimewatered,3341307,Ner13,Biogemma Nerac 2013,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,251.4835447803,,277.5595076209,,3450.790966472,,71.9884884689,,72.9424516136,,-28.4067460317,,-33.2621527778,,269.084,,927.635,,220.301,,31.9261540642,,30.2947323565,,36.306267492,,17.7029150198,,15.2625812019,,20.8429292929,,306.5234124046,,131.9588640777,
3192water_regimerainfed,3341062,Ner13,Biogemma Nerac 2013,127586,https://doi.org/10.15454/9UZPXS,Lo1199_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,188.7819742844,,256.9858072318,,1763.0269647035,,75.6864177691,,80.2411477473,,-63.8114035088,,-183.5108024691,,327.215,,802.84,,310.876,,33.111720748,,29.9564333392,,35.7406646511,,18.1775620791,,15.1332037845,,19.9531799476,,223.5867583051,,104.3567544617,
3194water_regimewatered,3341310,Ner13,Biogemma Nerac 2013,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,255.3557374176,,293.6257131385,,4039.6471301833,,72.1426034909,,72.4875502742,,-27.98046875,,-35.4545454545,,311.976,,934.646,,220.301,,32.2081171948,,30.1810206827,,36.3840469734,,17.8222373737,,15.2416514475,,20.9927915519,,300.8304812028,,128.3293973305,
3194water_regimerainfed,3341064,Ner13,Biogemma Nerac 2013,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,179.2292441947,,292.2784452635,,1937.8186672476,,76.8270520433,,82.5055695871,,-60.8289473684,,-180.5517241379,,311.976,,789.362,,304.665,,32.2081171948,,29.7671231417,,35.7002875184,,17.8222373737,,15.12395952,,19.8359108325,,213.6590329284,,95.8445980612,
3009water_regimewatered,3341135,Ner13,Biogemma Nerac 2013,127408,https://doi.org/10.15454/MN1MDA,B84_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,256.2116326074,,304.4914626904,,2824.3452371509,,75.1244693981,,77.9842519687,,-26.89375,,-37.405,,327.215,,856.011,,264.716,,33.111720748,,30.0387680959,,35.7282298158,,18.1775620791,,15.2460948773,,20.0194343434,,307.3004364006,,141.6167791867,
3009water_regimerainfed,3340889,Ner13,Biogemma Nerac 2013,127408,https://doi.org/10.15454/MN1MDA,B84_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,181.0192751701,,286.0238720099,,1903.6565710627,,77.8734897289,,85.2683946195,,-59.875,,-177.2638888889,,327.215,,742.455,,324.667,,33.111720748,,29.6185331667,,35.5504168994,,18.1775620791,,15.1539216844,,19.3928619529,,227.4080556585,,100.6590349864,
3056water_regimewatered,3341181,Ner13,Biogemma Nerac 2013,127455,https://doi.org/10.15454/CGZZ3F,DK78371A_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,255.9367693128,,312.0455807092,,3243.5971180961,,73.4598013322,,75.8207737379,,-27.5088797814,,-38.6170634921,,360.789,,890.205,,242.766,,34.0561001555,,30.237476786,,35.9718923546,,18.7284880051,,15.2711904216,,20.4924482924,,309.160240501,,100.8663861965,
3198water_regimerainfed,3341068,Ner13,Biogemma Nerac 2013,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,177.7022778043,,266.9810881525,,2464.8309731126,,77.0431936897,,84.6710637383,,-59.875,,-174.5201612903,,307.239,,742.455,,351.572,,32.9642944344,,29.6185331667,,35.5811300949,,18.0089536671,,15.1539216844,,19.4787552949,,222.8235695962,,107.1198309009,
3200water_regimerainfed,3341070,Ner13,Biogemma Nerac 2013,127594,https://doi.org/10.15454/TMJHZA,Lo1270_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,174.3101409939,,273.6790271181,,1958.3185497175,,79.9488467651,,86.7013736919,,-59.0174242424,,-178.4525862069,,364.72,,727.976,,297.916,,33.6896393939,,29.3641892713,,35.4862203785,,18.5482373737,,14.9418004723,,19.4054510623,,214.7889499424,,100.1050220593,
3201water_regimewatered,3341317,Ner13,Biogemma Nerac 2013,127595,https://doi.org/10.15454/TUULPT,Lo1273_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,250.3917834908,,326.5226016036,,2776.6367222675,,71.4030273426,,70.4594749673,,-29.2705128205,,-32.3611111111,,287.762,,962.608,,185.328,,32.0110554257,,30.3913816417,,36.6911888009,,17.7639046717,,15.3810052768,,21.0876623377,,296.3720950963,,124.3935159324,
3203water_regimewatered,3341319,Ner13,Biogemma Nerac 2013,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,259.7907029047,,348.3190436211,,3105.3887230146,,74.2966400812,,75.8438983604,,-27.0833333333,,-37.1493055556,,307.239,,897.216,,223.511,,32.9642944344,,30.1210204707,,36.0221286636,,18.0089536671,,15.2494466555,,20.4933922559,,304.902576114,,100.5164838561,
3203water_regimerainfed,3341073,Ner13,Biogemma Nerac 2013,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,176.096204306,,311.0902675333,,827.4738361706,,77.3379993964,,92.0575563418,,-59.5450680272,,-160.181712963,,307.239,,633.56,,426.551,,32.9642944344,,29.317631837,,35.3459225517,,18.0089536671,,15.0111047116,,19.1066638608,,215.0215869152,,84.1825647315,
3207water_regimewatered,3341323,Ner13,Biogemma Nerac 2013,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,241.9573550072,,296.2545335164,,3568.5787589309,,74.0656664853,,74.5744778163,,-27.5489417989,,-36.9621212121,,324.043,,919.918,,220.064,,33.4618331447,,30.1593208018,,36.1588463925,,18.4461517347,,15.2494554387,,20.6607208448,,295.7897244259,,117.0491707803,
3055water_regimewatered,3341180,Ner13,Biogemma Nerac 2013,127454,https://doi.org/10.15454/CAUHOJ,PHG86_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,252.0645989629,,300.0726481944,,3156.8269704864,,72.8657745656,,74.2627431713,,-27.5489417989,,-35.3211805556,,287.762,,919.918,,220.064,,32.0110554257,,30.1593208018,,36.2056144271,,17.7639046717,,15.2494554387,,20.6589015152,,304.4886049615,,128.393408308,
3208water_regimewatered,3341324,Ner13,Biogemma Nerac 2013,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,244.0243733469,,241.5298209305,,2839.4991818113,,64.0249310173,,66.3150474894,,-31.0963541667,,-29.8611111111,,248.86,,978.986,,246.335,,30.2643983329,,30.7603469733,,36.7350261723,,17.0656818182,,15.6897143221,,21.1491702742,,288.7355830106,,107.5169849814,
3084water_regimewatered,3341206,Ner13,Biogemma Nerac 2013,127480,https://doi.org/10.15454/ELUEOX,F98902_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,253.405065748,,299.0092983023,,3096.1505448365,,68.9865195901,,69.6485640415,,-29.71875,,-31.1515151515,,270.432,,952.382,,228.812,,31.4403577818,,30.4669164621,,36.56721598,,17.4673768939,,15.3925388414,,21.0003443526,,318.2414483022,,123.5973818403,
3256water_regimewatered,3341372,Ner13,Biogemma Nerac 2013,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,254.2275527083,,279.423373418,,3055.7961852998,,70.4777325319,,70.5364536693,,-29.71875,,-31.1515151515,,270.432,,952.382,,204.179,,31.4403577818,,30.4669164621,,36.56721598,,17.4673768939,,15.3925388414,,21.0003443526,,323.7431860484,,124.6379373058,
3213water_regimewatered,3341329,Ner13,Biogemma Nerac 2013,127607,https://doi.org/10.15454/7CWQV7,N192_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,241.1162330454,,290.1301154425,,3712.6715575131,,67.9108679374,,70.6705175409,,-29.71875,,-30.6510416667,,226.34,,952.382,,228.812,,29.9398265761,,30.4669164621,,36.7108637063,,16.8757102273,,15.3925388414,,21.1044823232,,293.9884523511,,103.7249263876,
3214water_regimewatered,3341330,Ner13,Biogemma Nerac 2013,127608,https://doi.org/10.15454/67FHQJ,N22_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,246.9553087032,,264.6869051924,,3355.9833409063,,72.9229128105,,74.167234174,,-28.4241803279,,-36.9621212121,,327.215,,902.681,,220.064,,33.111720748,,30.351850363,,36.1588463925,,18.1775620791,,15.2811435832,,20.6607208448,,284.3338993979,,121.619637214,
3085water_regimewatered,3341207,Ner13,Biogemma Nerac 2013,127481,https://doi.org/10.15454/QKMCCR,B37_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,252.8471741558,,317.0441756065,,3494.1927424227,,72.17130828,,74.8651661921,,-27.5088797814,,-37.8079710145,,327.215,,890.205,,257.731,,33.111720748,,30.237476786,,36.0012418246,,18.1775620791,,15.2711904216,,20.4254721124,,297.1398244404,,138.5683543287,
3054water_regimewatered,3341179,Ner13,Biogemma Nerac 2013,127453,https://doi.org/10.15454/P7GP0D,F748_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,241.2893517167,,279.2831747133,,3386.6336702644,,72.0696909483,,74.6477295634,,-27.9751344086,,-35.3211805556,,287.762,,912.907,,235.029,,32.0110554257,,30.2745165367,,36.2056144271,,17.7639046717,,15.2708486406,,20.6589015152,,289.7649369871,,123.2320104752,
3010water_regimewatered,3341136,Ner13,Biogemma Nerac 2013,127409,https://doi.org/10.15454/WBSYN7,F894_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,264.0937626131,,294.672384868,,2850.8146815601,,71.8300785332,,73.2267210667,,-28.8555107527,,-36.8092105263,,360.789,,917.409,,220.301,,34.0561001555,,30.3711449246,,36.3856676282,,18.7284880051,,15.2725767512,,21.0706007443,,307.1729599216,,137.3862858062,
3218water_regimewatered,3341334,Ner13,Biogemma Nerac 2013,127612,https://doi.org/10.15454/PAY7DB,NS701_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,262.9030224675,,300.3180473813,,3552.3931360567,,71.994014369,,72.4649713401,,-28.8555107527,,-36.0952380952,,327.215,,917.409,,220.301,,33.111720748,,30.3711449246,,36.3784051168,,18.1775620791,,15.2725767512,,20.9421837422,,308.4996296116,,143.8643026218,
3086water_regimewatered,3341208,Ner13,Biogemma Nerac 2013,127482,https://doi.org/10.15454/BWEN08,F353_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,257.0471948839,,305.4679248526,,2392.4255947216,,66.4653694244,,67.132513983,,-30.6230769231,,-29.8611111111,,248.547,,989.012,,204.445,,30.8193294345,,30.6727713418,,36.7350261723,,17.1080018939,,15.6169731551,,21.1491702742,,299.7193344541,,113.8469730001,
3220water_regimerainfed,3341090,Ner13,Biogemma Nerac 2013,127614,https://doi.org/10.15454/GWATR4,P465P_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,174.1181335782,,267.4552847758,,2191.2621839571,,75.1174413194,,80.6995403128,,-63.0387931034,,-176.9554597701,,287.762,,809.851,,310.876,,32.0110554257,,29.8367911305,,35.8082093515,,17.7639046717,,15.1123395283,,20.0004702194,,210.4415373368,,100.9179928443,
3220water_regimewatered,3341336,Ner13,Biogemma Nerac 2013,127614,https://doi.org/10.15454/GWATR4,P465P_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,242.2399546457,,251.1009520176,,3543.3918058456,,70.9760983862,,72.5296645005,,-27.98046875,,-34.4583333333,,287.762,,934.646,,220.301,,32.0110554257,,30.1810206827,,36.4081144812,,17.7639046717,,15.2416514475,,20.9158102767,,294.0655629259,,121.4251789352,
3223water_regimewatered,3341339,Ner13,Biogemma Nerac 2013,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,238.964197312,,297.0738485691,,3242.9677251882,,74.3987064341,,77.5876707842,,-27.3305084746,,-37.405,,327.215,,849,,264.716,,33.111720748,,30.1577779749,,35.7282298158,,18.1775620791,,15.2685189105,,20.0194343434,,299.2086373053,,99.8128462791,
3053water_regimewatered,3341178,Ner13,Biogemma Nerac 2013,127452,https://doi.org/10.15454/XH5MEH,B107_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,243.2219828603,,306.9446611678,,3068.9669057516,,70.411094411,,72.5866418383,,-28.8555107527,,-36.8092105263,,364.72,,917.409,,239.152,,33.6896393939,,30.3711449246,,36.3856676282,,18.5482373737,,15.2725767512,,21.0706007443,,295.5649372619,,141.1678417576,
3228water_regimewatered,3341344,Ner13,Biogemma Nerac 2013,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,242.0845660625,,302.4012813153,,2441.5898584688,,67.4554863445,,67.339107992,,-30.1666666667,,-29.8166666667,,270.432,,1002.424,,204.445,,31.4403577818,,30.6280865516,,36.6453846362,,17.4673768939,,15.5435225128,,21.0628787879,,280.5894200577,,116.5881592907,
3088water_regimewatered,3341210,Ner13,Biogemma Nerac 2013,127484,https://doi.org/10.15454/9GOSKA,W95115_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,243.2505022467,,282.6231312802,,2867.4982600244,,65.4002771656,,69.462861406,,-29.71875,,-32.3611111111,,287.762,,952.382,,275.458,,32.0110554257,,30.4669164621,,36.6911888009,,17.7639046717,,15.3925388414,,21.0876623377,,299.8491247321,,103.2284649054,
3228water_regimerainfed,3341098,Ner13,Biogemma Nerac 2013,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,177.416514214,,274.7746571403,,1367.992046661,,68.9598977549,,76.1064713421,,-70.1263661202,,-175.5881410256,,270.432,,890.205,,301.215,,31.4403577818,,30.237476786,,35.9781720893,,17.4673768939,,15.2711904216,,20.3934731935,,213.1883471231,,93.3201270959,
3230water_regimewatered,3341346,Ner13,Biogemma Nerac 2013,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,262.8332501289,,269.0090355037,,3876.5391621062,,69.4210202462,,72.5187476325,,-28.4067460317,,-35.4545454545,,307.239,,927.635,,239.152,,32.9642944344,,30.2947323565,,36.3840469734,,18.0089536671,,15.2625812019,,20.9927915519,,295.7742684038,,130.260551353,
3232water_regimewatered,3341348,Ner13,Biogemma Nerac 2013,127626,https://doi.org/10.15454/WLFPQC,PHV63_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,242.2399852313,,296.6170778441,,3447.9480774285,,71.841479532,,74.017664821,,-27.9751344086,,-36.3115942029,,307.239,,912.907,,235.029,,32.9642944344,,30.2745165367,,36.1737889825,,18.0089536671,,15.2708486406,,20.7213658322,,307.6172041774,,130.7544323037,
3089water_regimewatered,3341211,Ner13,Biogemma Nerac 2013,127485,https://doi.org/10.15454/ITYYBD,Pa91_H,VIRTUAL_TRIAL,,,,,,,,watered,2013,248.6156503814,,312.6048415834,,2836.2253518989,,77.4985396415,,82.8002806484,,-25.0524425287,,-39.6172839506,,341.156,,795.593,,277.76,,33.5822459841,,29.6197208852,,35.646447066,,18.503950968,,15.0140636662,,19.7537972316,,305.8958847411,,126.1579663645,
3052water_regimerainfed,3340931,Ner13,Biogemma Nerac 2013,127451,https://doi.org/10.15454/N0XW6Z,N25_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,182.111974132,,289.3105525786,,1168.6251078245,,79.2199668953,,91.083148366,,-58.375,,-165.7034313725,,327.215,,664.18,,376.963,,33.111720748,,29.2811123953,,35.358679382,,18.1775620791,,14.9689648587,,19.1715983363,,226.7300143719,,100.9079947498,
3035water_regimerainfed,3340915,Ner13,Biogemma Nerac 2013,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,179.9736492313,,285.642547533,,1650.1459163076,,74.260869966,,81.9387490711,,-60.8289473684,,-177.3569444444,,289.11,,789.362,,331.365,,31.5412949402,,29.7671231417,,35.7415312562,,17.5353484848,,15.12395952,,19.8154545455,,218.2601856761,,89.8695965086,
3256water_regimerainfed,3341126,Ner13,Biogemma Nerac 2013,127650,https://doi.org/10.15454/I2W4OZ,SGI061_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2013,183.6049482834,,296.7293001543,,2036.7978432396,,73.9412678225,,76.7072806482,,-69.3416666667,,-173.4259259259,,270.432,,871.534,,261.437,,31.4403577818,,30.2126379718,,35.8207511097,,17.4673768939,,15.2740435953,,20.1974186308,,229.7212172448,,103.23979194,
