observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GN(MIPO:0000017),GN(MIPO:0000017).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3005water_regimewatered,3334233,Bol12,University_of_Bologna Cadriano 2012,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,174.9076326715,,209.0441370581,,1131.2404101223,,65.3328617508,,72.9445921235,,235.8982412321,,101.6385920493,
3081water_regimerainfed,3334059,Bol12,University_of_Bologna Cadriano 2012,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,197.9160603186,,201.13625314,,1541.0378750521,,67.3683698333,,70.2990886603,,253.5140150479,,95.9386768283,
3207water_regimerainfed,3334179,Bol12,University_of_Bologna Cadriano 2012,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,191.0216706471,,224.643747359,,1362.1660432989,,68.9941585417,,77.4856351885,,244.5883700237,,91.8944794815,
3001water_regimerainfed,3333983,Bol12,University_of_Bologna Cadriano 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,189.1917508011,,174.9523625669,,1825.5245774144,,66.9378669488,,73.5002131635,,242.5875442211,,101.0284980914,
3223water_regimewatered,3334441,Bol12,University_of_Bologna Cadriano 2012,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,205.4406202155,,287.6540142351,,2154.1501422021,,68.8830489177,,74.9773922463,,269.3729710226,,102.8014954632,
3079water_regimerainfed,3334057,Bol12,University_of_Bologna Cadriano 2012,127475,https://doi.org/10.15454/T3WOSC,B98_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,205.9694405362,,216.3251656306,,1224.1068005796,,70.2693331693,,80.7486681472,,259.9645247124,,103.6077173117,
3254water_regimerainfed,3334226,Bol12,University_of_Bologna Cadriano 2012,127648,https://doi.org/10.15454/P7VJXF,W604S_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,198.8520565265,,198.3792827505,,873.5469076334,,70.5046448822,,76.4664317846,,253.2215139846,,99.1191671873,
3242water_regimerainfed,3334214,Bol12,University_of_Bologna Cadriano 2012,127636,https://doi.org/10.15454/VO3AKN,UH_P074_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,184.4313416855,,223.0063066,,1330.9931747474,,64.2468879689,,67.1132804162,,234.0601826709,,106.2671505191,
3221water_regimerainfed,3334193,Bol12,University_of_Bologna Cadriano 2012,127615,https://doi.org/10.15454/9E4IDY,A554_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,192.9272712436,,184.0516211791,,1673.2088635972,,65.3025506147,,67.7181621946,,247.6162859684,,100.865978066,
3208water_regimerainfed,3334180,Bol12,University_of_Bologna Cadriano 2012,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,167.7146245027,,180.7337303449,,1159.333096514,,60.1496645904,,64.877959542,,220.647289547,,98.3486969446,
3193water_regimewatered,3334411,Bol12,University_of_Bologna Cadriano 2012,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,199.4720690837,,240.2978456489,,2020.3315586315,,69.2493014998,,74.2572291769,,253.4953797825,,108.4046641851,
3181water_regimerainfed,3334154,Bol12,University_of_Bologna Cadriano 2012,127575,https://doi.org/10.15454/089G4O,Lo1087_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,195.7605051702,,199.0626847757,,788.5595259171,,77.2940303479,,82.1529739972,,247.8076383863,,108.0025078341,
3087water_regimewatered,3334311,Bol12,University_of_Bologna Cadriano 2012,127483,https://doi.org/10.15454/OTWCEI,EC136_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,198.3343971927,,258.1029387075,,1172.3889199483,,61.6024120608,,66.5162650802,,253.6888065471,,91.9206102973,
3077water_regimerainfed,3334055,Bol12,University_of_Bologna Cadriano 2012,127473,https://doi.org/10.15454/WZXITF,PHH93_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,194.0139128383,,221.987281447,,1134.1284016108,,65.4510110113,,69.240674702,,255.1856414384,,96.5094856041,
3089water_regimerainfed,3334067,Bol12,University_of_Bologna Cadriano 2012,127485,https://doi.org/10.15454/ITYYBD,Pa91_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,202.8022067876,,222.0242849012,,906.3908633708,,71.1117763248,,78.017284275,,260.7263432277,,105.6677247542,
3089water_regimewatered,3334313,Bol12,University_of_Bologna Cadriano 2012,127485,https://doi.org/10.15454/ITYYBD,Pa91_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,206.0037654436,,287.0175836601,,1124.8954276628,,70.2494058112,,73.9025421789,,266.5454237734,,107.2569300586,
3091water_regimerainfed,3334069,Bol12,University_of_Bologna Cadriano 2012,127487,https://doi.org/10.15454/D6A8VZ,PHK76_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,189.8382149374,,199.0998832083,,1610.2791491161,,64.8741294105,,71.9418173998,,247.4780792139,,97.8186337756,
3074water_regimewatered,3334298,Bol12,University_of_Bologna Cadriano 2012,127470,https://doi.org/10.15454/21XOCO,B108_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,205.4210621286,,258.6947378411,,1666.1304148718,,66.9833321258,,70.968121784,,263.7956846407,,108.7708000402,
3040water_regimerainfed,3334022,Bol12,University_of_Bologna Cadriano 2012,127439,https://doi.org/10.15454/J1WKMB,F7001_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,205.4563297814,,168.7861559779,,1248.275331028,,68.9116005315,,75.0492198304,,263.0657020742,,107.2969503849,
3035water_regimewatered,3334263,Bol12,University_of_Bologna Cadriano 2012,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,195.7500901151,,246.7195105179,,1896.4797970482,,65.1450178854,,70.8309058549,,247.79736382,,102.9681101682,
3098water_regimerainfed,3334074,Bol12,University_of_Bologna Cadriano 2012,127492,https://doi.org/10.15454/GEYWPP,EP29_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,189.6417416563,,201.899332189,,1612.8589845758,,66.893697206,,69.1162320653,,261.1082957938,,103.0323519957,
3098water_regimewatered,3334320,Bol12,University_of_Bologna Cadriano 2012,127492,https://doi.org/10.15454/GEYWPP,EP29_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,203.839405946,,244.8915889837,,2065.2777222571,,64.3584392227,,68.4327960431,,247.6463651697,,107.669412796,
3145water_regimewatered,3334366,Bol12,University_of_Bologna Cadriano 2012,127539,https://doi.org/10.15454/IFDAIO,F7082_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,187.0986647055,,243.8047821761,,1784.0205832941,,64.876906396,,74.3720103422,,229.2305699791,,97.2088052619,
3027water_regimewatered,3334255,Bol12,University_of_Bologna Cadriano 2012,127426,https://doi.org/10.15454/3UYP74,B97_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,206.7126456641,,284.8423746307,,1910.1690427962,,67.006590668,,70.5649184636,,249.8245809625,,105.9424116679,
3008water_regimewatered,3334236,Bol12,University_of_Bologna Cadriano 2012,127407,https://doi.org/10.15454/GAHOFA,A310_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,179.3222553893,,252.869715207,,1858.1983054997,,63.6102738819,,65.5032716126,,231.9453427758,,106.2118459037,
3044water_regimewatered,3334272,Bol12,University_of_Bologna Cadriano 2012,127443,https://doi.org/10.15454/BNROZU,EZ40_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,200.0141476904,,233.863179169,,1677.3593458868,,65.3253793262,,69.761679805,,254.435414742,,110.5818088442,
3017water_regimerainfed,3333999,Bol12,University_of_Bologna Cadriano 2012,127416,https://doi.org/10.15454/O8CNHP,A374_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,196.3993580543,,163.2359548526,,2357.8797864092,,67.6490765412,,72.4298361686,,250.3554925527,,104.488689137,
3061water_regimewatered,3334288,Bol12,University_of_Bologna Cadriano 2012,127460,https://doi.org/10.15454/COQ7PM,PB98TR_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,218.6453444579,,239.7266508961,,2056.1842035652,,65.1865635168,,72.6509276488,,274.5842018594,,129.6836984874,
3132water_regimerainfed,3334108,Bol12,University_of_Bologna Cadriano 2012,127526,https://doi.org/10.15454/U6LYU7,EZ48_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,191.8484588956,,182.603029113,,770.457152778,,74.1956095949,,82.4068825908,,244.5422813002,,99.178331527,
3046water_regimerainfed,3334028,Bol12,University_of_Bologna Cadriano 2012,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,193.5072425404,,276.6746442779,,821.7733247591,,66.8387387382,,82.5154764795,,256.8175685186,,97.636289413,
3007water_regimewatered,3334235,Bol12,University_of_Bologna Cadriano 2012,127406,https://doi.org/10.15454/NPJBWJ,MS153_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,190.5707081946,,277.6823051121,,1807.5169222424,,65.3418889348,,71.8078536629,,247.5837313708,,109.8663534348,
3109water_regimewatered,3334331,Bol12,University_of_Bologna Cadriano 2012,127503,https://doi.org/10.15454/4ES48F,DE811_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,183.769364457,,234.8177689647,,1712.6597821903,,68.457954337,,79.410633939,,240.3254439482,,106.1376932853,
3111water_regimerainfed,3334087,Bol12,University_of_Bologna Cadriano 2012,127505,https://doi.org/10.15454/WUYS9V,DKFAPW_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,179.4783813506,,188.2523014043,,1265.2661551585,,66.9645520971,,73.3796405227,,225.6268292296,,92.490669019,
3052water_regimerainfed,3334033,Bol12,University_of_Bologna Cadriano 2012,127451,https://doi.org/10.15454/N0XW6Z,N25_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,188.1081053558,,201.8604635914,,595.904929641,,70.5447482134,,83.2925146557,,237.9216932126,,89.3387769145,
3049water_regimewatered,3334276,Bol12,University_of_Bologna Cadriano 2012,127448,https://doi.org/10.15454/FVQLLZ,F7025_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,192.878765582,,251.5511871024,,1430.767777822,,65.8414443657,,72.4047617367,,252.950820461,,98.6717556432,
3078water_regimewatered,3334302,Bol12,University_of_Bologna Cadriano 2012,127474,https://doi.org/10.15454/GF4RQE,EP55_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,195.1553856541,,237.5653468703,,1710.7861279722,,65.2252689048,,73.1681274422,,257.1733649025,,119.5604260253,
3247water_regimewatered,3334465,Bol12,University_of_Bologna Cadriano 2012,127641,https://doi.org/10.15454/KR62P7,UH_S018_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,192.8376575292,,254.3854501604,,2407.0141528184,,65.2185768417,,69.3092146712,,242.6350437691,,105.3108025068,
3245water_regimewatered,3334463,Bol12,University_of_Bologna Cadriano 2012,127639,https://doi.org/10.15454/MMGFWL,UH_P115_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,205.6246396027,,225.6814609651,,2470.1372610839,,63.4805324035,,64.3206024252,,258.4314925496,,104.6463205879,
3237water_regimewatered,3334455,Bol12,University_of_Bologna Cadriano 2012,127631,https://doi.org/10.15454/NAG17Z,UH_6102_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,187.6203831129,,265.9029548282,,1873.3417278384,,61.8534855421,,64.5955384312,,243.2955444403,,99.0514001818,
3117water_regimerainfed,3334093,Bol12,University_of_Bologna Cadriano 2012,127511,https://doi.org/10.15454/LQ4CSH,EC175_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,193.0149209252,,213.0670040666,,1309.4518746723,,65.0451121608,,72.4942956413,,248.7930130207,,94.9670727688,
3177water_regimewatered,3334396,Bol12,University_of_Bologna Cadriano 2012,127571,https://doi.org/10.15454/PM06E7,Lo1035_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,213.6417470863,,257.3685892108,,2253.0390387698,,67.7688984318,,73.37476883,,265.6206234443,,108.0123304708,
3023water_regimerainfed,3334005,Bol12,University_of_Bologna Cadriano 2012,127422,https://doi.org/10.15454/KUZQQB,Pa405_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,199.97681844,,180.9341352756,,1304.6471542199,,66.1577898169,,74.2858566848,,244.36062947,,100.1559228015,
3085water_regimewatered,3334309,Bol12,University_of_Bologna Cadriano 2012,127481,https://doi.org/10.15454/QKMCCR,B37_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,203.6647069033,,255.5302248849,,1773.8928094525,,70.0398599042,,76.6029242864,,266.7559335491,,106.7876214376,
3128water_regimerainfed,3334104,Bol12,University_of_Bologna Cadriano 2012,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,201.2560406211,,181.2608563007,,1629.5915217512,,70.1050941589,,75.6920217886,,247.8662327786,,111.5697025361,
3172water_regimerainfed,3334145,Bol12,University_of_Bologna Cadriano 2012,127566,https://doi.org/10.15454/JWCMJS,LH59_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,182.9266887249,,233.5714106565,,641.544921215,,69.2395682335,,78.368560339,,236.0649848212,,92.502523563,
3083water_regimewatered,3334307,Bol12,University_of_Bologna Cadriano 2012,127479,https://doi.org/10.15454/ZUQPG3,PHB09_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,179.3737855777,,278.2672364012,,840.044407529,,67.0627939318,,74.0754637617,,228.9108364467,,101.3428046566,
3170water_regimewatered,3334389,Bol12,University_of_Bologna Cadriano 2012,127564,https://doi.org/10.15454/LYOFZO,LH123Ht_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,205.4220636239,,269.4049176365,,1566.1374677664,,70.1145544297,,75.0739649441,,263.4169295267,,105.5056524107,
3062water_regimerainfed,3334043,Bol12,University_of_Bologna Cadriano 2012,127461,https://doi.org/10.15454/WFCPMD,PB116_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,191.8257444958,,192.8420669969,,1156.4016986539,,70.4810880937,,74.6835725272,,242.6913305102,,102.4954717826,
3009water_regimewatered,3334237,Bol12,University_of_Bologna Cadriano 2012,127408,https://doi.org/10.15454/MN1MDA,B84_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,187.4337259182,,249.3831528487,,1934.43229631,,66.0630430493,,75.477652906,,242.6635736279,,109.8330668526,
3139water_regimerainfed,3334114,Bol12,University_of_Bologna Cadriano 2012,127533,https://doi.org/10.15454/PQQBMH,F05404_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,180.0253026292,,192.9554618114,,1333.6833850455,,68.7578171553,,77.5155988775,,225.9267135513,,93.2605686052,
3153water_regimerainfed,3334128,Bol12,University_of_Bologna Cadriano 2012,127547,https://doi.org/10.15454/KVWABC,F252_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,184.3005689929,,207.5731133047,,1052.4702056771,,65.1551357764,,69.270238457,,229.1115525762,,93.2702599913,
3153water_regimewatered,3334374,Bol12,University_of_Bologna Cadriano 2012,127547,https://doi.org/10.15454/KVWABC,F252_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,181.7386905088,,202.8079186946,,610.3373061997,,61.6416393941,,63.1055456286,,225.5887384873,,95.5054619619,
3080water_regimerainfed,3334058,Bol12,University_of_Bologna Cadriano 2012,127476,https://doi.org/10.15454/KOKHG9,ML606_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,198.0235458699,,185.280649666,,2159.1400274461,,66.2957956044,,74.2227140365,,239.8307579582,,105.4092538062,
3166water_regimewatered,3334385,Bol12,University_of_Bologna Cadriano 2012,127560,https://doi.org/10.15454/DEW3P6,I242_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,202.1262464028,,255.334060275,,1788.9562533298,,64.9977041879,,73.778010707,,250.1920196411,,109.2038244299,
3198water_regimerainfed,3334170,Bol12,University_of_Bologna Cadriano 2012,127592,https://doi.org/10.15454/YBXTRS,Lo1261_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,201.1017772626,,178.0329415368,,1634.2546898073,,71.3493826781,,76.6739397501,,258.8328125573,,104.5290736569,
3076water_regimerainfed,3334054,Bol12,University_of_Bologna Cadriano 2012,127472,https://doi.org/10.15454/SP8JD0,EP51_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,179.6623178298,,194.2279651878,,1157.8938603739,,65.7574636343,,74.0819043795,,227.3055652574,,89.817513237,
3228water_regimewatered,3334446,Bol12,University_of_Bologna Cadriano 2012,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,204.6912663604,,258.971386154,,1437.6877973051,,62.3874064318,,64.1514226921,,250.3625001209,,106.884544866,
3165water_regimerainfed,3334138,Bol12,University_of_Bologna Cadriano 2012,127559,https://doi.org/10.15454/VMZUXV,I238_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,186.1255677118,,173.8379077893,,955.0148284053,,71.0277689757,,81.9515375475,,236.7813758604,,94.6507463759,
3196water_regimewatered,3334414,Bol12,University_of_Bologna Cadriano 2012,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,208.2266272985,,249.1434914537,,2008.393082244,,70.1732150147,,77.8648679372,,263.81021934,,106.3913464092,
3210water_regimerainfed,3334182,Bol12,University_of_Bologna Cadriano 2012,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,198.6735373207,,186.2043787346,,2398.5872986153,,67.6662639514,,73.1943098055,,256.6839743115,,104.9810513295,
3228water_regimerainfed,3334200,Bol12,University_of_Bologna Cadriano 2012,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,190.0357266864,,216.0257641585,,1489.4390467571,,64.0840202343,,69.4602287037,,237.6165067203,,93.8690036058,
3244water_regimerainfed,3334216,Bol12,University_of_Bologna Cadriano 2012,127638,https://doi.org/10.15454/VELLIH,UH_P104_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,174.316704586,,225.0559844624,,1522.6730172648,,61.4344180153,,65.8726517999,,228.7228787595,,82.8855720012,
3184water_regimerainfed,3334157,Bol12,University_of_Bologna Cadriano 2012,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,181.5556730006,,193.2009407285,,1546.1132787922,,69.6074961708,,72.1225423341,,244.2435171081,,97.9845936624,
3226water_regimerainfed,3334198,Bol12,University_of_Bologna Cadriano 2012,127620,https://doi.org/10.15454/30LETM,PHG80_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,188.4805576673,,197.2649296368,,972.4622719129,,72.075900102,,79.7831433955,,235.2854843149,,98.5285598132,
3194water_regimerainfed,3334166,Bol12,University_of_Bologna Cadriano 2012,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,198.8848000155,,192.6696464711,,2052.003859734,,70.0981677781,,74.9480416241,,255.0034883663,,100.3926333523,
3196water_regimerainfed,3334168,Bol12,University_of_Bologna Cadriano 2012,127590,https://doi.org/10.15454/ZPQMID,Lo1251_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,198.3040190795,,211.2485482848,,1040.0084554416,,71.5788968033,,83.9812107463,,259.5411707962,,102.9989667519,
3203water_regimerainfed,3334175,Bol12,University_of_Bologna Cadriano 2012,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,185.1444254766,,211.3214150793,,817.9920151918,,66.6025020092,,75.6743660842,,247.1164579439,,89.8133924999,
3225water_regimerainfed,3334197,Bol12,University_of_Bologna Cadriano 2012,127619,https://doi.org/10.15454/3PWKJE,PHG71_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,176.5319057199,,177.207306322,,1602.4754532934,,64.8190403213,,68.5950974564,,229.9527217183,,95.3058189876,
3220water_regimewatered,3334438,Bol12,University_of_Bologna Cadriano 2012,127614,https://doi.org/10.15454/GWATR4,P465P_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,192.7103836284,,215.1641799573,,1090.5113746804,,65.3935342049,,70.5666101306,,250.2756083812,,105.4478288559,
3255water_regimerainfed,3334227,Bol12,University_of_Bologna Cadriano 2012,127649,https://doi.org/10.15454/MUP3UY,Wf9_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,187.4641580915,,202.6187393885,,985.6439831968,,68.9961717246,,75.1361930663,,242.282392889,,97.2832075163,
3223water_regimerainfed,3334195,Bol12,University_of_Bologna Cadriano 2012,127617,https://doi.org/10.15454/7TOVKA,PHG35_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,203.6389351173,,197.4096794294,,1830.2097059578,,72.2348876543,,76.9494245847,,258.6247258917,,110.3253048383,
3194water_regimewatered,3334412,Bol12,University_of_Bologna Cadriano 2012,127588,https://doi.org/10.15454/8XPNG8,Lo1223_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,189.488159679,,254.260283431,,2125.9561133917,,67.7730740056,,73.8067030759,,240.1476139562,,97.3056723007,
3036water_regimewatered,3334264,Bol12,University_of_Bologna Cadriano 2012,127435,https://doi.org/10.15454/OVKBUY,F7081_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,201.559651752,,249.6126818002,,1759.4162443462,,64.330189313,,68.3272525208,,261.9569742073,,116.7242494777,
3234water_regimewatered,3334452,Bol12,University_of_Bologna Cadriano 2012,127628,https://doi.org/10.15454/XGPNFM,PHZ51_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,220.6296657684,,282.1536571773,,1832.7285979667,,68.2392894012,,73.3029646139,,266.1182281572,,108.9366072648,
3091water_regimewatered,3334315,Bol12,University_of_Bologna Cadriano 2012,127487,https://doi.org/10.15454/D6A8VZ,PHK76_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,210.7796769527,,273.3972295092,,2085.5704236063,,62.7498992856,,66.5551195146,,270.4288130278,,108.9092023898,
3040water_regimewatered,3334268,Bol12,University_of_Bologna Cadriano 2012,127439,https://doi.org/10.15454/J1WKMB,F7001_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,214.8651005263,,220.1577038877,,1570.7448288928,,66.1229339998,,71.4952515877,,271.0799086703,,106.8336564363,
3151water_regimewatered,3334372,Bol12,University_of_Bologna Cadriano 2012,127545,https://doi.org/10.15454/V1LWRV,FP1_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,195.3615811459,,222.3188876971,,1349.4209279213,,65.1700870821,,72.7285615193,,247.364591001,,110.4867131482,
3100water_regimerainfed,3334076,Bol12,University_of_Bologna Cadriano 2012,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,183.6067748799,,172.6538829562,,1627.3859167031,,70.6018151616,,78.7194140541,,234.9756353568,,103.2971302022,
3008water_regimerainfed,3333990,Bol12,University_of_Bologna Cadriano 2012,127407,https://doi.org/10.15454/GAHOFA,A310_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,204.8874859552,,211.8899416186,,1750.6878435639,,65.2163271813,,65.3132402633,,250.7813173807,,117.4799524083,
3003water_regimerainfed,3333985,Bol12,University_of_Bologna Cadriano 2012,127402,https://doi.org/10.15454/5GN11W,Oh43_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,194.5270878925,,182.9189092138,,1879.5729642786,,65.7688479265,,73.5747290953,,244.1690150634,,94.4318046885,
3024water_regimerainfed,3334006,Bol12,University_of_Bologna Cadriano 2012,127423,https://doi.org/10.15454/M33T8W,LH38_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,192.2631988117,,203.0307908409,,1465.711324123,,68.5576254094,,73.7438673766,,241.5135166597,,93.5146996265,
3213water_regimewatered,3334431,Bol12,University_of_Bologna Cadriano 2012,127607,https://doi.org/10.15454/7CWQV7,N192_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,183.4343157934,,221.3170477895,,2251.2566524719,,61.7635293166,,64.8187215439,,241.1771989493,,93.6967552253,
3111water_regimewatered,3334333,Bol12,University_of_Bologna Cadriano 2012,127505,https://doi.org/10.15454/WUYS9V,DKFAPW_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,181.9794075899,,234.75942144,,1579.5317654271,,65.1485543955,,71.3613352886,,229.5044937393,,97.7109387499,
3059water_regimewatered,3334286,Bol12,University_of_Bologna Cadriano 2012,127458,https://doi.org/10.15454/HZM5Q3,B113_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,181.7274640488,,231.8262073382,,2188.1285130568,,65.1702815116,,74.1144159713,,239.2638150722,,104.6064490284,
3253water_regimewatered,3334471,Bol12,University_of_Bologna Cadriano 2012,127647,https://doi.org/10.15454/SU486F,W182E_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,193.2443536937,,246.8334671759,,984.7173425393,,65.4297960552,,67.2993202548,,242.0162715729,,106.2018016666,
3238water_regimewatered,3334456,Bol12,University_of_Bologna Cadriano 2012,127632,https://doi.org/10.15454/PTTCO2,UH_6179_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,202.6938014593,,268.8003907951,,1666.9788675015,,63.2419232208,,66.3767178925,,261.888113742,,104.0499677315,
3086water_regimerainfed,3334064,Bol12,University_of_Bologna Cadriano 2012,127482,https://doi.org/10.15454/BWEN08,F353_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,199.6523602853,,203.5089108414,,1528.1204215229,,66.1046699966,,70.2986249914,,247.7499755585,,105.1773381518,
3035water_regimerainfed,3334017,Bol12,University_of_Bologna Cadriano 2012,127434,https://doi.org/10.15454/LLQDYK,EP2008-18_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,195.4982554107,,195.2291788089,,1475.8449824712,,67.1051323315,,72.3779483193,,248.6606062815,,93.8202072617,
3034water_regimewatered,3334262,Bol12,University_of_Bologna Cadriano 2012,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,202.6592107268,,261.4902147427,,1470.5053353421,,69.3392146517,,76.6704935643,,255.0996191818,,113.0807650708,
3082water_regimerainfed,3334060,Bol12,University_of_Bologna Cadriano 2012,127478,https://doi.org/10.15454/SZLUZC,PHG47_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,178.2432397967,,205.0134596248,,1234.9623609964,,65.9303848123,,74.6151307134,,242.6348616397,,93.4591672156,
3005water_regimerainfed,3333987,Bol12,University_of_Bologna Cadriano 2012,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,190.2073035414,,181.3103299725,,1049.4362241012,,66.2103679269,,74.7047640639,,244.3020422838,,98.6451525855,
