,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L8,L10,L12,W8,W10,W12,Check,L9,L11,L13,W9,W11,W13,L14,W14,L15,W15
1495,402260,3360200,Mur13,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402260.0,,6.0,3.0,"REPLICATE>BLOCK>PLOT:402260,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,989.502667355,254.8496,"67,7330179755","70,9031411312",2.5217435897,240,NA,133,"-3,17012315570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1496,3206water_regimewatered,3340274,Mur13,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,305.6441590751,68.6155473373,70.019098857,266.5089738891,4120.8474850493,,132.8931734022,,,2013,17.1804055556,21.0724382716,14.7544752959,355.118,225.649,810.734,-38.7777777778,-17.1079545455,32.6212428414,35.9121378176,27.8663165236,,,,,,,,,,,,,,,,,,
1497,3206water_regimerainfed,3340028,Mur13,127600,https://doi.org/10.15454/XXTRYK,Lo1288_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,314.1964599029,67.2737981748,70.4004446003,254.62264132,2944.4098576174,,139.6497533376,,,2013,17.1804055556,21.0724382716,14.1795833939,355.118,248.924,822.902,-127.6388888889,-156.7159090909,32.6212428414,35.9121378176,27.2227462756,,,,,,,,,,,,,,,,,,
1498,400998,3361318,Mur13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400998.0,,19.0,20.0,"REPLICATE>BLOCK>PLOT:400998,REPLICATE>BLOCK:31,REPLICATE:2",watered,3763.8202775818,273.1191932773,"66,243252045","67,7330179755",10.2797155785,255,NA,125,"-1,48976593050",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,400726,3360984,Mur13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400726.0,,6.0,1.0,"REPLICATE>BLOCK>PLOT:400726,REPLICATE>BLOCK:6,REPLICATE:1",watered,4072.7356163598,248.1150956768,"64,8642032369","67,7330179755",10.1050718712,262,NA,112,"-2,86881473860",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,402661,3360646,Mur13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402661.0,,21.0,21.0,"REPLICATE>BLOCK>PLOT:402661,REPLICATE>BLOCK:21,REPLICATE:3",rainfed,3155.094064185,310.5266477675,"63,401277574","69,2778139489",9.7974078314,253,NA,130,"-5,87653637490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,402814,3360816,Mur13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402814.0,,27.0,12.0,"REPLICATE>BLOCK>PLOT:402814,REPLICATE>BLOCK:27,REPLICATE:2",rainfed,3820.0456206887,265.4498336067,"64,8642032369","67,7330179755",10.1403047438,270,NA,135,"-2,86881473860",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,402261,3360201,Mur13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402261.0,,6.0,2.0,"REPLICATE>BLOCK>PLOT:402261,REPLICATE>BLOCK:6,REPLICATE:1",rainfed,2377.3136355918,258.2704,"63,401277574","70,9031411312",6.1398974359,243,NA,125,"-7,50186355720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,3207water_regimewatered,3340275,Mur13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,313.6735983648,65.5776470084,67.5423473235,255.8520615474,3896.6911750943,,117.1402988597,,,2013,17.0098944444,20.9515686275,14.9913504228,335.527,226.499,857.667,-34.5661764706,-19.1657608696,32.620500343,35.6533102517,28.1902073844,,,,,,,,,,,,,,,,,,
1504,3207water_regimerainfed,3340029,Mur13,127601,https://doi.org/10.15454/YL5R4U,Lo1290_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,324.6041511513,63.7725731053,69.2480195893,250.226947106,3296.433757317,,127.7332030302,,,2013,17.0098944444,21.0112037037,14.2514287707,335.527,270.691,846.573,-120.9166666667,-157.2555555556,32.620500343,35.7524256874,27.3892917968,,,,,,,,,,,,,,,,,,
1505,402103,3360024,Mur13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402103.0,,1.0,3.0,"REPLICATE>BLOCK>PLOT:402103,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,1549.1452991453,205.248,"59,2242133829","60,5685845381",3.1795897436,238,NA,140,"-1,34437115520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1506,400877,3361196,Mur13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400877.0,,14.0,18.0,"REPLICATE>BLOCK>PLOT:400877,REPLICATE>BLOCK:26,REPLICATE:2",watered,1675.5148913739,189.5965042017,"60,5685845381","63,401277574",3.1767176614,238,NA,133,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1507,400808,3361082,Mur13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400808.0,,10.0,3.0,"REPLICATE>BLOCK>PLOT:400808,REPLICATE>BLOCK:10,REPLICATE:1",watered,2230.4693357325,189.8330262225,"63,401277574","64,8642032369",4.234167439,238,NA,148,"-1,46292566290",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1508,402337,3360286,Mur13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402337.0,,9.0,21.0,"REPLICATE>BLOCK>PLOT:402337,REPLICATE>BLOCK:9,REPLICATE:3",rainfed,1157.4074074074,205.3068745571,"60,5685845381","63,401277574",2.376236974,230,NA,135,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1509,402602,3360580,Mur13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402602.0,,19.0,16.0,"REPLICATE>BLOCK>PLOT:402602,REPLICATE>BLOCK:19,REPLICATE:2",rainfed,1546.4431806844,219.3588657136,"59,2242133829","60,5685845381",3.3922602201,260,NA,120,"-1,34437115520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,3208water_regimewatered,3340276,Mur13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,229.4178281207,62.1431647812,64.2366358778,233.4354548696,1932.8404678715,,134.9588923996,,,2013,17.2565265152,19.9525555556,15.6439642662,233.414,224.398,884.528,-26.5125,-20.7083333333,32.7165368467,34.8648250716,28.8731723597,,,,,,,,,,,,,,,,,,
1511,3208water_regimerainfed,3340030,Mur13,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,240.4782914693,60.0265547374,61.7944020725,241.2885523002,1137.3291301891,,134.6175987414,,,2013,17.2565265152,19.7661403509,14.7568522194,233.414,251.758,942.793,-89.9631578947,-158.2755102041,32.7165368467,34.7742999684,28.121375053,,,,,,,,,,,,,,,,,,
1512,400901,3361207,Mur13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400901.0,,15.0,7.0,"REPLICATE>BLOCK>PLOT:400901,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,4418.3688251485,246.3919327731,"64,8642032369","66,243252045",10.8865043453,273,NA,128,"-1,37904880810",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1513,402451,3360412,Mur13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402451.0,,13.0,27.0,"REPLICATE>BLOCK>PLOT:402451,REPLICATE>BLOCK:13,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,3430.0494826811,260.0553744389,"60,5685845381","63,401277574",8.9200280256,243,NA,125,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1514,402113,3360036,Mur13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402113.0,,1.0,13.0,"REPLICATE>BLOCK>PLOT:402113,REPLICATE>BLOCK:1,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,3491.0316600457,242.4043496602,"60,5685845381","64,8642032369",8.462412592,238,NA,125,"-4,29561869880",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,400627,3360906,Mur13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400627.0,,2.0,16.0,"REPLICATE>BLOCK>PLOT:400627,REPLICATE>BLOCK:26,REPLICATE:1",watered,3590.8358592065,260.6041105599,"63,401277574","63,401277574",9.3578658526,235,NA,120,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1516,402800,3360800,Mur13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402800.0,,26.0,3.0,"REPLICATE>BLOCK>PLOT:402800,REPLICATE>BLOCK:26,REPLICATE:1",rainfed,4015.3731428899,254.8496,"64,8642032369","66,243252045",10.2331623932,250,NA,143,"-1,37904880810",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,3209water_regimerainfed,3340031,Mur13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,297.9958038965,61.9557346646,65.0515878734,237.8027017043,3691.5929162361,,131.5419043346,,,2013,17.0098944444,21.0463194444,14.4818317809,335.527,248.368,894.395,-114.25,-157.9787234043,32.620500343,35.5856172947,27.6656177871,,,,,,,,,,,,,,,,,,
1518,3209water_regimewatered,3340277,Mur13,127603,https://doi.org/10.15454/1ZCMBD,Lo1301_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,302.4719825201,63.6354311354,64.7553642694,249.4802987744,4007.6311958536,,124.0204881102,,,2013,17.0098944444,21.0463194444,15.0630311507,335.527,222.869,882.227,-33.0859375,-19.9973404255,32.620500343,35.5856172947,28.3280491615,,,,,,,,,,,,,,,,,,
1519,402706,3360696,Mur13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402706.0,,23.0,12.0,"REPLICATE>BLOCK>PLOT:402706,REPLICATE>BLOCK:23,REPLICATE:1,REPLICATE:2,REPLICATE:3,REPLICATE:1",rainfed,3586.4457086322,265.4498336067,"64,8642032369","66,243252045",9.520214166,270,NA,140,"-1,37904880810",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1520,401007,3361335,Mur13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401007.0,,20.0,14.0,"REPLICATE>BLOCK>PLOT:401007,REPLICATE>BLOCK:20,REPLICATE:1,REPLICATE:2,REPLICATE:3",watered,4088.9343214925,251.4032941176,"64,8642032369","67,7330179755",10.2797155785,260,NA,138,"-2,86881473860",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1521,402398,3360353,Mur13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402398.0,,12.0,27.0,"REPLICATE>BLOCK>PLOT:402398,REPLICATE>BLOCK:12,REPLICATE:1,REPLICATE:2,REPLICATE:2,REPLICATE:3",rainfed,3029.5857988166,278.0197259627,"63,401277574","66,243252045",8.4228461357,268,NA,135,"-2,84197447100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1522,400731,3361013,Mur13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400731.0,,7.0,5.0,"REPLICATE>BLOCK>PLOT:400731,REPLICATE>BLOCK:7,REPLICATE:1",watered,3572.8821443107,244.784691708,"66,243252045","66,243252045",8.745868542,265,NA,135,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1523,402529,3360499,Mur13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402529.0,,16.0,4.0,"REPLICATE>BLOCK>PLOT:402529,REPLICATE>BLOCK:16,REPLICATE:1",rainfed,2901.2781306359,279.6504,"60,5685845381","66,243252045",8.1134358974,248,NA,138,"-5,67466750690",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1524,3210water_regimewatered,3340278,Mur13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,297.3989264372,65.586885967,66.8477036242,257.5391096652,3918.9793091912,,135.1664744181,,,2013,17.0332233796,20.6751461988,14.9913504228,293.562,226.499,857.667,-32.3223684211,-19.1657608696,32.4349955727,35.524246673,28.1902073844,,,,,,,,,,,,,,,,,,
1525,3210water_regimerainfed,3340032,Mur13,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,317.9756596505,62.7861171917,66.2054135954,261.394106562,3159.5828858595,,138.1341102399,,,2013,17.0332233796,20.7440123457,14.4419831533,293.562,248.368,894.395,-107.2222222222,-157.9787234043,32.4349955727,35.4569049568,27.6745153566,,,,,,,,,,,,,,,,,,
1526,400976,3361275,Mur13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400976.0,,18.0,3.0,"REPLICATE>BLOCK>PLOT:400976,REPLICATE>BLOCK:6,REPLICATE:2",watered,3082.1030821031,275.6248739496,"69,2778139489","74,1427977433",8.495042735,283,NA,163,"-4,86498379440",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1527,400800,3361091,Mur13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400800.0,,10.0,11.0,"REPLICATE>BLOCK>PLOT:400800,REPLICATE>BLOCK:22,REPLICATE:1",watered,3536.2223860626,260.6041105599,"66,243252045","67,7330179755",9.2155408966,273,NA,153,"-1,48976593050",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1528,402238,3360176,Mur13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402238.0,,6.0,25.0,"REPLICATE>BLOCK>PLOT:402238,REPLICATE>BLOCK:6,REPLICATE:3",rainfed,3010.588085215,286.5741790692,"66,243252045","70,9031411312",8.6275680904,275,NA,143,"-4,65988908620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,402381,3360335,Mur13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402381.0,,11.0,11.0,"REPLICATE>BLOCK>PLOT:402381,REPLICATE>BLOCK:11,REPLICATE:2",rainfed,3023.7058538945,271.424588704,"64,8642032369","70,9031411312",8.2070811776,248,NA,143,"-6,03893789430",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1530,402805,3360806,Mur13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402805.0,,27.0,3.0,"REPLICATE>BLOCK>PLOT:402805,REPLICATE>BLOCK:27,REPLICATE:1",rainfed,3205.1282051282,280.5056,"66,243252045","72,5235219063",8.9905641026,280,NA,163,"-6,28026986130",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1531,3211water_regimewatered,3340279,Mur13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,321.4294976807,67.2948949214,70.7363229838,271.9387069501,3318.9227171285,,152.9878416347,,,2013,17.3611611111,21.1958496732,14.7544752959,376.558,248.924,810.734,-39.7549019608,-17.1079545455,33.1680568061,35.9471645097,27.8663165236,,,,,,,,,,,,,,,,,,
1532,3211water_regimerainfed,3340033,Mur13,127605,https://doi.org/10.15454/0LXNCN,Mo15W_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,319.6010459372,65.8253263174,71.5675303069,255.6420292799,3141.3241746073,,150.9313521282,,,2013,17.3611611111,21.230154321,14.0621410871,376.558,297.137,799.197,-134.1759259259,-156.0736434109,33.1680568061,36.0764391499,27.0527253255,,,,,,,,,,,,,,,,,,
1533,400952,3361266,Mur13,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400952.0,,17.0,16.0,"REPLICATE>BLOCK>PLOT:400952,REPLICATE>BLOCK:29,REPLICATE:2",watered,3342.9831816929,207.1362689076,"67,7330179755","70,9031411312",6.9245306328,268,NA,140,"-3,17012315570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1534,400720,3360991,Mur13,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400720.0,,6.0,7.0,"REPLICATE>BLOCK>PLOT:400720,REPLICATE>BLOCK:6,REPLICATE:1",watered,3125.6622165713,201.4894401134,"67,7330179755","70,9031411312",6.2978793,275,NA,155,"-3,17012315570",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,402551,3360523,Mur13,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402551.0,,17.0,19.0,"REPLICATE>BLOCK>PLOT:402551,REPLICATE>BLOCK:17,REPLICATE:3",rainfed,3057.9297245964,192.4751948972,"66,243252045","70,9031411312",5.8857561972,268,NA,150,"-4,65988908620",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536,402198,3360131,Mur13,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402198.0,,4.0,11.0,"REPLICATE>BLOCK>PLOT:402198,REPLICATE>BLOCK:4,REPLICATE:2",rainfed,2532.4469768914,184.3638715725,"64,8642032369","67,7330179755",4.6689172921,258,NA,138,"-2,86881473860",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,402377,3360330,Mur13,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402377.0,,11.0,7.0,"REPLICATE>BLOCK>PLOT:402377,REPLICATE>BLOCK:11,REPLICATE:1",rainfed,2986.3041911235,212.9448,"66,243252045","69,2778139489",6.3591794872,253,NA,155,"-3,03456190390",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538,3212water_regimewatered,3340280,Mur13,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,244.7034361584,67.9162024793,70.8468988617,272.5455164266,3201.4491047336,,148.8086909662,,,2013,17.1804055556,21.1114327485,14.632770847,355.118,249.354,787.029,-39.1754385965,-16.4282945736,32.6212428414,36.0364520395,27.6868718424,,,,,,,,,,,,,,,,,,
1539,3212water_regimerainfed,3340034,Mur13,127606,https://doi.org/10.15454/HDJP0L,N16_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,234.2851464691,66.094402001,69.5323506827,260.1373244289,3096.6337172463,,149.9415523248,,,2013,17.1804055556,21.0724382716,14.1795833939,355.118,273.432,822.902,-127.6388888889,-156.7159090909,32.6212428414,35.9121378176,27.2227462756,,,,,,,,,,,,,,,,,,
1540,401047,3361386,Mur13,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,401047.0,,22.0,16.0,"REPLICATE>BLOCK>PLOT:401047,REPLICATE>BLOCK:34,REPLICATE:1,REPLICATE:2",watered,3109.2058955836,269.7782857143,"59,2242133829","63,401277574",8.3879623644,258,NA,133,"-4,17706419110",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,400677,3360944,Mur13,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400677.0,,4.0,8.0,"REPLICATE>BLOCK>PLOT:400677,REPLICATE>BLOCK:16,REPLICATE:1",watered,3195.2662721894,270.5953224663,"60,5685845381","63,401277574",8.6462410729,252,NA,117,"-2,83269303590",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,402607,3360586,Mur13,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402607.0,,19.0,21.0,"REPLICATE>BLOCK>PLOT:402607,REPLICATE>BLOCK:19,REPLICATE:3",rainfed,2921.2909809925,286.5741790692,"59,2242133829","60,5685845381",8.371665647,245,NA,125,"-1,34437115520",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,402327,3360275,Mur13,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402327.0,,9.0,11.0,"REPLICATE>BLOCK>PLOT:402327,REPLICATE>BLOCK:9,REPLICATE:2",rainfed,2641.5511852405,263.7427607218,"60,5685845381","60,5685845381",6.9669000218,245,NA,115,"0,00000000000",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,402692,3360680,Mur13,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402692.0,,22.0,3.0,"REPLICATE>BLOCK>PLOT:402692,REPLICATE>BLOCK:22,REPLICATE:1",rainfed,2791.6699743325,276.2296,"63,401277574","66,243252045",7.7114188034,243,NA,120,"-2,84197447100",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,3213water_regimewatered,3340281,Mur13,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,321.9079544277,59.5441816091,63.1430299693,256.8962798822,3049.4666011706,,128.0356264611,,,2013,17.7481426768,19.5624444444,15.3272072606,213.866,251.758,930.625,-25.0375,-21.306122449,32.9479901129,34.6840749846,28.6171712863,,,,,,,,,,,,,,,,,,
1546,3213water_regimerainfed,3340035,Mur13,127607,https://doi.org/10.15454/7CWQV7,N192_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,313.7577175119,61.3149809479,62.5060690611,244.6250476896,2655.3140864481,,121.9049233972,,,2013,17.7481426768,19.5624444444,14.7012598251,213.866,225.609,942.793,-86.855,-158.2755102041,32.9479901129,34.6840749846,27.9575279794,,,,,,,,,,,,,,,,,,
1547,402173,3360103,Mur13,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402173.0,,3.0,19.0,"REPLICATE>BLOCK>PLOT:402173,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1672.9609752866,220.7048901488,"63,401277574","69,2778139489",3.6923066827,223,NA,120,"-5,87653637490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,400969,3361283,Mur13,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400969.0,,18.0,10.0,"REPLICATE>BLOCK>PLOT:400969,REPLICATE>BLOCK:18,REPLICATE:2",watered,3594.6804899874,231.3578487395,"66,243252045","67,7330179755",8.3165754507,260,NA,155,"-1,48976593050",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,400657,3360928,Mur13,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,400657.0,,3.0,15.0,"REPLICATE>BLOCK>PLOT:400657,REPLICATE>BLOCK:27,REPLICATE:1",watered,2369.4677160024,252.2781006378,"64,8642032369","67,7330179755",5.9776481492,230,NA,122,"-2,86881473860",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,402655,3360639,Mur13,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402655.0,,21.0,15.0,"REPLICATE>BLOCK>PLOT:402655,REPLICATE>BLOCK:21,REPLICATE:2",rainfed,1892.3266155739,231.3083759081,"64,8642032369","70,9031411312",4.3771099614,250,NA,135,"-6,03893789430",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,402316,3360262,Mur13,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402316.0,,8.0,1.0,"REPLICATE>BLOCK>PLOT:402316,REPLICATE>BLOCK:8,REPLICATE:1",rainfed,NA,NA,"61,9461105814","66,243252045",NA,243,NA,130,"-4,29714146360",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,3214water_regimewatered,3340282,Mur13,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,watered,282.1607641245,65.5186955532,67.5519553579,243.5272559646,3109.4269631444,,135.2518213673,,,2013,16.932806713,20.8353703704,15.2159562632,313.813,226.499,844.842,-33.4791666667,-19.1657608696,32.4894218269,35.6595921671,28.3657021221,,,,,,,,,,,,,,,,,,
1553,3214water_regimerainfed,3340036,Mur13,127608,https://doi.org/10.15454/67FHQJ,N22_H,KWS Murony 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,270.2748340809,63.3714015975,68.8458425827,245.0489902344,2094.6863876234,,127.1481384221,,,2013,16.932806713,20.8979824561,14.3035217577,313.813,296.19,846.573,-117.3947368421,-157.2555555556,32.4894218269,35.7531603739,27.5544796721,,,,,,,,,,,,,,,,,,
1554,402220,3360156,Mur13,127609,https://doi.org/10.15454/68UAOE,NK764_H,KWS Murony 2013,REPLICATE>BLOCK>PLOT,,,402220.0,,5.0,12.0,"REPLICATE>BLOCK>PLOT:402220,REPLICATE>BLOCK:5,REPLICATE:1,REPLICATE:2,REPLICATE:3",rainfed,1939.0790315901,193.7527724397,"57,7285289574","61,9461105814",3.7570193835,225,NA,120,"-4,21758162400",2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
