,observationunitname,observationunitdbid,studydbid,germplasmdbid,germplasmpui,germplasmname,studyname,observationlevel,replicate,replicate.1,plot,plant,x,y,observationlevels,water_regime,GN,KW,MFLW_D20deg,FFLW_D20deg,GY_Adj_tha,plant_height,tassel_height,ear_height,ASI_D20deg,season,Tnight_Early,Tnight_Flo,Tnight_Fill,Ri_Early,Ri_Flo,Ri_Fill,Psi_Flo,Psi_Fill,Tmax_Early,Tmax_Flo,Tmax_Fill,TnbL,L9,L10,L11,L12,L13,W9,W10,W11,W12,W13,L14,W14,L8,W8
1106,YCXGDTM1062018,3356471,Gra13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1062018,,62.0,18.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1062018,REPLICATE>BLOCK:5,REPLICATE:3",rainfed,2576.0549558391,248.1564705882,"63,6921554831","67,8477662825",6.3926470588,170,210,80,"-4,15561079940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,YCXGDTM1084041,3356470,Gra13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1084041,,84.0,41.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1084041,REPLICATE>BLOCK:7,REPLICATE:2",watered,3912.6515896427,244.9773529412,NA,NA,9.5851102941,255,305,125,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,YCXGDTM1067046,3356469,Gra13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1067046,,67.0,46.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1067046,REPLICATE>BLOCK:15,REPLICATE:1",watered,3508.5805700989,279.4217647059,NA,NA,9.8037377451,230,290,190,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1109,3154water_regimewatered,3338193,Gra13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,285.5295920669,67.0422665027,,242.0616707637,3661.5492361989,297.0855670793,161.0364839524,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,3154water_regimerainfed,3337947,Gra13,127548,https://doi.org/10.15454/AYJM3H,F354_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,249.5729975601,64.4808184031,68.8516773175,141.2860880775,2830.9436985471,197.7778681283,76.3695502132,,,2013,16.2113068182,15.1716224747,13.6821251306,277.962,411.133,1363.901,-226.6701388889,-58.7126436782,38.1667586401,37.8091003134,33.969797249,,,,,,,,,,,,,,,
1111,YCXGDTM1098024,3356479,Gra13,127549,https://doi.org/10.15454/B39W9G,H99_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1098024,,98.0,24.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1098024,REPLICATE>BLOCK:30,REPLICATE:5",rainfed,2192.9824561404,303.62,"67,8477662825","72,2486439239",6.6583333333,170,210,85,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1112,YCXGDTM1076021,3356478,Gra13,127549,https://doi.org/10.15454/B39W9G,H99_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1076021,,76.0,21.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1076021,REPLICATE>BLOCK:17,REPLICATE:4",rainfed,2301.1523327712,278.3611764706,"72,2486439239","74,9225179234",6.4055147059,180,220,70,"-2,67387399950",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,YCXGDTM1050028,3356477,Gra13,127549,https://doi.org/10.15454/B39W9G,H99_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1050028,,50.0,28.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1050028,REPLICATE>BLOCK:48,REPLICATE:3",rainfed,2260.8370702541,261.6970588235,"69,2512954927","73,5986808046",5.9165441176,180,230,70,"-4,34738531190",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,YCXGDTM1089044,3356476,Gra13,127549,https://doi.org/10.15454/B39W9G,H99_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1089044,,89.0,44.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1089044,REPLICATE>BLOCK:12,REPLICATE:2",watered,1481.94099807,284.115,NA,NA,4.2104166667,260,310,165,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,YCXGDTM1077041,3356475,Gra13,127549,https://doi.org/10.15454/B39W9G,H99_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1077041,,77.0,41.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1077041,REPLICATE>BLOCK:8,REPLICATE:1",watered,3116.7979002625,268.605,NA,NA,8.371875,260,310,110,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,3155water_regimewatered,3338194,Gra13,127549,https://doi.org/10.15454/B39W9G,H99_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,296.585999785,66.9219823941,,256.4154561488,2506.6255976729,310.1140033369,135.9509801598,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,3155water_regimerainfed,3337948,Gra13,127549,https://doi.org/10.15454/B39W9G,H99_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,299.0852840102,69.5507128287,73.5101532902,174.697001236,2171.5480630112,216.3947110426,70.2185107937,,,2013,16.2928853755,15.2616405434,13.2473032961,254.335,412.087,1289.194,-227.6149425287,-45.8567251462,38.2689626735,37.6205742442,33.4398591744,,,,,,,,,,,,,,,
1118,YCXGDTM1091026,3356484,Gra13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1091026,,91.0,26.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1091026,REPLICATE>BLOCK:38,REPLICATE:5",rainfed,2758.8168373151,341.2588235294,"66,4276631668","70,752276834",9.4147058824,190,230,100,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,YCXGDTM1066019,3356483,Gra13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1066019,,66.0,19.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1066019,REPLICATE>BLOCK:5,REPLICATE:4",rainfed,2629.1723822588,342.63,"65,0109583653","69,2512954927",9.0083333333,200,250,100,"-4,24033712740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,YCXGDTM1043030,3356482,Gra13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1043030,,43.0,30.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1043030,REPLICATE>BLOCK:56,REPLICATE:3",rainfed,2163.3102580239,366.8720588235,"67,8477662825","72,2486439239",7.9365808824,210,260,90,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,YCXGDTM1082050,3356481,Gra13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1082050,,82.0,50.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1082050,REPLICATE>BLOCK:21,REPLICATE:2",watered,3527.3368606702,354.4305882353,NA,NA,12.5019607843,280,350,130,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,YCXGDTM1065042,3356480,Gra13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1065042,,65.0,42.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1065042,REPLICATE>BLOCK:9,REPLICATE:1",watered,3506.4650449266,352.9614705882,NA,NA,12.3764705882,310,380,150,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,3156water_regimewatered,3338195,Gra13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,371.4599222436,67.3945508674,,290.1860605915,3684.4140232575,359.77236893,134.6945206899,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,3156water_regimerainfed,3337949,Gra13,127550,https://doi.org/10.15454/ZLKLHI,HMV5301_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,379.2400099545,66.7693605499,71.3856708901,198.715310951,2442.6589281913,237.4096730093,96.0727099992,,,2013,16.1778063241,15.2681088664,13.2639393939,275.159,440.351,1329.39,-228.0401234568,-48.9406779661,38.0754898213,37.6815531078,33.3623135931,,,,,,,,,,,,,,,
1125,YCXGDTM1103031,3356489,Gra13,127551,https://doi.org/10.15454/A6PR22,HMV5343_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1103031,,103.0,31.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1103031,REPLICATE>BLOCK:63,REPLICATE:5",rainfed,2326.9615192404,316.2364705882,"67,8477662825","72,2486439239",7.3587009804,165,200,85,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,YCXGDTM1086018,3356488,Gra13,127551,https://doi.org/10.15454/A6PR22,HMV5343_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1086018,,86.0,18.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1086018,REPLICATE>BLOCK:5,REPLICATE:4",rainfed,2304.3641835967,313.8785294118,"67,8477662825","72,2486439239",7.2329044118,170,215,90,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,YCXGDTM1060026,3356487,Gra13,127551,https://doi.org/10.15454/A6PR22,HMV5343_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1060026,,60.0,26.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1060026,REPLICATE>BLOCK:41,REPLICATE:3",rainfed,2134.3726800297,317.3373529412,"66,4276631668","70,752276834",6.7731617647,170,210,90,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,YCXGDTM1095047,3356486,Gra13,127551,https://doi.org/10.15454/A6PR22,HMV5343_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1095047,,95.0,47.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1095047,REPLICATE>BLOCK:17,REPLICATE:2",watered,3734.4746559248,243.5770588235,NA,NA,9.0963235294,285,335,145,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,YCXGDTM1062039,3356485,Gra13,127551,https://doi.org/10.15454/A6PR22,HMV5343_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1062039,,62.0,39.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1062039,REPLICATE>BLOCK:4,REPLICATE:1",watered,3134.7492200624,334.5855882353,NA,NA,10.4884191176,225,270,105,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,3157water_regimewatered,3338196,Gra13,127551,https://doi.org/10.15454/A6PR22,HMV5343_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,310.5920973938,67.0990292813,,260.9828739661,3028.4425986997,307.1671898112,133.1043915917,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,3157water_regimerainfed,3337950,Gra13,127551,https://doi.org/10.15454/A6PR22,HMV5343_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,337.2720503028,67.8644439349,71.947546842,167.6517839143,2253.4497928609,204.6118927386,90.6512631963,,,2013,16.0514949495,15.2969212963,13.2949986938,356.888,410.443,1318.965,-227.6388888889,-48.8764367816,38.0746976074,37.5821185147,33.5146659696,,,,,,,,,,,,,,,
1132,YCXGDTM1099027,3356494,Gra13,127552,https://doi.org/10.15454/GDWINS,HMV5347_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1099027,,99.0,27.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1099027,REPLICATE>BLOCK:44,REPLICATE:5",rainfed,2342.7819083024,262.3541176471,"66,4276631668","70,752276834",6.1463848039,160,190,70,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,YCXGDTM1087020,3356493,Gra13,127552,https://doi.org/10.15454/GDWINS,HMV5347_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1087020,,87.0,20.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1087020,REPLICATE>BLOCK:14,REPLICATE:4",rainfed,3214.6389713155,246.5055882353,"65,0109583653","69,2512954927",7.9242647059,185,220,80,"-4,24033712740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,YCXGDTM1061029,3356492,Gra13,127552,https://doi.org/10.15454/GDWINS,HMV5347_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1061029,,61.0,29.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1061029,REPLICATE>BLOCK:55,REPLICATE:3",rainfed,2302.3360287511,266.7926470588,"66,4276631668","70,752276834",6.1424632353,195,230,80,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,YCXGDTM1096045,3356491,Gra13,127552,https://doi.org/10.15454/GDWINS,HMV5347_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1096045,,96.0,45.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1096045,REPLICATE>BLOCK:14,REPLICATE:2",watered,3685.5036855037,293.04,NA,NA,10.8,280,320,135,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,YCXGDTM1072038,3356490,Gra13,127552,https://doi.org/10.15454/GDWINS,HMV5347_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1072038,,72.0,38.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1072038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,3753.4435261708,283.2823529412,NA,NA,10.6328431373,290,350,105,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,3158water_regimewatered,3338197,Gra13,127552,https://doi.org/10.15454/GDWINS,HMV5347_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,300.1884092876,66.5455652467,,287.8394801532,3793.9152642066,340.2684411306,121.7948616655,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,3158water_regimerainfed,3337951,Gra13,127552,https://doi.org/10.15454/GDWINS,HMV5347_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,268.7171882071,65.9221034467,69.965253711,186.5277455335,2623.9797479632,218.2525005858,80.7355003031,,,2013,16.0841477273,15.2001641414,13.5733894984,302.323,410.825,1348.551,-227.1631944444,-55.4152298851,38.0538344768,37.6723487409,33.8588067901,,,,,,,,,,,,,,,
1139,YCXGDTM1104030,3356499,Gra13,127553,https://doi.org/10.15454/0TQ4ET,HMV5409_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1104030,,104.0,30.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1104030,REPLICATE>BLOCK:59,REPLICATE:5",rainfed,2264.8419429453,304.795,"67,8477662825","72,2486439239",6.903125,160,185,75,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,YCXGDTM1065022,3356498,Gra13,127553,https://doi.org/10.15454/0TQ4ET,HMV5409_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1065022,,65.0,22.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1065022,REPLICATE>BLOCK:19,REPLICATE:4",rainfed,2067.5830469645,341.4970588235,"65,0109583653","69,2512954927",7.0607352941,170,210,90,"-4,24033712740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,YCXGDTM1051026,3356497,Gra13,127553,https://doi.org/10.15454/0TQ4ET,HMV5409_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1051026,,51.0,26.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1051026,REPLICATE>BLOCK:39,REPLICATE:3",rainfed,2998.6052998605,275.5529411765,"65,0109583653","69,2512954927",8.262745098,200,240,95,"-4,24033712740",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,YCXGDTM1087042,3356496,Gra13,127553,https://doi.org/10.15454/0TQ4ET,HMV5409_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1087042,,87.0,42.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1087042,REPLICATE>BLOCK:9,REPLICATE:2",watered,3431.9412219644,304.9958823529,NA,NA,10.4672794118,245,290,125,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,YCXGDTM1060049,3356495,Gra13,127553,https://doi.org/10.15454/0TQ4ET,HMV5409_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1060049,,60.0,49.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1060049,REPLICATE>BLOCK:19,REPLICATE:1",watered,3218.6779400461,301.1432352941,NA,NA,9.6928308824,250,295,125,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,3159water_regimewatered,3338198,Gra13,127553,https://doi.org/10.15454/0TQ4ET,HMV5409_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,324.2622680259,67.4441000831,,246.6236434584,3289.2105845016,294.1997893298,122.0703865688,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,3159water_regimerainfed,3337952,Gra13,127553,https://doi.org/10.15454/0TQ4ET,HMV5409_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,328.6450678255,65.8331501943,70.6629742946,178.9428857161,2413.9052538127,208.981850415,83.1351290399,,,2013,16.1778063241,15.2041899767,13.325040404,275.159,440.734,1359.229,-227.6185897436,-52.1083333333,38.0754898213,37.6380971989,33.4531318122,,,,,,,,,,,,,,,
1146,YCXGDTM1104021,3356504,Gra13,127554,https://doi.org/10.15454/QSWXHN,HMV5502_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1104021,,104.0,21.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1104021,REPLICATE>BLOCK:18,REPLICATE:5",rainfed,2805.4448871182,294.5558823529,"77,2509816604","80,7396547498",8.2636029412,200,240,120,"-3,48867308940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,YCXGDTM1068031,3356503,Gra13,127554,https://doi.org/10.15454/QSWXHN,HMV5502_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1068031,,68.0,31.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1068031,REPLICATE>BLOCK:61,REPLICATE:4",rainfed,2574.1350906096,289.9317647059,"72,2486439239","77,2509816604",7.4632352941,155,190,75,"-5,00233773650",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,YCXGDTM1052023,3356502,Gra13,127554,https://doi.org/10.15454/QSWXHN,HMV5502_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1052023,,52.0,23.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1052023,REPLICATE>BLOCK:26,REPLICATE:3",rainfed,2528.388928318,322.8267647059,"70,752276834","74,9225179234",8.1623161765,170,200,105,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,YCXGDTM1091041,3356501,Gra13,127554,https://doi.org/10.15454/QSWXHN,HMV5502_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1091041,,91.0,41.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1091041,REPLICATE>BLOCK:7,REPLICATE:2",watered,4237.8627610524,294.96,NA,NA,12.5,300,340,145,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,YCXGDTM1071042,3356500,Gra13,127554,https://doi.org/10.15454/QSWXHN,HMV5502_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1071042,,71.0,42.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1071042,REPLICATE>BLOCK:9,REPLICATE:1",watered,3871.5277777778,284.1176470588,NA,NA,10.9996936275,300,340,120,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,3160water_regimewatered,3338199,Gra13,127554,https://doi.org/10.15454/QSWXHN,HMV5502_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,300.8878835077,71.2647557569,,295.7830025367,4029.4940594646,337.3328808131,133.6680969129,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1152,3160water_regimerainfed,3337953,Gra13,127554,https://doi.org/10.15454/QSWXHN,HMV5502_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,321.7558726969,72.9845171277,77.3304785726,173.6930383813,2710.5965905515,209.6994708956,97.5707905615,,,2013,16.0623905724,15.1939411355,13.1624857061,353.279,477.766,1175.249,-212.117816092,-40.5047169811,38.0265053696,37.3388935147,33.2640294088,,,,,,,,,,,,,,,
1153,YCXGDTM1106019,3356509,Gra13,127555,https://doi.org/10.15454/DL4JVF,I198_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1106019,,106.0,19.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1106019,REPLICATE>BLOCK:9,REPLICATE:5",rainfed,2380.9523809524,235.6941176471,"72,2486439239","76,1315900235",5.6117647059,200,250,100,"-3,88294609960",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,YCXGDTM1072025,3356508,Gra13,127555,https://doi.org/10.15454/DL4JVF,I198_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1072025,,72.0,25.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1072025,REPLICATE>BLOCK:34,REPLICATE:4",rainfed,1355.0135501355,241.08,"78,4192045197","84,2376003346",3.2666666667,150,195,75,"-5,81839581490",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,YCXGDTM1062031,3356507,Gra13,127555,https://doi.org/10.15454/DL4JVF,I198_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1062031,,62.0,31.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1062031,REPLICATE>BLOCK:64,REPLICATE:3",rainfed,1789.8767898768,242.0064705882,"74,9225179234","77,2509816604",4.3316176471,160,200,80,"-2,32846373700",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,YCXGDTM1096041,3356506,Gra13,127555,https://doi.org/10.15454/DL4JVF,I198_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1096041,,96.0,41.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1096041,REPLICATE>BLOCK:8,REPLICATE:2",watered,3590.6969962088,272.6391176471,NA,NA,9.7896446078,275,360,150,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,YCXGDTM1068042,3356505,Gra13,127555,https://doi.org/10.15454/DL4JVF,I198_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1068042,,68.0,42.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1068042,REPLICATE>BLOCK:9,REPLICATE:1",watered,1920.1228878648,214.1917647059,NA,NA,4.112745098,285,340,150,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,3161water_regimewatered,3338200,Gra13,127555,https://doi.org/10.15454/DL4JVF,I198_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,watered,256.7088276747,71.9948268365,,276.375103828,2851.822203373,351.7034507069,149.5188875692,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1159,3161water_regimerainfed,3337954,Gra13,127555,https://doi.org/10.15454/DL4JVF,I198_H,Biogemma Graneros 2013,VIRTUAL_TRIAL,,,,,,,,rainfed,239.7102040441,75.1397506046,78.9956069289,165.5273892675,1932.4128520803,213.691240696,86.1806369244,,,2013,16.0950757576,15.113572825,13.5203993056,327.287,443.492,1084.627,-208.6397849462,-39.046875,38.0739312419,37.2969076803,33.5810037558,,,,,,,,,,,,,,,
1160,YCXGDTM1093025,3356515,Gra13,127556,https://doi.org/10.15454/PXEAAU,I205_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1093025,,93.0,25.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1093025,REPLICATE>BLOCK:34,REPLICATE:5",rainfed,2002.3858214042,238.4594117647,"67,8477662825","72,2486439239",4.774877451,145,180,65,"-4,40087764140",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,YCXGDTM1068032,3356514,Gra13,127556,https://doi.org/10.15454/PXEAAU,I205_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1068032,,68.0,32.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1068032,REPLICATE>BLOCK:66,REPLICATE:4",rainfed,1886.4013266998,240.9044117647,"70,752276834","73,5986808046",4.5444240196,140,170,75,"-2,84640397060",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,YCXGDTM1058018,3356512,Gra13,127556,https://doi.org/10.15454/PXEAAU,I205_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1058018,,58.0,18.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1058018,REPLICATE>BLOCK:4,REPLICATE:3",rainfed,1916.8215613383,250.3282352941,"66,4276631668","70,752276834",4.7983455882,170,210,90,"-4,32461366720",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,YCXGDTM1085041,3356511,Gra13,127556,https://doi.org/10.15454/PXEAAU,I205_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1085041,,85.0,41.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1085041,REPLICATE>BLOCK:7,REPLICATE:2",watered,2746.4585140214,272.3114705882,NA,NA,7.4789215686,270,320,130,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,YCXGDTM1069038,3356510,Gra13,127556,https://doi.org/10.15454/PXEAAU,I205_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1069038,,69.0,38.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1069038,REPLICATE>BLOCK:3,REPLICATE:1,REPLICATE:3,REPLICATE:2,REPLICATE:4,REPLICATE:5",watered,2340.4255319149,273.3602941176,NA,NA,6.3977941176,240,280,120,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,YCXGDTM1102026,3356521,Gra13,127557,https://doi.org/10.15454/M1T9X4,I211_H,Biogemma Graneros 2013,REPLICATE>BLOCK>PLOT,,,YCXGDTM1102026,,102.0,26.0,"REPLICATE>BLOCK>PLOT:YCXGDTM1102026,REPLICATE>BLOCK:40,REPLICATE:5",rainfed,1633.1658291457,249.3352941176,"70,752276834","74,9225179234",4.0720588235,160,195,70,"-4,17024108940",2013,,,,,,,,,,,,,,,,,,,,,,,,,,
