observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,Psi_Fill(EIPO:0000003),Psi_Fill(EIPO:0000003).date,Psi_Flo(EIPO:0000003),Psi_Flo(EIPO:0000003).date,Ri_Early(EIPO:0000002),Ri_Early(EIPO:0000002).date,Ri_Fill(EIPO:0000002),Ri_Fill(EIPO:0000002).date,Ri_Flo(EIPO:0000002),Ri_Flo(EIPO:0000002).date,Tmax_Early(EIPO:0000005),Tmax_Early(EIPO:0000005).date,Tmax_Fill(EIPO:0000005),Tmax_Fill(EIPO:0000005).date,Tmax_Flo(EIPO:0000005),Tmax_Flo(EIPO:0000005).date,Tnight_Early(EIPO:0000001),Tnight_Early(EIPO:0000001).date,Tnight_Fill(EIPO:0000001),Tnight_Fill(EIPO:0000001).date,Tnight_Flo(EIPO:0000001),Tnight_Flo(EIPO:0000001).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3182water_regimerainfed,3334711,Cam12,Syngenta Campagnola 2012,127576,https://doi.org/10.15454/KF2P15,Lo1094_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,138.2121211087,,894.2792448207,,71.5430767307,,84.1119105593,,-12.9575757576,,-80.3277777778,,67.73,,1101.456,,427.862,,36.4726920779,,33.2130797591,,36.5693839737,,20.0961815536,,19.1575206328,,20.3331733927,,171.207524038,,65.8308527119,
3161water_regimewatered,3334938,Cam12,Syngenta Campagnola 2012,127555,https://doi.org/10.15454/DL4JVF,I198_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,185.6547110492,,969.7377474869,,71.2011499968,,79.8688414376,,-18.9626436782,,-24.9807692308,,77.708,,1150.251,,352.926,,36.7456107774,,33.5918298907,,36.3324831978,,20.3471009675,,19.334425003,,20.1227945615,,213.7002770758,,104.7237156089,
3238water_regimewatered,3335012,Cam12,Syngenta Campagnola 2012,127632,https://doi.org/10.15454/PTTCO2,UH_6179_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,214.1989503061,,974.6470708067,,67.7041130642,,71.9907445959,,-18.6510416667,,-27.2651515152,,58.039,,1270.596,,273.814,,36.2183065647,,33.9340100539,,36.7522800688,,19.88559752,,19.2794217093,,20.749392236,,248.2930320135,,101.8803373685,
3031water_regimewatered,3334815,Cam12,Syngenta Campagnola 2012,127430,https://doi.org/10.15454/TX6MDP,NC290_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,201.0848426342,,1065.2433186904,,68.1260034309,,76.1119109643,,-19.0464480874,,-24.6916666667,,115.87,,1221.815,,345.091,,37.0610469041,,33.6997952668,,36.1636437691,,20.9215393485,,19.1798477944,,20.0942978335,,247.5208693875,,99.2878267019,
3244water_regimewatered,3335018,Cam12,Syngenta Campagnola 2012,127638,https://doi.org/10.15454/VELLIH,UH_P104_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,194.6940712897,,893.6384499056,,67.4137005942,,70.5775371819,,-18.6510416667,,-26.9710144928,,49.939,,1257.493,,273.814,,35.9932068992,,34.0122858628,,36.8383355806,,19.7897205358,,19.2833643704,,20.7703503375,,225.1858488352,,104.9483337557,
3244water_regimerainfed,3334772,Cam12,Syngenta Campagnola 2012,127638,https://doi.org/10.15454/VELLIH,UH_P104_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,128.5797193178,,687.8114137688,,67.9802107336,,74.7599989373,,-13.1989247312,,-96.66,,49.939,,1227.383,,325.185,,35.9932068992,,33.812047028,,36.4815409181,,19.7897205358,,19.2322779556,,20.7595811694,,162.6960211764,,63.4792127734,
3247water_regimewatered,3335021,Cam12,Syngenta Campagnola 2012,127641,https://doi.org/10.15454/KR62P7,UH_S018_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,205.6701432158,,1672.9542914444,,69.7721551328,,72.3916729983,,-18.8888888889,,-26.6349206349,,77.885,,1278.942,,275.454,,36.6159487209,,33.5996961961,,36.4021920252,,20.246567466,,19.1815603543,,20.5606633705,,243.6220803598,,105.0179344658,
3165water_regimewatered,3334940,Cam12,Syngenta Campagnola 2012,127559,https://doi.org/10.15454/VMZUXV,I238_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,227.1714056816,,1652.1120665141,,70.588911265,,76.5297766631,,-19.0464480874,,-25.2936507937,,101.969,,1221.815,,295.7,,36.8577470362,,33.6997952668,,36.2342693854,,20.5727244541,,19.1798477944,,20.2779707258,,266.9232216204,,117.1745569565,
3079water_regimewatered,3334859,Cam12,Syngenta Campagnola 2012,127475,https://doi.org/10.15454/T3WOSC,B98_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,212.5553253997,,911.24188743,,70.3925697568,,79.9132470884,,-18.9626436782,,-24.9807692308,,77.885,,1164.589,,378.004,,36.6159487209,,33.5115472784,,36.3324831978,,20.246567466,,19.2684008821,,20.1227945615,,247.3442923281,,101.3559532708,
3166water_regimewatered,3334941,Cam12,Syngenta Campagnola 2012,127560,https://doi.org/10.15454/DEW3P6,I242_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,187.7314667894,,581.6815341818,,70.5610909823,,79.8391041646,,-18.9626436782,,-24.9135802469,,67.73,,1128.99,,352.926,,36.4726920779,,33.8505895028,,36.4490979527,,20.0961815536,,19.3484774988,,20.2387757153,,220.1352232116,,101.1775086301,
3032water_regimerainfed,3334570,Cam12,Syngenta Campagnola 2012,127431,https://doi.org/10.15454/YK08AN,UH_P089_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,147.156878843,,1241.9912100214,,69.7977250424,,81.6666076427,,-13.1228070175,,-85.4038461538,,89.396,,1151.315,,403.081,,36.6234866441,,33.3399323474,,36.4903021498,,20.4811845949,,19.2368778051,,20.0040308252,,181.9424853576,,76.869955816,
3253water_regimewatered,3335027,Cam12,Syngenta Campagnola 2012,127647,https://doi.org/10.15454/SU486F,W182E_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,176.8251989066,,1064.3578488908,,67.3023372809,,72.8654519585,,-18.8888888889,,-26,,49.762,,1231.54,,322.351,,36.0860302343,,34.0139564148,,36.7159198849,,19.8147643067,,19.2690198917,,20.748437592,,211.3415121448,,98.0754534774,
3080water_regimewatered,3334860,Cam12,Syngenta Campagnola 2012,127476,https://doi.org/10.15454/KOKHG9,ML606_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,214.1874269795,,2270.4030537975,,68.9491170733,,71.6075410153,,-18.6510416667,,-27.5634920635,,67.73,,1304.895,,249.501,,36.4726920779,,33.6038720667,,36.6679407252,,20.0961815536,,19.1963226333,,20.7039891452,,247.2862907063,,115.7961194475,
3168water_regimewatered,3334943,Cam12,Syngenta Campagnola 2012,127562,https://doi.org/10.15454/GVPFQE,I267_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,229.5916157305,,795.3001529853,,70.629736003,,79.146840929,,-19.0254237288,,-23.2380952381,,125.24,,1171.017,,332.16,,37.0483366126,,33.6725941321,,36.2374025885,,20.9305602872,,19.3404650341,,19.6582153489,,262.3364466026,,118.3294334991,
3169water_regimewatered,3334944,Cam12,Syngenta Campagnola 2012,127563,https://doi.org/10.15454/T2QBKI,IDT_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,204.6358257564,,994.9688836529,,69.6185128894,,77.2974325322,,-19.0527777778,,-25.2173913043,,89.396,,1185.252,,343.003,,36.6234866441,,33.7309133568,,36.2652343748,,20.4811845949,,19.301762702,,20.1528984051,,240.5846470685,,84.8071439393,
3172water_regimerainfed,3334701,Cam12,Syngenta Campagnola 2012,127566,https://doi.org/10.15454/JWCMJS,LH59_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,137.2361660498,,400.1266931332,,71.2407286349,,82.4440963382,,-13.056547619,,-82.7692307692,,102.311,,1099.597,,403.58,,36.6046189341,,33.4496615166,,36.5482023507,,20.5688045465,,19.2926518775,,19.9569139119,,169.0135004476,,70.2804063926,
3170water_regimewatered,3334945,Cam12,Syngenta Campagnola 2012,127564,https://doi.org/10.15454/LYOFZO,LH123Ht_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,227.9535038145,,1344.3711353384,,69.8191094805,,74.4481325795,,-19,,-25.9696969697,,77.885,,1241.721,,300.872,,36.6159487209,,33.7332269274,,36.1501126475,,20.246567466,,19.171561712,,20.5818617185,,264.7342281802,,117.2134297428,
3081water_regimerainfed,3334615,Cam12,Syngenta Campagnola 2012,127477,https://doi.org/10.15454/WMRRM7,DKFBHJ_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,139.4763682398,,364.9444168594,,70.3055400726,,78.8778058261,,-13.2062146893,,-90.8066666667,,77.885,,1171.017,,357.238,,36.6159487209,,33.6725941321,,36.2321223024,,20.246567466,,19.3404650341,,20.1386252628,,171.076009817,,71.9287411094,
3012water_regimewatered,3334796,Cam12,Syngenta Campagnola 2012,127411,https://doi.org/10.15454/KIHXDG,B105_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,183.9232232645,,509.3299406497,,69.8872875684,,76.4247161214,,-19.0464480874,,-25.2666666667,,58.039,,1207.477,,320.778,,36.2183065647,,33.7792928068,,36.3725418384,,19.88559752,,19.2415939235,,20.6546483509,,217.9756978106,,100.0535410266,
3082water_regimerainfed,3334616,Cam12,Syngenta Campagnola 2012,127478,https://doi.org/10.15454/SZLUZC,PHG47_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,119.9897713104,,509.1922976696,,70.4939548674,,82.5157730798,,-13.056547619,,-82.7916666667,,77.885,,1091.439,,428.658,,36.6159487209,,33.6286836926,,36.4515236471,,20.246567466,,19.3009531459,,20.1589800851,,149.2436426291,,61.1208505995,
3034water_regimerainfed,3334572,Cam12,Syngenta Campagnola 2012,127433,https://doi.org/10.15454/CAPEG4,LAN496_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,139.1233770172,,311.7467561439,,73.6858244288,,84.3520892678,,-12.9575757576,,-80.3277777778,,67.73,,1067.157,,404.175,,36.4726920779,,33.573198829,,36.5693839737,,20.0961815536,,19.2511444702,,20.3331733927,,168.4611819761,,73.0591803607,
3084water_regimewatered,3334864,Cam12,Syngenta Campagnola 2012,127480,https://doi.org/10.15454/ELUEOX,F98902_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,215.4631430584,,829.6715002837,,69.1371648939,,71.8668650035,,-18.6510416667,,-27.2651515152,,58.039,,1278.754,,249.501,,36.2183065647,,33.77108575,,36.7522800688,,19.88559752,,19.2723767493,,20.749392236,,245.7793791965,,124.4655324837,
3255water_regimerainfed,3334783,Cam12,Syngenta Campagnola 2012,127649,https://doi.org/10.15454/MUP3UY,Wf9_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,132.0264741745,,495.475307785,,72.7806196656,,85.0206527933,,-12.9575757576,,-80.3277777778,,67.73,,1067.157,,404.175,,36.4726920779,,33.573198829,,36.5693839737,,20.0961815536,,19.2511444702,,20.3331733927,,166.7484074463,,71.6956314739,
3085water_regimewatered,3334865,Cam12,Syngenta Campagnola 2012,127481,https://doi.org/10.15454/QKMCCR,B37_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,218.9629175314,,1538.9236070165,,71.9736320728,,76.5112280266,,-19.0464480874,,-25.5151515152,,89.396,,1233.618,,295.7,,36.6234866441,,33.6045710776,,36.233093369,,20.4811845949,,19.1631253626,,20.3748276714,,251.9828752732,,117.3589843012,
3178water_regimewatered,3334953,Cam12,Syngenta Campagnola 2012,127572,https://doi.org/10.15454/MNN3BT,Lo1038_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,213.9889107994,,2094.9285880792,,71.0826914482,,79.8108924338,,-18.9626436782,,-23.2121212121,,125.24,,1189.681,,352.926,,37.0483366126,,33.275726219,,36.3557709063,,20.9305602872,,19.18452573,,19.6613431525,,252.480160393,,100.3865465022,
3252water_regimerainfed,3334780,Cam12,Syngenta Campagnola 2012,127646,https://doi.org/10.15454/GBTDNM,W117_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,135.8118914425,,481.4942587915,,68.8293709561,,79.5054184221,,-13.1724137931,,-86.4761904762,,58.039,,1128.99,,402.317,,36.2183065647,,33.8505895028,,36.5231803931,,19.88559752,,19.3484774988,,20.2910643377,,166.6564554329,,69.3629533294,
3249water_regimewatered,3335023,Cam12,Syngenta Campagnola 2012,127643,https://doi.org/10.15454/VEZE8O,UH_S025_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,190.1568005539,,1432.0043529888,,69.3023371364,,71.2713544413,,-18.6510416667,,-27.7833333333,,77.708,,1278.754,,249.501,,36.7456107774,,33.77108575,,36.5272836823,,20.3471009675,,19.2723767493,,20.5764743168,,229.9596728689,,104.9633338471,
3001water_regimerainfed,3334539,Cam12,Syngenta Campagnola 2012,127400,https://doi.org/10.15454/P5UIAJ,B73_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,130.4215301358,,786.4663360522,,71.2350774674,,82.2155778948,,-13.056547619,,-82.7916666667,,77.885,,1113.935,,403.58,,36.6159487209,,33.3690868908,,36.4515236471,,20.246567466,,19.2251948183,,20.1589800851,,158.7539932207,,70.0045283524,
3245water_regimerainfed,3334773,Cam12,Syngenta Campagnola 2012,127639,https://doi.org/10.15454/MMGFWL,UH_P115_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,128.2373383397,,631.8449568041,,69.9710888393,,82.5776032896,,-13.056547619,,-79.3958333333,,43.161,,1099.597,,428.658,,35.9177244196,,33.4496615166,,36.7126900262,,19.609612948,,19.2926518775,,20.4328680786,,160.5587019005,,74.5417835664,
3243water_regimerainfed,3334771,Cam12,Syngenta Campagnola 2012,127637,https://doi.org/10.15454/H9VQPV,UH_P087_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,128.8426580585,,505.6730077133,,67.080374852,,74.6549639214,,-13.1989247312,,-96.66,,49.762,,1219.225,,347.769,,36.0860302343,,33.9804461063,,36.4815409181,,19.8147643067,,19.2389347235,,20.7595811694,,158.3169721081,,63.7209011669,
3181water_regimewatered,3334956,Cam12,Syngenta Campagnola 2012,127575,https://doi.org/10.15454/089G4O,Lo1087_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,235.7284829304,,2393.7796241168,,71.9406816007,,79.5238962329,,-18.9626436782,,-23.2121212121,,125.24,,1179.703,,352.926,,37.0483366126,,33.3420824515,,36.3557709063,,20.9305602872,,19.2108917857,,19.6613431525,,273.4765000332,,123.3982318631,
3239water_regimerainfed,3334767,Cam12,Syngenta Campagnola 2012,127633,https://doi.org/10.15454/HAMEQC,UH_P024_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,149.3826480928,,489.5931086593,,67.6225450645,,81.1612251174,,-13.1228070175,,-82.8944444444,,49.762,,1125.174,,427.394,,36.0860302343,,33.5173462901,,36.6554968193,,19.8147643067,,19.3226698443,,20.3152076676,,183.1788756068,,79.3356116087,
3236water_regimerainfed,3334764,Cam12,Syngenta Campagnola 2012,127630,https://doi.org/10.15454/CXASTH,UH_2500_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,139.6643882084,,580.4890928691,,69.3121123551,,80.6441703172,,-13.1724137931,,-86.4761904762,,58.039,,1164.589,,378.004,,36.2183065647,,33.5115472784,,36.5231803931,,19.88559752,,19.2684008821,,20.2910643377,,173.150428351,,74.066846298,
3237water_regimewatered,3335011,Cam12,Syngenta Campagnola 2012,127631,https://doi.org/10.15454/NAG17Z,UH_6102_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,198.6176579705,,1292.8077936466,,67.571792061,,70.0273939478,,-18.3666666667,,-28.5555555556,,58.039,,1305.71,,246.858,,36.2183065647,,33.7901080478,,36.8299282199,,19.88559752,,19.2853244947,,20.7759505965,,235.4084062905,,112.3174736773,
3233water_regimewatered,3335007,Cam12,Syngenta Campagnola 2012,127627,https://doi.org/10.15454/TALVXU,PHW65_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.9700685818,,1662.9026281774,,71.2016834198,,78.5850508063,,-19.0254237288,,-24.2348484848,,116.299,,1197.158,,332.16,,36.8936122487,,33.495841864,,36.2621306749,,20.726301914,,19.2567027517,,19.7246601058,,220.0040215956,,110.7371399497,
3183water_regimewatered,3334958,Cam12,Syngenta Campagnola 2012,127577,https://doi.org/10.15454/EKBCA6,Lo1095_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,206.4599436999,,1896.1665706608,,70.6168389743,,73.6720748509,,-18.8888888889,,-26.4736842105,,101.969,,1282.253,,250.376,,36.8577470362,,33.5294174286,,36.5292963963,,20.5727244541,,19.1465066314,,20.3264342162,,241.7597150679,,110.4284473789,
3229water_regimerainfed,3334757,Cam12,Syngenta Campagnola 2012,127623,https://doi.org/10.15454/RCUMRI,PHK29_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,125.0909740589,,902.4631685296,,71.829217917,,84.4358764503,,-12.9575757576,,-80.5747126437,,77.708,,1089.653,,427.862,,36.7456107774,,33.3112048162,,36.4689806079,,20.3471009675,,19.1757709656,,20.2324453816,,157.0987374134,,68.4257254819,
3227water_regimerainfed,3334755,Cam12,Syngenta Campagnola 2012,127621,https://doi.org/10.15454/Y3D0CI,PHG84_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,133.372615429,,496.284004644,,72.4028888207,,85.6316161064,,-12.8395061728,,-78.4540229885,,89.396,,1053.827,,425.663,,36.6234866441,,33.3450736581,,36.5391811272,,20.4811845949,,19.1858718524,,20.2165755346,,165.8525995949,,67.9711736578,
3184water_regimewatered,3334959,Cam12,Syngenta Campagnola 2012,127578,https://doi.org/10.15454/CPJZKR,Lo1101_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,216.7673978958,,1957.2108883537,,68.8363369276,,71.9463806343,,-18.6510416667,,-27.7407407407,,101.969,,1304.895,,273.814,,36.8577470362,,33.6038720667,,36.6753484804,,20.5727244541,,19.1963226333,,20.3309892035,,254.4690963954,,101.5022407265,
3225water_regimerainfed,3334753,Cam12,Syngenta Campagnola 2012,127619,https://doi.org/10.15454/3PWKJE,PHG71_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,135.1427506895,,728.831077231,,70.5065903653,,81.5403294009,,-13.1228070175,,-84.0459770115,,58.039,,1117.016,,378.003,,36.2183065647,,33.6945727016,,36.5839085427,,19.88559752,,19.331321382,,20.2836138433,,170.0632492071,,71.1881885464,
3221water_regimewatered,3334995,Cam12,Syngenta Campagnola 2012,127615,https://doi.org/10.15454/9E4IDY,A554_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,182.6795641172,,724.9282535844,,68.058529388,,71.8573086134,,-18.6510416667,,-26.9710144928,,49.762,,1270.596,,273.814,,36.0860302343,,33.9340100539,,36.8383355806,,19.8147643067,,19.2794217093,,20.7703503375,,215.4892737721,,105.9107468972,
3221water_regimerainfed,3334749,Cam12,Syngenta Campagnola 2012,127615,https://doi.org/10.15454/9E4IDY,A554_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,136.5500396519,,480.7905951164,,68.7936266478,,80.3021498444,,-13.1724137931,,-85.2011494253,,49.762,,1142.093,,402.317,,36.0860302343,,33.7674254639,,36.5993313052,,19.8147643067,,19.3431258045,,20.3234906906,,167.0011991766,,71.3689965507,
3088water_regimerainfed,3334622,Cam12,Syngenta Campagnola 2012,127484,https://doi.org/10.15454/9GOSKA,W95115_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,109.809055645,,376.9046140905,,70.4119721832,,80.4860623234,,-13.1724137931,,-87.3518518519,,67.73,,1150.251,,378.004,,36.4726920779,,33.5918298907,,36.4490979527,,20.0961815536,,19.334425003,,20.2387757153,,138.980263783,,56.2071457491,
3089water_regimerainfed,3334623,Cam12,Syngenta Campagnola 2012,127485,https://doi.org/10.15454/ITYYBD,Pa91_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,107.101661692,,251.2815594071,,74.8179329605,,85.8828623147,,-12.8395061728,,-78.2083333333,,101.969,,1053.827,,402.428,,36.8577470362,,33.3450736581,,36.5509948451,,20.5727244541,,19.1858718524,,20.1382809633,,137.7109682224,,54.9512259445,
3186water_regimerainfed,3334715,Cam12,Syngenta Campagnola 2012,127580,https://doi.org/10.15454/QHEMLY,Lo1123_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,152.9742762913,,602.2546793822,,70.3319688626,,79.836176547,,-13.1724137931,,-87.8974358974,,77.885,,1164.589,,378.004,,36.6159487209,,33.5115472784,,36.3324831978,,20.246567466,,19.2684008821,,20.1227945615,,182.5650718678,,81.6159540629,
3214water_regimewatered,3334988,Cam12,Syngenta Campagnola 2012,127608,https://doi.org/10.15454/67FHQJ,N22_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,189.4706201865,,1063.918948228,,70.983401041,,76.7267473912,,-19.0527777778,,-25.2173913043,,89.396,,1163.991,,317.925,,36.6234866441,,33.9859330894,,36.2652343748,,20.4811845949,,19.3143553604,,20.1528984051,,220.0285566147,,103.954571783,
3187water_regimerainfed,3334716,Cam12,Syngenta Campagnola 2012,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,152.3033069804,,869.6402432939,,73.3657935035,,83.5584734596,,-13.056547619,,-82.8641975309,,89.396,,1113.935,,379.893,,36.6234866441,,33.3690868908,,36.5356169682,,20.4811845949,,19.2251948183,,20.0477253792,,184.0479456665,,79.8541607245,
3210water_regimerainfed,3334738,Cam12,Syngenta Campagnola 2012,127604,https://doi.org/10.15454/WAG6NL,Lo904_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,137.9738455148,,861.1674993873,,70.7596214474,,82.8451341582,,-13.056547619,,-82.7916666667,,77.885,,1113.935,,403.58,,36.6159487209,,33.3690868908,,36.4515236471,,20.246567466,,19.2251948183,,20.1589800851,,170.1229770067,,75.8232844435,
3191water_regimewatered,3334965,Cam12,Syngenta Campagnola 2012,127585,https://doi.org/10.15454/VNMSHP,Lo1187_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,182.8610614061,,1314.4418891594,,69.1628561688,,71.9670459402,,-18.6510416667,,-27.2651515152,,58.039,,1293.092,,249.501,,36.2183065647,,33.6950628534,,36.7522800688,,19.88559752,,19.2128060507,,20.749392236,,217.810408677,,100.7147813342,
3092water_regimerainfed,3334626,Cam12,Syngenta Campagnola 2012,127488,https://doi.org/10.15454/BZLOYX,EP10_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,132.5254858693,,809.3667283608,,70.4670329406,,83.9798535907,,-12.9575757576,,-78.8177083333,,49.762,,1089.653,,452.94,,36.0860302343,,33.3112048162,,36.6980150731,,19.8147643067,,19.1757709656,,20.4040464842,,162.544965531,,65.5910711586,
3094water_regimewatered,3334873,Cam12,Syngenta Campagnola 2012,127489,https://doi.org/10.15454/I1PIAB,NDB8_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,184.4688456063,,862.3347576159,,68.9937305051,,74.8819260069,,-19,,-25.1403508772,,116.299,,1227.383,,300.872,,36.8936122487,,33.812047028,,36.1719102912,,20.726301914,,19.2322779556,,20.1725183454,,210.9490828656,,95.9797405574,
3193water_regimerainfed,3334721,Cam12,Syngenta Campagnola 2012,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,154.9961381639,,1311.1677363916,,72.3086590021,,81.6670625457,,-13.1228070175,,-85.4038461538,,89.396,,1151.315,,354.316,,36.6234866441,,33.3399323474,,36.4903021498,,20.4811845949,,19.2368778051,,20.0040308252,,187.6860394956,,84.1832883881,
3187water_regimewatered,3334962,Cam12,Syngenta Campagnola 2012,127581,https://doi.org/10.15454/UHQTBS,Lo1124_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,222.5827467881,,1869.552627397,,72.008562467,,78.4904892206,,-19.0254237288,,-25.0277777778,,89.396,,1197.158,,332.16,,36.6234866441,,33.495841864,,36.317585566,,20.4811845949,,19.2567027517,,20.0126156012,,265.6464514135,,95.9777384425,
3193water_regimewatered,3334967,Cam12,Syngenta Campagnola 2012,127587,https://doi.org/10.15454/B3KRWB,Lo1203_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,225.2342535431,,1862.6646248437,,69.688600019,,73.2538385599,,-18.8888888889,,-26.6583333333,,89.396,,1282.253,,275.454,,36.6234866441,,33.5294174286,,36.5132514277,,20.4811845949,,19.1465066314,,20.4305536818,,264.5592737296,,116.2867263347,
3199water_regimewatered,3334973,Cam12,Syngenta Campagnola 2012,127593,https://doi.org/10.15454/TNGTAV,Lo1266_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,224.4395032139,,2117.0261749275,,70.7419375598,,73.6675740678,,-18.8888888889,,-25.8703703704,,116.299,,1282.253,,250.376,,36.8936122487,,33.5294174286,,36.4672138787,,20.726301914,,19.1465066314,,20.1250456409,,267.5727968058,,98.3237903803,
3015water_regimewatered,3334799,Cam12,Syngenta Campagnola 2012,127414,https://doi.org/10.15454/X2ENCA,F7028_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,210.1991675079,,1935.6116132839,,70.5510814944,,74.0159719571,,-19,,-25.9696969697,,78.059,,1253.524,,275.794,,36.47139178,,33.6388854887,,36.1501126475,,20.1213224208,,19.1551965446,,20.5818617185,,244.2635177574,,111.4631653546,
3202water_regimewatered,3334976,Cam12,Syngenta Campagnola 2012,127596,https://doi.org/10.15454/DTTIUB,Lo1274_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,217.4094771949,,922.3883375408,,70.5651108091,,78.7624711649,,-19.0254237288,,-25.0733333333,,77.885,,1185.355,,332.16,,36.6159487209,,33.5923042224,,36.2321223024,,20.246567466,,19.275349763,,20.1386252628,,260.949109661,,100.2743666841,
3203water_regimewatered,3334977,Cam12,Syngenta Campagnola 2012,127597,https://doi.org/10.15454/ZVAVSP,Lo1280_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,208.9755370561,,1678.9430280003,,69.5617631067,,71.5144194963,,-18.6510416667,,-27.7833333333,,77.708,,1304.895,,249.501,,36.7456107774,,33.6038720667,,36.5272836823,,20.3471009675,,19.1963226333,,20.5764743168,,242.0800277278,,101.2876159596,
