observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,water_regime,season,FFLW_D20deg(MIPO:0000024),FFLW_D20deg(MIPO:0000024).date,GY_Adj_tha(MIPO:0000018),GY_Adj_tha(MIPO:0000018).date,KW(MIPO:0000012),KW(MIPO:0000012).date,MFLW_D20deg(MIPO:0000025),MFLW_D20deg(MIPO:0000025).date,Psi_Fill(EIPO:0000003),Psi_Fill(EIPO:0000003).date,Psi_Flo(EIPO:0000003),Psi_Flo(EIPO:0000003).date,Ri_Early(EIPO:0000002),Ri_Early(EIPO:0000002).date,Ri_Fill(EIPO:0000002),Ri_Fill(EIPO:0000002).date,Ri_Flo(EIPO:0000002),Ri_Flo(EIPO:0000002).date,Tmax_Early(EIPO:0000005),Tmax_Early(EIPO:0000005).date,Tmax_Fill(EIPO:0000005),Tmax_Fill(EIPO:0000005).date,Tmax_Flo(EIPO:0000005),Tmax_Flo(EIPO:0000005).date,Tnight_Early(EIPO:0000001),Tnight_Early(EIPO:0000001).date,Tnight_Fill(EIPO:0000001),Tnight_Fill(EIPO:0000001).date,Tnight_Flo(EIPO:0000001),Tnight_Flo(EIPO:0000001).date,plant_height(MIPO:0000006),plant_height(MIPO:0000006).date,tassel_height(MIPO:0000014),tassel_height(MIPO:0000014).date
3230water_regimerainfed,3334758,Cam12,Syngenta Campagnola 2012,127624,https://doi.org/10.15454/YPHNBZ,PHR36_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,140.0145568339,,1062.7416901354,,71.5329936558,,81.2493337089,,-13.1228070175,,-85.2345679012,,77.885,,1125.174,,378.003,,36.6159487209,,33.5173462901,,36.4047725878,,20.246567466,,19.3226698443,,20.1210243925,,170.0500407636,,72.9564154555,
3231water_regimerainfed,3334759,Cam12,Syngenta Campagnola 2012,127625,https://doi.org/10.15454/EQYTRS,PHT77_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,130.5524869893,,427.5980762142,,72.9904442252,,83.3080956225,,-13.056547619,,-82.8641975309,,89.396,,1099.597,,379.893,,36.6234866441,,33.4496615166,,36.5356169682,,20.4811845949,,19.2926518775,,20.0477253792,,163.8576034167,,67.3694561856,
3235water_regimerainfed,3334763,Cam12,Syngenta Campagnola 2012,127629,https://doi.org/10.15454/HBOONE,SC-Malawi_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,115.5363217892,,337.8657548625,,75.0450957401,,85.7363267974,,-12.8395061728,,-78.4540229885,,89.396,,1068.165,,402.428,,36.6234866441,,33.2635717963,,36.5391811272,,20.4811845949,,19.1179535785,,20.2165755346,,150.4435015497,,60.8193912668,
3237water_regimerainfed,3334765,Cam12,Syngenta Campagnola 2012,127631,https://doi.org/10.15454/NAG17Z,UH_6102_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,132.9673110292,,565.6887251123,,69.73751136,,79.8721122506,,-13.1724137931,,-86.4761904762,,58.039,,1150.251,,378.004,,36.2183065647,,33.5918298907,,36.5231803931,,19.88559752,,19.334425003,,20.2910643377,,162.7666991124,,74.780720059,
3086water_regimewatered,3334866,Cam12,Syngenta Campagnola 2012,127482,https://doi.org/10.15454/BWEN08,F353_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,217.1992891278,,1494.8640041059,,67.8424607031,,70.2489057312,,-18.3666666667,,-28.1893939394,,49.939,,1305.71,,246.858,,35.9932068992,,33.7901080478,,36.9163658845,,19.7897205358,,19.2853244947,,20.7966541408,,246.5140531887,,109.6552422675,
3249water_regimerainfed,3334777,Cam12,Syngenta Campagnola 2012,127643,https://doi.org/10.15454/VEZE8O,UH_S025_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,137.0016494838,,961.5372287785,,68.9437777559,,82.0816481857,,-13.1228070175,,-85.2345679012,,77.708,,1139.512,,403.081,,36.7456107774,,33.4369730682,,36.4047725878,,20.3471009675,,19.2557977708,,20.1210243925,,166.7083394265,,66.2496900351,
3251water_regimewatered,3335025,Cam12,Syngenta Campagnola 2012,127645,https://doi.org/10.15454/HSQIO7,Va26_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,184.65085937,,766.8132264003,,70.3849471302,,75.7251039957,,-19.0464480874,,-25.5151515152,,89.396,,1236.929,,320.778,,36.6234866441,,33.5322147043,,36.233093369,,20.4811845949,,19.1273334618,,20.3748276714,,224.9723402034,,95.6693426504,
3085water_regimerainfed,3334619,Cam12,Syngenta Campagnola 2012,127481,https://doi.org/10.15454/QKMCCR,B37_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,138.3653623705,,635.1698538584,,71.5412237163,,83.0934342943,,-13.056547619,,-82.8641975309,,89.396,,1113.935,,403.58,,36.6234866441,,33.3690868908,,36.5356169682,,20.4811845949,,19.2251948183,,20.0477253792,,170.6722285851,,74.0234057859,
3176water_regimerainfed,3334705,Cam12,Syngenta Campagnola 2012,127570,https://doi.org/10.15454/JBNGJT,Lo1026_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,140.6671051591,,904.8527972643,,69.9146024959,,82.4254012208,,-13.056547619,,-82.4597701149,,67.73,,1125.738,,428.658,,36.4726920779,,33.2715906302,,36.5559911621,,20.0961815536,,19.2064573992,,20.2657147619,,172.2142880892,,73.0749276304,
3175water_regimewatered,3334950,Cam12,Syngenta Campagnola 2012,127569,https://doi.org/10.15454/TW76QX,Lo1016_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,229.4338795369,,2227.6358274165,,69.4748127556,,72.8670976169,,-18.8888888889,,-26.2391304348,,58.039,,1278.942,,275.454,,36.2183065647,,33.5996961961,,36.6282834955,,19.88559752,,19.1815603543,,20.7274379842,,274.1509087263,,116.6805240258,
3172water_regimewatered,3334947,Cam12,Syngenta Campagnola 2012,127566,https://doi.org/10.15454/JWCMJS,LH59_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.1715926305,,846.3774317344,,69.6857234232,,76.6820676768,,-19.0464480874,,-25.2936507937,,102.311,,1221.815,,320.778,,36.6046189341,,33.6997952668,,36.2342693854,,20.5688045465,,19.1798477944,,20.2779707258,,225.6916054504,,102.874945735,
3033water_regimewatered,3334817,Cam12,Syngenta Campagnola 2012,127432,https://doi.org/10.15454/V2GUZ8,EC232_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,201.7105371326,,1292.6036866568,,69.0386870869,,73.2987845358,,-18.8888888889,,-26.4772727273,,67.73,,1244.643,,275.454,,36.4726920779,,33.9345049241,,36.5421415505,,20.0961815536,,19.2652301985,,20.6831007497,,223.7682765682,,97.858841445,
3175water_regimerainfed,3334704,Cam12,Syngenta Campagnola 2012,127569,https://doi.org/10.15454/TW76QX,Lo1016_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,143.458891924,,1529.1198692746,,72.2222932962,,82.8667900856,,-13.056547619,,-81.8055555556,,58.039,,1125.738,,379.893,,36.2183065647,,33.2715906302,,36.6215716662,,19.88559752,,19.2064573992,,20.313619508,,175.3857667282,,75.27759435,
3176water_regimewatered,3334951,Cam12,Syngenta Campagnola 2012,127570,https://doi.org/10.15454/JBNGJT,Lo1026_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,224.978303216,,1663.5977075125,,69.6464541232,,73.8107158579,,-19,,-25.847826087,,67.73,,1256.835,,300.872,,36.4726920779,,33.5670649176,,36.2949373838,,20.0961815536,,19.1200204286,,20.6980540661,,265.0271893291,,114.7990107777,
3254water_regimewatered,3335028,Cam12,Syngenta Campagnola 2012,127648,https://doi.org/10.15454/P7VJXF,W604S_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,199.1247381691,,1452.2064030965,,69.4922771288,,74.6398931157,,-19,,-25.1403508772,,115.87,,1241.721,,300.872,,37.0610469041,,33.7332269274,,36.1719102912,,20.9215393485,,19.171561712,,20.1725183454,,242.2060660123,,99.9083323317,
3079water_regimerainfed,3334613,Cam12,Syngenta Campagnola 2012,127475,https://doi.org/10.15454/T3WOSC,B98_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,133.3508462625,,611.4504388188,,71.5739478173,,86.0687865242,,-12.8395061728,,-78.5333333333,,77.885,,1068.165,,449.35,,36.6159487209,,33.2635717963,,36.4605752221,,20.246567466,,19.1179535785,,20.3147849215,,163.9605406186,,67.1148727893,
3248water_regimewatered,3335022,Cam12,Syngenta Campagnola 2012,127642,https://doi.org/10.15454/NEO4EO,UH_S020_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,209.9856364331,,1742.3161321494,,69.6377469919,,76.3803750316,,-19.0464480874,,-25.5434782609,,77.885,,1221.815,,320.778,,36.6159487209,,33.6997952668,,36.143872091,,20.246567466,,19.1798477944,,20.4960463441,,251.7781435324,,113.5453254164,
3077water_regimewatered,3334857,Cam12,Syngenta Campagnola 2012,127473,https://doi.org/10.15454/WZXITF,PHH93_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,187.808576784,,663.9266674217,,67.8166755525,,72.1267768275,,-18.6510416667,,-27.5634920635,,67.73,,1278.754,,273.814,,36.4726920779,,33.77108575,,36.6679407252,,20.0961815536,,19.2723767493,,20.7039891452,,223.1405488649,,101.3784730639,
3242water_regimewatered,3335016,Cam12,Syngenta Campagnola 2012,127636,https://doi.org/10.15454/VO3AKN,UH_P074_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,212.1080394152,,1579.6433665601,,68.2580591463,,71.5002463633,,-18.6510416667,,-27.5634920635,,67.73,,1278.754,,273.814,,36.4726920779,,33.77108575,,36.6679407252,,20.0961815536,,19.2723767493,,20.7039891452,,254.3983310763,,114.7237720884,
3076water_regimerainfed,3334610,Cam12,Syngenta Campagnola 2012,127472,https://doi.org/10.15454/SP8JD0,EP51_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,104.9734244659,,457.7153451148,,69.8655003224,,81.9339183408,,-13.1228070175,,-85.2345679012,,77.885,,1125.174,,403.081,,36.6159487209,,33.5173462901,,36.4047725878,,20.246567466,,19.3226698443,,20.1210243925,,138.7987535212,,48.575754328,
3233water_regimerainfed,3334761,Cam12,Syngenta Campagnola 2012,127627,https://doi.org/10.15454/TALVXU,PHW65_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,123.770606423,,850.0976685702,,73.301483336,,84.1872980395,,-12.9575757576,,-80.0128205128,,116.299,,1089.653,,404.175,,36.8936122487,,33.3112048162,,36.5217021122,,20.726301914,,19.1757709656,,19.8929925701,,159.5211502333,,68.8877061393,
3228water_regimewatered,3335002,Cam12,Syngenta Campagnola 2012,127622,https://doi.org/10.15454/TZD7EC,PHJ40_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,181.3263855092,,861.616871713,,69.7173154807,,72.0439202854,,-18.6510416667,,-27.2651515152,,58.039,,1278.754,,249.501,,36.2183065647,,33.77108575,,36.7522800688,,19.88559752,,19.2723767493,,20.749392236,,214.9414478581,,104.4003970621,
3030water_regimewatered,3334814,Cam12,Syngenta Campagnola 2012,127429,https://doi.org/10.15454/LFK19C,B89_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,167.1540943875,,472.2412109464,,68.887247573,,74.2222239094,,-19.2978142077,,-25.1858974359,,43.161,,1144.576,,325.185,,35.9177244196,,34.41521169,,36.517919114,,19.609612948,,19.5165173069,,20.8538959208,,194.6316832123,,94.2688147214,
3157water_regimewatered,3334934,Cam12,Syngenta Campagnola 2012,127551,https://doi.org/10.15454/A6PR22,HMV5343_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,200.5551141356,,1376.9127291916,,68.8298717946,,71.4011776094,,-18.6510416667,,-27.8684210526,,89.396,,1278.754,,273.814,,36.6234866441,,33.77108575,,36.6507720879,,20.4811845949,,19.2723767493,,20.4403489049,,240.1461111407,,106.9074588589,
3217water_regimerainfed,3334745,Cam12,Syngenta Campagnola 2012,127611,https://doi.org/10.15454/FCAQLR,NQ508_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,139.2432247917,,417.8169345024,,70.8245888176,,83.8152622631,,-12.9575757576,,-80.5747126437,,77.885,,1075.315,,427.862,,36.6159487209,,33.3921514511,,36.4689806079,,20.246567466,,19.2435236512,,20.2324453816,,169.0437270862,,74.3359140186,
3155water_regimewatered,3334932,Cam12,Syngenta Campagnola 2012,127549,https://doi.org/10.15454/B39W9G,H99_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,178.5450941339,,1454.0927610252,,69.5022194315,,70.875039237,,-18.6510416667,,-27.2651515152,,58.039,,1304.895,,249.501,,36.2183065647,,33.6038720667,,36.7522800688,,19.88559752,,19.1963226333,,20.749392236,,212.0253855822,,99.6523906569,
3212water_regimerainfed,3334740,Cam12,Syngenta Campagnola 2012,127606,https://doi.org/10.15454/HDJP0L,N16_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,137.2453359083,,1022.8782570119,,73.3981496236,,86.6209016547,,-12.8395061728,,-78.2083333333,,101.969,,1083.279,,425.663,,36.8577470362,,33.0912195354,,36.5509948451,,20.5727244541,,19.0615692158,,20.1382809633,,170.5312809828,,76.7574620838,
3153water_regimewatered,3334930,Cam12,Syngenta Campagnola 2012,127547,https://doi.org/10.15454/KVWABC,F252_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,196.2357589142,,826.0027708149,,67.3840405847,,71.585096652,,-18.6510416667,,-26.6319444444,,43.302,,1270.596,,273.814,,35.6422274047,,33.9340100539,,36.8628788486,,19.5011323006,,19.2794217093,,20.8720759362,,225.4793087979,,102.0909937255,
3002water_regimerainfed,3334540,Cam12,Syngenta Campagnola 2012,127401,https://doi.org/10.15454/AQWE02,PH207_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,134.1890526702,,688.1934325036,,67.2863659558,,77.6234788276,,-13.2111111111,,-93.1933333333,,67.73,,1163.991,,389.9,,36.4726920779,,33.9859330894,,36.3104990471,,20.0961815536,,19.3143553604,,20.397352247,,164.8041071918,,66.0836860129,
3094water_regimerainfed,3334627,Cam12,Syngenta Campagnola 2012,127489,https://doi.org/10.15454/I1PIAB,NDB8_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,123.9596298623,,344.72738269,,68.7318393154,,85.7382185609,,-12.8395061728,,-77.7654320988,,116.299,,1053.827,,498.741,,36.8936122487,,33.3450736581,,36.5104101464,,20.726301914,,19.1858718524,,19.9970532741,,156.1996411674,,72.313179715,
3149water_regimerainfed,3334680,Cam12,Syngenta Campagnola 2012,127543,https://doi.org/10.15454/TML7FA,F908_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,127.5203451424,,491.218781025,,69.1373700859,,80.0517344019,,-13.1724137931,,-87.8974358974,,77.885,,1150.251,,378.004,,36.6159487209,,33.5918298907,,36.3324831978,,20.246567466,,19.334425003,,20.1227945615,,160.2622449521,,68.3803518903,
3015water_regimerainfed,3334553,Cam12,Syngenta Campagnola 2012,127414,https://doi.org/10.15454/X2ENCA,F7028_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,144.3054562128,,1307.9726123009,,72.6319284786,,81.277824608,,-13.1228070175,,-85.2345679012,,78.059,,1151.315,,354.316,,36.47139178,,33.3399323474,,36.4047725878,,20.1213224208,,19.2368778051,,20.1210243925,,171.4707355602,,80.1070028897,
3147water_regimerainfed,3334678,Cam12,Syngenta Campagnola 2012,127541,https://doi.org/10.15454/LBNZ4P,F874_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,129.8662542371,,394.0707017234,,67.742530874,,79.4347837932,,-13.1724137931,,-83.5944444444,,43.161,,1128.99,,402.317,,35.9177244196,,33.8505895028,,36.6269327287,,19.609612948,,19.3484774988,,20.4197664911,,156.2686570335,,69.0552062757,
3100water_regimewatered,3334878,Cam12,Syngenta Campagnola 2012,127494,https://doi.org/10.15454/Q0HNOG,LH93_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,202.2613576973,,1674.4887510189,,72.3573836985,,78.3907799385,,-19.0254237288,,-23.2380952381,,125.669,,1185.355,,308.473,,36.8887343462,,33.5923042224,,36.2374025885,,20.7434192221,,19.275349763,,19.6582153489,,240.3411750049,,103.1107467153,
3043water_regimewatered,3334827,Cam12,Syngenta Campagnola 2012,127442,https://doi.org/10.15454/RPM9FH,F924_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,207.7881095168,,1690.451708309,,68.9826919097,,71.4998470553,,-18.6510416667,,-27.7407407407,,101.969,,1293.092,,249.501,,36.8577470362,,33.6950628534,,36.6753484804,,20.5727244541,,19.2128060507,,20.3309892035,,235.2974518757,,103.9300198061,
3208water_regimerainfed,3334736,Cam12,Syngenta Campagnola 2012,127602,https://doi.org/10.15454/LFUUTO,Pa36_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,119.64924497,,318.777143238,,69.5945725619,,81.2044191935,,-13.1228070175,,-84.0459770115,,58.216,,1117.016,,403.081,,36.1236045155,,33.6945727016,,36.5839085427,,19.8583732994,,19.331321382,,20.2836138433,,153.2614547477,,60.710444365,
3143water_regimewatered,3334920,Cam12,Syngenta Campagnola 2012,127537,https://doi.org/10.15454/QPSSQO,F7058_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,204.4603161723,,1425.9079276281,,67.8603441752,,74.4616693041,,-19,,-25.847826087,,67.73,,1241.721,,325.185,,36.4726920779,,33.7332269274,,36.2949373838,,20.0961815536,,19.171561712,,20.6980540661,,241.795976885,,95.4489012058,
3026water_regimewatered,3334810,Cam12,Syngenta Campagnola 2012,127425,https://doi.org/10.15454/ZEQFBU,UH250_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,207.0836014559,,1378.2134525279,,68.3867934259,,70.4953411234,,-18.3666666667,,-28.9333333333,,67.73,,1305.71,,246.858,,36.4726920779,,33.7901080478,,36.7452543167,,20.0961815536,,19.2853244947,,20.7296052691,,245.1534436666,,108.7961590186,
3139water_regimewatered,3334916,Cam12,Syngenta Campagnola 2012,127533,https://doi.org/10.15454/PQQBMH,F05404_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,206.2297342502,,1509.3934880935,,70.4185099304,,73.3295155029,,-18.8888888889,,-26.6349206349,,77.708,,1267.139,,275.454,,36.7456107774,,33.692130053,,36.4021920252,,20.3471009675,,19.1980683593,,20.5606633705,,238.4099663006,,98.1401486049,
3138water_regimerainfed,3334669,Cam12,Syngenta Campagnola 2012,127532,https://doi.org/10.15454/LT9EBP,F05101_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,128.6697802258,,627.0511702008,,71.3707835599,,82.6305687841,,-13.056547619,,-82.4597701149,,67.73,,1091.439,,403.58,,36.4726920779,,33.6286836926,,36.5559911621,,20.0961815536,,19.3009531459,,20.2657147619,,158.655643128,,72.3420460837,
3136water_regimewatered,3334913,Cam12,Syngenta Campagnola 2012,127530,https://doi.org/10.15454/2BEETM,F04701_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,188.9061964409,,946.4469858029,,71.4666677405,,81.6362222184,,-18.8538011696,,-24.9423076923,,89.396,,1103.913,,378.003,,36.6234866441,,33.7779057778,,36.4903021498,,20.4811845949,,19.3365672939,,20.0040308252,,229.776454429,,109.7257328843,
3024water_regimerainfed,3334562,Cam12,Syngenta Campagnola 2012,127423,https://doi.org/10.15454/M33T8W,LH38_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,121.244521097,,645.8312439731,,71.8502561283,,83.0803777593,,-13.056547619,,-82.4597701149,,67.904,,1091.439,,403.58,,36.328073218,,33.6286836926,,36.5559911621,,19.9721336925,,19.3009531459,,20.2657147619,,149.9580513124,,68.135525178,
3059water_regimewatered,3334842,Cam12,Syngenta Campagnola 2012,127458,https://doi.org/10.15454/HZM5Q3,B113_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,185.5278640934,,1254.0267196754,,69.6091261628,,76.1386537311,,-19.0464480874,,-24.6916666667,,115.87,,1233.618,,320.778,,37.0610469041,,33.6045710776,,36.1636437691,,20.9215393485,,19.1631253626,,20.0942978335,,225.2561356247,,95.4136651184,
3131water_regimewatered,3334909,Cam12,Syngenta Campagnola 2012,127525,https://doi.org/10.15454/3VKPVB,W153R_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,183.414251197,,697.4136058678,,68.2729909454,,71.1602420211,,-18.6510416667,,-27.7833333333,,77.885,,1270.596,,273.814,,36.6159487209,,33.9340100539,,36.5272836823,,20.246567466,,19.2794217093,,20.5764743168,,215.9851943481,,97.4050223967,
3128water_regimerainfed,3334660,Cam12,Syngenta Campagnola 2012,127522,https://doi.org/10.15454/HVTNGN,EZ36_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,142.7332206375,,1170.9776603764,,69.782839145,,81.414423809,,-13.1228070175,,-85.4066666667,,101.969,,1139.512,,403.081,,36.8577470362,,33.4369730682,,36.5015783549,,20.5727244541,,19.2557977708,,19.907839117,,170.4029894968,,78.0319048955,
3043water_regimerainfed,3334581,Cam12,Syngenta Campagnola 2012,127442,https://doi.org/10.15454/RPM9FH,F924_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,130.5301496194,,865.8859216117,,70.8052335058,,82.8133152074,,-13.056547619,,-82.7692307692,,101.969,,1113.935,,403.58,,36.8577470362,,33.3690868908,,36.5482023507,,20.5727244541,,19.2251948183,,19.9569139119,,166.1979816908,,70.6015208499,
3022water_regimerainfed,3334560,Cam12,Syngenta Campagnola 2012,127421,https://doi.org/10.15454/RFTVJ3,F1808_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,141.0501341863,,540.1519099356,,70.9941052464,,82.7371682943,,-13.056547619,,-82.7916666667,,77.885,,1091.439,,403.58,,36.6159487209,,33.6286836926,,36.4515236471,,20.246567466,,19.3009531459,,20.1589800851,,171.0221966879,,68.8778430109,
3123water_regimerainfed,3334655,Cam12,Syngenta Campagnola 2012,127517,https://doi.org/10.15454/NI7BTY,EP72_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,125.861855051,,624.0673355203,,71.3255909883,,83.2260813956,,-13.056547619,,-82.7692307692,,102.311,,1091.439,,403.58,,36.6046189341,,33.6286836926,,36.5482023507,,20.5688045465,,19.3009531459,,19.9569139119,,160.0210933909,,71.3245056814,
3103water_regimerainfed,3334635,Cam12,Syngenta Campagnola 2012,127497,https://doi.org/10.15454/7OOY7F,A375_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,140.8894466166,,973.2997911388,,69.215531703,,79.8047440546,,-13.1724137931,,-87.3518518519,,67.73,,1164.589,,378.004,,36.4726920779,,33.5115472784,,36.4490979527,,20.0961815536,,19.2684008821,,20.2387757153,,172.3172926692,,73.1098943323,
3044water_regimerainfed,3334582,Cam12,Syngenta Campagnola 2012,127443,https://doi.org/10.15454/BNROZU,EZ40_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,132.1171090692,,987.6520322349,,71.4873979338,,80.4605968836,,-13.1724137931,,-88.18,,89.396,,1164.589,,352.926,,36.6234866441,,33.5115472784,,36.4185423666,,20.4811845949,,19.2684008821,,20.0011920582,,161.3039165903,,73.0156701456,
3104water_regimewatered,3334882,Cam12,Syngenta Campagnola 2012,127498,https://doi.org/10.15454/X4VLZJ,B109_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,193.3770014091,,1718.890602654,,69.1796998467,,74.9672423335,,-19,,-25.847826087,,67.73,,1253.524,,300.872,,36.4726920779,,33.6388854887,,36.2949373838,,20.0961815536,,19.1551965446,,20.6980540661,,227.173233099,,94.7644180238,
3005water_regimerainfed,3334543,Cam12,Syngenta Campagnola 2012,127404,https://doi.org/10.15454/YLEAQG,Oh33_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,123.3526655204,,510.9642069396,,71.096048766,,82.2298852666,,-13.056547619,,-82.4597701149,,67.904,,1113.935,,403.58,,36.328073218,,33.3690868908,,36.5559911621,,19.9721336925,,19.2251948183,,20.2657147619,,153.4170828095,,63.2056154722,
3105water_regimerainfed,3334637,Cam12,Syngenta Campagnola 2012,127499,https://doi.org/10.15454/3XPQEN,B110_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,129.7417091223,,897.1665789457,,73.316269795,,82.4790727868,,-13.056547619,,-82.8641975309,,89.396,,1113.935,,379.893,,36.6234866441,,33.3690868908,,36.5356169682,,20.4811845949,,19.2251948183,,20.0477253792,,161.3266082105,,71.1470880268,
3045water_regimewatered,3334829,Cam12,Syngenta Campagnola 2012,127444,https://doi.org/10.15454/UX5L2C,W23_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,199.9158878156,,565.656544013,,69.7369930317,,74.5039097183,,-19,,-25.6458333333,,58.039,,1198.806,,300.872,,36.2183065647,,34.1123503288,,36.3877902546,,19.88559752,,19.3118047034,,20.739920861,,229.4602170086,,106.9431405054,
3106water_regimerainfed,3334638,Cam12,Syngenta Campagnola 2012,127500,https://doi.org/10.15454/RYTRV5,C103_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,130.8095604925,,201.5904282729,,73.4005595489,,86.4359571756,,-12.8395061728,,-76.9333333333,,143.723,,1053.827,,425.663,,37.0113151737,,33.3450736581,,36.5121123977,,20.8950700884,,19.1858718524,,19.9474461075,,160.0118437924,,65.9632466372,
3019water_regimewatered,3334803,Cam12,Syngenta Campagnola 2012,127418,https://doi.org/10.15454/PJSPJG,B100_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,210.3209550439,,1547.2684370854,,68.8940475438,,72.9309483035,,-18.8888888889,,-26.6349206349,,77.708,,1267.139,,299.767,,36.7456107774,,33.692130053,,36.4021920252,,20.3471009675,,19.1980683593,,20.5606633705,,240.4235884944,,109.3044510733,
3046water_regimewatered,3334830,Cam12,Syngenta Campagnola 2012,127445,https://doi.org/10.15454/HWCPGC,Mo17_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,190.1980769383,,379.7258806977,,69.7780515819,,80.2762867368,,-18.9626436782,,-24.9807692308,,77.885,,1128.99,,378.004,,36.6159487209,,33.8505895028,,36.3324831978,,20.246567466,,19.3484774988,,20.1227945615,,230.359798944,,100.2024170932,
3018water_regimewatered,3334802,Cam12,Syngenta Campagnola 2012,127417,https://doi.org/10.15454/TPZTSA,FR19_H,VIRTUAL_TRIAL,,,,,,,,watered,2012,202.0696523826,,660.3579752545,,68.8346516177,,75.3483556919,,-19.0464480874,,-25.4444444444,,67.73,,1170.074,,345.091,,36.4726920779,,34.1577367876,,36.2829224865,,20.0961815536,,19.3150348827,,20.6109729845,,236.7654959128,,110.0513526858,
3108water_regimerainfed,3334640,Cam12,Syngenta Campagnola 2012,127502,https://doi.org/10.15454/MWWCXA,D09_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,149.3652477793,,1025.7742860446,,67.4719483576,,79.3223059272,,-13.1724137931,,-83.5944444444,,43.161,,1179.703,,402.317,,35.9177244196,,33.3420824515,,36.6269327287,,19.609612948,,19.2108917857,,20.4197664911,,181.3407714093,,81.0801299628,
3047water_regimerainfed,3334585,Cam12,Syngenta Campagnola 2012,127446,https://doi.org/10.15454/ALXSGY,W9_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,119.6962710661,,747.8093233605,,68.5116816051,,83.4553907577,,-13.056547619,,-82.4597701149,,67.73,,1129.049,,452.971,,36.4726920779,,33.198791158,,36.5559911621,,20.0961815536,,19.1672456286,,20.2657147619,,147.3445126231,,64.2309889909,
3112water_regimerainfed,3334644,Cam12,Syngenta Campagnola 2012,127506,https://doi.org/10.15454/JHDBU3,DKIBO2_H,VIRTUAL_TRIAL,,,,,,,,rainfed,2012,123.2080879746,,219.5709742372,,68.5771218869,,78.7219259774,,-13.2062146893,,-89.1172839506,,58.039,,1149.756,,381.551,,36.2183065647,,33.929810393,,36.4373164973,,19.88559752,,19.3544862215,,20.3119546085,,152.4724947169,,59.8519039386,
