observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pva(CO_321:1000252),pva(CO_321:1000252).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
CF99077,2779078,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,26047,https://doi.org/10.15454/XORVCY,CF99077,VIRTUAL_TRIAL,,,,,,,,2002,"7,5",,4,,"2,52",,829,,1,,1,
Charger,2779096,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,,NA,
CF99351,2779089,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,25899,https://doi.org/10.15454/QG5OJU,CF99351,VIRTUAL_TRIAL,,,,,,,,2002,6,,4,,"6,68",,5369,,1,,1,
CF00064,2779079,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,25898,https://doi.org/10.15454/CH5SFE,CF00064,VIRTUAL_TRIAL,,,,,,,,2002,"5,5",,4,,"5,99",,5186,,1,,1,
CF00116,2779094,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,26105,https://doi.org/10.15454/XCQCZQ,CF00116,VIRTUAL_TRIAL,,,,,,,,2002,8,,1,,"4,58",,1,,1,,1,
EM00072,2779100,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,26102,https://doi.org/10.15454/WNKZ9X,EM00072,VIRTUAL_TRIAL,,,,,,,,2002,7,,4,,"4,46",,955,,1,,4,
CF00110,2779093,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,26048,https://doi.org/10.15454/7WIU47,CF00110,VIRTUAL_TRIAL,,,,,,,,2002,8,,4,,"4,15",,1158,,1,,1,
CF00117,2779095,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,26049,https://doi.org/10.15454/NGVK7J,CF00117,VIRTUAL_TRIAL,,,,,,,,2002,8,,1,,"5,35",,1074,,1,,1,
CF00020,2779075,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,49725,https://doi.org/10.15454/PNW0L6,CF00020,VIRTUAL_TRIAL,,,,,,,,2002,5,,4,,"4,97",,1016,,1,,4,
RE01002,2779101,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,26110,https://doi.org/10.15454/PY1VVU,RE01002,VIRTUAL_TRIAL,,,,,,,,2002,6,,6,,"8,16",,5298,,1,,1,
CF00108,2779076,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,26103,https://doi.org/10.15454/VUCZZU,CF00108,VIRTUAL_TRIAL,,,,,,,,2002,8,,4,,"3,76",,1122,,1,,1,
DI01019,2779099,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,48621,gnpis_pui:holding-921_taxon-4898_accession-48621,DI01019,VIRTUAL_TRIAL,,,,,,,,2002,7,,1,,8,,5204,,1,,1,
RE00164,2779083,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,48472,gnpis_pui:holding-921_taxon-4898_accession-48472,RE00164,VIRTUAL_TRIAL,,,,,,,,2002,7,,1,,"5,81",,"5,16",,1,,1,
Soissons,2779106,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,,NA,
Isengrain,2779104,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,,NA,
RE00160,2779084,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,26871,https://doi.org/10.15454/5JJD7K,RE00160,VIRTUAL_TRIAL,,,,,,,,2002,"8,5",,4,,"3,68",,626,,1,,4,
DI01021,2779080,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,49218,gnpis_pui:holding-921_taxon-4898_accession-49218,DI01021,VIRTUAL_TRIAL,,,,,,,,2002,7,,3,,"5,6",,935,,1,,4,
DI01032,2779098,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,49224,gnpis_pui:holding-921_taxon-4898_accession-49224,DI01032,VIRTUAL_TRIAL,,,,,,,,2002,"5,5",,4,,"6,74",,5174,,1,,4,
EM00074,2779102,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,2002,7,,4,,"3,48",,747,,1,,3,
EM00107,2779081,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,2002,"7,5",,6,,"4,07",,"0,96",,1,,6,
RE00113,2779107,BTH_Rennes_2002_SetA2_PIETIN-VERSE,BTH_Rennes_2002_SetA2_PIETIN-VERSE,49700,gnpis_pui:holding-921_taxon-4898_accession-49700,RE00113,VIRTUAL_TRIAL,,,,,,,,2002,"5,5",,6,,"3,28",,876,,1,,1,
