observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI03011itkfi,2794925,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26428,https://doi.org/10.15454/QSCEEU,DI03011,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,147,,"10,24",,"98,5",,"107,8",
EM02054itkfi,2794941,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26805,https://doi.org/10.15454/A80GXX,EM02054,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,149,,"9,14",,"93,4",,"102,2",
CF02092itkfi,2794967,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26419,https://doi.org/10.15454/KRA5IT,CF02092,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,148,,"10,62",,"89,1",,"97,4",
Farandoleitkt,2794952,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,treated,2004,145,,"13,33",,"106,2",,"126,1",
Apacheitkt,2794948,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2004,147,,"11,75",,"105,8",,"125,6",
DI03011itkt,2794926,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26428,https://doi.org/10.15454/QSCEEU,DI03011,VIRTUAL_TRIAL,,,,,,,,treated,2004,145,,"12,04",,"101,3",,"120,3",
EM02026itkfi,2794985,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26411,https://doi.org/10.15454/CYWIQW,EM02026,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,150,,"10,23",,91,,"99,6",
Apacheitkfi,2794947,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,146,,"9,98",,"102,5",,"112,2",
CF02092itkt,2794968,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26419,https://doi.org/10.15454/KRA5IT,CF02092,VIRTUAL_TRIAL,,,,,,,,treated,2004,147,,"12,1",,"97,9",,"116,2",
CF01185itkt,2794974,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26425,https://doi.org/10.15454/LCAXP3,CF01185,VIRTUAL_TRIAL,,,,,,,,treated,2004,153,,"10,63",,"88,3",,"104,9",
CF01185itkfi,2794973,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26425,https://doi.org/10.15454/LCAXP3,CF01185,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,153,,"9,06",,"95,1",,104,
Farandoleitkfi,2794951,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,145,,"10,69",,"104,3",,"114,1",
DI03008itkt,2794936,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,treated,2004,145,,"11,67",,"103,7",,123,
Stru001590itkt,2794964,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,49361,gnpis_pui:holding-921_taxon-4898_accession-49361,Stru001590,VIRTUAL_TRIAL,,,,,,,,treated,2004,154,,"13,44",,"95,7",,"113,6",
DI03003itkt,2794956,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26426,https://doi.org/10.15454/PIXJ6I,DI03003,VIRTUAL_TRIAL,,,,,,,,treated,2004,149,,"10,73",,91,,108,
DI03008itkfi,2794935,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26427,https://doi.org/10.15454/KWRP2T,DI03008,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,146,,"9,38",,"99,7",,"109,1",
EM02209itkt,2794972,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26414,https://doi.org/10.15454/CCL96G,EM02209,VIRTUAL_TRIAL,,,,,,,,treated,2004,148,,"11,88",,"96,1",,"114,1",
EM02024itkt,2794978,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26410,https://doi.org/10.15454/XJYZVF,EM02024,VIRTUAL_TRIAL,,,,,,,,treated,2004,148,,"11,45",,"97,4",,"115,7",
EM02024itkfi,2794977,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26410,https://doi.org/10.15454/XJYZVF,EM02024,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,150,,"10,53",,"96,7",,"105,8",
DI03012itkfi,2794923,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26429,https://doi.org/10.15454/FOQIZY,DI03012,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,148,,"11,5",,"95,8",,"104,8",
EM02209itkfi,2794971,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26414,https://doi.org/10.15454/CCL96G,EM02209,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,147,,"10,8",,"102,2",,"111,8",
DI03012itkt,2794924,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26429,https://doi.org/10.15454/FOQIZY,DI03012,VIRTUAL_TRIAL,,,,,,,,treated,2004,147,,"12,67",,"93,1",,"110,5",
Isengrainitkfi,2794981,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,145,,"9,84",,"113,9",,"124,7",
EM02096itkfi,2794933,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26413,https://doi.org/10.15454/T6MNTV,EM02096,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,153,,"9,9",,"92,7",,"101,4",
EM02207itkt,2794960,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,treated,2004,148,,"11,42",,"98,6",,117,
EM02096itkt,2794934,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26413,https://doi.org/10.15454/T6MNTV,EM02096,VIRTUAL_TRIAL,,,,,,,,treated,2004,152,,"12,1",,"88,6",,"105,1",
EM02231itkt,2794938,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26415,https://doi.org/10.15454/J3I5NY,EM02231,VIRTUAL_TRIAL,,,,,,,,treated,2004,148,,"11,72",,"90,3",,"107,2",
Stru001588.1itkt,2794944,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,49585,gnpis_pui:holding-921_taxon-4898_accession-49585,Stru001588.1,VIRTUAL_TRIAL,,,,,,,,treated,2004,154,,"11,04",,"104,5",,124,
EM02231itkfi,2794937,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26415,https://doi.org/10.15454/J3I5NY,EM02231,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,148,,"9,61",,"86,5",,"94,6",
Chargeritkt,2794954,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2004,149,,"11,08",,"91,5",,"108,6",
CF01046itkt,2794980,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,treated,2004,148,,"11,58",,"90,7",,"107,7",
Chargeritkfi,2794953,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,149,,"9,14",,"95,2",,"104,1",
CF01046itkfi,2794979,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26793,https://doi.org/10.15454/0WBMV0,CF01046,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,148,,"9,8",,"98,3",,"107,6",
Isengrainitkt,2794982,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2004,145,,"11,46",,"110,8",,"131,5",
EM02065itkt,2794958,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26412,https://doi.org/10.15454/8UNSOD,EM02065,VIRTUAL_TRIAL,,,,,,,,treated,2004,153,,"11,68",,"90,7",,"107,7",
EM02065itkfi,2794957,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26412,https://doi.org/10.15454/8UNSOD,EM02065,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,152,,"11,5",,"109,5",,"119,8",
Oratorioitkt,2794970,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25545,https://doi.org/10.15454/J5APM1,ORATORIO,VIRTUAL_TRIAL,,,,,,,,treated,2004,147,,"12,1",,"87,5",,"103,9",
Caphornitkt,2794950,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2004,147,,"12,44",,"91,9",,109,
Caphornitkfi,2794949,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,147,,"10,98",,"88,3",,"96,6",
CF02143itkfi,2794989,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26420,https://doi.org/10.15454/UMTUQX,CF02143,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,147,,"9,27",,"92,6",,"101,3",
DI03015itkt,2794928,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,treated,2004,150,,"11,68",,"103,3",,"122,6",
Stru001588.1itkfi,2794943,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,49585,gnpis_pui:holding-921_taxon-4898_accession-49585,Stru001588.1,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,154,,"8,8",,"99,2",,"108,5",
CF02170itkt,2794946,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26421,https://doi.org/10.15454/LV5TNC,CF02170,VIRTUAL_TRIAL,,,,,,,,treated,2004,150,,"12,89",,"96,3",,"114,3",
CF02170itkfi,2794945,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26421,https://doi.org/10.15454/LV5TNC,CF02170,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,149,,"12,47",,"103,5",,"113,2",
EM02233itkfi,2794939,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26416,https://doi.org/10.15454/HJAB4N,EM02233,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,148,,"9,95",,"98,1",,"107,3",
Orvantisitkt,2794976,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,treated,2004,147,,"11,52",,"104,4",,124,
EM02233itkt,2794940,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26416,https://doi.org/10.15454/HJAB4N,EM02233,VIRTUAL_TRIAL,,,,,,,,treated,2004,150,,"12,34",,"95,1",,"112,9",
DI03015itkfi,2794927,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,49403,gnpis_pui:holding-921_taxon-4898_accession-49403,DI03015,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,150,,"10,26",,97,,"106,1",
CF02143itkt,2794990,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26420,https://doi.org/10.15454/UMTUQX,CF02143,VIRTUAL_TRIAL,,,,,,,,treated,2004,147,,"11,57",,"94,8",,"112,5",
CF02252itkt,2794962,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26422,https://doi.org/10.15454/9B1QCJ,CF02252,VIRTUAL_TRIAL,,,,,,,,treated,2004,153,,"11,9",,"84,7",,"100,6",
CF02252itkfi,2794961,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26422,https://doi.org/10.15454/9B1QCJ,CF02252,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,153,,"10,2",,"88,9",,"97,3",
CF02266itkt,2794930,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26423,https://doi.org/10.15454/ETPIWK,CF02266,VIRTUAL_TRIAL,,,,,,,,treated,2004,153,,"12,26",,"82,6",,98,
CF01014itkfi,2794931,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26418,https://doi.org/10.15454/QCJETR,CF01014,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,148,,"11,62",,"92,6",,"101,4",
CF02093itkfi,2794965,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26417,https://doi.org/10.15454/YM7WOU,CF02093,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,148,,"9,56",,"89,6",,98,
Orvantisitkfi,2794975,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,147,,"9,11",,"97,6",,"106,7",
CF02266itkfi,2794929,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26423,https://doi.org/10.15454/ETPIWK,CF02266,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,152,,"8,7",,81,,"88,6",
Oratorioitkfi,2794969,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,25545,https://doi.org/10.15454/J5APM1,ORATORIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2004,147,,"9,59",,"93,3",,"102,1",
CF02093itkt,2794966,BTH_Clermont-Ferrand_2004_SetA2,BTH_Clermont-Ferrand_2004_SetA2,26417,https://doi.org/10.15454/YM7WOU,CF02093,VIRTUAL_TRIAL,,,,,,,,treated,2004,147,,"12,37",,"91,2",,"108,3",
