observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NmieS(CO_321:1000248),NmieS(CO_321:1000248).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpainS(CO_321:1000247),NpainS(CO_321:1000247).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NpateS(CO_321:1000246),NpateS(CO_321:1000246).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,NtotS(CO_321:1000249),NtotS(CO_321:1000249).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volL(CO_321:1000245),volL(CO_321:1000245).date,volS(CO_321:1000250),volS(CO_321:1000250).date,zel(CO_321:1000222),zel(CO_321:1000222).date
DI12005itkt,2871104,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
DI12005itkfi,2871103,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"23,2",,109,,100,,,,"72,7",,,,"95,5",,,,"268,2",,,,48,,"0,44",,160,,20,,366,,"43,48",,"10,2",,"77,4",,1490,,,,,
EM11389itkt,2870992,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
EM11389itkfi,2870991,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"29,4",,175,,100,,,,"70,3",,,,"77,01",,,,"247,31",,,,35,,"0,2",,131,,27,,340,,"37,94",,"10,2",,"77,6",,1510,,,,,
EM11441itkt,2871042,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
EM11441itkfi,2871041,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"25,6",,133,,100,,,,"46,65",,,,"63,5",,,,"210,15",,,,38,,"0,29",,109,,70,,435,,"38,05",,"10,4",,"77,1",,1380,,,,,
EM11579itkt,2871098,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48950,https://doi.org/10.15454/YMQEBZ,EM11579,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
EM11579itkfi,2871097,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48950,https://doi.org/10.15454/YMQEBZ,EM11579,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"25,1",,128,,100,,,,"70,3",,,,"98,5",,,,"268,8",,,,47,,"0,36",,148,,84,,418,,"38,34",,10,,"76,6",,1510,,,,,
EM11604itkfi,2871063,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"25,6",,133,,100,,,,"77,8",,,,100,,,,"277,8",,,,51,,"0,38",,193,,74,,427,,"37,54",,"10,1",,"78,6",,1660,,,,,
EM11604itkt,2871064,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
RE10042itkt,2871058,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
RE10042itkfi,2871057,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,
RE11058itkt,2871060,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
RE11058itkfi,2871059,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"20,1",,82,,100,,,,76,,,,"88,13",,,,"264,13",,,,97,,"1,17",,274,,75,,414,,"36,87",,"10,4",,"78,5",,1500,,,,,
RE11073itkt,2871014,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
RE11073itkfi,2871013,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"22,1",,99,,100,,,,57,,,,"88,13",,,,"245,13",,,,90,,"0,9",,286,,63,,387,,"37,94",,"10,7",,"80,2",,1500,,,,,
RE11075itkt,2871008,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
RE11075itkfi,2871007,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"19,1",,74,,100,,,,"52,05",,,,97,,,,"249,05",,,,92,,"1,24",,241,,57,,359,,"41,12",,"10,1",,"81,1",,1410,,,,,
RE11087itkt,2871062,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
RE11087itkfi,2871061,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"19,5",,77,,100,,,,"57,45",,,,"86,63",,,,"244,08",,,,85,,"1,09",,232,,62,,414,,"42,09",,"10,1",,"81,1",,1440,,,,,
RE11113itkt,2871066,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
RE11113itkfi,2871065,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"26,8",,146,,100,,,,"75,7",,,,"95,5",,,,"271,2",,,,54,,"0,37",,205,,64,,359,,"44,09",,11,,"80,8",,1590,,,,,
RE11116itkt,2871070,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
RE11116itkfi,2871069,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"28,9",,169,,100,,,,76,,,,90,,,,266,,,,36,,"0,21",,139,,67,,288,,"40,26",,10,,"76,4",,1500,,,,,
AO11013itkt,2871000,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
AO11013itkfi,2870999,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,
EM09320itkfi,2871053,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,
EM09320itkt,2871054,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
DI11002itkfi,2871051,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,
DI11002itkt,2871052,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
AO12021itkfi,2871009,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,60961,https://doi.org/10.15454/0ZFI4A,AO12021,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,
AO12021itkt,2871010,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,60961,https://doi.org/10.15454/0ZFI4A,AO12021,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
EM11366itkfi,2871071,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"26,3",,140,,100,,,,"81,7",,,,"98,5",,,,"280,2",,,,81,,"0,58",,305,,69,,450,,"31,97",,12,,"75,5",,1590,,,,,
EM11366itkt,2871072,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
EM11400itkfi,2871055,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,25,,127,,100,,,,"69,4",,,,"89,63",,,,"259,03",,,,70,,"0,55",,281,,53,,402,,"36,28",,"11,1",,"73,3",,1480,,,,,
EM11400itkt,2871056,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
CF09169itkfi,2871037,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,
CF09169itkt,2871038,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
DI11014itkt,2871094,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
DI11014itkfi,2871093,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,
DI12004itkfi,2870993,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,"25,4",,131,,100,,,,"79,3",,,,97,,,,"276,3",,,,71,,"0,54",,269,,60,,425,,"35,21",,11,,77,,1610,,,,,
DI12004itkt,2870994,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
EM09222itkfi,2871075,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,
EM09222itkt,2871076,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
AO12014itkt,2871086,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49318,https://doi.org/10.15454/WXGPLG,AO12014,VIRTUAL_TRIAL,,,,,,,,treated,2012,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,,,,,NA,,NA,
AO12014itkfi,2871085,BTH_Lusignan_2012_TECH,BTH_Lusignan_2012_TECH,49318,https://doi.org/10.15454/WXGPLG,AO12014,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,NA,,NA,,NA,,,,NA,,,,NA,,,,NA,,,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,,
