observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
Caphorn,2812088,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",,6,,NA,,3,,4,
DI04018,2812082,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,2006,3,,4,,NA,,3,,1,
DI05030,2812074,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,48477,https://doi.org/10.15454/NU9M2G,DI05030,VIRTUAL_TRIAL,,,,,,,,2006,"3,5",,4,,NA,,3,,1,
CF03287,2812095,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,2006,3,,1,,NA,,4,,3,
RE04101,2812076,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,26834,https://doi.org/10.15454/NMELF4,RE04101,VIRTUAL_TRIAL,,,,,,,,2006,"3,5",,4,,2,,7,,1,
CF01085,2812090,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,2006,"5,5",,1,,NA,,4,,3,
RE03111,2812099,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,2006,7,,6,,NA,,7,,1,
DI02001,2812087,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,2006,2,,4,,NA,,3,,4,
Soissons,2812101,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2006,"2,5",,3,,NA,,7,,1,
Orvantis,2812098,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,2006,7,,6,,NA,,8,,6,
LM03015,2812097,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",,4,,NA,,3,,1,
EM02207,2812093,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,2006,"2,5",,6,,NA,,6,,1,
EM03149,2812080,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,2006,"2,5",,4,,NA,,8,,1,
CF03342,2812092,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,2006,"6,5",,6,,NA,,7,,2,
CF04114,2812075,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,48527,https://doi.org/10.15454/5LEWVH,CF04114,VIRTUAL_TRIAL,,,,,,,,2006,"5,5",,6,,5,,9,,4,
DI04017,2812077,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,27036,https://doi.org/10.15454/PULIUX,DI04017,VIRTUAL_TRIAL,,,,,,,,2006,"6,5",,6,,NA,,4,,2,
DI04024,2812100,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,27037,https://doi.org/10.15454/TWWI1V,DI04024,VIRTUAL_TRIAL,,,,,,,,2006,6,,4,,3,,3,,1,
EM03193,2812084,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,27038,https://doi.org/10.15454/DPT3VI,EM03193,VIRTUAL_TRIAL,,,,,,,,2006,"5,5",,6,,NA,,3,,1,
AO05001,2812079,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,48798,https://doi.org/10.15454/YUL8X7,AO05001,VIRTUAL_TRIAL,,,,,,,,2006,"2,5",,6,,2,,8,,1,
DI04019,2812081,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,48415,gnpis_pui:holding-921_taxon-4898_accession-48415,DI04019,VIRTUAL_TRIAL,,,,,,,,2006,"5,5",,4,,NA,,3,,1,
Farandole,2812089,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,2006,4,,3,,NA,,3,,1,
AO05006,2812078,BTH_Rennes_2006_SetA1_PIETIN-VERSE,BTH_Rennes_2006_SetA1_PIETIN-VERSE,49156,gnpis_pui:holding-921_taxon-4898_accession-49156,AO05006,VIRTUAL_TRIAL,,,,,,,,2006,2,,4,,5,,7,,2,
