observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,pva(CO_321:1000252),pva(CO_321:1000252).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
RE13107,2887567,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61731,https://doi.org/10.15454/EM4KCZ,RE13107,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,2,,3,,3,
RE14129,2887566,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61821,https://doi.org/10.15454/1WRXMZ,RE14129,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,3,,6,,1,
RE13121,2887588,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61779,https://doi.org/10.15454/Y9GQYH,RE13121,VIRTUAL_TRIAL,,,,,,,,2014,2,,NA,,2,,3,,2,
RE13128,2887594,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61792,https://doi.org/10.15454/CRFPXR,RE13128,VIRTUAL_TRIAL,,,,,,,,2014,"5,5",,NA,,2,,5,,1,
EM13147,2887593,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,2,,4,,1,
CF13158,2887563,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,NA,,3,,3,,1,
RE13116,2887571,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,2,,6,,1,
RE13138,2887573,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61806,https://doi.org/10.15454/8DCW8F,RE13138,VIRTUAL_TRIAL,,,,,,,,2014,"2,5",,NA,,2,,5,,1,
RE14131,2887579,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61836,https://doi.org/10.15454/AN5PQB,RE14131,VIRTUAL_TRIAL,,,,,,,,2014,2,,NA,,2,,3,,3,
AO14027,2887591,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61870,https://doi.org/10.15454/AJRNQX,AO14027,VIRTUAL_TRIAL,,,,,,,,2014,8,,"0,7",,2,,6,,6,
AO14037,2887577,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,60835,https://doi.org/10.15454/QDTHNJ,AO14037,VIRTUAL_TRIAL,,,,,,,,2014,8,,NA,,2,,4,,1,
AO14041,2887586,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,2014,6,,NA,,5,,4,,1,
RE13114,2887569,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61746,https://doi.org/10.15454/DGKIW1,RE13114,VIRTUAL_TRIAL,,,,,,,,2014,"5,5",,NA,,2,,6,,1,
AO14028,2887595,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,2014,6,,NA,,5,,6,,1,
Barok,2887559,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,5,,3,,2,
AO14024,2887581,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,61371,https://doi.org/10.15454/I3WB3P,AO14024,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,2,,NA,,8,
Apache,2887574,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2014,2,,NA,,5,,6,,1,
Rubisko,2887592,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,2014,3,,NA,,5,,NA,,1,
AO14035,2887568,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,60801,https://doi.org/10.15454/XJIDYV,AO14035,VIRTUAL_TRIAL,,,,,,,,2014,"6,5",,"1,8",,2,,4,,1,
AO14036,2887570,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,60819,https://doi.org/10.15454/OW857E,AO14036,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,5,,4,,2,
AO14034,2887572,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,60785,https://doi.org/10.15454/HXGH2V,AO14034,VIRTUAL_TRIAL,,,,,,,,2014,3,,NA,,2,,2,,3,
AO14039,2887575,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,60867,https://doi.org/10.15454/WFL1YX,AO14039,VIRTUAL_TRIAL,,,,,,,,2014,6,,2,,2,,3,,1,
AO14038,2887576,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,60851,https://doi.org/10.15454/GS4MJR,AO14038,VIRTUAL_TRIAL,,,,,,,,2014,"5,5",,NA,,5,,3,,1,
AO14042,2887583,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,60931,https://doi.org/10.15454/0FSIBQ,AO14042,VIRTUAL_TRIAL,,,,,,,,2014,3,,NA,,2,,5,,5,
AO14040,2887585,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,60897,https://doi.org/10.15454/NZO2Q6,AO14040,VIRTUAL_TRIAL,,,,,,,,2014,6,,NA,,2,,6,,4,
AO14043,2887584,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,60947,https://doi.org/10.15454/M36YSX,AO14043,VIRTUAL_TRIAL,,,,,,,,2014,"7,5",,"2,1",,2,,NA,,8,
Bermude,2887564,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2014,"7,5",,NA,,2,,4,,4,
Arezzo,2887596,BTH_Rennes_2014_SetB3_PIETIN-VERSE,BTH_Rennes_2014_SetB3_PIETIN-VERSE,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,2014,2,,NA,,5,,4,,3,
