observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pva(CO_321:1000252),pva(CO_321:1000252).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
RE03034,2807389,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,48409,gnpis_pui:holding-921_taxon-4898_accession-48409,RE03034,VIRTUAL_TRIAL,,,,,,,,2005,"2,5",,1,,NA,,5,,3,,1,
DI05008,2807398,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,49104,gnpis_pui:holding-921_taxon-4898_accession-49104,DI05008,VIRTUAL_TRIAL,,,,,,,,2005,"4,5",,6,,NA,,5,,2,,1,
CF04264,2807377,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,49186,gnpis_pui:holding-921_taxon-4898_accession-49186,CF04264,VIRTUAL_TRIAL,,,,,,,,2005,"5,5",,3,,NA,,5,,6,,4,
RE04012,2807387,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,49147,gnpis_pui:holding-921_taxon-4898_accession-49147,RE04012,VIRTUAL_TRIAL,,,,,,,,2005,"3,25",,3,,NA,,2,,4,,1,
EM04187,2807390,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,48861,gnpis_pui:holding-921_taxon-4898_accession-48861,EM04187,VIRTUAL_TRIAL,,,,,,,,2005,"6,75",,6,,NA,,3,,4,,1,
EM04149,2807381,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,49385,gnpis_pui:holding-921_taxon-4898_accession-49385,EM04149,VIRTUAL_TRIAL,,,,,,,,2005,"2,75",,6,,NA,,2,,2,,1,
DI05010,2807378,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,49551,gnpis_pui:holding-921_taxon-4898_accession-49551,DI05010,VIRTUAL_TRIAL,,,,,,,,2005,"5,75",,6,,NA,,5,,3,,7,
RE04005,2807370,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,48454,gnpis_pui:holding-921_taxon-4898_accession-48454,RE04005,VIRTUAL_TRIAL,,,,,,,,2005,6,,6,,NA,,5,,4,,1,
DI05003,2807403,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,49683,gnpis_pui:holding-921_taxon-4898_accession-49683,DI05003,VIRTUAL_TRIAL,,,,,,,,2005,"7,25",,3,,NA,,2,,3,,1,
Farandole,2807386,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,2005,"5,75",,5,,"5,84",,299,,3,,1,
EM04145,2807379,BTH_Rennes_2005_SetB1_PIETIN-VERSE,BTH_Rennes_2005_SetB1_PIETIN-VERSE,27041,https://doi.org/10.15454/VQLTLY,EM04145,VIRTUAL_TRIAL,,,,,,,,2005,"3,5",,6,,NA,,2,,3,,4,
