observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,pva(CO_321:1000252),pva(CO_321:1000252).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
CF11029,2882021,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,2014,7,,NA,,2,,NA,,8,
CF11051,2882008,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49515,https://doi.org/10.15454/XTUZ9D,CF11051,VIRTUAL_TRIAL,,,,,,,,2014,3,,NA,,5,,2,,6,
CF11177,2882041,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,2014,4,,"1,3",,3,,2,,4,
DI11013,2882037,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,2014,5,,NA,,5,,2,,6,
DI12005,2882018,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,2,,2,,7,
EM11441,2882020,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,2014,8,,NA,,2,,2,,3,
EM11604,2882023,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,2014,"6,5",,NA,,5,,2,,2,
RE10042,2882026,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,NA,,5,,1,,3,
RE11058,2882027,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,5,,2,,2,
RE11073,2882012,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,NA,,5,,4,,3,
RE11075,2882009,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,5,,4,,3,
RE11087,2882031,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,2014,5,,NA,,5,,3,,2,
RE11113,2882029,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,5,,2,,4,
RE11116,2882032,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,NA,,5,,2,,1,
AO13027,2882014,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49214,https://doi.org/10.15454/8SM83Z,AO13027,VIRTUAL_TRIAL,,,,,,,,2014,"5,5",,"1,1",,5,,4,,4,
Gallixe,2882035,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,5,,3,,2,
Crousty,2882028,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,2014,5,,NA,,5,,NA,,8,
Galibier,2882016,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,59302,https://doi.org/10.15454/Y60IB3,GALIBIER,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,5,,NA,,6,
Rubisko,2882040,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,2014,3,,NA,,5,,NA,,1,
AO12021,2882010,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,60961,https://doi.org/10.15454/0ZFI4A,AO12021,VIRTUAL_TRIAL,,,,,,,,2014,"2,5",,"1,4",,2,,4,,1,
EM11366,2882033,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,5,,3,,1,
EM11400,2882025,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,2014,"6,5",,NA,,2,,4,,1,
DI11014,2882039,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,2,,NA,,8,
DI12004,2882019,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,2,,2,,1,
Bermude,2882013,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2014,"7,5",,NA,,2,,4,,4,
Arezzo,2882005,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,2014,2,,NA,,5,,4,,3,
AO12014,2882015,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49318,https://doi.org/10.15454/WXGPLG,AO12014,VIRTUAL_TRIAL,,,,,,,,2014,7,,NA,,5,,NA,,8,
AO12021-2,2882024,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48626,https://doi.org/10.15454/QXYFWH,AO12021-2,VIRTUAL_TRIAL,,,,,,,,2014,2,,"1,9",,2,,5,,1,
AO13030,2882030,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,2014,4,,"6,9",,5,,6,,1,
AO13047,2882017,BTH_Rennes_2014_SetA1_PIETIN-VERSE,BTH_Rennes_2014_SetA1_PIETIN-VERSE,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,"5,6",,5,,5,,5,
