observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
Apacheitkt,2866112,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2012,95,,37,,136,,"11,07",,78,,92,,,,"77,9",,,,,,1,
Apacheitkfi,2866111,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,30,,136,,"11,52",,"74,4",,"85,4",,"2,5",,"51,1",,"2,5",,4,,1,
DI11002itkt,2866116,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,treated,2012,106,,"48,6",,138,,"10,59",,"77,3",,"123,2",,,,"104,3",,,,,,1,
AO12010itkfi,2866139,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,60765,https://doi.org/10.15454/FM5TGM,AO12010,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,98,,"42,2",,143,,"9,84",,"75,4",,"110,2",,3,,"65,9",,1,,3,,1,
AO12010itkt,2866140,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,60765,https://doi.org/10.15454/FM5TGM,AO12010,VIRTUAL_TRIAL,,,,,,,,treated,2012,108,,"50,1",,142,,"10,34",,"78,8",,"107,6",,,,"91,1",,,,,,1,
EM10317itkfi,2866079,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,61542,https://doi.org/10.15454/GSBZL4,EM10317,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,106,,33,,142,,"10,83",,"71,2",,"84,5",,"2,5",,"50,5",,1,,3,,1,
EM10317itkt,2866080,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,61542,https://doi.org/10.15454/GSBZL4,EM10317,VIRTUAL_TRIAL,,,,,,,,treated,2012,104,,"43,5",,142,,"10,8",,"74,6",,"98,3",,,,"83,2",,,,,,1,
AO12026itkfi,2866087,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,61035,https://doi.org/10.15454/GVC2CV,AO12026,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,89,,"35,5",,140,,"9,71",,"76,6",,"117,1",,"2,5",,70,,1,,3,,1,
AO12022itkfi,2866081,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,60975,https://doi.org/10.15454/IP96RA,AO12022,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,105,,"33,9",,138,,"10,03",,"75,8",,"109,4",,1,,"65,5",,1,,"4,5",,1,
DI11013itkt,2866146,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,treated,2012,101,,"40,7",,140,,"9,46",,"82,4",,"120,4",,,,"101,9",,,,,,1,
AO12022itkt,2866082,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,60975,https://doi.org/10.15454/IP96RA,AO12022,VIRTUAL_TRIAL,,,,,,,,treated,2012,102,,"42,4",,138,,"9,79",,"79,8",,"105,5",,,,"89,3",,,,,,1,
RE10042itkt,2866126,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,treated,2012,102,,"47,4",,140,,"10,28",,"80,9",,"113,2",,,,"95,8",,,,,,1,
DI11014itkt,2866150,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,treated,2012,101,,"40,9",,140,,"10,7",,"77,8",,"108,3",,,,"91,7",,,,,,1,
DI11014itkfi,2866149,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,102,,"34,2",,140,,"11,3",,"74,6",,"110,7",,1,,"66,2",,1,,4,,1,
AO12023itkfi,2866083,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,60989,https://doi.org/10.15454/PXKPXU,AO12023,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,100,,"30,3",,137,,"10,94",,"75,6",,"100,9",,1,,"60,3",,1,,3,,1,
AO12017itkt,2866142,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,60884,https://doi.org/10.15454/MGB2SJ,AO12017,VIRTUAL_TRIAL,,,,,,,,treated,2012,106,,"40,6",,140,,"9,57",,"77,9",,"100,4",,,,85,,,,,,1,
AO12023itkt,2866084,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,60989,https://doi.org/10.15454/PXKPXU,AO12023,VIRTUAL_TRIAL,,,,,,,,treated,2012,100,,"38,2",,137,,"10,49",,"79,4",,"95,2",,,,"80,6",,,,,,1,
AO12024itkfi,2866091,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,49471,https://doi.org/10.15454/DTWPJI,AO12024,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,98,,"41,2",,136,,"9,48",,"79,4",,"121,9",,2,,"72,9",,1,,"3,5",,1,
Barokitkt,2866074,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,treated,2012,99,,"43,3",,137,,"9,11",,"79,2",,"113,2",,,,"95,9",,,,,,1,
AO12017itkfi,2866141,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,60884,https://doi.org/10.15454/MGB2SJ,AO12017,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,100,,"29,2",,140,,"10,87",,"71,5",,"80,1",,7,,"47,9",,1,,"1,5",,1,
RE10042itkfi,2866125,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,101,,"43,2",,140,,"9,54",,"80,4",,"128,7",,1,,77,,1,,"2,5",,1,
Barokitkfi,2866073,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,95,,"38,3",,137,,"8,81",,"78,8",,"130,7",,"2,5",,"78,2",,1,,2,,1,
DI11002itkfi,2866115,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,100,,43,,138,,"9,76",,"75,4",,"128,3",,"1,5",,"76,7",,1,,2,,1,
Attlassitkfi,2866133,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,104,,"39,8",,140,,"10,48",,"78,7",,"121,3",,1,,"72,6",,1,,"3,2",,1,
AO12007itkt,2866108,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,49256,https://doi.org/10.15454/W3CJOS,AO12007,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,"41,2",,138,,"10,09",,"79,1",,"106,2",,,,"89,9",,,,,,1,
Attlassitkt,2866134,BTH_Lusignan_2012_SetA2,BTH_Lusignan_2012_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,treated,2012,102,,"44,2",,140,,"9,77",,"80,4",,"109,6",,,,"92,8",,,,,,1,
