observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
DI12005itkt,2867546,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,146,,"10,18",,"75,2",,"95,7",,,,97,,,,,,"2,5",
CF11075itkt,2867524,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61332,https://doi.org/10.15454/BH8LXP,CF11075,VIRTUAL_TRIAL,,,,,,,,treated,2012,88,,142,,"11,11",,"69,3",,"91,4",,,,"92,6",,,,,,3,
EM11149itkt,2867522,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,62095,https://doi.org/10.15454/BHSE0Q,EM11149,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,144,,"10,89",,"72,9",,96,,,,"97,2",,,,,,"3,5",
Altigoitkt,2867570,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2012,88,,141,,"10,88",,"73,8",,"102,2",,,,"103,5",,,,,,1,
EM11366itkt,2867576,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,treated,2012,100,,142,,"11,53",,"70,8",,"91,8",,,,93,,,,,,7,
CF11075itkfi,2867523,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61332,https://doi.org/10.15454/BH8LXP,CF11075,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,88,,142,,"10,79",,"69,8",,100,,"2,5",,"71,3",,1,,"3,5",,2,
AO12001itkt,2867588,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61241,https://doi.org/10.15454/TKI8XQ,AO12001,VIRTUAL_TRIAL,,,,,,,,treated,2012,88,,139,,"11,34",,"72,1",,"94,8",,,,"96,1",,,,,,1,
EM11359itkt,2867562,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,62111,https://doi.org/10.15454/CSGOVX,EM11359,VIRTUAL_TRIAL,,,,,,,,treated,2012,102,,145,,"12,19",,"69,6",,"86,5",,,,"87,6",,,,,,5,
EM11359itkfi,2867561,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,62111,https://doi.org/10.15454/CSGOVX,EM11359,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,96,,144,,"10,29",,"67,2",,"106,2",,"2,5",,"75,7",,1,,"3,5",,"1,5",
DI12005itkfi,2867545,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,94,,148,,"10,15",,"68,4",,"107,1",,"4,5",,"76,3",,1,,2,,1,
RE11016itkfi,2867533,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60933,https://doi.org/10.15454/7NVDSE,RE11016,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,98,,145,,"10,92",,"70,4",,"104,5",,"2,5",,"74,5",,1,,"1,5",,"3,5",
AO12001itkfi,2867587,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61241,https://doi.org/10.15454/TKI8XQ,AO12001,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,140,,11,,"69,3",,"104,1",,1,,"74,2",,1,,"3,5",,1,
EM11389itkfi,2867515,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,86,,144,,"10,41",,"71,6",,"99,3",,1,,"70,8",,1,,3,,1,
CF11003itkt,2867582,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61253,https://doi.org/10.15454/0HUC0X,CF11003,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,141,,"12,23",,"70,9",,"83,2",,,,"84,3",,,,,,6,
DI12007itkt,2867542,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61832,https://doi.org/10.15454/HYWSTF,DI12007,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,144,,"11,54",,"68,6",,"91,2",,,,"92,4",,,,,,"6,5",
DI12007itkfi,2867541,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61832,https://doi.org/10.15454/HYWSTF,DI12007,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,93,,145,,"10,88",,"70,2",,"110,7",,"1,5",,"78,9",,"1,5",,"2,5",,1,
EM11389itkt,2867516,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,treated,2012,86,,143,,"11,09",,"71,7",,"100,3",,,,"101,6",,,,,,"2,5",
CF11003itkfi,2867581,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61253,https://doi.org/10.15454/0HUC0X,CF11003,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,88,,141,,"11,85",,"73,8",,"103,2",,"1,5",,"73,5",,1,,2,,"3,5",
CF11032itkfi,2867591,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61285,https://doi.org/10.15454/MAOLEE,CF11032,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,88,,142,,"10,95",,68,,"100,3",,2,,"71,5",,1,,4,,"4,5",
CF11032itkt,2867592,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61285,https://doi.org/10.15454/MAOLEE,CF11032,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,140,,"11,68",,"69,6",,"90,9",,,,"92,1",,,,,,8,
AO12012itkfi,2867585,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60799,https://doi.org/10.15454/H3MSSG,AO12012,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,146,,"10,54",,"67,8",,"90,2",,"1,5",,"64,3",,1,,3,,1,
RE11015itkfi,2867535,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60917,https://doi.org/10.15454/2YDIBV,RE11015,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,147,,"10,56",,"65,4",,"110,9",,1,,79,,1,,"2,5",,"2,5",
RE11015itkt,2867536,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60917,https://doi.org/10.15454/2YDIBV,RE11015,VIRTUAL_TRIAL,,,,,,,,treated,2012,104,,148,,"11,62",,"63,7",,"84,5",,,,"85,6",,,,,,"7,5",
AO12012itkt,2867586,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60799,https://doi.org/10.15454/H3MSSG,AO12012,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,146,,"11,9",,"69,6",,"86,5",,,,"87,7",,,,,,2,
EM11441itkfi,2867555,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,82,,142,,"10,36",,"70,4",,"112,3",,2,,80,,1,,2,,"1,5",
EM11441itkt,2867556,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,treated,2012,84,,142,,"12,04",,68,,"87,7",,,,"88,9",,,,,,"5,5",
CF11103itkfi,2867565,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61385,https://doi.org/10.15454/99NTYT,CF11103,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,143,,"11,6",,"69,3",,"99,8",,1,,"71,2",,1,,3,,"3,5",
DI12006itkfi,2867543,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61817,https://doi.org/10.15454/3PVIBR,DI12006,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,93,,144,,"11,57",,"62,4",,"93,9",,2,,"66,9",,1,,4,,1,
DI12006itkt,2867544,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61817,https://doi.org/10.15454/3PVIBR,DI12006,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,144,,"11,73",,"68,6",,"89,2",,,,"90,4",,,,,,1,
CF11103itkt,2867566,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61385,https://doi.org/10.15454/99NTYT,CF11103,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,143,,"12,1",,"72,1",,"92,4",,,,"93,6",,,,,,6,
RE11010itkfi,2867539,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60870,https://doi.org/10.15454/RYT1LE,RE11010,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,106,,148,,"10,58",,"71,4",,"106,7",,1,,76,,1,,"3,5",,1,
CF11094itkfi,2867529,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61366,https://doi.org/10.15454/WFSIHH,CF11094,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,96,,140,,11,,70,,"103,6",,3,,"73,8",,1,,3,,1,
RE11010itkt,2867540,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60870,https://doi.org/10.15454/RYT1LE,RE11010,VIRTUAL_TRIAL,,,,,,,,treated,2012,107,,148,,"11,8",,"69,4",,"86,5",,,,"87,6",,,,,,"5,5",
CF11094itkt,2867530,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61366,https://doi.org/10.15454/WFSIHH,CF11094,VIRTUAL_TRIAL,,,,,,,,treated,2012,91,,140,,"12,03",,"70,8",,"93,8",,,,95,,,,,,"1,5",
Premioitkfi,2867519,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,85,,142,,"11,3",,"68,8",,"112,1",,1,,"79,9",,1,,"4,5",,1,
Premioitkt,2867520,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2012,86,,141,,"10,86",,"74,6",,"105,1",,,,"106,5",,,,,,"1,5",
AO12002itkfi,2867589,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61415,https://doi.org/10.15454/J8DODQ,AO12002,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,89,,143,,"12,05",,"60,4",,"92,2",,1,,"65,7",,3,,9,,1,
AO12002itkt,2867590,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61415,https://doi.org/10.15454/J8DODQ,AO12002,VIRTUAL_TRIAL,,,,,,,,treated,2012,89,,142,,"11,38",,"69,8",,"93,4",,,,"94,6",,,,,,1,
EM11366itkfi,2867575,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,144,,"10,54",,"68,8",,"103,1",,1,,"73,4",,1,,3,,"2,5",
EM11400itkfi,2867573,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,82,,142,,"10,99",,70,,"109,7",,1,,"78,2",,1,,"2,5",,1,
DI12004itkfi,2867547,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,147,,"10,25",,"74,9",,"118,7",,"1,5",,"84,6",,1,,"1,5",,1,
Apacheitkfi,2867563,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,86,,141,,"11,41",,"66,1",,"92,9",,1,,"66,2",,1,,4,,1,
Apacheitkt,2867564,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,139,,"11,71",,"74,9",,"96,5",,,,"97,7",,,,,,1,
Bermudeitkt,2867528,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2012,86,,144,,"10,13",,"73,5",,"96,2",,,,"97,5",,,,,,1,
AO12003itkt,2867518,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61590,https://doi.org/10.15454/1HGYCF,AO12003,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,141,,"11,97",,"66,1",,"95,8",,,,97,,,,,,5,
RE11007itkt,2867580,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,49642,https://doi.org/10.15454/TAMDIS,RE11007,VIRTUAL_TRIAL,,,,,,,,treated,2012,101,,142,,"12,59",,"75,6",,"93,5",,,,"94,7",,,,,,2,
AO12003itkfi,2867517,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61590,https://doi.org/10.15454/1HGYCF,AO12003,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,142,,"11,23",,"66,6",,115,,"1,5",,"81,9",,1,,4,,"1,5",
RE11013itkfi,2867537,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60900,https://doi.org/10.15454/CKLKVS,RE11013,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,100,,150,,"10,43",,63,,"93,6",,"1,5",,"66,7",,1,,4,,"2,5",
RE11007itkfi,2867579,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,49642,https://doi.org/10.15454/TAMDIS,RE11007,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,98,,142,,"11,67",,"77,4",,"110,5",,3,,"78,7",,1,,2,,1,
DI12001itkt,2867554,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61742,https://doi.org/10.15454/38GFUU,DI12001,VIRTUAL_TRIAL,,,,,,,,treated,2012,88,,144,,"11,16",,"69,5",,"91,5",,,,"92,6",,,,,,1,
Attlassitkfi,2867577,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,144,,"10,68",,74,,"118,1",,2,,"84,1",,1,,1,,1,
Altigoitkfi,2867569,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,86,,142,,"10,33",,"71,3",,95,,1,,"67,7",,1,,"2,5",,1,
Attlassitkt,2867578,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,144,,"11,47",,"76,8",,"98,9",,,,"100,2",,,,,,3,
DI12001itkfi,2867553,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61742,https://doi.org/10.15454/38GFUU,DI12001,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,84,,145,,"10,93",,"59,4",,"54,6",,1,,"38,9",,4,,9,,"1,5",
DI12004itkt,2867548,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,49069,https://doi.org/10.15454/EHYGRO,DI12004,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,146,,"10,85",,"75,2",,"97,6",,,,"98,8",,,,,,3,
RE11029itkfi,2867583,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60949,https://doi.org/10.15454/2CCYP2,RE11029,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,146,,"9,95",,"72,7",,"100,9",,1,,"71,9",,1,,"1,5",,1,
DI12002itkt,2867552,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61758,https://doi.org/10.15454/OKI00H,DI12002,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,144,,"11,55",,"63,8",,"79,3",,,,"80,3",,,,,,1,
DI12002itkfi,2867551,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61758,https://doi.org/10.15454/OKI00H,DI12002,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,144,,"11,05",,59,,"78,7",,1,,"56,1",,2,,5,,1,
RE11029itkt,2867584,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60949,https://doi.org/10.15454/2CCYP2,RE11029,VIRTUAL_TRIAL,,,,,,,,treated,2012,89,,147,,"10,79",,"72,2",,"87,7",,,,"88,9",,,,,,4,
CF11029itkfi,2867557,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,96,,146,,"10,29",,"63,1",,"73,8",,2,,"52,6",,3,,"4,5",,2,
DI12003itkfi,2867549,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61774,https://doi.org/10.15454/PDTNHE,DI12003,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,88,,145,,"11,9",,"61,6",,"99,2",,1,,"70,7",,1,,4,,1,
RE11013itkt,2867538,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60900,https://doi.org/10.15454/CKLKVS,RE11013,VIRTUAL_TRIAL,,,,,,,,treated,2012,104,,149,,"12,07",,"61,8",,"81,1",,,,"82,2",,,,,,"6,5",
AO12008itkfi,2867531,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60732,https://doi.org/10.15454/JKQ6L6,AO12008,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,91,,144,,"10,59",,"69,5",,"109,6",,2,,"78,1",,1,,2,,1,
CF11029itkt,2867558,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,48631,https://doi.org/10.15454/LPOUIM,CF11029,VIRTUAL_TRIAL,,,,,,,,treated,2012,102,,146,,"10,79",,"70,2",,"91,7",,,,"92,9",,,,,,4,
AO12008itkt,2867532,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60732,https://doi.org/10.15454/JKQ6L6,AO12008,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,142,,"12,09",,"68,6",,"81,8",,,,"82,9",,,,,,"5,5",
DI12003itkt,2867550,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,61774,https://doi.org/10.15454/PDTNHE,DI12003,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,144,,"12,39",,"61,9",,"77,4",,,,"78,4",,,,,,5,
AO12009itkfi,2867567,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60749,https://doi.org/10.15454/K6ABP7,AO12009,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,96,,144,,"10,08",,"71,8",,"111,2",,3,,"79,3",,1,,1,,1,
AO12009itkt,2867568,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,60749,https://doi.org/10.15454/K6ABP7,AO12009,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,142,,"10,66",,74,,"92,7",,,,"93,9",,,,,,"2,5",
RE10091itkt,2867560,BTH_Le_Moulon_2012_SetB1,BTH_Le_Moulon_2012_SetB1,62038,https://doi.org/10.15454/4GF0WY,RE10091,VIRTUAL_TRIAL,,,,,,,,treated,2012,94,,142,,"11,12",,"76,8",,"97,2",,,,"98,4",,,,,,1,
