observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,pva(CO_321:1000252),pva(CO_321:1000252).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
Premio,2864234,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,2012,"4,5",,NA,,5,,2,,1,
EM09003,2864240,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,49087,https://doi.org/10.15454/53EBXZ,EM09003,VIRTUAL_TRIAL,,,,,,,,2012,7,,NA,,5,,6,,1,
DI10001,2864259,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48633,gnpis_pui:holding-921_taxon-4898_accession-48633,DI10001,VIRTUAL_TRIAL,,,,,,,,2012,8,,NA,,5,,2,,1,
Apache,2864250,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2012,3,,NA,,5,,1,,1,
Lyrik,2864270,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,2012,"4,5",,NA,,2,,2,,1,
Ghayta,2864264,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,2012,4,,NA,,3,,3,,1,
Grapeli,2864245,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,2012,"7,5",,NA,,2,,2,,1,
CF08027,2864272,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,2012,4,,NA,,2,,2,,1,
Granamax,2864252,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,2012,"7,5",,NA,,5,,2,,1,
AO11011,2864253,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,2012,5,,"7,9",,5,,3,,1,
Gotik,2864260,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,2012,7,,"6,5",,2,,3,,3,
Gallixe,2864266,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,2012,5,,NA,,5,,3,,1,
AO10013,2864246,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48839,https://doi.org/10.15454/PBJK68,AO10013,VIRTUAL_TRIAL,,,,,,,,2012,7,,NA,,2,,6,,1,
AO11012,2864236,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48904,https://doi.org/10.15454/QDMSRL,AO11012,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",,"6,9",,5,,4,,1,
AO11013,2864237,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,2012,6,,"7,3",,5,,1,,1,
AO11014,2864258,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48888,https://doi.org/10.15454/2YKLGU,AO11014,VIRTUAL_TRIAL,,,,,,,,2012,"6,5",,"8,4",,5,,3,,7,
DI10001-2,2864265,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,VIRTUAL_TRIAL,,,,,,,,2012,"8,5",,NA,,5,,2,,1,
EM09320,2864238,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,2012,NA,,NA,,NA,,NA,,NA,
EM07117,2864244,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,2012,"6,5",,NA,,2,,3,,1,
CF09169,2864247,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,2012,3,,NA,,2,,4,,1,
DI10011,2864235,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,2012,"4,5",,"6,4",,2,,3,,3,
EM09318,2864251,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,2012,8,,NA,,5,,3,,1,
Soissons,2864268,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2012,5,,NA,,5,,6,,1,
Altigo,2864255,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,2012,"6,5",,NA,,5,,4,,3,
Bermude,2864243,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2012,9,,NA,,2,,3,,1,
AO11001,2864256,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48474,https://doi.org/10.15454/72RLFQ,AO11001,VIRTUAL_TRIAL,,,,,,,,2012,9,,"7,1",,5,,4,,2,
AO11002,2864257,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48844,https://doi.org/10.15454/IYISPL,AO11002,VIRTUAL_TRIAL,,,,,,,,2012,9,,"7,4",,5,,3,,1,
AO11005,2864249,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,49011,https://doi.org/10.15454/08Z5FH,AO11005,VIRTUAL_TRIAL,,,,,,,,2012,"7,5",,5,,2,,5,,1,
EM09221,2864263,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",,NA,,5,,3,,1,
EM09222,2864262,BTH_Rennes_2012_SetA1_PIETIN-VERSE,BTH_Rennes_2012_SetA1_PIETIN-VERSE,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,2012,"5,5",,NA,,2,,3,,1,
