observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
Barokitkfi,2850517,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,26978,https://doi.org/10.15454/Z3MNYF,BAROK,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,72,,152,,"10,86",,"81,8",,"103,9",,"76,4",
CF09182itkfi,2850545,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48586,https://doi.org/10.15454/TEBGJY,CF09182,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,72,,154,,"10,53",,"79,9",,104,,"76,5",
EM09307itkfi,2850591,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48864,gnpis_pui:holding-921_taxon-4898_accession-48864,EM09307,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,78,,150,,"10,48",,"78,9",,"102,7",,"75,5",
DI10006itkfi,2850579,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48901,https://doi.org/10.15454/QECZYG,DI10006,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,78,,155,,"10,45",,"81,3",,"115,7",,"85,1",
CF09182itkt,2850546,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48586,https://doi.org/10.15454/TEBGJY,CF09182,VIRTUAL_TRIAL,,,,,,,,treated,2010,70,,155,,"9,93",,"76,7",,"96,7",,"92,2",
CF09198itkfi,2850589,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48921,gnpis_pui:holding-921_taxon-4898_accession-48921,CF09198,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,72,,150,,"10,24",,"79,3",,96,,"70,6",
EM09222itkfi,2850585,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,75,,147,,"11,47",,"81,2",,"96,7",,"71,1",
AO10020itkt,2850570,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48598,gnpis_pui:holding-921_taxon-4898_accession-48598,AO10020,VIRTUAL_TRIAL,,,,,,,,treated,2010,62,,153,,"11,07",,"77,4",,"87,7",,"83,5",
CF09176itkt,2850576,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49359,https://doi.org/10.15454/HRZCLT,CF09176,VIRTUAL_TRIAL,,,,,,,,treated,2010,75,,156,,"9,75",,"76,8",,"102,7",,"97,8",
AO10020itkfi,2850569,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48598,gnpis_pui:holding-921_taxon-4898_accession-48598,AO10020,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,68,,151,,"11,44",,"81,2",,"99,5",,"73,2",
DI10009itkfi,2850563,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48858,gnpis_pui:holding-921_taxon-4898_accession-48858,DI10009,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,82,,153,,"10,88",,"79,8",,"104,9",,"77,2",
CF09176itkfi,2850575,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49359,https://doi.org/10.15454/HRZCLT,CF09176,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,75,,153,,"11,16",,"80,9",,"102,6",,"75,4",
EM09222itkt,2850586,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,treated,2010,72,,148,,"10,55",,"76,5",,"100,4",,"95,6",
Attlassitkfi,2850581,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,75,,153,,"10,4",,"81,3",,"99,2",,"72,9",
Attlassitkt,2850582,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,treated,2010,72,,154,,"10,06",,79,,"97,5",,"92,8",
Premioitkt,2850526,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2010,65,,151,,"10,4",,"78,3",,"100,5",,"95,7",
Premioitkfi,2850525,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,72,,148,,"11,14",,"81,8",,"96,5",,71,
Bermudeitkfi,2850533,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,75,,152,,"10,74",,"82,7",,"104,8",,77,
Caphornitkt,2850556,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2010,65,,150,,"10,65",,"76,5",,"100,2",,"95,5",
RE09038itkfi,2850529,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49325,gnpis_pui:holding-921_taxon-4898_accession-49325,RE09038,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,72,,151,,"11,9",,"80,5",,"93,7",,"68,9",
AO10017itkfi,2850531,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49185,gnpis_pui:holding-921_taxon-4898_accession-49185,AO10017,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,75,,149,,"12,12",,"81,4",,"93,6",,"68,8",
Bermudeitkt,2850534,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2010,72,,153,,"9,57",,"76,5",,106,,101,
Caphornitkfi,2850555,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,72,,153,,"11,02",,"79,7",,"100,7",,74,
RE09038itkt,2850530,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49325,gnpis_pui:holding-921_taxon-4898_accession-49325,RE09038,VIRTUAL_TRIAL,,,,,,,,treated,2010,68,,156,,"11,6",,"77,1",,"88,7",,"84,5",
AO10022itkt,2850574,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48862,gnpis_pui:holding-921_taxon-4898_accession-48862,AO10022,VIRTUAL_TRIAL,,,,,,,,treated,2010,78,,152,,"10,12",,"79,5",,"103,8",,"98,9",
CF09164itkt,2850540,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49662,gnpis_pui:holding-921_taxon-4898_accession-49662,CF09164,VIRTUAL_TRIAL,,,,,,,,treated,2010,72,,151,,"9,65",,"78,3",,"95,5",,91,
RE09034itkt,2850520,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48900,gnpis_pui:holding-921_taxon-4898_accession-48900,RE09034,VIRTUAL_TRIAL,,,,,,,,treated,2010,65,,154,,"11,62",,"78,3",,"86,5",,"82,4",
AO10018itkfi,2850561,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49584,gnpis_pui:holding-921_taxon-4898_accession-49584,AO10018,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,70,,148,,"11,72",,"81,4",,"90,9",,"66,8",
AO10016itkt,2850524,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49175,gnpis_pui:holding-921_taxon-4898_accession-49175,AO10016,VIRTUAL_TRIAL,,,,,,,,treated,2010,75,,154,,"9,87",,"75,5",,"99,9",,"95,2",
RE09061itkt,2850560,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49193,gnpis_pui:holding-921_taxon-4898_accession-49193,RE09061,VIRTUAL_TRIAL,,,,,,,,treated,2010,68,,152,,"11,64",,"76,4",,"92,9",,"88,5",
CF09164itkfi,2850539,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49662,gnpis_pui:holding-921_taxon-4898_accession-49662,CF09164,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,80,,151,,"10,69",,"79,2",,"100,1",,"73,6",
RE09033itkt,2850594,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48510,gnpis_pui:holding-921_taxon-4898_accession-48510,RE09033,VIRTUAL_TRIAL,,,,,,,,treated,2010,65,,156,,"11,13",,"77,1",,"89,1",,"84,9",
RE09033itkfi,2850593,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48510,gnpis_pui:holding-921_taxon-4898_accession-48510,RE09033,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,72,,151,,"12,02",,"81,4",,"96,7",,"71,1",
AO10016itkfi,2850523,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49175,gnpis_pui:holding-921_taxon-4898_accession-49175,AO10016,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,80,,152,,"11,02",,"78,8",,"100,9",,"74,2",
DI10008itkt,2850566,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49226,gnpis_pui:holding-921_taxon-4898_accession-49226,DI10008,VIRTUAL_TRIAL,,,,,,,,treated,2010,65,,147,,"10,42",,"79,3",,"95,5",,91,
RE09034itkfi,2850519,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48900,gnpis_pui:holding-921_taxon-4898_accession-48900,RE09034,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,70,,151,,"12,11",,"80,1",,"90,6",,"66,6",
AO10019itkt,2850558,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49053,gnpis_pui:holding-921_taxon-4898_accession-49053,AO10019,VIRTUAL_TRIAL,,,,,,,,treated,2010,70,,153,,"11,89",,"79,8",,"84,1",,"80,1",
RE09036itkfi,2850521,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48544,gnpis_pui:holding-921_taxon-4898_accession-48544,RE09036,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,82,,155,,"11,68",,"79,9",,"94,9",,"69,8",
CF09133itkfi,2850543,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48903,gnpis_pui:holding-921_taxon-4898_accession-48903,CF09133,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,78,,158,,"11,74",,"78,2",,"103,4",,76,
AO10019itkfi,2850557,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49053,gnpis_pui:holding-921_taxon-4898_accession-49053,AO10019,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,80,,148,,"13,46",,NA,,"84,4",,62,
RE09036itkt,2850522,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48544,gnpis_pui:holding-921_taxon-4898_accession-48544,RE09036,VIRTUAL_TRIAL,,,,,,,,treated,2010,78,,158,,"10,33",,"77,8",,90,,"85,7",
CF09169itkt,2850542,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,treated,2010,75,,149,,"10,08",,"79,2",,"94,6",,"90,1",
CF09169itkfi,2850541,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,80,,148,,"11,48",,"82,3",,"101,4",,"74,5",
CF09172itkfi,2850567,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48708,gnpis_pui:holding-921_taxon-4898_accession-48708,CF09172,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,82,,149,,"12,07",,"83,1",,"102,7",,"75,5",
DI10008itkfi,2850565,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49226,gnpis_pui:holding-921_taxon-4898_accession-49226,DI10008,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,65,,147,,"10,98",,NA,,"95,4",,"70,1",
DI10011itkt,2850528,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,treated,2010,78,,146,,"10,16",,"78,5",,"106,6",,"101,5",
CF09172itkt,2850568,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48708,gnpis_pui:holding-921_taxon-4898_accession-48708,CF09172,VIRTUAL_TRIAL,,,,,,,,treated,2010,72,,153,,"10,62",,"80,3",,92,,"87,6",
DI10011itkfi,2850527,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,80,,146,,"10,97",,"80,8",,"99,6",,"73,3",
CF09133itkt,2850544,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48903,gnpis_pui:holding-921_taxon-4898_accession-48903,CF09133,VIRTUAL_TRIAL,,,,,,,,treated,2010,72,,159,,"10,52",,"76,7",,"98,6",,"93,9",
RE09061itkfi,2850559,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49193,gnpis_pui:holding-921_taxon-4898_accession-49193,RE09061,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,65,,151,,"12,91",,"78,3",,85,,"62,5",
AO10023itkfi,2850535,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48559,gnpis_pui:holding-921_taxon-4898_accession-48559,AO10023,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,70,,156,,"10,49",,"81,7",,"100,9",,"74,2",
AO10022itkfi,2850573,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48862,gnpis_pui:holding-921_taxon-4898_accession-48862,AO10022,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,82,,149,,"11,44",,"81,1",,"96,5",,"70,9",
DI10010itkfi,2850537,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49025,gnpis_pui:holding-921_taxon-4898_accession-49025,DI10010,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,75,,158,,"11,43",,"78,6",,"90,1",,"66,2",
AO10021itkt,2850572,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49282,gnpis_pui:holding-921_taxon-4898_accession-49282,AO10021,VIRTUAL_TRIAL,,,,,,,,treated,2010,65,,153,,"11,68",,"79,3",,"94,8",,"90,4",
AO10023itkt,2850536,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48559,gnpis_pui:holding-921_taxon-4898_accession-48559,AO10023,VIRTUAL_TRIAL,,,,,,,,treated,2010,70,,157,,"9,88",,"77,7",,"97,1",,"92,5",
AO10021itkfi,2850571,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49282,gnpis_pui:holding-921_taxon-4898_accession-49282,AO10021,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,70,,149,,"13,36",,"78,5",,"87,2",,"64,1",
DI10009itkt,2850564,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48858,gnpis_pui:holding-921_taxon-4898_accession-48858,DI10009,VIRTUAL_TRIAL,,,,,,,,treated,2010,78,,156,,"10,12",,"77,4",,"96,6",,92,
EM09225itkfi,2850583,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49109,gnpis_pui:holding-921_taxon-4898_accession-49109,EM09225,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,75,,148,,"11,2",,"82,1",,"107,1",,"78,7",
Apacheitkt,2850550,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2010,68,,148,,"9,8",,"78,4",,"93,3",,"88,9",
EM09225itkt,2850584,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,49109,gnpis_pui:holding-921_taxon-4898_accession-49109,EM09225,VIRTUAL_TRIAL,,,,,,,,treated,2010,65,,153,,"10,06",,"78,3",,"102,5",,"97,7",
Apacheitkfi,2850549,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,70,,148,,"10,75",,"79,7",,98,,"72,1",
EM09307itkt,2850592,BTH_Estrées-Mons_2010_SetB2,BTH_Estrées-Mons_2010_SetB2,48864,gnpis_pui:holding-921_taxon-4898_accession-48864,EM09307,VIRTUAL_TRIAL,,,,,,,,treated,2010,75,,152,,"10,09",,75,,"93,2",,"88,8",
