observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
DI09021itkt,2843396,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,61760,https://doi.org/10.15454/GC5XFU,DI09021,VIRTUAL_TRIAL,,,,,,,,treated,2009,82,,"50,2",,143,,"8,73",,"74,4",,"91,2",,"84,8",
RE08067itkfi,2843437,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,62159,https://doi.org/10.15454/TASSTY,RE08067,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,"57,9",,144,,"9,25",,"73,6",,"98,8",,"60,3",
DI09019itkfi,2843445,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,61729,https://doi.org/10.15454/IJIXOT,DI09019,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"47,2",,146,,"8,71",,"71,9",,"104,4",,"63,7",
RE08067itkt,2843438,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,62159,https://doi.org/10.15454/TASSTY,RE08067,VIRTUAL_TRIAL,,,,,,,,treated,2009,95,,53,,143,,"9,77",,"74,6",,"93,2",,"86,6",
RE08068itkt,2843440,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,60720,https://doi.org/10.15454/YRTV6F,RE08068,VIRTUAL_TRIAL,,,,,,,,treated,2009,82,,"45,4",,144,,"8,87",,"75,3",,"93,2",,"86,6",
DI09018itkfi,2843443,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,80,,"50,5",,145,,"8,06",,"74,2",,"106,1",,"64,8",
AO09023itkt,2843388,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,27902,https://doi.org/10.15454/2JQQDH,AO09023,VIRTUAL_TRIAL,,,,,,,,treated,2009,75,,"45,4",,135,,"9,57",,"73,2",,"89,6",,"83,2",
RE08068itkfi,2843439,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,60720,https://doi.org/10.15454/YRTV6F,RE08068,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,80,,"47,5",,145,,"8,99",,"73,2",,101,,"61,6",
DI09023itkfi,2843449,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,27904,https://doi.org/10.15454/ICRTTK,DI09023,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,80,,"56,6",,141,,"9,93",,"75,9",,"105,4",,"64,3",
DI09020itkfi,2843425,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,61743,https://doi.org/10.15454/UW5VA5,DI09020,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"47,1",,145,,"9,35",,"75,2",,"86,9",,53,
DI09020itkt,2843426,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,61743,https://doi.org/10.15454/UW5VA5,DI09020,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"49,1",,143,,"9,09",,"77,4",,"92,7",,"86,2",
CF08127itkfi,2843431,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,27800,https://doi.org/10.15454/WQU9II,CF08127,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,82,,"47,4",,146,,"8,57",,"74,6",,"107,3",,"65,4",
DI09024itkt,2843392,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,61804,https://doi.org/10.15454/DAZZBT,DI09024,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"45,1",,142,,"8,76",,"75,1",,"107,6",,100,
DI09024itkfi,2843391,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,61804,https://doi.org/10.15454/DAZZBT,DI09024,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,50,,143,,"7,88",,"75,6",,"126,3",,"77,1",
Caphornitkfi,2843417,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,72,,"47,6",,143,,"8,86",,"72,9",,"96,8",,59,
EM08237itkfi,2843433,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,61990,https://doi.org/10.15454/C00LHY,EM08237,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,"47,9",,142,,9,,"72,6",,"103,8",,"63,4",
CF08127itkt,2843432,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,27800,https://doi.org/10.15454/WQU9II,CF08127,VIRTUAL_TRIAL,,,,,,,,treated,2009,88,,"45,3",,146,,"9,05",,"76,7",,"97,7",,"90,8",
CF08137itkfi,2843427,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,27312,https://doi.org/10.15454/CPWBIX,CF08137,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,75,,"48,1",,144,,"9,4",,"74,4",,"109,6",,"66,8",
Attlassitkt,2843430,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,treated,2009,90,,"48,8",,144,,"8,86",,76,,"101,9",,"94,6",
RE08057itkfi,2843403,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,61871,https://doi.org/10.15454/ZVHVUJ,RE08057,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,72,,"49,6",,143,,"9,57",,"75,7",,"90,6",,"55,3",
RE08057itkt,2843404,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,61871,https://doi.org/10.15454/ZVHVUJ,RE08057,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"48,3",,141,,"10,62",,"76,4",,"81,6",,"75,8",
CF08139itkt,2843406,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,27801,https://doi.org/10.15454/1DEONX,CF08139,VIRTUAL_TRIAL,,,,,,,,treated,2009,90,,"45,5",,144,,"9,04",,"74,9",,"89,1",,"82,8",
AO09021itkfi,2843389,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,48416,gnpis_pui:holding-921_taxon-4898_accession-48416,AO09021,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,70,,"43,7",,139,,"9,3",,"73,2",,"87,3",,"53,2",
EM08244itkfi,2843407,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,62006,https://doi.org/10.15454/0ISKHX,EM08244,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,78,,"43,3",,147,,"8,06",,"70,7",,"109,8",,67,
EM08244itkt,2843408,BTH_Le_Moulon_2009_SetB3,BTH_Le_Moulon_2009_SetB3,62006,https://doi.org/10.15454/0ISKHX,EM08244,VIRTUAL_TRIAL,,,,,,,,treated,2009,85,,"43,7",,147,,"8,77",,"72,8",,100,,"92,9",
