observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
CF13187itknt,2971481,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61181,https://doi.org/10.15454/RVUPRG,CF13187,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,144,,,,,,89.6,,4,,93.3,,1,,6,,5.5,
CF13187itkt,2971482,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61181,https://doi.org/10.15454/RVUPRG,CF13187,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,11.9,,79.1,,99.1,,,,121,,,,,,3.5,
CF13187itkfi,2971480,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61181,https://doi.org/10.15454/RVUPRG,CF13187,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,11.1,,79.2,,103.4,,3.5,,102.7,,1,,4,,4,
EM13073itknt,2971469,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61398,https://doi.org/10.15454/HEUAIP,EM13073,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,144,,,,,,98.2,,8,,102.2,,1,,5,,5.5,
EM13073itkt,2971470,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61398,https://doi.org/10.15454/HEUAIP,EM13073,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,11.2,,79.1,,96.4,,,,117.8,,,,,,4.5,
EM13073itkfi,2971468,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61398,https://doi.org/10.15454/HEUAIP,EM13073,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,143,,11.2,,81.8,,98.3,,5,,97.6,,1,,4,,3.5,
EM13249itknt,2971484,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61447,https://doi.org/10.15454/NTKRK8,EM13249,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,144,,,,,,99.7,,2.5,,103.8,,1,,4.5,,3.5,
EM13249itkfi,2971483,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61447,https://doi.org/10.15454/NTKRK8,EM13249,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,144,,11,,80.7,,110.2,,2,,109.4,,1,,4,,2.5,
EM13249itkt,2971485,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61447,https://doi.org/10.15454/NTKRK8,EM13249,VIRTUAL_TRIAL,,,,,,,,traite,2015,145,,11.6,,76.7,,96.1,,,,117.4,,,,,,2.5,
EM13243itkt,2971419,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61431,https://doi.org/10.15454/QSZ1IX,EM13243,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,11.1,,78.7,,96.3,,,,117.7,,,,,,3,
EM13243itknt,2971418,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61431,https://doi.org/10.15454/QSZ1IX,EM13243,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,144,,,,,,99.4,,6,,103.4,,1.5,,5.5,,5.5,
EM13243itkfi,2971417,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61431,https://doi.org/10.15454/QSZ1IX,EM13243,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,143,,11.3,,83.3,,113.9,,5,,113.1,,1,,4.5,,4,
RE13006itkt,2971503,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61514,https://doi.org/10.15454/KLQZHB,RE13006,VIRTUAL_TRIAL,,,,,,,,traite,2015,143,,10.8,,81,,97.4,,,,119,,,,,,5.5,
RE13006itknt,2971502,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61514,https://doi.org/10.15454/KLQZHB,RE13006,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,141,,,,,,109.1,,1.5,,113.5,,1.5,,4.5,,6.5,
RE13006itkfi,2971501,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61514,https://doi.org/10.15454/KLQZHB,RE13006,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,141,,11.2,,81.3,,105,,2,,104.2,,1.5,,3.5,,4.5,
RE13007itkt,2971506,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61527,https://doi.org/10.15454/JN5VML,RE13007,VIRTUAL_TRIAL,,,,,,,,traite,2015,140,,10.8,,78.1,,98.9,,,,120.8,,,,,,6,
RE13007itknt,2971505,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61527,https://doi.org/10.15454/JN5VML,RE13007,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,141,,,,,,111.4,,2.5,,116,,1.5,,5,,5.5,
RE13007itkfi,2971504,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61527,https://doi.org/10.15454/JN5VML,RE13007,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,140,,11.3,,80.8,,111.8,,1,,111.1,,1,,3.5,,5.5,
RE13093itkt,2971431,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61664,https://doi.org/10.15454/OYADUC,RE13093,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,10.9,,76.3,,98.5,,,,120.4,,,,,,4.5,
RE13093itknt,2971430,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61664,https://doi.org/10.15454/OYADUC,RE13093,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,142,,,,,,103.8,,1,,108.1,,4,,4.5,,4,
RE13093itkfi,2971429,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61664,https://doi.org/10.15454/OYADUC,RE13093,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,10.8,,80.1,,116,,2.5,,115.2,,3,,4.5,,3.5,
RE13094itkfi,2971435,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61678,https://doi.org/10.15454/GQP9HA,RE13094,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,134,,11.2,,81.8,,112.8,,4.5,,112,,2,,5,,5.5,
RE13094itkt,2971437,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61678,https://doi.org/10.15454/GQP9HA,RE13094,VIRTUAL_TRIAL,,,,,,,,traite,2015,136,,11.3,,78.5,,101.2,,,,123.6,,,,,,6,
RE13094itknt,2971436,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61678,https://doi.org/10.15454/GQP9HA,RE13094,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,135,,,,,,99.9,,3.5,,104,,4,,5.5,,7,
AO14026itknt,2971490,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61704,https://doi.org/10.15454/ZZZLIR,AO14026,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,147,,,,,,105.1,,3,,109.3,,1,,4,,6.5,
AO14026itkt,2971491,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61704,https://doi.org/10.15454/ZZZLIR,AO14026,VIRTUAL_TRIAL,,,,,,,,traite,2015,148,,11,,78.7,,103,,,,125.8,,,,,,6,
AO14026itkfi,2971489,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61704,https://doi.org/10.15454/ZZZLIR,AO14026,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,147,,10.7,,78.6,,107.7,,3.5,,107,,1,,4.5,,5,
AO14013itkt,2971428,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,traite,2015,145,,10.8,,79.5,,103.4,,,,126.3,,,,,,2,
AO14013itknt,2971427,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,142,,,,,,79.3,,NA,,82.5,,9,,NA,,3.5,
AO14013itkfi,2971426,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,10.8,,81.5,,92.6,,1,,92,,8.5,,5,,2.5,
AO14014itkt,2971452,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,traite,2015,145,,11.1,,80.2,,100.6,,,,122.9,,,,,,4.5,
AO14014itknt,2971451,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,144,,,,,,103.9,,6,,108.2,,2,,6,,6,
AO14014itkfi,2971450,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,144,,10.7,,80.6,,116.5,,5,,115.7,,3.5,,5,,6,
AO14017itkt,2971422,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,traite,2015,145,,11.9,,78.6,,97,,,,118.6,,,,,,4,
AO14017itkfi,2971420,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,144,,12.2,,83,,108.4,,4.5,,107.7,,2.5,,5.5,,3,
AO14017itknt,2971421,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,144,,,,,,98.9,,4.5,,103,,4,,5,,5,
AO14020itknt,2971493,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,143,,,,,,85.5,,1,,89,,5,,5.5,,4.5,
AO14020itkt,2971494,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,11.4,,79.1,,99.8,,,,121.9,,,,,,1,
AO14020itkfi,2971492,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,140,,11.6,,82.2,,102.6,,4.5,,101.9,,3,,5,,4.5,
EM13147itkt,2971500,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,traite,2015,141,,10.7,,80,,103.4,,,,126.3,,,,,,2,
EM13147itknt,2971499,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,141,,,,,,113.7,,4,,118.3,,1,,5,,6,
EM13147itkfi,2971498,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,139,,10.9,,80.3,,109.7,,4.5,,108.9,,1,,3.5,,5.5,
CF13158itkt,2971413,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,traite,2015,142,,10.6,,78.8,,99.1,,,,121.1,,,,,,2,
CF13158itknt,2971412,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,141,,,,,,100.4,,3,,104.5,,6,,5,,4,
CF13158itkfi,2971411,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,11.3,,81.2,,105.5,,5,,104.7,,3.5,,4,,2.5,
RE13116itkt,2971440,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,traite,2015,142,,10.6,,78.3,,101.1,,,,123.5,,,,,,3.5,
RE13116itknt,2971439,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,140,,,,,,109.8,,2.5,,114.3,,2.5,,5,,6,
RE13116itkfi,2971438,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,139,,11,,80.8,,100,,4,,99.3,,2,,5,,4,
EM12040itkt,2971446,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,traite,2015,136,,11.4,,80.3,,87.5,,,,106.9,,,,,,4.5,
EM12040itknt,2971445,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,136,,,,,,100,,7,,104.1,,1,,5.5,,5.5,
EM12040itkfi,2971444,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,136,,12,,83.9,,99.5,,6,,98.8,,1,,5,,6.5,
AO14041itknt,2971475,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,142,,,,,,97.7,,4,,101.7,,1,,5,,1,
AO14041itkfi,2971474,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,140,,10.4,,79.7,,102.8,,2,,102.1,,1.5,,5,,1,
CF13080itkfi,2971465,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,138,,11.1,,79.3,,98.1,,2,,97.4,,1.5,,5,,2,
CF13080itkt,2971467,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,traite,2015,140,,11,,76.8,,96.5,,,,117.9,,,,,,2,
CF13080itknt,2971466,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,137,,,,,,89.5,,1,,93.1,,1,,8,,4.5,
RE13003itkt,2971518,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,12.6,,79,,92.8,,,,113.4,,,,,,6,
RE13003itknt,2971517,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,143,,,,,,98.7,,2.5,,102.7,,6,,5,,6.5,
RE13003itkfi,2971516,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,11.7,,80.5,,101.7,,3,,101,,2,,4,,5.5,
AO14008itkt,2971458,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,traite,2015,143,,11.2,,82.2,,99,,,,120.9,,,,,,4.5,
AO14008itknt,2971457,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,142,,,,,,87.2,,6,,90.7,,5.5,,6,,6,
AO14008itkfi,2971456,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,11.4,,82.2,,99.4,,5.5,,98.8,,4,,6,,5,
AO14028itkt,2971479,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,10.5,,79.7,,94.7,,,,115.7,,,,,,3,
AO14028itknt,2971478,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,142,,,,,,98.4,,4.5,,102.5,,2.5,,7,,4.5,
AO14028itkfi,2971477,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,11.1,,80.3,,101.5,,5.5,,100.8,,2.5,,5.5,,3,
RE13014itkt,2971443,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,traite,2015,144,,11,,79.6,,92.3,,,,112.8,,,,,,2.5,
RE13014itknt,2971442,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,142,,,,,,90.5,,3.5,,94.2,,6,,5,,5.5,
RE13014itkfi,2971441,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,142,,11.2,,81.8,,98.8,,3.5,,98.1,,4,,4.5,,6,
RE13084itkt,2971455,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,traite,2015,143,,11.2,,78.8,,98,,,,119.8,,,,,,3.5,
RE13084itknt,2971454,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,142,,,,,,102.9,,5,,107.1,,1,,4,,5,
RE13084itkfi,2971453,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,140,,11.1,,81.6,,110,,4.5,,109.2,,1,,3.5,,6,
RE13086itknt,2971463,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,141,,,,,,101.4,,4.5,,105.5,,1,,4,,6.5,
RE13086itkfi,2971462,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,140,,12.1,,79.8,,110.2,,3.5,,109.5,,1,,3,,5.5,
RE13086itkt,2971464,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,traite,2015,142,,11.8,,79.8,,95,,,,116.1,,,,,,4,
RE13106itknt,2971487,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,142,,,,,,101.6,,2.5,,105.8,,3,,6,,6,
RE13106itkt,2971488,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,traite,2015,143,,9.9,,76.3,,100.3,,,,122.5,,,,,,2.5,
RE13106itkfi,2971486,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,141,,10.5,,79.8,,106.5,,4.5,,105.8,,1.5,,5,,6.5,
RE13005itkt,2971512,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,48484,https://doi.org/10.15454/L7ZWCU,RE13005,VIRTUAL_TRIAL,,,,,,,,traite,2015,143,,11.4,,77.5,,97.7,,,,119.3,,,,,,7,
RE13005itknt,2971511,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,48484,https://doi.org/10.15454/L7ZWCU,RE13005,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,141,,,,,,98.1,,3,,102.1,,1,,4.5,,7,
RE13005itkfi,2971510,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,48484,https://doi.org/10.15454/L7ZWCU,RE13005,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,141,,11,,80.1,,106.5,,3,,105.8,,1.5,,4,,4,
RE13004itknt,2971508,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49568,https://doi.org/10.15454/LO7ZR2,RE13004,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,144,,,,,,99.8,,3.5,,103.9,,1.5,,4,,6.5,
RE13004itkfi,2971507,BTH_Estrées-Mons_2015_SetA2,BTH_Estrées-Mons_2015_SetA2,49568,https://doi.org/10.15454/LO7ZR2,RE13004,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,144,,12.3,,84.1,,102.8,,3.5,,102.1,,1,,4,,6.5,
