observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
DI09003itkfi,2841109,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,61481,https://doi.org/10.15454/RV2BAB,DI09003,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,98,,142,,"72,4",,"98,1",,"65,5",,4,
EM08019itkfi,2841126,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,88,,140,,"69,9",,"102,6",,"68,5",,"4,5",
Koreliitkfi,2841105,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,26891,https://doi.org/10.15454/6PDHWM,KORELI,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,104,,143,,"79,5",,"128,7",,"85,9",,2,
RE08009itkfi,2841130,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,62099,https://doi.org/10.15454/OQXFMF,RE08009,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,87,,136,,75,,"98,3",,"65,6",,4,
EM08024itkfi,2841104,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,101,,142,,"73,3",,"116,8",,78,,"3,5",
EM08082itkfi,2841107,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,49654,gnpis_pui:holding-921_taxon-4898_accession-49654,EM08082,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,92,,142,,"69,2",,"97,8",,"65,3",,4,
AO09013itkfi,2841118,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,27896,https://doi.org/10.15454/22DLWP,AO09013,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,88,,134,,"71,6",,"89,9",,60,,"7,5",
RE08003itkfi,2841128,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,62068,https://doi.org/10.15454/JFPOJQ,RE08003,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,92,,139,,"79,2",,"114,7",,"76,6",,"2,5",
CF08027itkfi,2841136,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,101,,144,,"76,6",,"116,5",,"77,8",,"2,5",
RE08016itkfi,2841135,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,62115,https://doi.org/10.15454/Z6L9UC,RE08016,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,104,,140,,"74,1",,"104,2",,"69,6",,3,
DI09004itkfi,2841115,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,27808,https://doi.org/10.15454/GGTVHF,DI09004,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,102,,142,,"73,6",,"113,4",,"75,7",,"3,5",
AO09014itkfi,2841122,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,27781,https://doi.org/10.15454/NMD5FO,AO09014,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,92,,141,,"70,3",,"89,7",,"59,9",,"6,5",
CF08021itkfi,2841134,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,49645,https://doi.org/10.15454/GXTRDY,CF08021,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,104,,140,,"73,6",,"110,2",,"73,6",,4,
RE08024itkfi,2841101,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,62156,https://doi.org/10.15454/JZPGYG,RE08024,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,102,,140,,77,,"111,8",,"74,6",,3,
CF08049itkfi,2841132,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,27797,https://doi.org/10.15454/II6X3N,CF08049,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,98,,140,,"74,8",,"109,6",,"73,2",,4,
RE08023itkfi,2841124,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,62142,https://doi.org/10.15454/DQ0CM1,RE08023,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,98,,139,,"75,3",,"110,1",,"73,5",,"2,5",
AO09015itkfi,2841121,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,27897,https://doi.org/10.15454/QWJPTN,AO09015,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,110,,134,,"76,9",,"109,8",,"73,3",,"6,5",
Attlassitkfi,2841127,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,104,,142,,"77,6",,"124,8",,"83,3",,3,
Apacheitkfi,2841119,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,98,,137,,76,,"92,9",,62,,"5,5",
RE08018itkfi,2841102,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,62130,https://doi.org/10.15454/8V9KEO,RE08018,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,102,,141,,"74,1",,"103,5",,"69,1",,"2,5",
AO09016itkfi,2841120,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,27898,https://doi.org/10.15454/BSXMIF,AO09016,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,91,,134,,"73,2",,"82,7",,"55,2",,8,
DI09006itkfi,2841113,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,27810,https://doi.org/10.15454/ADDONA,DI09006,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,92,,142,,70,,"95,5",,"63,8",,"4,5",
EM08080itkfi,2841106,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,61868,https://doi.org/10.15454/J7YM4E,EM08080,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,85,,140,,73,,"101,1",,"67,5",,4,
Caphornitkfi,2841117,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,92,,141,,"72,8",,"95,9",,64,,"6,5",
Sankaraitkfi,2841116,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,26123,https://doi.org/10.15454/R5VJW6,SANKARA,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,90,,142,,"72,8",,"101,1",,"67,5",,4,
EM08026itkfi,2841103,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,61851,https://doi.org/10.15454/LDLPMS,EM08026,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,94,,141,,"74,5",,"108,7",,"72,6",,"3,5",
CF08029itkfi,2841131,BTH_Lusignan_2009_SetB1,BTH_Lusignan_2009_SetB1,27796,https://doi.org/10.15454/9MSP5Q,CF08029,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,94,,135,,"76,8",,"115,7",,"77,2",,3,
