observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
RE03157,2798253,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,48600,https://doi.org/10.15454/MYOQSH,RE03157,VIRTUAL_TRIAL,,,,,,,,2004,8,,1,,2,,3,,3,
RE03156,2798232,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,48668,gnpis_pui:holding-921_taxon-4898_accession-48668,RE03156,VIRTUAL_TRIAL,,,,,,,,2004,"6,5",,1,,2,,4,,4,
Isengrain,2798262,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
EM01068,2798235,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,26803,https://doi.org/10.15454/ADFR47,EM01068,VIRTUAL_TRIAL,,,,,,,,2004,8,,1,,3,,1,,1,
EM01308,2798234,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,48674,gnpis_pui:holding-921_taxon-4898_accession-48674,EM01308,VIRTUAL_TRIAL,,,,,,,,2004,6,,1,,5,,1,,1,
EM03017,2798251,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,48881,gnpis_pui:holding-921_taxon-4898_accession-48881,EM03017,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",,1,,2,,1,,2,
DI04002,2798261,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,48882,gnpis_pui:holding-921_taxon-4898_accession-48882,DI04002,VIRTUAL_TRIAL,,,,,,,,2004,"7,5",,1,,2,,1,,6,
LM03005,2798226,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,49046,gnpis_pui:holding-921_taxon-4898_accession-49046,LM03005,VIRTUAL_TRIAL,,,,,,,,2004,6,,1,,5,,1,,1,
CF03228,2798243,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,49099,gnpis_pui:holding-921_taxon-4898_accession-49099,CF03228,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",,1,,2,,1,,3,
DI04004,2798256,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,49220,gnpis_pui:holding-921_taxon-4898_accession-49220,DI04004,VIRTUAL_TRIAL,,,,,,,,2004,9,,1,,2,,1,,1,
EM01058.3,2798248,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,49582,gnpis_pui:holding-921_taxon-4898_accession-49582,EM01058.3,VIRTUAL_TRIAL,,,,,,,,2004,4,,1,,5,,1,,1,
CF03450,2798238,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,49209,gnpis_pui:holding-921_taxon-4898_accession-49209,CF03450,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",,1,,5,,1,,6,
EM01104.4,2798259,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,49267,gnpis_pui:holding-921_taxon-4898_accession-49267,EM01104.4,VIRTUAL_TRIAL,,,,,,,,2004,7,,1,,5,,4,,1,
DI04001,2798260,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,48999,gnpis_pui:holding-921_taxon-4898_accession-48999,DI04001,VIRTUAL_TRIAL,,,,,,,,2004,7,,1,,2,,1,,1,
CF03305,2798237,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,49537,gnpis_pui:holding-921_taxon-4898_accession-49537,CF03305,VIRTUAL_TRIAL,,,,,,,,2004,7,,1,,5,,3,,2,
DI04003,2798263,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,49560,gnpis_pui:holding-921_taxon-4898_accession-49560,DI04003,VIRTUAL_TRIAL,,,,,,,,2004,7,,1,,2,,1,,1,
DI04005,2798257,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,48460,gnpis_pui:holding-921_taxon-4898_accession-48460,DI04005,VIRTUAL_TRIAL,,,,,,,,2004,"5,5",,1,,2,,1,,1,
CF03120,2798224,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,49695,gnpis_pui:holding-921_taxon-4898_accession-49695,CF03120,VIRTUAL_TRIAL,,,,,,,,2004,"7,5",,1,,2,,1,,2,
Oratorio,2798254,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,25545,https://doi.org/10.15454/J5APM1,ORATORIO,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
Farandole,2798241,BTH_Rennes_200_SetB1_PIETIN-VERSE,BTH_Rennes_2004_SetB1_PIETIN-VERSE,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
