observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
CF05031,2816886,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,49286,gnpis_pui:holding-921_taxon-4898_accession-49286,CF05031,VIRTUAL_TRIAL,,,,,,,,2006,5,,1,,5,,8,,6,
DI06016,2816891,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,49166,gnpis_pui:holding-921_taxon-4898_accession-49166,DI06016,VIRTUAL_TRIAL,,,,,,,,2006,8,,3,,2,,8,,4,
RE05065,2816857,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,49606,gnpis_pui:holding-921_taxon-4898_accession-49606,RE05065,VIRTUAL_TRIAL,,,,,,,,2006,3,,1,,2,,4,,1,
EM05256,2816853,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,48632,gnpis_pui:holding-921_taxon-4898_accession-48632,EM05256,VIRTUAL_TRIAL,,,,,,,,2006,"3,5",,1,,5,,4,,1,
Apache,2816871,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2006,2,,6,,NA,,6,,1,
DI06009,2816890,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,48923,gnpis_pui:holding-921_taxon-4898_accession-48923,DI06009,VIRTUAL_TRIAL,,,,,,,,2006,6,,1,,5,,4,,1,
CF05169,2816861,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,48736,https://doi.org/10.15454/X75WAV,CF05169,VIRTUAL_TRIAL,,,,,,,,2006,"3,5",,3,,2,,4,,1,
CF05235,2816860,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,48770,https://doi.org/10.15454/EKVXQT,CF05235,VIRTUAL_TRIAL,,,,,,,,2006,3,,4,,2,,2,,6,
CF05161,2816863,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,26974,https://doi.org/10.15454/BQTYVO,CF05161,VIRTUAL_TRIAL,,,,,,,,2006,"3,5",,3,,2,,3,,1,
Charger,2816879,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2006,7,,4,,NA,,7,,1,
Caphorn,2816874,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",,6,,NA,,3,,4,
RE05079,2816882,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,48975,https://doi.org/10.15454/JTGRMP,RE05079,VIRTUAL_TRIAL,,,,,,,,2006,7,,1,,5,,2,,1,
RE05005,2816855,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,26898,https://doi.org/10.15454/JQW74U,RE05005,VIRTUAL_TRIAL,,,,,,,,2006,"5,5",,1,,5,,2,,3,
RE05038,2816878,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,26902,https://doi.org/10.15454/JZRTIK,RE05038,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",,1,,5,,2,,3,
RE05037,2816877,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,26901,https://doi.org/10.15454/WC63BJ,RE05037,VIRTUAL_TRIAL,,,,,,,,2006,4,,1,,3,,3,,1,
RE05011,2816880,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,26899,https://doi.org/10.15454/3NYQAY,RE05011,VIRTUAL_TRIAL,,,,,,,,2006,8,,1,,2,,2,,5,
RE05016,2816881,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,26900,https://doi.org/10.15454/YMFJQC,RE05016,VIRTUAL_TRIAL,,,,,,,,2006,"3,5",,1,,5,,4,,6,
RE05050,2816876,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,26904,https://doi.org/10.15454/8AMC4Z,RE05050,VIRTUAL_TRIAL,,,,,,,,2006,"3,5",,4,,2,,4,,3,
RE05047,2816859,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,26903,https://doi.org/10.15454/QRI3MM,RE05047,VIRTUAL_TRIAL,,,,,,,,2006,"4,5",,2,,2,,4,,4,
RE05031,2816873,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,49144,gnpis_pui:holding-921_taxon-4898_accession-49144,RE05031,VIRTUAL_TRIAL,,,,,,,,2006,4,,3,,2,,3,,3,
DI06014,2816869,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,49534,https://doi.org/10.15454/1WVZPY,DI06014,VIRTUAL_TRIAL,,,,,,,,2006,4,,4,,5,,2,,4,
DI06011,2816864,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,48760,gnpis_pui:holding-921_taxon-4898_accession-48760,DI06011,VIRTUAL_TRIAL,,,,,,,,2006,6,,6,,3,,3,,1,
Orvantis,2816885,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,2006,7,,6,,NA,,8,,6,
RE05039,2816870,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,27825,https://doi.org/10.15454/FYAJT8,RE05039,VIRTUAL_TRIAL,,,,,,,,2006,5,,3,,2,,3,,1,
DI06008,2816889,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,49044,gnpis_pui:holding-921_taxon-4898_accession-49044,DI06008,VIRTUAL_TRIAL,,,,,,,,2006,7,,1,,5,,3,,1,
EM05274,2816883,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,48852,gnpis_pui:holding-921_taxon-4898_accession-48852,EM05274,VIRTUAL_TRIAL,,,,,,,,2006,5,,1,,5,,3,,1,
CF05089,2816856,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,49702,gnpis_pui:holding-921_taxon-4898_accession-49702,CF05089,VIRTUAL_TRIAL,,,,,,,,2006,3,,1,,2,,7,,3,
Farandole,2816875,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,2006,4,,3,,NA,,3,,1,
CF05159,2816888,BTH_Rennes_2006_SetB2_PIETIN-VERSE,BTH_Rennes_2006_SetB2_PIETIN-VERSE,48381,gnpis_pui:holding-921_taxon-4898_accession-48381,CF05159,VIRTUAL_TRIAL,,,,,,,,2006,3,,6,,5,,3,,1,
