observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
CF99075itkt,2764005,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,48935,https://doi.org/10.15454/KCTYDW,CF99075,VIRTUAL_TRIAL,,,,,,,,treated,2000,95,,134,,"12,6",,"103,3",,"96,3",
EM00001itkt,2763988,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,49116,gnpis_pui:holding-921_taxon-4898_accession-49116,EM00001,VIRTUAL_TRIAL,,,,,,,,treated,2000,90,,143,,"13,4",,"90,9",,"84,8",
Valorisitkt,2764017,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,25701,https://doi.org/10.15454/EMUZ8X,VALORIS,VIRTUAL_TRIAL,,,,,,,,treated,2000,95,,134,,"11,6",,"107,8",,"100,5",
DI00002itkt,2764003,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,49468,gnpis_pui:holding-921_taxon-4898_accession-49468,DI00002,VIRTUAL_TRIAL,,,,,,,,treated,2000,95,,136,,"12,9",,96,,"89,5",
EM00006itkt,2763994,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,26861,https://doi.org/10.15454/UEZ7EW,EM00006,VIRTUAL_TRIAL,,,,,,,,treated,2000,100,,141,,"12,4",,"100,2",,"93,4",
DI00009itkt,2763997,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,49593,gnpis_pui:holding-921_taxon-4898_accession-49593,DI00009,VIRTUAL_TRIAL,,,,,,,,treated,2000,105,,140,,"12,1",,"103,1",,"96,1",
Soissonsitkt,2764021,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2000,95,,134,,"12,7",,"98,9",,"92,2",
EM00002itkt,2763990,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,26108,https://doi.org/10.15454/MTMO4R,EM00002,VIRTUAL_TRIAL,,,,,,,,treated,2000,90,,135,,"13,1",,100,,"93,3",
Apacheitkt,2764009,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2000,95,,134,,"11,9",,96,,"89,6",
RE99106itkt,2764020,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,48902,gnpis_pui:holding-921_taxon-4898_accession-48902,RE99106,VIRTUAL_TRIAL,,,,,,,,treated,2000,95,,140,,"13,1",,88,,"82,1",
RE00003itkt,2764013,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,49141,gnpis_pui:holding-921_taxon-4898_accession-49141,RE00003,VIRTUAL_TRIAL,,,,,,,,treated,2000,90,,140,,"12,4",,"76,7",,"71,5",
RE00004itkt,2764010,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,49474,gnpis_pui:holding-921_taxon-4898_accession-49474,RE00004,VIRTUAL_TRIAL,,,,,,,,treated,2000,90,,145,,"12,6",,"97,5",,"90,9",
EM00004itkt,2763992,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,26860,https://doi.org/10.15454/4WHHJZ,EM00004,VIRTUAL_TRIAL,,,,,,,,treated,2000,100,,139,,"13,7",,"100,6",,"93,8",
RE00002itkt,2764012,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,49213,gnpis_pui:holding-921_taxon-4898_accession-49213,RE00002,VIRTUAL_TRIAL,,,,,,,,treated,2000,100,,139,,"12,2",,"89,9",,"83,8",
Isengrainitkt,2764018,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,treated,2000,90,,136,,"12,7",,"108,4",,"101,1",
RE00005itkt,2764011,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,48972,gnpis_pui:holding-921_taxon-4898_accession-48972,RE00005,VIRTUAL_TRIAL,,,,,,,,treated,2000,90,,140,,"14,2",,"95,9",,"89,5",
RE00001itkt,2764014,BTH_Clermont-Ferrand_2000_SetB1,BTH_Clermont-Ferrand_2000_SetB1,48511,gnpis_pui:holding-921_taxon-4898_accession-48511,RE00001,VIRTUAL_TRIAL,,,,,,,,treated,2000,100,,140,,"12,8",,"74,8",,"69,8",
