observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NmieL(CO_321:1000243),NmieL(CO_321:1000243).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpainL(CO_321:1000242),NpainL(CO_321:1000242).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NpateL(CO_321:1000241),NpateL(CO_321:1000241).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,NtotL(CO_321:1000244),NtotL(CO_321:1000244).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,volL(CO_321:1000245),volL(CO_321:1000245).date,zel(CO_321:1000222),zel(CO_321:1000222).date
Folkloritkt,2861855,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2011,"12,2",,30,,91,,NA,,35,,NA,,72,,NA,,198,,NA,,124,,"4,13",,163,,76,,344,,"10,2",,NA,,1230,,NA,,31,
RE09013itkt,2861881,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49189,https://doi.org/10.15454/FINGUM,RE09013,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,9",,72,,NA,,100,,NA,,"5,5",,NA,,"62,6",,NA,,"168,1",,68,,"0,93",,175,,24,,294,,"10,2",,"73,5",,NA,,1050,,NA,
RE10040itkt,2861882,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49526,https://doi.org/10.15454/U0AWKP,RE10040,VIRTUAL_TRIAL,,,,,,,,treated,2011,"15,6",,50,,NA,,100,,NA,,"70,9",,NA,,91,,NA,,"261,9",,108,,"2,18",,187,,70,,325,,"9,5",,"77,8",,NA,,1630,,NA,
RE10072itkt,2861858,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49343,https://doi.org/10.15454/4TBCLY,RE10072,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,1",,52,,NA,,100,,NA,,"53,2",,NA,,"79,2",,NA,,"232,5",,94,,"1,79",,167,,89,,323,,"9,9",,"78,4",,NA,,1450,,NA,
RE10095itkt,2861864,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49072,https://doi.org/10.15454/OZM4O0,RE10095,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,8",,58,,NA,,100,,NA,,"70,6",,NA,,"83,8",,NA,,"254,4",,94,,"1,64",,174,,24,,381,,"10,7",,"80,2",,NA,,1620,,NA,
RE09063itkt,2861878,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48542,https://doi.org/10.15454/XWSV3O,RE09063,VIRTUAL_TRIAL,,,,,,,,treated,2011,"17,2",,60,,91,,NA,,62,,NA,,90,,NA,,243,,NA,,101,,"1,68",,222,,"83,5",,338,,"11,1",,NA,,1593,,NA,,"30,5",
RE10039itkt,2861860,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49138,https://doi.org/10.15454/NSZ09C,RE10039,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,6",,70,,NA,,100,,NA,,"12,2",,NA,,"92,5",,NA,,"204,8",,87,,"1,23",,221,,12,,198,,"10,7",,"74,4",,NA,,1350,,NA,
RE09079itkt,2861848,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49050,https://doi.org/10.15454/6F6EN3,RE09079,VIRTUAL_TRIAL,,,,,,,,treated,2011,"17,1",,59,,94,,NA,,43,,NA,,87,,NA,,224,,NA,,95,,"1,61",,201,,"81,5",,326,,"11,4",,NA,,1615,,NA,,"30,5",
Premioitkt,2861863,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2011,"12,6",,32,,94,,NA,,41,,NA,,81,,NA,,216,,NA,,98,,"3,06",,137,,"77,5",,323,,"11,5",,NA,,1398,,NA,,26,
EM09003itkt,2861854,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49087,https://doi.org/10.15454/53EBXZ,EM09003,VIRTUAL_TRIAL,,,,,,,,treated,2011,"15,4",,48,,79,,NA,,20,,NA,,59,,NA,,158,,NA,,117,,"2,44",,223,,91,,296,,"10,7",,NA,,1113,,NA,,"30,5",
Apacheitkt,2861869,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,7",,57,,100,,NA,,66,,NA,,72,,NA,,238,,NA,,95,,"1,7",,187,,57,,288,,10,,NA,,1638,,NA,,"27,5",
EM10317itkt,2861856,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,61542,https://doi.org/10.15454/GSBZL4,EM10317,VIRTUAL_TRIAL,,,,,,,,treated,2011,"19,3",,75,,NA,,100,,NA,,"58,5",,NA,,90,,NA,,"248,5",,78,,"1,04",,191,,77,,318,,"9,7",,"76,9",,NA,,1550,,NA,
Lyrikitkt,2861900,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2011,"11,8",,28,,72,,NA,,21,,NA,,69,,NA,,162,,NA,,113,,"4,04",,137,,70,,345,,"10,2",,NA,,1133,,NA,,28,
Ghaytaitkt,2861891,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2011,"14,8",,44,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,162,,"3,68",,298,,"95,5",,384,,"12,5",,NA,,NA,,NA,,"45,5",
Grapeliitkt,2861862,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2011,"11,4",,26,,88,,NA,,29,,NA,,74,,NA,,191,,NA,,89,,"3,42",,99,,"31,5",,317,,"10,6",,NA,,1250,,NA,,22,
CF08027itkt,2861902,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,2",,53,,88,,NA,,47,,NA,,81,,NA,,216,,NA,,100,,"1,89",,201,,85,,333,,"10,6",,NA,,1340,,NA,,"30,5",
Granamaxitkt,2861872,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,59657,https://doi.org/10.15454/R2A6FC,GRANAMAX,VIRTUAL_TRIAL,,,,,,,,treated,2011,"11,4",,26,,82,,NA,,8,,NA,,52,,NA,,142,,NA,,140,,"5,38",,162,,"75,5",,303,,"10,2",,NA,,1025,,NA,,"33,5",
AO11011itkt,2861876,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48486,https://doi.org/10.15454/PE1NKZ,AO11011,VIRTUAL_TRIAL,,,,,,,,treated,2011,"11,8",,28,,91,,NA,,67,,NA,,88,,NA,,246,,NA,,134,,"4,79",,165,,86,,253,,"10,2",,NA,,1520,,NA,,29,
Gotikitkt,2861886,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49404,https://doi.org/10.15454/DILEEP,GOTIK,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,2",,67,,94,,NA,,53,,NA,,97,,NA,,244,,NA,,107,,"1,6",,260,,"90,5",,381,,"12,4",,NA,,1570,,NA,,"35,5",
DI11012itkt,2861897,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48928,https://doi.org/10.15454/G34RHP,DI11012,VIRTUAL_TRIAL,,,,,,,,treated,2011,"13,3",,36,,NA,,82,,NA,,23,,NA,,67,,NA,,172,,137,,"3,83",,171,,77,,372,,"9,5",,"80,6",,NA,,820,,NA,
DI11013itkt,2861896,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49232,https://doi.org/10.15454/8YNF2B,DI11013,VIRTUAL_TRIAL,,,,,,,,treated,2011,"12,3",,31,,NA,,82,,NA,,"8,9",,NA,,"52,9",,NA,,"143,8",,136,,"4,44",,175,,83,,352,,"9,5",,"80,7",,NA,,890,,NA,
RE10042itkt,2861868,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48716,https://doi.org/10.15454/5APOHC,RE10042,VIRTUAL_TRIAL,,,,,,,,treated,2011,"14,8",,45,,NA,,100,,NA,,"68,2",,NA,,91,,NA,,"259,2",,104,,"2,34",,179,,79,,314,,"9,6",,"79,1",,NA,,1540,,NA,
Gallixeitkt,2861894,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,3",,68,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,61,,"0,91",,143,,30,,257,,"10,5",,NA,,NA,,NA,,22,
Croustyitkt,2861883,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,6",,70,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,49,,"0,7",,132,,41,,364,,"11,95",,NA,,NA,,NA,,28,
AO10013itkt,2861849,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48839,https://doi.org/10.15454/PBJK68,AO10013,VIRTUAL_TRIAL,,,,,,,,treated,2011,"17,4",,61,,94,,NA,,64,,NA,,89,,NA,,247,,NA,,97,,"1,59",,212,,76,,302,,"10,5",,NA,,1583,,NA,,"32,5",
AO11012itkt,2861851,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48904,https://doi.org/10.15454/QDMSRL,AO11012,VIRTUAL_TRIAL,,,,,,,,treated,2011,"15,4",,48,,97,,NA,,67,,NA,,90,,NA,,254,,NA,,122,,"2,54",,226,,91,,323,,"10,5",,NA,,1520,,NA,,31,
AO11013itkt,2861852,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49347,https://doi.org/10.15454/K3JAUB,AO11013,VIRTUAL_TRIAL,,,,,,,,treated,2011,13,,34,,82,,NA,,22,,NA,,59,,NA,,163,,NA,,136,,4,,200,,79,,302,,"10,1",,NA,,1135,,NA,,31,
AO11014itkt,2861884,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48888,https://doi.org/10.15454/2YKLGU,AO11014,VIRTUAL_TRIAL,,,,,,,,treated,2011,"15,9",,51,,91,,NA,,45,,NA,,97,,NA,,233,,NA,,120,,"2,35",,234,,67,,334,,"9,7",,NA,,1445,,NA,,30,
DI10001-2itkt,2861892,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48666,https://doi.org/10.15454/MBT1YT,DI10001-2,VIRTUAL_TRIAL,,,,,,,,treated,2011,"13,5",,37,,79,,NA,,23,,NA,,60,,NA,,162,,NA,,132,,"3,57",,213,,"85,5",,385,,11,,NA,,1120,,NA,,38,
EM09227itkt,2861887,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48498,https://doi.org/10.15454/GGN6HS,EM09227,VIRTUAL_TRIAL,,,,,,,,treated,2011,"14,8",,45,,NA,,100,,NA,,35,,NA,,"82,5",,NA,,"217,5",,118,,"2,66",,191,,73,,323,,"9,6",,"77,8",,NA,,1400,,NA,
EM09320itkt,2861853,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,treated,2011,"17,4",,61,,73,,NA,,7,,NA,,33,,NA,,113,,NA,,108,,"1,77",,99,,"80,5",,358,,"9,7",,NA,,960,,NA,,"32,5",
DI11002itkt,2861873,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,60786,https://doi.org/10.15454/XUWXYL,DI11002,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,8",,58,,NA,,88,,NA,,"9,2",,NA,,"64,1",,NA,,"161,4",,78,,"1,36",,171,,17,,324,,"10,6",,"77,1",,NA,,990,,NA,
RE09001itkt,2861875,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48746,https://doi.org/10.15454/ZEEZIW,RE09001,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,2",,53,,76,,NA,,4,,NA,,40,,NA,,120,,NA,,71,,"1,34",,151,,"39,5",,342,,"10,4",,NA,,1005,,NA,,"23,5",
EM07117itkt,2861861,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,8",,72,,79,,NA,,3,,NA,,51,,NA,,133,,NA,,81,,"1,14",,113,,29,,294,,"10,3",,NA,,938,,NA,,"23,5",
CF09169itkt,2861865,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48637,https://doi.org/10.15454/PVGZIK,CF09169,VIRTUAL_TRIAL,,,,,,,,treated,2011,"17,5",,62,,94,,NA,,45,,NA,,84,,NA,,223,,NA,,111,,"1,79",,263,,"86,5",,337,,"11,3",,NA,,1483,,NA,,27,
DI10011itkt,2861850,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49216,https://doi.org/10.15454/HTBFFE,DI10011,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,4",,69,,91,,NA,,60,,NA,,81,,NA,,232,,NA,,105,,"1,54",,261,,82,,353,,"10,8",,NA,,1570,,NA,,"29,5",
RE10099itkt,2861874,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49222,https://doi.org/10.15454/YP9ZYW,RE10099,VIRTUAL_TRIAL,,,,,,,,treated,2011,"23,7",,114,,NA,,100,,NA,,"70,6",,NA,,90,,NA,,"260,6",,55,,"0,48",,186,,23,,318,,"10,6",,"77,9",,NA,,1620,,NA,
DI11014itkt,2861898,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48652,https://doi.org/10.15454/GG9CKW,DI11014,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,4",,54,,NA,,100,,NA,,"57,8",,NA,,"92,5",,NA,,"250,2",,104,,"1,9",,199,,74,,373,,"9,4",,"78,6",,NA,,1600,,NA,
EM09318itkt,2861871,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48847,https://doi.org/10.15454/BPR93C,EM09318,VIRTUAL_TRIAL,,,,,,,,treated,2011,"17,3",,61,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,67,,"1,1",,144,,29,,309,,"10,65",,NA,,NA,,NA,,24,
AO11001itkt,2861879,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48474,https://doi.org/10.15454/72RLFQ,AO11001,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,5",,55,,100,,NA,,55,,NA,,84,,NA,,239,,NA,,110,,2,,219,,82,,238,,"10,3",,NA,,1633,,NA,,28,
AO11002itkt,2861880,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48844,https://doi.org/10.15454/IYISPL,AO11002,VIRTUAL_TRIAL,,,,,,,,treated,2011,"19,8",,80,,94,,NA,,73,,NA,,91,,NA,,258,,NA,,77,,"0,97",,195,,69,,297,,"10,6",,NA,,1693,,NA,,27,
AO11005itkt,2861867,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49011,https://doi.org/10.15454/08Z5FH,AO11005,VIRTUAL_TRIAL,,,,,,,,treated,2011,"14,6",,43,,79,,NA,,23,,NA,,62,,NA,,164,,NA,,98,,"2,28",,169,,81,,287,,"10,1",,NA,,1225,,NA,,28,
AO11008itkt,2861877,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49376,https://doi.org/10.15454/DLSQIN,AO11008,VIRTUAL_TRIAL,,,,,,,,treated,2011,"18,2",,67,,94,,NA,,64,,NA,,87,,NA,,245,,NA,,85,,"1,27",,196,,"79,5",,332,,"10,2",,NA,,1605,,NA,,32,
EM09221itkt,2861890,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,49495,https://doi.org/10.15454/CZHVWO,EM09221,VIRTUAL_TRIAL,,,,,,,,treated,2011,"14,5",,43,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,66,,"1,54",,112,,26,,318,,"9,85",,NA,,NA,,NA,,20,
EM09222itkt,2861889,BTH_Estrées-Mons_2011_TECH,BTH_Estrées-Mons_2011_TECH,48955,https://doi.org/10.15454/A78B2Q,EM09222,VIRTUAL_TRIAL,,,,,,,,treated,2011,"16,7",,57,,79,,NA,,4,,NA,,34,,NA,,117,,NA,,78,,"1,39",,180,,35,,250,,"10,1",,NA,,1063,,NA,,"23,5",
