observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
Toisondoritkfi,2843540,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,81,,144,,"74,8",,"113,5",,"71,8",,"2,5",
Premioitkfi,2843531,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,90,,140,,"73,2",,"113,7",,72,,"5,5",
RE08072itkfi,2843551,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61414,https://doi.org/10.15454/0GA5PF,RE08072,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,91,,142,,"74,2",,"115,1",,"72,8",,"2,5",
RE08065itkfi,2843533,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,62042,https://doi.org/10.15454/YJTB6N,RE08065,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,96,,142,,"74,4",,"108,7",,"68,8",,"3,5",
CF08159itkfi,2843548,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61411,https://doi.org/10.15454/07KNPI,CF08159,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,98,,143,,"75,1",,"104,1",,"65,9",,4,
Apacheitkfi,2843547,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,94,,140,,"75,2",,92,,"58,2",,5,
CF08129itkfi,2843562,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61335,https://doi.org/10.15454/GXWATY,CF08129,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,97,,144,,"74,2",,"106,5",,"67,4",,4,
RE08066itkfi,2843546,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,48756,gnpis_pui:holding-921_taxon-4898_accession-48756,RE08066,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,96,,142,,"74,6",,"111,6",,"70,6",,3,
CF08168itkfi,2843567,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61429,https://doi.org/10.15454/FRA3PH,CF08168,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,100,,140,,"72,7",,"105,7",,"66,9",,4,
RE08080itkfi,2843532,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61618,https://doi.org/10.15454/4WAHXR,RE08080,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,100,,142,,"77,4",,"113,9",,"72,1",,2,
AO09023itkfi,2843535,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27902,https://doi.org/10.15454/2JQQDH,AO09023,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,82,,135,,"69,9",,"101,3",,"64,1",,7,
DI09018itkfi,2843563,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,94,,146,,"72,5",,"107,1",,"67,8",,"3,5",
DI09021itkfi,2843539,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61760,https://doi.org/10.15454/GC5XFU,DI09021,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,90,,144,,"71,9",,"86,9",,55,,"5,5",
DI09019itkfi,2843564,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61729,https://doi.org/10.15454/IJIXOT,DI09019,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,91,,146,,"74,5",,109,,"68,9",,3,
CF08137itkfi,2843555,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27312,https://doi.org/10.15454/CPWBIX,CF08137,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,90,,144,,"73,2",,"111,9",,"70,8",,"2,5",
RE08068itkfi,2843561,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,60720,https://doi.org/10.15454/YRTV6F,RE08068,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,92,,142,,"73,4",,"109,8",,"69,5",,4,
RE08067itkfi,2843560,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,62159,https://doi.org/10.15454/TASSTY,RE08067,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,101,,142,,"73,4",,105,,"66,4",,3,
DI09020itkfi,2843554,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61743,https://doi.org/10.15454/UW5VA5,DI09020,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,94,,143,,"72,8",,"92,5",,"58,5",,"3,5",
DI09024itkfi,2843537,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61804,https://doi.org/10.15454/DAZZBT,DI09024,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,98,,143,,"75,8",,"145,7",,"92,2",,"1,5",
Caphornitkfi,2843550,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,88,,142,,71,,"88,4",,56,,"5,5",
CF08127itkfi,2843557,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27800,https://doi.org/10.15454/WQU9II,CF08127,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,97,,144,,"75,8",,"111,8",,"70,8",,3,
Attlassitkfi,2843556,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,95,,144,,76,,"117,7",,"74,5",,"2,5",
RE08057itkfi,2843543,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61871,https://doi.org/10.15454/ZVHVUJ,RE08057,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,97,,141,,"76,6",,"107,5",,68,,"3,5",
EM08237itkfi,2843558,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,61990,https://doi.org/10.15454/C00LHY,EM08237,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,92,,141,,"70,8",,"98,1",,"62,1",,3,
CF08139itkfi,2843544,BTH_Lusignan_2009_SetB3,BTH_Lusignan_2009_SetB3,27801,https://doi.org/10.15454/1DEONX,CF08139,VIRTUAL_TRIAL,,,,,,,,low inputs,2009,104,,144,,"74,2",,"115,5",,"73,1",,3,
