observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
Charger,2794465,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
Crousty,2794469,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25599,https://doi.org/10.15454/OGNUYF,CROUSTY,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
Tamaro,2794457,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
Caphorn,2794462,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
EM01023,2794468,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26407,https://doi.org/10.15454/3VKOE9,EM01023,VIRTUAL_TRIAL,,,,,,,,2004,7,,1,,NA,,2,,1,
Rytmic,2794460,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,2004,5,,1,,NA,,2,,1,
CF01085,2794464,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,2004,"8,5",,1,,NA,,1,,4,
EM99017,2794480,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,28764,https://doi.org/10.15454/QT2EUR,EM99017,VIRTUAL_TRIAL,,,,,,,,2004,8,,1,,NA,,8,,1,
DI02001,2794448,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,2004,"7,5",,1,,NA,,2,,6,
Soissons,2794478,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
Isengrain,2794474,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
Orvantis,2794473,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
RE02101,2794452,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26099,https://doi.org/10.15454/SIGZUF,RE02101,VIRTUAL_TRIAL,,,,,,,,2004,7,,1,,NA,,1,,6,
EM99006,2794459,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,28759,https://doi.org/10.15454/1BMHCN,EM99006,VIRTUAL_TRIAL,,,,,,,,2004,"7,5",,1,,NA,,3,,3,
EM00074,2794471,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,48639,gnpis_pui:holding-921_taxon-4898_accession-48639,EM00074,VIRTUAL_TRIAL,,,,,,,,2004,4,,1,,NA,,3,,3,
Stru991495.3,2794479,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,48723,gnpis_pui:holding-921_taxon-4898_accession-48723,Stru991495.3,VIRTUAL_TRIAL,,,,,,,,2004,4,,1,,5067,,3,,6,
EM00107,2794451,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,49059,gnpis_pui:holding-921_taxon-4898_accession-49059,EM00107,VIRTUAL_TRIAL,,,,,,,,2004,"6,5",,1,,NA,,1,,7,
Oratorio,2794470,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25545,https://doi.org/10.15454/J5APM1,ORATORIO,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
RE02162,2794477,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,26101,https://doi.org/10.15454/FFIEB9,RE02162,VIRTUAL_TRIAL,,,,,,,,2004,"6,5",,1,,4914,,3,,3,
Farandole,2794463,BTH_Rennes_2004_SetA1_PIETIN-VERSE,BTH_Rennes_2004_SetA1_PIETIN-VERSE,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,2004,NA,,NA,,NA,,NA,,NA,
