observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
Apache,2852495,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2010,4,,5,,3,,1,
CF09284,2852480,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49521,gnpis_pui:holding-921_taxon-4898_accession-49521,CF09284,VIRTUAL_TRIAL,,,,,,,,2010,"4,5",,5,,3,,4,
CF09257,2852511,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48873,gnpis_pui:holding-921_taxon-4898_accession-48873,CF09257,VIRTUAL_TRIAL,,,,,,,,2010,8,,2,,2,,1,
Caphorn,2852501,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,2010,8,,5,,1,,4,
EM09320,2852486,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48354,https://doi.org/10.15454/V82MUD,EM09320,VIRTUAL_TRIAL,,,,,,,,2010,4,,5,,5,,1,
HadmF11326,2852494,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,60787,https://doi.org/10.15454/LLIFSS,HadmF11326,VIRTUAL_TRIAL,,,,,,,,2010,6,,3,,1,,1,
DI10014,2852479,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48493,gnpis_pui:holding-921_taxon-4898_accession-48493,DI10014,VIRTUAL_TRIAL,,,,,,,,2010,"7,5",,2,,NA,,6,
RE09084,2852498,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48758,gnpis_pui:holding-921_taxon-4898_accession-48758,RE09084,VIRTUAL_TRIAL,,,,,,,,2010,3,,2,,1,,1,
RE09074,2852487,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48534,gnpis_pui:holding-921_taxon-4898_accession-48534,RE09074,VIRTUAL_TRIAL,,,,,,,,2010,3,,2,,1,,1,
Bermude,2852489,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2010,8,,2,,NA,,6,
RE09080,2852496,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48783,gnpis_pui:holding-921_taxon-4898_accession-48783,RE09080,VIRTUAL_TRIAL,,,,,,,,2010,"7,5",,3,,1,,1,
AO10026,2852507,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49315,https://doi.org/10.15454/WVJ13N,AO10026,VIRTUAL_TRIAL,,,,,,,,2010,9,,2,,1,,1,
AO10028,2852503,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48794,https://doi.org/10.15454/1IPVTN,AO10028,VIRTUAL_TRIAL,,,,,,,,2010,"7,5",,2,,1,,1,
EM08215,2852514,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49231,gnpis_pui:holding-921_taxon-4898_accession-49231,EM08215,VIRTUAL_TRIAL,,,,,,,,2010,6,,2,,1,,1,
DI10017,2852484,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48346,gnpis_pui:holding-921_taxon-4898_accession-48346,DI10017,VIRTUAL_TRIAL,,,,,,,,2010,5,,5,,1,,1,
CF09206,2852512,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48768,gnpis_pui:holding-921_taxon-4898_accession-48768,CF09206,VIRTUAL_TRIAL,,,,,,,,2010,3,,2,,7,,1,
DI10016,2852478,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49397,gnpis_pui:holding-921_taxon-4898_accession-49397,DI10016,VIRTUAL_TRIAL,,,,,,,,2010,"7,5",,5,,1,,1,
CF09216,2852497,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48561,gnpis_pui:holding-921_taxon-4898_accession-48561,CF09216,VIRTUAL_TRIAL,,,,,,,,2010,5,,3,,4,,1,
Stru061884,2852510,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,48384,gnpis_pui:holding-921_taxon-4898_accession-48384,Stru061884,VIRTUAL_TRIAL,,,,,,,,2010,5,,5,,1,,1,
AO10024,2852505,BTH_Rennes_2010_SetB3_PIETIN-VERSE,BTH_Rennes_2010_SetB3_PIETIN-VERSE,49722,gnpis_pui:holding-921_taxon-4898_accession-49722,AO10024,VIRTUAL_TRIAL,,,,,,,,2010,8,,5,,1,,5,
