observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
CF11177itkfi,2874198,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,86,,155,,,,"73,8",,"94,7",,2,,"62,5",,7,
RE11035itkt,2874153,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49509,https://doi.org/10.15454/GGHC1S,RE11035,VIRTUAL_TRIAL,,,,,,,,treated,2013,82,,156,,"11,8",,"77,1",,"101,7",,,,"82,8",,,
Soissonsitkt,2874197,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2013,83,,148,,"11,6",,"77,5",,"86,4",,,,"70,4",,,
RE11113itkfi,2874184,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,98,,156,,,,"75,9",,"92,4",,2,,61,,"1,5",
RE11059itkt,2874149,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48495,https://doi.org/10.15454/TIEAR7,RE11059,VIRTUAL_TRIAL,,,,,,,,treated,2013,86,,154,,"12,3",,"78,4",,"86,6",,,,"70,6",,,
EM11604itkt,2874169,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,treated,2013,78,,150,,"11,7",,76,,"94,1",,,,"76,7",,,
Soissonsitkfi,2874196,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,88,,148,,,,"77,3",,90,,4,,"59,4",,6,
EM11604itkfi,2874168,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,83,,151,,,,"75,7",,"97,9",,"2,5",,"64,6",,2,
RE11059itkfi,2874148,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48495,https://doi.org/10.15454/TIEAR7,RE11059,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,88,,154,,,,"77,1",,"87,8",,2,,"57,9",,2,
Bermudeitkfi,2874138,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,84,,154,,,,"76,3",,"97,1",,"4,5",,64,,6,
CF11215itkfi,2874124,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,90,,153,,,,"76,4",,"92,5",,4,,61,,4,
CF11215itkt,2874125,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,treated,2013,88,,154,,"11,9",,"77,2",,"89,8",,,,"73,1",,,
RE11116itkfi,2874188,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,97,,154,,,,"74,3",,"103,8",,"1,5",,"68,5",,5,
RE11091itkt,2874147,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,VIRTUAL_TRIAL,,,,,,,,treated,2013,87,,154,,"12,7",,"75,9",,"82,6",,,,"67,3",,,
RE11091itkfi,2874146,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49027,https://doi.org/10.15454/HZ1HSQ,RE11091,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,90,,152,,,,"74,8",,"84,2",,3,,"55,5",,2,
AO13012itkt,2874181,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,60784,https://doi.org/10.15454/3K0RWB,AO13012,VIRTUAL_TRIAL,,,,,,,,treated,2013,92,,154,,"11,6",,"77,3",,"93,9",,,,"76,5",,,
RE11058itkfi,2874150,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,98,,152,,,,"75,1",,"114,1",,2,,"75,3",,"2,5",
EM11400itkt,2874177,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48403,https://doi.org/10.15454/U4Y1OC,EM11400,VIRTUAL_TRIAL,,,,,,,,treated,2013,81,,150,,"12,7",,"73,3",,"90,4",,,,"73,6",,,
CF11291itkt,2874203,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,treated,2013,80,,150,,"12,3",,"75,9",,"87,2",,,,"71,1",,,
RE11094itkt,2874145,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48366,https://doi.org/10.15454/ZSJORF,RE11094,VIRTUAL_TRIAL,,,,,,,,treated,2013,93,,153,,"12,4",,"74,5",,"89,8",,,,"73,2",,,
RE11094itkfi,2874144,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48366,https://doi.org/10.15454/ZSJORF,RE11094,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,94,,152,,,,"72,9",,"95,1",,3,,"62,7",,"2,5",
CF11291itkfi,2874202,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,85,,148,,,,"76,2",,"91,8",,2,,"60,5",,7,
RE11095itkfi,2874142,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49685,https://doi.org/10.15454/NZBGQD,RE11095,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,100,,152,,,,"74,4",,"89,9",,3,,"59,3",,2,
RE11116itkt,2874189,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,treated,2013,95,,154,,"10,6",,"74,3",,"107,6",,,,"87,6",,,
RE11058itkt,2874151,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48469,https://doi.org/10.15454/ENAZXW,RE11058,VIRTUAL_TRIAL,,,,,,,,treated,2013,91,,151,,"11,1",,"76,3",,"101,3",,,,"82,5",,,
RE11095itkt,2874143,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49685,https://doi.org/10.15454/NZBGQD,RE11095,VIRTUAL_TRIAL,,,,,,,,treated,2013,96,,153,,"12,7",,"75,4",,88,,,,"71,6",,,
AO13012itkfi,2874180,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,60784,https://doi.org/10.15454/3K0RWB,AO13012,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,97,,154,,,,"76,5",,"89,8",,4,,"59,2",,"2,5",
Altigoitkt,2874175,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2013,89,,147,,"11,6",,"77,6",,"100,9",,,,"82,2",,,
RE11096itkt,2874141,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48664,https://doi.org/10.15454/ITWRUM,RE11096,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,154,,"12,3",,"78,7",,"82,5",,,,"67,2",,,
RE11096itkfi,2874140,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48664,https://doi.org/10.15454/ITWRUM,RE11096,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,89,,154,,,,"75,3",,"85,8",,"4,5",,"56,6",,"1,5",
RE11073itkfi,2874136,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,154,,,,"77,5",,"101,7",,4,,"67,1",,2,
DI12005itkt,2874155,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,treated,2013,81,,156,,"11,4",,"74,4",,"99,2",,,,"80,8",,,
DI12005itkfi,2874154,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48497,https://doi.org/10.15454/KIPU5T,DI12005,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,89,,155,,,,"74,7",,"111,7",,"2,5",,"73,7",,"2,5",
Pakitoitkfi,2874158,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,81,,153,,,,"75,3",,"105,1",,"3,5",,"69,3",,7,
DI12011-2itkfi,2874172,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48340,https://doi.org/10.15454/R5JV1T,DI12011-2,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,87,,152,,,,"74,2",,"103,5",,3,,"68,3",,3,
RE11073itkt,2874137,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,treated,2013,91,,155,,"11,6",,"77,6",,97,,,,79,,,
RE11098itkfi,2874130,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49149,https://doi.org/10.15454/AXKGHH,RE11098,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,92,,154,,,,"76,4",,"72,4",,2,,"47,8",,2,
EM11366itkt,2874191,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,treated,2013,93,,152,,"11,6",,"76,4",,"99,2",,,,"80,8",,,
RE11098itkt,2874131,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49149,https://doi.org/10.15454/AXKGHH,RE11098,VIRTUAL_TRIAL,,,,,,,,treated,2013,89,,154,,"13,2",,77,,"74,5",,,,"60,7",,,
EM11366itkfi,2874190,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49409,https://doi.org/10.15454/9ZJTGU,EM11366,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,152,,,,"75,6",,"95,6",,3,,63,,5,
Apacheitkfi,2874166,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,87,,152,,,,"76,1",,"95,1",,"3,5",,"62,7",,7,
DI12011-2itkt,2874173,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48340,https://doi.org/10.15454/R5JV1T,DI12011-2,VIRTUAL_TRIAL,,,,,,,,treated,2013,84,,151,,"11,8",,"74,2",,"95,8",,,,78,,,
Apacheitkt,2874167,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2013,80,,152,,"11,3",,"76,7",,"98,1",,,,"79,9",,,
RE11075itkfi,2874134,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,154,,,,"76,9",,"97,6",,4,,"64,4",,2,
Altigoitkfi,2874174,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,96,,147,,,,"74,2",,"102,7",,"2,5",,"67,8",,"4,5",
Pakitoitkt,2874159,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,treated,2013,77,,153,,"11,1",,"76,8",,"104,6",,,,"85,2",,,
EM11389itkt,2874127,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,treated,2013,81,,154,,"11,7",,"76,1",,"92,3",,,,"75,2",,,
Bermudeitkt,2874139,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2013,85,,155,,"11,6",,"77,3",,"96,4",,,,"78,5",,,
EM11389itkfi,2874126,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,48373,https://doi.org/10.15454/QK5GLN,EM11389,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,87,,153,,,,"75,4",,"88,4",,"2,5",,"58,3",,"3,5",
Attlassitkt,2874193,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,treated,2013,89,,154,,"11,5",,"75,7",,"106,8",,,,87,,,
Attlassitkfi,2874192,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,90,,152,,,,"76,7",,"100,1",,"2,5",,66,,"2,5",
RE11075itkt,2874135,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,treated,2013,93,,156,,"11,8",,"77,6",,"101,5",,,,"82,7",,,
EM11441itkt,2874163,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,treated,2013,82,,153,,"11,3",,"74,8",,"91,6",,,,"74,6",,,
Grapeliitkt,2874183,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2013,94,,154,,"11,1",,"76,7",,"103,5",,,,"84,3",,,
EM11441itkfi,2874162,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49367,https://doi.org/10.15454/28ALS0,EM11441,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,82,,151,,,,"73,3",,"101,9",,3,,"67,2",,"3,5",
RE11087itkt,2874187,BTH_Dijon_2013_SetA2,BTH_Dijon_2013_SetA2,49419,https://doi.org/10.15454/IRCHBB,RE11087,VIRTUAL_TRIAL,,,,,,,,treated,2013,90,,156,,"11,8",,"77,4",,"90,3",,,,"73,6",,,
