,biological_material_id,organism,genus,species,subsp,cvar,var,accession_number,accession_name,organization,material_source_id,material_source_doi
611,CF14146,,Triticum,aestivum,aestivum,,,CF14146,CF14146,INRAE,CF14146:INRAE,https://doi.org/10.15454/Z9OAXX
612,CF14171,,Triticum,aestivum,aestivum,,,CF14171,CF14171,INRAE,CF14171:INRAE,https://doi.org/10.15454/WTAG8G
613,CF14188,,Triticum,aestivum,aestivum,,,CF14188,CF14188,INRAE,CF14188:INRAE,https://doi.org/10.15454/KYFEDO
614,CF14220,,Triticum,aestivum,aestivum,,,CF14220,CF14220,INRAE,CF14220:INRAE,https://doi.org/10.15454/BMXICK
615,CF14254,,Triticum,aestivum,aestivum,,,CF14254,CF14254,INRAE,CF14254:INRAE,https://doi.org/10.15454/IKBWDI
616,CF14255,,Triticum,aestivum,aestivum,,,CF14255,CF14255,INRAE,CF14255:INRAE,https://doi.org/10.15454/LD0O5U
617,CF14270,,Triticum,aestivum,aestivum,,,CF14270,CF14270,INRAE,CF14270:INRAE,https://doi.org/10.15454/0TV1JD
618,CF14300,,Triticum,aestivum,aestivum,,,CF14300,CF14300,INRAE,CF14300:INRAE,https://doi.org/10.15454/0GLUIJ
619,CF14302,,Triticum,aestivum,aestivum,,,CF14302,CF14302,INRAE,CF14302:INRAE,https://doi.org/10.15454/MD2TW0
620,CF14312,,Triticum,aestivum,aestivum,,,CF14312,CF14312,INRAE,CF14312:INRAE,https://doi.org/10.15454/JHIZDA
621,CF14322,,Triticum,aestivum,aestivum,,,CF14322,CF14322,INRAE,CF14322:INRAE,https://doi.org/10.15454/PLAU7T
622,CF14324,,Triticum,aestivum,aestivum,,,CF14324,CF14324,INRAE,CF14324:INRAE,https://doi.org/10.15454/EV7GLW
623,CF9804,,Triticum,aestivum,aestivum,,,20570,CF9804,INRAE,20570:INRAE,https://doi.org/10.15454/J28WOV
624,CF9825,,Triticum,aestivum,aestivum,,,37773,CF9825,INRAE,37773:INRAE,https://doi.org/10.15454/PFN7OE
625,CF99002,,Triticum,aestivum,aestivum,,,29111,CF99002,INRAE,29111:INRAE,https://doi.org/10.15454/XX9UWD
626,CF99003,,Triticum,aestivum,aestivum,,,29112,CF99003,INRAE,29112:INRAE,https://doi.org/10.15454/PMWJQG
627,CF99005,,Triticum,aestivum,aestivum,,,CF99005,CF99005,INRAE,CF99005:INRAE,https://doi.org/10.15454/BZFZDO
628,CF99007,,Triticum,aestivum,aestivum,,,32316,CF99007,INRAE,32316:INRAE,https://doi.org/10.15454/XSWWAH
629,CF99009,,Triticum,aestivum,aestivum,,,20589,CF99009,INRAE,20589:INRAE,https://doi.org/10.15454/ADC7UQ
630,CF99016,,Triticum,aestivum,aestivum,,,29114,CF99016,INRAE,29114:INRAE,https://doi.org/10.15454/ZNHLL2
631,CF99027,,Triticum,aestivum,aestivum,,,20571,CF99027,INRAE,20571:INRAE,https://doi.org/10.15454/B8ORWB
632,CF99031,,Triticum,aestivum,aestivum,,,22479,CF99031,INRAE,22479:INRAE,https://doi.org/10.15454/PNTBI5
633,CF99056,,Triticum,aestivum,aestivum,,,CF99056,CF99056,INRAE,CF99056:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48578
634,CF99059,,Triticum,aestivum,aestivum,,,CF99059,CF99059,INRAE,CF99059:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48803
635,CF99071,,Triticum,aestivum,aestivum,,,CF99071,CF99071,INRAE,CF99071:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49603
636,CF99074,,Triticum,aestivum,aestivum,,,CF99074,CF99074,INRAE,CF99074:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48813
637,CF99075,,Triticum,aestivum,aestivum,,,20363,CF99075,INRAE,20363:INRAE,https://doi.org/10.15454/KCTYDW
638,CF99077,,Triticum,aestivum,aestivum,,,22888,CF99077,INRAE,22888:INRAE,https://doi.org/10.15454/XORVCY
639,CF99085,,Triticum,aestivum,aestivum,,,CF99085,CF99085,INRAE,CF99085:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48774
640,CF99087,,Triticum,aestivum,aestivum,,,CF99087,CF99087,INRAE,CF99087:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49070
641,CF99105,,Triticum,aestivum,aestivum,,,20364,CF99105,INRAE,20364:INRAE,https://doi.org/10.15454/J6YB10
642,CF99106,,Triticum,aestivum,aestivum,,,CF99106,CF99106,INRAE,CF99106:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49192
643,CF99126,,Triticum,aestivum,aestivum,,,CF99126,CF99126,INRAE,CF99126:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49740
644,CF99127,,Triticum,aestivum,aestivum,,,CF99127,CF99127,INRAE,CF99127:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49184
645,CF99175,,Triticum,aestivum,aestivum,,,CF99175,CF99175,INRAE,CF99175:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48961
646,CF99183,,Triticum,aestivum,aestivum,,,CF99183,CF99183,INRAE,CF99183:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48558
647,CF99191,,Triticum,aestivum,aestivum,,,CF99191,CF99191,INRAE,CF99191:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49412
648,CF99228,,Triticum,aestivum,aestivum,,,CF99228,CF99228,INRAE,CF99228:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49255
649,CF99276,,Triticum,aestivum,aestivum,,,CF99276,CF99276,INRAE,CF99276:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49124
650,CF99306,,Triticum,aestivum,aestivum,,,CF99306,CF99306,INRAE,CF99306:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49563
651,CF99351,,Triticum,aestivum,aestivum,,,20368,CF99351,INRAE,20368:INRAE,https://doi.org/10.15454/QG5OJU
652,CFQUE/013,,Triticum,aestivum,aestivum,,,CFQUE/013,CFQUE/013,INRAE,CFQUE/013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48552
653,Charger,,Triticum,aestivum,aestivum,,,13431,CHARGER,INRAE,13431:INRAE,https://doi.org/10.15454/0ALDQA
654,Crousty,,Triticum,aestivum,aestivum,,,13450,CROUSTY,INRAE,13450:INRAE,https://doi.org/10.15454/OGNUYF
655,CROUSTY,,Triticum,aestivum,aestivum,,,13450,CROUSTY,INRAE,13450:INRAE,https://doi.org/10.15454/OGNUYF
656,DI00001,,Triticum,aestivum,aestivum,,,DI00001,DI00001,INRAE,DI00001:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48487
657,DI00002,,Triticum,aestivum,aestivum,,,DI00002,DI00002,INRAE,DI00002:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49468
658,DI00003,,Triticum,aestivum,aestivum,,,DI00003,DI00003,INRAE,DI00003:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48431
659,DI00004,,Triticum,aestivum,aestivum,,,29116,DI00004,INRAE,29116:INRAE,https://doi.org/10.15454/N04VLE
660,DI00005,,Triticum,aestivum,aestivum,,,29117,DI00005,INRAE,29117:INRAE,https://doi.org/10.15454/HTU2TO
661,DI00006,,Triticum,aestivum,aestivum,,,DI00006,DI00006,INRAE,DI00006:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49378
662,DI00007,,Triticum,aestivum,aestivum,,,DI00007,DI00007,INRAE,DI00007:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49259
663,DI00008,,Triticum,aestivum,aestivum,,,29118,DI00008,INRAE,29118:INRAE,https://doi.org/10.15454/PRC5QN
664,DI00009,,Triticum,aestivum,aestivum,,,DI00009,DI00009,INRAE,DI00009:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49593
665,DI00010,,Triticum,aestivum,aestivum,,,23830,DI00010,INRAE,23830:INRAE,https://doi.org/10.15454/MAUZZM
666,DI00011,,Triticum,aestivum,aestivum,,,DI00011,DI00011,INRAE,DI00011:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48371
667,DI00012,,Triticum,aestivum,aestivum,,,DI00012,DI00012,INRAE,DI00012:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48428
668,DI00013,,Triticum,aestivum,aestivum,,,DI00013,DI00013,INRAE,DI00013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49391
669,DI00014,,Triticum,aestivum,aestivum,,,DI00014,DI00014,INRAE,DI00014:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49133
670,DI00015,,Triticum,aestivum,aestivum,,,DI00015,DI00015,INRAE,DI00015:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48998
671,DI00016,,Triticum,aestivum,aestivum,,,29119,DI00016,INRAE,29119:INRAE,https://doi.org/10.15454/KODDU6
672,DI00017,,Triticum,aestivum,aestivum,,,DI00017,DI00017,INRAE,DI00017:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48960
673,DI00018,,Triticum,aestivum,aestivum,,,DI00018,DI00018,INRAE,DI00018:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48991
674,DI00019,,Triticum,aestivum,aestivum,,,DI00019,DI00019,INRAE,DI00019:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49664
675,DI00020,,Triticum,aestivum,aestivum,,,DI00020,DI00020,INRAE,DI00020:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49114
676,DI00021,,Triticum,aestivum,aestivum,,,DI00021,DI00021,INRAE,DI00021:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49622
677,DI00022,,Triticum,aestivum,aestivum,,,DI00022,DI00022,INRAE,DI00022:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49374
678,DI00023,,Triticum,aestivum,aestivum,,,DI00023,DI00023,INRAE,DI00023:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48610
679,DI00024,,Triticum,aestivum,aestivum,,,23831,DI00024,INRAE,23831:INRAE,https://doi.org/10.15454/IJHBYL
680,DI00025,,Triticum,aestivum,aestivum,,,DI00025,DI00025,INRAE,DI00025:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49206
681,DI00026,,Triticum,aestivum,aestivum,,,DI00026,DI00026,INRAE,DI00026:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49579
682,DI00027,,Triticum,aestivum,aestivum,,,DI00027,DI00027,INRAE,DI00027:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48819
683,DI01001,,Triticum,aestivum,aestivum,,,DI01001,DI01001,INRAE,DI01001:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49667
684,DI01002,,Triticum,aestivum,aestivum,,,DI01002,DI01002,INRAE,DI01002:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49191
685,DI01003,,Triticum,aestivum,aestivum,,,DI01003,DI01003,INRAE,DI01003:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48842
686,DI01004,,Triticum,aestivum,aestivum,,,DI01004,DI01004,INRAE,DI01004:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49003
687,DI01005,,Triticum,aestivum,aestivum,,,DI01005,DI01005,INRAE,DI01005:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49632
688,DI01006,,Triticum,aestivum,aestivum,,,DI01006,DI01006,INRAE,DI01006:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49747
689,DI01007,,Triticum,aestivum,aestivum,,,DI01007,DI01007,INRAE,DI01007:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48550
690,DI01008,,Triticum,aestivum,aestivum,,,DI01008,DI01008,INRAE,DI01008:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49483
691,DI01009,,Triticum,aestivum,aestivum,,,DI01009,DI01009,INRAE,DI01009:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48810
692,DI01010,,Triticum,aestivum,aestivum,,,DI01010,DI01010,INRAE,DI01010:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49607
693,DI01011,,Triticum,aestivum,aestivum,,,DI01011,DI01011,INRAE,DI01011:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48388
694,DI01012,,Triticum,aestivum,aestivum,,,DI01012,DI01012,INRAE,DI01012:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49107
695,DI01013,,Triticum,aestivum,aestivum,,,DI01013,DI01013,INRAE,DI01013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48343
696,DI01014,,Triticum,aestivum,aestivum,,,DI01014,DI01014,INRAE,DI01014:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49571
697,DI01015,,Triticum,aestivum,aestivum,,,DI01015,DI01015,INRAE,DI01015:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49431
698,DI01017,,Triticum,aestivum,aestivum,,,DI01017,DI01017,INRAE,DI01017:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49049
699,DI01018,,Triticum,aestivum,aestivum,,,DI01018,DI01018,INRAE,DI01018:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48875
700,DI01019,,Triticum,aestivum,aestivum,,,DI01019,DI01019,INRAE,DI01019:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48621
701,DI01020,,Triticum,aestivum,aestivum,,,DI01020,DI01020,INRAE,DI01020:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49323
702,DI01021,,Triticum,aestivum,aestivum,,,DI01021,DI01021,INRAE,DI01021:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49218
703,DI01022,,Triticum,aestivum,aestivum,,,DI01022,DI01022,INRAE,DI01022:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49284
704,DI01023,,Triticum,aestivum,aestivum,,,DI01023,DI01023,INRAE,DI01023:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48506
705,DI01024,,Triticum,aestivum,aestivum,,,DI01024,DI01024,INRAE,DI01024:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49297
706,DI01025,,Triticum,aestivum,aestivum,,,DI01025,DI01025,INRAE,DI01025:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49360
707,DI01026,,Triticum,aestivum,aestivum,,,DI01026,DI01026,INRAE,DI01026:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49234
708,DI01027,,Triticum,aestivum,aestivum,,,DI01027,DI01027,INRAE,DI01027:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49655
709,DI01028,,Triticum,aestivum,aestivum,,,DI01028,DI01028,INRAE,DI01028:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49616
710,DI01029,,Triticum,aestivum,aestivum,,,DI01029,DI01029,INRAE,DI01029:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49002
711,DI01030,,Triticum,aestivum,aestivum,,,DI01030,DI01030,INRAE,DI01030:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48683
712,DI01031,,Triticum,aestivum,aestivum,,,DI01031,DI01031,INRAE,DI01031:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49572
713,DI01032,,Triticum,aestivum,aestivum,,,DI01032,DI01032,INRAE,DI01032:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49224
714,DI01033,,Triticum,aestivum,aestivum,,,DI01033,DI01033,INRAE,DI01033:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48887
715,DI01034,,Triticum,aestivum,aestivum,,,DI01034,DI01034,INRAE,DI01034:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49727
716,DI01035,,Triticum,aestivum,aestivum,,,DI01035,DI01035,INRAE,DI01035:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49583
717,DI01036,,Triticum,aestivum,aestivum,,,DI01036,DI01036,INRAE,DI01036:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49333
718,DI02001,,Triticum,aestivum,aestivum,,,32110,DI02001,INRAE,32110:INRAE,https://doi.org/10.15454/GR0LP3
719,DI02002,,Triticum,aestivum,aestivum,,,DI02002,DI02002,INRAE,DI02002:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49036
720,DI02003,,Triticum,aestivum,aestivum,,,DI02003,DI02003,INRAE,DI02003:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49130
721,DI02004,,Triticum,aestivum,aestivum,,,DI02004,DI02004,INRAE,DI02004:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48439
722,DI02005,,Triticum,aestivum,aestivum,,,DI02005,DI02005,INRAE,DI02005:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48580
723,DI02006,,Triticum,aestivum,aestivum,,,DI02006,DI02006,INRAE,DI02006:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49032
724,DI02007,,Triticum,aestivum,aestivum,,,DI02007,DI02007,INRAE,DI02007:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48514
725,DI02008,,Triticum,aestivum,aestivum,,,28838,DI02008,INRAE,28838:INRAE,https://doi.org/10.15454/VY4RPB
726,DI02009,,Triticum,aestivum,aestivum,,,DI02009,DI02009,INRAE,DI02009:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48570
727,DI02010,,Triticum,aestivum,aestivum,,,DI02010,DI02010,INRAE,DI02010:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48395
728,DI02011,,Triticum,aestivum,aestivum,,,DI02011,DI02011,INRAE,DI02011:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49496
729,DI02012,,Triticum,aestivum,aestivum,,,DI02012,DI02012,INRAE,DI02012:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49673
730,DI02013,,Triticum,aestivum,aestivum,,,DI02013,DI02013,INRAE,DI02013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48397
731,DI02014,,Triticum,aestivum,aestivum,,,DI02014,DI02014,INRAE,DI02014:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49306
732,DI02015,,Triticum,aestivum,aestivum,,,DI02015,DI02015,INRAE,DI02015:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48985
733,DI02016,,Triticum,aestivum,aestivum,,,DI02016,DI02016,INRAE,DI02016:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48370
734,DI02017,,Triticum,aestivum,aestivum,,,DI02017,DI02017,INRAE,DI02017:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48804
735,DI02018,,Triticum,aestivum,aestivum,,,DI02018,DI02018,INRAE,DI02018:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49736
736,DI02019,,Triticum,aestivum,aestivum,,,DI02019,DI02019,INRAE,DI02019:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48627
737,DI02020,,Triticum,aestivum,aestivum,,,DI02020,DI02020,INRAE,DI02020:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49478
738,DI02021,,Triticum,aestivum,aestivum,,,DI02021,DI02021,INRAE,DI02021:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49148
739,DI02022,,Triticum,aestivum,aestivum,,,DI02022,DI02022,INRAE,DI02022:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49030
740,DI02023,,Triticum,aestivum,aestivum,,,DI02023,DI02023,INRAE,DI02023:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49051
741,DI02024,,Triticum,aestivum,aestivum,,,DI02024,DI02024,INRAE,DI02024:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49660
742,DI02025,,Triticum,aestivum,aestivum,,,DI02025,DI02025,INRAE,DI02025:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48848
743,DI02026,,Triticum,aestivum,aestivum,,,DI02026,DI02026,INRAE,DI02026:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49711
744,DI02027,,Triticum,aestivum,aestivum,,,DI02027,DI02027,INRAE,DI02027:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49062
745,DI02028,,Triticum,aestivum,aestivum,,,DI02028,DI02028,INRAE,DI02028:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49121
746,DI02029,,Triticum,aestivum,aestivum,,,DI02029,DI02029,INRAE,DI02029:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49029
747,DI02030,,Triticum,aestivum,aestivum,,,DI02030,DI02030,INRAE,DI02030:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48372
748,DI02031,,Triticum,aestivum,aestivum,,,DI02031,DI02031,INRAE,DI02031:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49327
749,DI02032,,Triticum,aestivum,aestivum,,,DI02032,DI02032,INRAE,DI02032:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48751
750,DI03001,,Triticum,aestivum,aestivum,,,DI03001,DI03001,INRAE,DI03001:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49278
751,DI03002,,Triticum,aestivum,aestivum,,,DI03002,DI03002,INRAE,DI03002:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49320
752,DI03003,,Triticum,aestivum,aestivum,,,24602,DI03003,INRAE,24602:INRAE,https://doi.org/10.15454/PIXJ6I
753,DI03004,,Triticum,aestivum,aestivum,,,DI03004,DI03004,INRAE,DI03004:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48815
754,DI03005,,Triticum,aestivum,aestivum,,,DI03005,DI03005,INRAE,DI03005:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49723
755,DI03006,,Triticum,aestivum,aestivum,,,DI03006,DI03006,INRAE,DI03006:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48525
756,DI03007,,Triticum,aestivum,aestivum,,,DI03007,DI03007,INRAE,DI03007:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48823
757,DI03008,,Triticum,aestivum,aestivum,,,24603,DI03008,INRAE,24603:INRAE,https://doi.org/10.15454/KWRP2T
758,DI03009,,Triticum,aestivum,aestivum,,,DI03009,DI03009,INRAE,DI03009:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48976
759,DI03010,,Triticum,aestivum,aestivum,,,DI03010,DI03010,INRAE,DI03010:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49346
760,DI03011,,Triticum,aestivum,aestivum,,,24604,DI03011,INRAE,24604:INRAE,https://doi.org/10.15454/QSCEEU
761,DI03012,,Triticum,aestivum,aestivum,,,24605,DI03012,INRAE,24605:INRAE,https://doi.org/10.15454/FOQIZY
762,DI03013,,Triticum,aestivum,aestivum,,,DI03013,DI03013,INRAE,DI03013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49692
763,DI03014,,Triticum,aestivum,aestivum,,,DI03014,DI03014,INRAE,DI03014:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49293
764,DI03015,,Triticum,aestivum,aestivum,,,DI03015,DI03015,INRAE,DI03015:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49403
765,DI03016,,Triticum,aestivum,aestivum,,,DI03016,DI03016,INRAE,DI03016:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49668
766,DI03017,,Triticum,aestivum,aestivum,,,DI03017,DI03017,INRAE,DI03017:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49292
767,DI03018,,Triticum,aestivum,aestivum,,,DI03018,DI03018,INRAE,DI03018:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48463
768,DI03019,,Triticum,aestivum,aestivum,,,DI03019,DI03019,INRAE,DI03019:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48738
769,DI03020,,Triticum,aestivum,aestivum,,,DI03020,DI03020,INRAE,DI03020:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49580
770,DI03021,,Triticum,aestivum,aestivum,,,DI03021,DI03021,INRAE,DI03021:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48883
771,DI03022,,Triticum,aestivum,aestivum,,,DI03022,DI03022,INRAE,DI03022:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48686
772,DI03023,,Triticum,aestivum,aestivum,,,DI03023,DI03023,INRAE,DI03023:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49559
773,DI03024,,Triticum,aestivum,aestivum,,,DI03024,DI03024,INRAE,DI03024:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48936
774,DI03025,,Triticum,aestivum,aestivum,,,DI03025,DI03025,INRAE,DI03025:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49549
775,DI03026,,Triticum,aestivum,aestivum,,,DI03026,DI03026,INRAE,DI03026:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49227
776,DI04001,,Triticum,aestivum,aestivum,,,DI04001,DI04001,INRAE,DI04001:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48999
777,DI04002,,Triticum,aestivum,aestivum,,,DI04002,DI04002,INRAE,DI04002:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48882
778,DI04003,,Triticum,aestivum,aestivum,,,DI04003,DI04003,INRAE,DI04003:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49560
779,DI04004,,Triticum,aestivum,aestivum,,,DI04004,DI04004,INRAE,DI04004:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49220
780,DI04005,,Triticum,aestivum,aestivum,,,DI04005,DI04005,INRAE,DI04005:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48460
781,DI04006,,Triticum,aestivum,aestivum,,,DI04006,DI04006,INRAE,DI04006:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48441
782,DI04007,,Triticum,aestivum,aestivum,,,DI04007,DI04007,INRAE,DI04007:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49591
783,DI04008,,Triticum,aestivum,aestivum,,,DI04008,DI04008,INRAE,DI04008:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49427
784,DI04009,,Triticum,aestivum,aestivum,,,DI04009,DI04009,INRAE,DI04009:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48478
785,DI04010,,Triticum,aestivum,aestivum,,,DI04010,DI04010,INRAE,DI04010:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48983
786,DI04011,,Triticum,aestivum,aestivum,,,DI04011,DI04011,INRAE,DI04011:INRAE,gnpis_pui:holding-921_taxon-4898_accession-48536
787,DI04012,,Triticum,aestivum,aestivum,,,DI04012,DI04012,INRAE,DI04012:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49639
788,DI04013,,Triticum,aestivum,aestivum,,,DI04013,DI04013,INRAE,DI04013:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49312
789,DI04014,,Triticum,aestivum,aestivum,,,DI04014,DI04014,INRAE,DI04014:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49289
790,DI04015,,Triticum,aestivum,aestivum,,,28839,DI04015,INRAE,28839:INRAE,https://doi.org/10.15454/5TSZZX
791,DI04016,,Triticum,aestivum,aestivum,,,DI04016,DI04016,INRAE,DI04016:INRAE,gnpis_pui:holding-921_taxon-4898_accession-49000
792,DI04017,,Triticum,aestivum,aestivum,,,32770,DI04017,INRAE,32770:INRAE,https://doi.org/10.15454/PULIUX
793,DI04018,,Triticum,aestivum,aestivum,,,37268,DI04018,INRAE,37268:INRAE,https://doi.org/10.15454/WZ0QO7
