observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
2,2823131,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27829,https://doi.org/10.15454/NLT35T,RE06055,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,28",,"68,1",,"109,98",
2,2823179,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49009,gnpis_pui:holding-921_taxon-4898_accession-49009,EM06035,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,87",,"76,2",,"103,49",
1,2823178,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49009,gnpis_pui:holding-921_taxon-4898_accession-49009,EM06035,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,33",,"75,6",,"100,48",
1,2823074,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49460,gnpis_pui:holding-921_taxon-4898_accession-49460,CF06001,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,6",,"70,6",,"102,98",
2,2823109,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27830,https://doi.org/10.15454/V4CPNJ,RE06058,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,59",,"69,5",,"90,49",
1,2823110,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27830,https://doi.org/10.15454/V4CPNJ,RE06058,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,25",,68,,"114,83",
1,2823186,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,58",,"68,9",,"104,75",
2,2823111,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27830,https://doi.org/10.15454/V4CPNJ,RE06058,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,33",,"69,8",,"103,42",
1,2823108,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27830,https://doi.org/10.15454/V4CPNJ,RE06058,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,31",,"67,7",,"88,22",
2,2823073,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49460,gnpis_pui:holding-921_taxon-4898_accession-49460,CF06001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,66",,67,,"77,83",
1,2823072,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49460,gnpis_pui:holding-921_taxon-4898_accession-49460,CF06001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,65",,67,,"74,01",
2,2823107,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49047,gnpis_pui:holding-921_taxon-4898_accession-49047,EM06029,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,5",,72,,"105,11",
2,2823105,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49047,gnpis_pui:holding-921_taxon-4898_accession-49047,EM06029,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,27",,"68,2",,"76,64",
1,2823106,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49047,gnpis_pui:holding-921_taxon-4898_accession-49047,EM06029,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,16",,"71,6",,"102,1",
1,2823104,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49047,gnpis_pui:holding-921_taxon-4898_accession-49047,EM06029,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,13",,"69,5",,"78,61",
2,2823039,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48427,gnpis_pui:holding-921_taxon-4898_accession-48427,DI07003,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,64",,"72,1",,"90,66",
1,2823038,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48427,gnpis_pui:holding-921_taxon-4898_accession-48427,DI07003,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,31",,"72,3",,"89,78",
2,2823043,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49589,gnpis_pui:holding-921_taxon-4898_accession-49589,DI07002,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,55",,"72,5",,"98,9",
1,2823042,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49589,gnpis_pui:holding-921_taxon-4898_accession-49589,DI07002,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,58",,"73,3",,"97,96",
1,2823036,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48427,gnpis_pui:holding-921_taxon-4898_accession-48427,DI07003,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,92",,"70,3",,"69,36",
2,2823037,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48427,gnpis_pui:holding-921_taxon-4898_accession-48427,DI07003,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,63",,"69,2",,"70,8",
1,2823040,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49589,gnpis_pui:holding-921_taxon-4898_accession-49589,DI07002,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,35",,"69,5",,"76,4",
2,2823159,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49609,gnpis_pui:holding-921_taxon-4898_accession-49609,CF06013,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,53",,"69,2",,"104,15",
1,2823158,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49609,gnpis_pui:holding-921_taxon-4898_accession-49609,CF06013,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,83",,"72,1",,"107,24",
2,2823157,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49609,gnpis_pui:holding-921_taxon-4898_accession-49609,CF06013,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,27",,"68,3",,"77,08",
1,2823156,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49609,gnpis_pui:holding-921_taxon-4898_accession-49609,CF06013,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,26",,"65,8",,"78,33",
2,2823187,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,76",,"71,9",,"109,52",
1,2823184,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,91",,"68,2",,"82,32",
1,2823096,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48854,gnpis_pui:holding-921_taxon-4898_accession-48854,CF06123,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,85",,"69,1",,"78,47",
2,2823041,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49589,gnpis_pui:holding-921_taxon-4898_accession-49589,DI07002,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,88",,"71,8",,"78,03",
2,2823099,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48854,gnpis_pui:holding-921_taxon-4898_accession-48854,CF06123,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,76",,"69,6",,"96,56",
1,2823098,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48854,gnpis_pui:holding-921_taxon-4898_accession-48854,CF06123,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,07",,"68,5",,"94,66",
2,2823097,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48854,gnpis_pui:holding-921_taxon-4898_accession-48854,CF06123,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,88",,"66,5",,"75,77",
2,2823135,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,26",,"73,6",,"105,67",
2,2823057,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48856,gnpis_pui:holding-921_taxon-4898_accession-48856,DI07006,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,83",,65,,"73,06",
2,2823133,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,07",,"69,7",,"69,22",
1,2823056,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48856,gnpis_pui:holding-921_taxon-4898_accession-48856,DI07006,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,53",,"68,6",,"72,3",
2,2823059,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48856,gnpis_pui:holding-921_taxon-4898_accession-48856,DI07006,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,81",,"70,3",,"94,87",
1,2823058,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48856,gnpis_pui:holding-921_taxon-4898_accession-48856,DI07006,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,16",,70,,"94,98",
1,2823134,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,38",,"74,1",,"110,36",
2,2823117,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49687,gnpis_pui:holding-921_taxon-4898_accession-49687,EM06062,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,68",,"71,7",,"68,21",
1,2823116,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49687,gnpis_pui:holding-921_taxon-4898_accession-49687,EM06062,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,29",,"72,3",,"68,67",
1,2823132,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,56",,"70,2",,"74,12",
1,2823118,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49687,gnpis_pui:holding-921_taxon-4898_accession-49687,EM06062,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,39",,"74,7",,"92,23",
2,2823119,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49687,gnpis_pui:holding-921_taxon-4898_accession-49687,EM06062,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,88",,"73,9",,"111,19",
1,2823130,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27829,https://doi.org/10.15454/NLT35T,RE06055,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,5",,"63,4",,"99,29",
2,2823185,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27783,https://doi.org/10.15454/S3WW0P,CF06136,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,12",,70,,"80,08",
1,2823146,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49647,gnpis_pui:holding-921_taxon-4898_accession-49647,CF06111,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"9,81",,"70,6",,"109,98",
2,2823129,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27829,https://doi.org/10.15454/NLT35T,RE06055,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,81",,"69,1",,"80,1",
2,2823145,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49647,gnpis_pui:holding-921_taxon-4898_accession-49647,CF06111,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"8,93",,"66,1",,"69,15",
1,2823154,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,02",,"70,1",,"99,15",
2,2823147,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49647,gnpis_pui:holding-921_taxon-4898_accession-49647,CF06111,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"9,72",,"71,5",,"103,1",
1,2823144,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,49647,gnpis_pui:holding-921_taxon-4898_accession-49647,CF06111,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,61",,"66,7",,"70,62",
2,2823155,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,22",,"68,5",,"100,02",
1,2823050,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48946,gnpis_pui:holding-921_taxon-4898_accession-48946,DI07004,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,81",,"70,4",,"89,6",
1,2823048,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48946,gnpis_pui:holding-921_taxon-4898_accession-48946,DI07004,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,25",,"66,5",,"62,86",
2,2823051,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48946,gnpis_pui:holding-921_taxon-4898_accession-48946,DI07004,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,7",,"69,6",,"87,03",
2,2823049,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48946,gnpis_pui:holding-921_taxon-4898_accession-48946,DI07004,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,35",,"67,1",,"65,06",
1,2823152,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,5",,"70,8",,"78,1",
1,2823128,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27829,https://doi.org/10.15454/NLT35T,RE06055,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,07",,"65,7",,"84,28",
1,2823086,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48827,gnpis_pui:holding-921_taxon-4898_accession-48827,EM06021,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,85",,"72,6",,"101,57",
1,2823084,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48827,gnpis_pui:holding-921_taxon-4898_accession-48827,EM06021,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,09",,"71,4",,"74,65",
2,2823153,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27782,https://doi.org/10.15454/96DRU4,CF06016,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,68",,"71,1",,"87,12",
2,2823087,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48827,gnpis_pui:holding-921_taxon-4898_accession-48827,EM06021,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,35",,"74,7",,"101,29",
2,2823085,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,48827,gnpis_pui:holding-921_taxon-4898_accession-48827,EM06021,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,88",,"69,3",,"72,22",
2,2823149,BTH_Le_Moulon_2007_SetB1,BTH_Le_Moulon_2007_SetB1,27827,https://doi.org/10.15454/B5PA3I,RE06023,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,09",,"71,8",,"82,52",
