observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
RE12097,2879337,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,61633,https://doi.org/10.15454/QMBOQP,RE12097,VIRTUAL_TRIAL,,,,,,,,2013,2,,5,,2,,6,
CF12300,2879318,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,61661,https://doi.org/10.15454/6WYD8D,CF12300,VIRTUAL_TRIAL,,,,,,,,2013,4,,5,,NA,,8,
CF12340,2879303,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,61689,https://doi.org/10.15454/1WJFDJ,CF12340,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",,2,,3,,4,
CF12352,2879329,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,61703,https://doi.org/10.15454/NAJGZ1,CF12352,VIRTUAL_TRIAL,,,,,,,,2013,9,,5,,NA,,7,
CF12372,2879333,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,61717,https://doi.org/10.15454/ONKOGJ,CF12372,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",,5,,NA,,6,
EM12273,2879324,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,62019,https://doi.org/10.15454/HJW1L8,EM12273,VIRTUAL_TRIAL,,,,,,,,2013,"3,5",,5,,5,,1,
EM12252,2879326,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,62002,https://doi.org/10.15454/XMLVLJ,EM12252,VIRTUAL_TRIAL,,,,,,,,2013,5,,5,,5,,1,
AO13028,2879305,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,61053,https://doi.org/10.15454/MLAKF0,AO13028,VIRTUAL_TRIAL,,,,,,,,2013,4,,5,,NA,,6,
CF12307,2879313,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,61676,https://doi.org/10.15454/KFG2VK,CF12307,VIRTUAL_TRIAL,,,,,,,,2013,4,,5,,NA,,8,
RE12087,2879311,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,61603,https://doi.org/10.15454/P7UTSC,RE12087,VIRTUAL_TRIAL,,,,,,,,2013,3,,2,,3,,1,
AO13045,2879314,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,2013,"7,5",,5,,5,,1,
RE12073,2879325,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,49588,https://doi.org/10.15454/8XOG9B,RE12073,VIRTUAL_TRIAL,,,,,,,,2013,5,,5,,NA,,2,
RE12100,2879300,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,49484,https://doi.org/10.15454/GT4HPR,RE12100,VIRTUAL_TRIAL,,,,,,,,2013,3,,2,,2,,1,
AO13043,2879301,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,61286,https://doi.org/10.15454/F0IUDT,AO13043,VIRTUAL_TRIAL,,,,,,,,2013,9,,5,,2,,3,
Apache,2879320,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2013,3,,5,,6,,1,
AO13027,2879307,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,49214,https://doi.org/10.15454/8SM83Z,AO13027,VIRTUAL_TRIAL,,,,,,,,2013,7,,5,,NA,,8,
Pakito,2879316,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,2013,6,,5,,3,,1,
EM12340,2879336,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,48377,https://doi.org/10.15454/KP9UFC,EM12340,VIRTUAL_TRIAL,,,,,,,,2013,5,,5,,4,,1,
EM12359,2879322,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,48644,https://doi.org/10.15454/BZ52A8,EM12359,VIRTUAL_TRIAL,,,,,,,,2013,7,,2,,4,,3,
RE12068,2879302,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,49026,https://doi.org/10.15454/MZDFOJ,RE12068,VIRTUAL_TRIAL,,,,,,,,2013,3,,2,,2,,1,
Altigo,2879328,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,2013,6,,5,,NA,,8,
Bermude,2879306,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2013,9,,2,,3,,6,
Solehio,2879321,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,27088,https://doi.org/10.15454/E4TDMS,SOLEHIO,VIRTUAL_TRIAL,,,,,,,,2013,4,,5,,NA,,8,
AO13030,2879308,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,2013,"5,5",,5,,5,,1,
AO13047,2879312,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,49371,https://doi.org/10.15454/QBXBWF,AO13047,VIRTUAL_TRIAL,,,,,,,,2013,6,,5,,2,,6,
CF12376,2879335,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,49458,https://doi.org/10.15454/WEEH9V,CF12376,VIRTUAL_TRIAL,,,,,,,,2013,"6,5",,2,,NA,,8,
DI13005,2879309,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,49746,https://doi.org/10.15454/C5YYJZ,DI13005,VIRTUAL_TRIAL,,,,,,,,2013,8,,5,,3,,1,
DI13006,2879310,BTH_Rennes_2013_SetB3_PIETIN-VERSE,BTH_Rennes_2013_SetB3_PIETIN-VERSE,49207,https://doi.org/10.15454/DM26Q1,DI13006,VIRTUAL_TRIAL,,,,,,,,2013,"4,5",,2,,3,,3,
