observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,zel(CO_321:1000222),zel(CO_321:1000222).date
AO09014itkt,2844146,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27781,https://doi.org/10.15454/NMD5FO,AO09014,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,2",,91,,91,,43,,85,,219,,48,,"0,53",,143,,43,,NA,,"10,7",,"78,4",,1360,,NA,
CF07002itkt,2844161,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27786,https://doi.org/10.15454/I30U5V,CF07002,VIRTUAL_TRIAL,,,,,,,,treated,2009,"20,3",,84,,91,,61,,85,,237,,93,,"1,12",,246,,70,,379,,"11,4",,NA,,1785,,36,
CF05162itkt,2844133,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,26968,https://doi.org/10.15454/3810GN,CF05162,VIRTUAL_TRIAL,,,,,,,,treated,2009,"15,9",,51,,94,,59,,90,,244,,113,,"2,22",,211,,48,,416,,"9,9",,NA,,1650,,33,
AO09015itkt,2844145,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27897,https://doi.org/10.15454/QWJPTN,AO09015,VIRTUAL_TRIAL,,,,,,,,treated,2009,"18,9",,73,,100,,71,,85,,256,,54,,"0,74",,99,,69,,NA,,"10,2",,"78,1",,1550,,NA,
DI09006itkt,2844115,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27810,https://doi.org/10.15454/ADDONA,DI09006,VIRTUAL_TRIAL,,,,,,,,treated,2009,"20,3",,84,,88,,45,,70,,203,,30,,"0,36",,69,,9,,NA,,"9,3",,75,,1455,,NA,
CF07018itkt,2844138,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27788,https://doi.org/10.15454/72PHHY,CF07018,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,3",,41,,85,,57,,90,,232,,117,,"2,85",,199,,57,,435,,"10,7",,NA,,1675,,38,
RE07019itkt,2844123,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27305,https://doi.org/10.15454/OPZZGX,RE07019,VIRTUAL_TRIAL,,,,,,,,treated,2009,"15,3",,47,,70,,28,,60,,158,,82,,"1,74",,169,,45,,352,,"9,9",,NA,,1405,,27,
RE07093itkt,2844152,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27307,https://doi.org/10.15454/CSESMY,RE07093,VIRTUAL_TRIAL,,,,,,,,treated,2009,"18,9",,72,,73,,26,,90,,190,,74,,"1,03",,213,,18,,304,,"10,4",,NA,,1465,,22,
RE08030itkt,2844143,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27308,https://doi.org/10.15454/4AWT90,RE08030,VIRTUAL_TRIAL,,,,,,,,treated,2009,"22,5",,103,,100,,74,,93,,267,,53,,"0,52",,167,,81,,NA,,"10,2",,"79,7",,1585,,NA,
Hendrixitkt,2844114,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,treated,2009,20,,81,,100,,56,,83,,239,,115,,"1,42",,317,,NA,,394,,"12,4",,"81,6",,1580,,54,
Folkloritkt,2844117,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27263,https://doi.org/10.15454/PGQV8C,FOLKLOR,VIRTUAL_TRIAL,,,,,,,,treated,2009,"15,1",,46,,100,,33,,62,,195,,76,,"1,65",,142,,41,,366,,"9,9",,"77,8",,1355,,NA,
RE07040itkt,2844156,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27306,https://doi.org/10.15454/LF7SKR,RE07040,VIRTUAL_TRIAL,,,,,,,,treated,2009,"18,6",,70,,82,,27,,83,,192,,55,,"0,79",,150,,22,,396,,"10,7",,NA,,1385,,22,
EM08019itkt,2844149,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,49300,https://doi.org/10.15454/TFJQEJ,EM08019,VIRTUAL_TRIAL,,,,,,,,treated,2009,"18,6",,70,,100,,47,,78,,225,,55,,"0,78",,110,,47,,NA,,"9,1",,"75,5",,1393,,NA,
Apacheitkt,2844136,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2009,"18,9",,72,,94,,63,,85,,242,,73,,"1,01",,185,,NA,,354,,"9,9",,"77,9",,1495,,28,
CF07022itkt,2844160,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27790,https://doi.org/10.15454/CEUVSR,CF07022,VIRTUAL_TRIAL,,,,,,,,treated,2009,"17,7",,64,,85,,58,,90,,233,,91,,"1,44",,222,,48,,384,,"10,1",,NA,,1655,,35,
Skerzzoitkt,2844155,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,59735,https://doi.org/10.15454/SGAN4B,SKERZZO,VIRTUAL_TRIAL,,,,,,,,treated,2009,"22,1",,99,,91,,41,,85,,217,,81,,"0,82",,239,,54,,337,,"11,2",,NA,,1755,,39,
Toisondoritkt,2844116,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,26124,https://doi.org/10.15454/S7WZIM,TOISONDOR,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,4",,31,,70,,6,,76,,215,,68,,"2,19",,93,,43,,370,,"9,5",,NA,,1210,,26,
Flamenkoitkt,2844144,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,7",,96,,100,,70,,77,,247,,58,,"0,61",,178,,36,,328,,"10,1",,"76,3",,1530,,NA,
Lyrikitkt,2844165,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,6",,43,,88,,9,,76,,173,,82,,"1,91",,134,,NA,,371,,9,,"78,1",,1205,,26,
Musikitkt,2844125,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27738,https://doi.org/10.15454/JP9LCI,MUSIK,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,8",,44,,84,,62,,73,,219,,93,,"2,11",,166,,32,,388,,10,,"77,4",,1365,,NA,
Karillonitkt,2844157,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27739,https://doi.org/10.15454/LFFVPX,KARILLON,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,5",,37,,91,,44,,69,,204,,73,,"1,97",,111,,39,,296,,9,,"79,5",,1305,,NA,
Ghaytaitkt,2844154,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27784,https://doi.org/10.15454/BYBWWN,GHAYTA,VIRTUAL_TRIAL,,,,,,,,treated,2009,"18,4",,69,,100,,82,,85,,267,,141,,"2,07",,352,,69,,284,,"12,4",,NA,,1730,,43,
Grapeliitkt,2844127,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,5",,37,,61,,21,,78,,160,,73,,"1,97",,118,,16,,347,,"9,8",,NA,,1195,,14,
CF08027itkt,2844168,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27795,https://doi.org/10.15454/8X7KGE,CF08027,VIRTUAL_TRIAL,,,,,,,,treated,2009,"16,6",,56,,94,,67,,94,,255,,53,,"0,94",,109,,45,,NA,,9,,"76,8",,1365,,NA,
Caphornitkt,2844142,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,7",,38,,97,,44,,63,,204,,106,,"2,79",,171,,NA,,222,,"10,4",,"77,3",,1418,,36,
EM08024itkt,2844134,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27822,https://doi.org/10.15454/KNNDVP,EM08024,VIRTUAL_TRIAL,,,,,,,,treated,2009,"19,9",,80,,97,,62,,81,,240,,76,,"0,95",,187,,76,,NA,,"10,2",,"78,6",,1450,,NA,
EM08277itkt,2844147,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27824,https://doi.org/10.15454/OUS6AU,EM08277,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,3",,41,,100,,62,,84,,246,,98,,"2,36",,159,,61,,NA,,"10,4",,78,,1428,,NA,
CF08021itkt,2844163,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,49645,https://doi.org/10.15454/GXTRDY,CF08021,VIRTUAL_TRIAL,,,,,,,,treated,2009,"25,1",,128,,94,,71,,81,,246,,40,,"0,31",,136,,65,,NA,,"9,9",,"76,2",,1485,,NA,
RE07095itkt,2844139,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27266,https://doi.org/10.15454/PYG05B,RE07095,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,6",,43,,70,,23,,90,,182,,101,,"2,35",,181,,31,,406,,"9,8",,NA,,1275,,32,
CF07143itkt,2844150,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27792,https://doi.org/10.15454/NZODZY,CF07143,VIRTUAL_TRIAL,,,,,,,,treated,2009,"24,6",,123,,91,,62,,85,,239,,54,,"0,44",,181,,51,,296,,"10,4",,NA,,1695,,31,
DI09016itkt,2844167,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27313,https://doi.org/10.15454/SGNING,DI09016,VIRTUAL_TRIAL,,,,,,,,treated,2009,"12,9",,34,,100,,41,,84,,225,,106,,"3,11",,146,,59,,NA,,"9,7",,"77,8",,1283,,NA,
CF08106itkt,2844166,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27311,https://doi.org/10.15454/4DNWV7,CF08106,VIRTUAL_TRIAL,,,,,,,,treated,2009,"16,9",,58,,88,,61,,86,,235,,82,,"1,42",,159,,53,,NA,,"9,6",,"76,7",,1450,,NA,
CF08137itkt,2844129,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27312,https://doi.org/10.15454/CPWBIX,CF08137,VIRTUAL_TRIAL,,,,,,,,treated,2009,"20,9",,89,,88,,61,,96,,245,,79,,"0,89",,247,,57,,NA,,"9,9",,"77,5",,1568,,NA,
EM08223itkt,2844153,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27314,https://doi.org/10.15454/NY4WWG,EM08223,VIRTUAL_TRIAL,,,,,,,,treated,2009,20,,81,,91,,18,,36,,145,,36,,"0,44",,71,,19,,NA,,"10,3",,76,,1330,,NA,
CF08049itkt,2844162,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27797,https://doi.org/10.15454/II6X3N,CF08049,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,5",,94,,100,,78,,88,,266,,63,,"0,68",,181,,60,,NA,,"9,6",,"77,6",,1578,,NA,
CF08084itkt,2844148,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27798,https://doi.org/10.15454/XZ94CU,CF08084,VIRTUAL_TRIAL,,,,,,,,treated,2009,"22,6",,104,,94,,60,,58,,212,,48,,"0,46",,128,,44,,NA,,"9,3",,"77,3",,1530,,NA,
EM07117itkt,2844126,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27820,https://doi.org/10.15454/3AQJN1,EM07117,VIRTUAL_TRIAL,,,,,,,,treated,2009,"10,9",,24,,58,,4,,58,,120,,70,,"2,92",,75,,14,,345,,"9,3",,NA,,980,,17,
Soissonsitkt,2844158,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2009,"18,8",,72,,91,,70,,77,,238,,93,,"1,31",,254,,NA,,362,,11,,"79,8",,1555,,34,
CF08029itkt,2844131,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27796,https://doi.org/10.15454/9MSP5Q,CF08029,VIRTUAL_TRIAL,,,,,,,,treated,2009,"14,5",,43,,85,,30,,76,,192,,94,,"2,2",,169,,63,,NA,,"10,5",,"78,7",,1193,,NA,
DI09005itkt,2844140,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27809,https://doi.org/10.15454/VX6AQV,DI09005,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,5",,94,,100,,74,,88,,262,,69,,"0,74",,222,,24,,NA,,10,,"75,2",,1440,,NA,
DI09018itkt,2844119,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27813,https://doi.org/10.15454/G5QB1J,DI09018,VIRTUAL_TRIAL,,,,,,,,treated,2009,"13,9",,39,,94,,59,,84,,237,,94,,"2,38",,150,,59,,NA,,"9,2",,"77,5",,1243,,NA,
CF08109itkt,2844159,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27799,https://doi.org/10.15454/G9QV0Y,CF08109,VIRTUAL_TRIAL,,,,,,,,treated,2009,"18,7",,71,,84,,57,,88,,229,,86,,"1,2",,202,,19,,NA,,"10,3",,78,,1518,,NA,
EM06017itkt,2844118,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27814,https://doi.org/10.15454/ZBYAJC,EM06017,VIRTUAL_TRIAL,,,,,,,,treated,2009,"15,1",,46,,73,,23,,87,,187,,104,,"2,26",,211,,25,,401,,"11,2",,NA,,1340,,26,
EM08221itkt,2844128,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27823,https://doi.org/10.15454/PMYYDQ,EM08221,VIRTUAL_TRIAL,,,,,,,,treated,2009,"21,1",,90,,94,,19,,39,,152,,25,,"0,28",,56,,1,,NA,,"9,5",,"71,8",,1375,,NA,
DI09023itkt,2844130,BTH_Le_Moulon_2009_TECH,BTH_Le_Moulon_2009_TECH,27904,https://doi.org/10.15454/ICRTTK,DI09023,VIRTUAL_TRIAL,,,,,,,,treated,2009,"18,1",,67,,91,,55,,84,,230,,86,,"1,29",,210,,11,,NA,,"10,2",,"78,5",,1330,,NA,
