observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,pmg(CO_321:1000177),pmg(CO_321:1000177).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,vr(CO_321:1000099),vr(CO_321:1000099).date
CF03092itkfi,2807005,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49643,gnpis_pui:holding-921_taxon-4898_accession-49643,CF03092,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,80,,"45,6",,146,,"8,26",,"69,6",,"106,1",,"83,7",,1,
CF03092itkt,2807006,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49643,gnpis_pui:holding-921_taxon-4898_accession-49643,CF03092,VIRTUAL_TRIAL,,,,,,,,treated,2005,"82,5",,44,,145,,"10,01",,73,,"101,5",,"102,3",,1,
DI05006itkfi,2806991,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48563,gnpis_pui:holding-921_taxon-4898_accession-48563,DI05006,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,70,,"46,2",,"144,5",,"10,32",,"72,5",,"96,8",,"76,3",,1,
DI05006itkt,2806992,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48563,gnpis_pui:holding-921_taxon-4898_accession-48563,DI05006,VIRTUAL_TRIAL,,,,,,,,treated,2005,"67,5",,"44,7",,144,,"10,99",,"74,2",,"93,2",,94,,1,
Apacheitkfi,2806951,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,85,,"50,7",,140,,"9,26",,"71,4",,"94,6",,"74,6",,1,
Apacheitkt,2806952,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2005,"82,5",,"50,7",,139,,"10,65",,"73,1",,"102,2",,"103,1",,1,
CF04004itkfi,2806937,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49316,gnpis_pui:holding-921_taxon-4898_accession-49316,CF04004,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"92,5",,"52,8",,144,,"9,09",,"66,3",,"113,5",,"89,5",,4,
CF04004itkt,2806938,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49316,gnpis_pui:holding-921_taxon-4898_accession-49316,CF04004,VIRTUAL_TRIAL,,,,,,,,treated,2005,90,,"51,6",,"144,5",,"8,9",,"66,9",,"101,6",,"102,5",,6,
RE04017itkfi,2806959,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49275,gnpis_pui:holding-921_taxon-4898_accession-49275,RE04017,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"87,5",,"58,7",,"145,5",,"9,24",,"62,6",,"106,1",,"83,6",,1,
RE04017itkt,2806960,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49275,gnpis_pui:holding-921_taxon-4898_accession-49275,RE04017,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,"54,7",,"142,5",,"9,79",,"67,7",,"97,3",,"98,1",,2,
CF03326itkt,2806976,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48539,gnpis_pui:holding-921_taxon-4898_accession-48539,CF03326,VIRTUAL_TRIAL,,,,,,,,treated,2005,90,,"58,6",,143,,"10,16",,"64,6",,"99,4",,"100,3",,3,
CF03326itkfi,2806975,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48539,gnpis_pui:holding-921_taxon-4898_accession-48539,CF03326,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,95,,"63,4",,"145,5",,"9,28",,"65,2",,"100,9",,"79,6",,1,
LM04022itkt,2807004,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48922,gnpis_pui:holding-921_taxon-4898_accession-48922,LM04022,VIRTUAL_TRIAL,,,,,,,,treated,2005,"87,5",,"50,7",,145,,"9,89",,67,,"101,9",,"102,8",,1,
LM04022itkfi,2807003,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48922,gnpis_pui:holding-921_taxon-4898_accession-48922,LM04022,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"82,5",,"55,6",,145,,"9,39",,"64,2",,"108,1",,"85,3",,1,
Chargeritkfi,2806967,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,80,,"47,7",,145,,"8,3",,"66,2",,"100,5",,"79,3",,1,
Chargeritkt,2806968,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,treated,2005,"77,5",,"44,8",,144,,"9,2",,69,,"101,4",,"102,2",,1,
Caphornitkt,2806962,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,"53,7",,139,,"10,88",,"70,5",,"96,2",,97,,1,
Caphornitkfi,2806961,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"87,5",,"57,2",,"140,5",,"9,88",,"66,8",,"102,4",,"80,8",,1,
EM04181itkfi,2806973,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,85,,"53,2",,"142,5",,"9,36",,"71,9",,"107,5",,"84,7",,3,
EM04181itkt,2806974,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,treated,2005,"87,5",,"52,3",,142,,"9,73",,"71,9",,"98,1",,"98,9",,1,
DI05001itkt,2807002,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49480,gnpis_pui:holding-921_taxon-4898_accession-49480,DI05001,VIRTUAL_TRIAL,,,,,,,,treated,2005,"77,5",,"49,4",,145,,"9,52",,"67,8",,"100,4",,"101,3",,1,
DI05001itkfi,2807001,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49480,gnpis_pui:holding-921_taxon-4898_accession-49480,DI05001,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,80,,"53,1",,146,,"9,89",,"67,8",,"109,7",,"86,5",,1,
RE03019itkt,2806984,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,26829,https://doi.org/10.15454/NMOYD6,RE03019,VIRTUAL_TRIAL,,,,,,,,treated,2005,90,,"48,5",,"144,5",,"11,95",,71,,"94,5",,"95,3",,6,
RE03019itkfi,2806983,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,26829,https://doi.org/10.15454/NMOYD6,RE03019,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,90,,"55,9",,145,,"11,06",,"72,7",,"97,1",,"76,6",,"1,5",
RE04009itkfi,2806935,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,26830,https://doi.org/10.15454/6V5ULG,RE04009,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"87,5",,57,,145,,"9,3",,"69,1",,105,,"82,8",,2,
RE04009itkt,2806936,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,26830,https://doi.org/10.15454/6V5ULG,RE04009,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,"51,7",,143,,"10,92",,"70,4",,"99,1",,100,,3,
EM04115itkt,2806958,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48943,gnpis_pui:holding-921_taxon-4898_accession-48943,EM04115,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,55,,"141,5",,"10,35",,"67,1",,"96,7",,"97,5",,1,
EM04115itkfi,2806957,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48943,gnpis_pui:holding-921_taxon-4898_accession-48943,EM04115,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,85,,"61,9",,"143,5",,"10,18",,"62,3",,"113,3",,"89,3",,1,
DI05004itkt,2806996,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49451,https://doi.org/10.15454/HTYOGZ,DI05004,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,"54,5",,145,,"9,7",,"70,4",,"99,2",,"100,1",,6,
Orvantisitkt,2806978,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,25737,https://doi.org/10.15454/CYMFDY,ORVANTIS,VIRTUAL_TRIAL,,,,,,,,treated,2005,"87,5",,"53,5",,"140,5",,"10,24",,"73,8",,"100,2",,"101,1",,"1,5",
DI05005itkt,2806994,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48604,gnpis_pui:holding-921_taxon-4898_accession-48604,DI05005,VIRTUAL_TRIAL,,,,,,,,treated,2005,80,,"42,5",,146,,"10,38",,"70,1",,97,,"97,8",,1,
DI05005itkfi,2806993,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48604,gnpis_pui:holding-921_taxon-4898_accession-48604,DI05005,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"87,5",,"50,1",,147,,"10,18",,68,,"103,2",,"81,3",,1,
EM04081itkfi,2806955,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48571,https://doi.org/10.15454/RRGUYW,EM04081,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,90,,"46,2",,"146,5",,"9,7",,"68,6",,109,,"85,9",,"1,5",
EM04081itkt,2806956,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48571,https://doi.org/10.15454/RRGUYW,EM04081,VIRTUAL_TRIAL,,,,,,,,treated,2005,"92,5",,"40,3",,147,,"10,24",,"70,7",,99,,"99,8",,"1,5",
RE03099itkt,2807008,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48737,gnpis_pui:holding-921_taxon-4898_accession-48737,RE03099,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,"43,5",,145,,"9,94",,"71,4",,"98,7",,"99,6",,1,
RE03099itkfi,2807007,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48737,gnpis_pui:holding-921_taxon-4898_accession-48737,RE03099,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,85,,"49,8",,"144,5",,"8,8",,"68,8",,"101,6",,"80,1",,1,
RE03034itkfi,2806969,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48409,gnpis_pui:holding-921_taxon-4898_accession-48409,RE03034,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"92,5",,"56,4",,"146,5",,"9,79",,"69,5",,"103,1",,"81,3",,8,
RE03034itkt,2806970,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48409,gnpis_pui:holding-921_taxon-4898_accession-48409,RE03034,VIRTUAL_TRIAL,,,,,,,,treated,2005,"92,5",,52,,147,,"10,58",,"75,2",,"92,8",,"93,6",,4,
DI05008itkt,2806988,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49104,gnpis_pui:holding-921_taxon-4898_accession-49104,DI05008,VIRTUAL_TRIAL,,,,,,,,treated,2005,80,,"50,9",,"146,5",,"10,58",,"72,8",,"91,3",,"92,1",,1,
DI05008itkfi,2806987,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49104,gnpis_pui:holding-921_taxon-4898_accession-49104,DI05008,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,80,,"54,1",,147,,"10,2",,70,,"100,8",,"79,5",,1,
CF04264itkt,2806946,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49186,gnpis_pui:holding-921_taxon-4898_accession-49186,CF04264,VIRTUAL_TRIAL,,,,,,,,treated,2005,90,,52,,147,,"9,23",,"65,1",,"100,8",,"101,7",,1,
CF04264itkfi,2806945,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49186,gnpis_pui:holding-921_taxon-4898_accession-49186,CF04264,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,90,,"57,2",,147,,"8,9",,"61,7",,"94,5",,"74,5",,2,
RE04012itkfi,2806965,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49147,gnpis_pui:holding-921_taxon-4898_accession-49147,RE04012,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,80,,"57,2",,"142,5",,"9,77",,"71,4",,"106,6",,"84,1",,1,
RE04012itkt,2806966,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49147,gnpis_pui:holding-921_taxon-4898_accession-49147,RE04012,VIRTUAL_TRIAL,,,,,,,,treated,2005,"82,5",,"52,9",,"142,5",,"10,79",,"71,4",,"92,8",,"93,6",,1,
EM04187itkt,2806972,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48861,gnpis_pui:holding-921_taxon-4898_accession-48861,EM04187,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,"49,3",,"143,5",,"9,76",,"69,8",,"103,1",,104,,1,
EM04187itkfi,2806971,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48861,gnpis_pui:holding-921_taxon-4898_accession-48861,EM04187,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"82,5",,"52,7",,"144,5",,"9,52",,"67,9",,"107,3",,"84,6",,1,
EM04149itkfi,2806953,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49385,gnpis_pui:holding-921_taxon-4898_accession-49385,EM04149,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"92,5",,"43,7",,"144,5",,"10,54",,"71,2",,"101,9",,"80,4",,"1,5",
EM04149itkt,2806954,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49385,gnpis_pui:holding-921_taxon-4898_accession-49385,EM04149,VIRTUAL_TRIAL,,,,,,,,treated,2005,"87,5",,"37,6",,"144,5",,"10,84",,"69,8",,"92,8",,"93,6",,"3,5",
DI05010itkt,2806948,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49551,gnpis_pui:holding-921_taxon-4898_accession-49551,DI05010,VIRTUAL_TRIAL,,,,,,,,treated,2005,"82,5",,42,,146,,"9,49",,"64,9",,"101,9",,"102,8",,1,
DI05010itkfi,2806947,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49551,gnpis_pui:holding-921_taxon-4898_accession-49551,DI05010,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,85,,"44,7",,147,,"8,4",,"65,1",,"108,5",,"85,5",,1,
RE04005itkt,2806932,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48454,gnpis_pui:holding-921_taxon-4898_accession-48454,RE04005,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,"51,1",,142,,"9,6",,"71,4",,"96,1",,"96,9",,2,
RE04005itkfi,2806931,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,48454,gnpis_pui:holding-921_taxon-4898_accession-48454,RE04005,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,85,,"53,9",,"143,5",,"9,6",,"69,5",,"100,8",,"79,5",,"6,5",
DI05003itkt,2806998,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49683,gnpis_pui:holding-921_taxon-4898_accession-49683,DI05003,VIRTUAL_TRIAL,,,,,,,,treated,2005,80,,"53,8",,144,,"9,88",,"72,2",,"101,6",,"102,5",,2,
DI05003itkfi,2806997,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,49683,gnpis_pui:holding-921_taxon-4898_accession-49683,DI05003,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"82,5",,"57,1",,145,,"9,74",,"69,6",,"103,8",,"81,9",,1,
Farandoleitkt,2806964,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,treated,2005,80,,"57,1",,142,,"10,18",,"69,4",,"102,3",,"103,2",,1,
Farandoleitkfi,2806963,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,25827,https://doi.org/10.15454/FYPHOO,FARANDOLE,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,80,,"63,9",,"142,5",,"9,9",,"66,8",,"106,6",,"84,1",,1,
EM04145itkt,2806950,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,27041,https://doi.org/10.15454/VQLTLY,EM04145,VIRTUAL_TRIAL,,,,,,,,treated,2005,85,,"42,9",,"142,5",,"10,6",,"73,4",,"96,6",,"97,4",,1,
EM04145itkfi,2806949,BTH_Le_Moulon_2005_SetB1,BTH_Le_Moulon_2005_SetB1,27041,https://doi.org/10.15454/VQLTLY,EM04145,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,85,,"46,4",,144,,"10,09",,"70,8",,109,,"85,9",,1,
