observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date
EM13243itkfi,2971777,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61431,https://doi.org/10.15454/QSZ1IX,EM13243,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,139,,9.6,,106,,3.5,,102,,2,,2.8,
RE13006itkt,2971863,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61514,https://doi.org/10.15454/KLQZHB,RE13006,VIRTUAL_TRIAL,,,,,,,,traite,2015,98,,138,,10.7,,101.2,,,,124.4,,,,,
RE13006itknt,2971862,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61514,https://doi.org/10.15454/KLQZHB,RE13006,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,96,,138,,,,113.5,,1.5,,114.7,,1.5,,3.2,
RE13006itkfi,2971861,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61514,https://doi.org/10.15454/KLQZHB,RE13006,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,98,,138,,10.6,,111.8,,1,,107.6,,1,,2.5,
RE13007itknt,2971865,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61527,https://doi.org/10.15454/JN5VML,RE13007,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,96,,138,,,,111.6,,1,,112.8,,2,,2.8,
RE13007itkfi,2971864,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61527,https://doi.org/10.15454/JN5VML,RE13007,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,96,,138,,9.7,,101.4,,1,,97.6,,1,,2.8,
RE13007itkt,2971866,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61527,https://doi.org/10.15454/JN5VML,RE13007,VIRTUAL_TRIAL,,,,,,,,traite,2015,96,,137,,10.6,,102.3,,,,125.7,,,,,
RE13093itkt,2971791,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61664,https://doi.org/10.15454/OYADUC,RE13093,VIRTUAL_TRIAL,,,,,,,,traite,2015,102,,138,,10.2,,105.9,,,,130.2,,,,,
RE13093itkfi,2971789,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61664,https://doi.org/10.15454/OYADUC,RE13093,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,102,,138,,10,,113.3,,2.5,,109.1,,1.5,,2.5,
RE13093itknt,2971790,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61664,https://doi.org/10.15454/OYADUC,RE13093,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,104,,138,,,,112.9,,1.5,,114.1,,2,,2.8,
RE13094itkt,2971797,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61678,https://doi.org/10.15454/GQP9HA,RE13094,VIRTUAL_TRIAL,,,,,,,,traite,2015,107,,133,,10.3,,104,,,,127.8,,,,,
RE13094itknt,2971796,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61678,https://doi.org/10.15454/GQP9HA,RE13094,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,110,,132,,,,111.3,,2,,112.5,,2.8,,2.5,
RE13094itkfi,2971795,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61678,https://doi.org/10.15454/GQP9HA,RE13094,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,105,,132,,9.9,,108.2,,2.8,,104.2,,2.2,,2.5,
AO14026itkt,2971851,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61704,https://doi.org/10.15454/ZZZLIR,AO14026,VIRTUAL_TRIAL,,,,,,,,traite,2015,99,,147,,10.1,,104.5,,,,128.5,,,,,
AO14026itknt,2971850,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61704,https://doi.org/10.15454/ZZZLIR,AO14026,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,105,,147,,,,121.3,,1,,122.6,,2,,2.8,
AO14026itkfi,2971849,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61704,https://doi.org/10.15454/ZZZLIR,AO14026,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,105,,147,,10,,118.7,,1,,114.2,,2,,2.8,
AO14013itkt,2971788,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,traite,2015,98,,142,,10.1,,98.7,,,,121.4,,,,,
AO14013itknt,2971787,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,102,,141,,,,105.6,,1.5,,106.8,,3,,5,
AO14013itkfi,2971786,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62003,https://doi.org/10.15454/UIHLJL,AO14013,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,96,,141,,10.4,,87.2,,1,,83.9,,2.8,,4.5,
AO14014itkt,2971812,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,141,,10.2,,108,,,,132.8,,,,,
AO14014itknt,2971811,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,90,,142,,,,108.7,,6.5,,109.9,,2,,3.5,
AO14014itkfi,2971810,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62034,https://doi.org/10.15454/RWXBD7,AO14014,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,94,,142,,9.7,,101.1,,5,,97.3,,2,,2.5,
AO14017itknt,2971781,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,104,,138,,,,106.7,,1.8,,107.8,,1.5,,3,
AO14017itkfi,2971780,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,101,,138,,10.5,,105,,1.5,,101,,1.5,,2.5,
AO14017itkt,2971782,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62096,https://doi.org/10.15454/JY3UZ7,AO14017,VIRTUAL_TRIAL,,,,,,,,traite,2015,104,,140,,11.4,,102.2,,,,125.6,,,,,
AO14020itkt,2971854,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,traite,2015,88,,142,,11.3,,100.7,,,,123.7,,,,,
AO14020itknt,2971853,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,89,,138,,,,94.1,,3.2,,95.1,,1.5,,4.5,
AO14020itkfi,2971852,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62141,https://doi.org/10.15454/0STI9A,AO14020,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,87,,139,,10.4,,97.4,,1.8,,93.7,,2.5,,3.5,
EM13147itknt,2971859,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,92,,138,,,,115.8,,2,,117,,2.2,,3,
EM13147itkt,2971860,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,138,,10.6,,104.8,,,,128.8,,,,,
EM13147itkfi,2971858,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61412,https://doi.org/10.15454/J7IR6N,EM13147,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,88,,138,,9.3,,109.8,,1,,105.6,,1.5,,2.8,
CF13158itknt,2971772,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,94,,138,,,,105.6,,3.2,,106.8,,2,,2.5,
CF13158itkfi,2971771,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,91,,138,,9.4,,98.4,,2.5,,94.7,,1,,2,
CF13158itkt,2971773,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61152,https://doi.org/10.15454/BOXBBY,CF13158,VIRTUAL_TRIAL,,,,,,,,traite,2015,92,,138,,10.2,,98,,,,120.5,,,,,
RE13116itkt,2971800,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,traite,2015,102,,134,,10.3,,100.6,,,,123.6,,,,,
RE13116itkfi,2971798,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,93,,134,,9.7,,106.5,,3.5,,102.5,,3,,3.5,
RE13116itknt,2971799,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61763,https://doi.org/10.15454/N7NCR1,RE13116,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,96,,136,,,,107.2,,3,,108.4,,2.5,,3.8,
EM12040itknt,2971805,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,90,,132,,,,100.2,,4,,101.3,,2,,3,
EM12040itkfi,2971804,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,87,,133,,10.6,,95.7,,2.8,,92.1,,2,,2.2,
EM12040itkt,2971806,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,traite,2015,91,,132,,11.4,,88.6,,,,108.9,,,,,
AO14041itkfi,2971834,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,78,,137,,10,,101.2,,2.5,,97.4,,2.2,,4,
AO14041itkt,2971836,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,traite,2015,79,,138,,10.2,,99.6,,,,122.4,,,,,
AO14041itknt,2971835,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,60915,https://doi.org/10.15454/BHRDHY,AO14041,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,82,,138,,,,108.7,,2,,109.8,,1.5,,3.8,
CF13080itknt,2971826,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,91,,135,,,,94.2,,1,,95.3,,1.8,,3.8,
CF13080itkfi,2971825,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,86,,134,,9.6,,99,,1,,95.3,,1,,3.8,
CF13080itkt,2971827,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,traite,2015,88,,137,,10.9,,100,,,,123,,,,,
RE13003itkt,2971878,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,traite,2015,114,,141,,10.3,,102.4,,,,125.8,,,,,
RE13003itknt,2971877,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,120,,139,,,,106.7,,1.8,,107.8,,2,,3,
RE13003itkfi,2971876,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,113,,138,,9.9,,107.7,,1.8,,103.7,,1.5,,2.8,
AO14008itknt,2971817,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,94,,141,,,,102.7,,5.5,,103.8,,1.8,,3.5,
AO14008itkt,2971818,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,traite,2015,99,,140,,10.5,,102.1,,,,125.5,,,,,
AO14008itkfi,2971816,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61924,https://doi.org/10.15454/7FN5V4,AO14008,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,94,,141,,9.9,,99.7,,5.5,,96,,2.2,,3.2,
AO14028itkfi,2971837,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,91,,141,,9.3,,89.1,,2.2,,85.7,,1.5,,4,
AO14028itkt,2971839,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,traite,2015,97,,138,,10.6,,94.4,,,,116.1,,,,,
AO14028itknt,2971838,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,62039,https://doi.org/10.15454/FMXV4A,AO14028,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,96,,138,,,,100.1,,4,,101.2,,1.5,,4,
CF13057itkt,2971785,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,61065,https://doi.org/10.15454/IEJHD9,CF13057,VIRTUAL_TRIAL,,,,,,,,traite,2015,95,,138,,10.3,,95.3,,,,117.1,,,,,
RE13014itknt,2971802,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,116,,138,,,,101.7,,1,,102.8,,2.8,,3.8,
RE13014itkfi,2971801,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,108,,138,,9.5,,104.6,,1.8,,100.7,,2,,3.5,
RE13084itknt,2971814,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,92,,138,,,,100.1,,5,,101.2,,1.5,,2.8,
RE13084itkfi,2971813,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,138,,10.6,,105.8,,5.5,,101.8,,2,,2.5,
RE13084itkt,2971815,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49120,https://doi.org/10.15454/P3TGLP,RE13084,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,138,,10.6,,101.9,,,,125.3,,,,,
RE13086itkt,2971824,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,traite,2015,102,,138,,10.7,,97.8,,,,120.2,,,,,
RE13086itknt,2971823,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,103,,138,,,,107.7,,4,,108.9,,2,,3,
RE13086itkfi,2971822,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49433,https://doi.org/10.15454/XA7QW4,RE13086,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,100,,138,,10.7,,107.7,,4,,103.6,,1.5,,2.2,
RE13106itkt,2971848,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,traite,2015,100,,136,,9.8,,103.8,,,,127.6,,,,,
RE13106itknt,2971847,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,99,,137,,,,108.7,,1.5,,109.9,,2,,2.5,
RE13106itkfi,2971846,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49524,https://doi.org/10.15454/FSEIOR,RE13106,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,96,,138,,9.6,,106.2,,2,,102.2,,2,,1.8,
RE13005itkt,2971872,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,48484,https://doi.org/10.15454/L7ZWCU,RE13005,VIRTUAL_TRIAL,,,,,,,,traite,2015,101,,138,,10.3,,102.3,,,,125.7,,,,,
RE13005itknt,2971871,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,48484,https://doi.org/10.15454/L7ZWCU,RE13005,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,100,,138,,,,107.4,,1,,108.6,,1.5,,3.2,
RE13005itkfi,2971870,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,48484,https://doi.org/10.15454/L7ZWCU,RE13005,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,100,,138,,10.1,,110,,1,,105.9,,2,,2.8,
RE13004itkfi,2971867,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49568,https://doi.org/10.15454/LO7ZR2,RE13004,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,100,,141,,9.6,,94.2,,1.8,,90.6,,1,,2.8,
RE13004itkt,2971869,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49568,https://doi.org/10.15454/LO7ZR2,RE13004,VIRTUAL_TRIAL,,,,,,,,traite,2015,100,,142,,10.9,,94.7,,,,116.4,,,,,
RE13004itknt,2971868,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,49568,https://doi.org/10.15454/LO7ZR2,RE13004,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,108,,138,,,,100,,3,,101.1,,1.5,,2.8,
Bermudeitkfi,2971774,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,faible intrant,2015,90,,138,,10.1,,104.7,,1.5,,100.8,,1,,3.8,
Bermudeitkt,2971776,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,traite,2015,94,,138,,10.6,,98,,,,120.4,,,,,
Bermudeitknt,2971775,BTH_Le_Moulon_2015_SetA2,BTH_Le_Moulon_2015_SetA2,75270,https://doi.org/10.15454/AIOH4U,Bermude,VIRTUAL_TRIAL,,,,,,,,non traite fongicides,2015,94,,138,,,,97.3,,2.8,,98.3,,1,,5.5,
