observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
EM09003itkfi,2849643,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49087,https://doi.org/10.15454/53EBXZ,EM09003,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,93,,144,,"78,6",,"99,9",,"58,9",
DI10003itkfi,2849663,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,48505,gnpis_pui:holding-921_taxon-4898_accession-48505,DI10003,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,94,,145,,"79,1",,"98,7",,"58,2",
RE09030itkfi,2849639,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49497,gnpis_pui:holding-921_taxon-4898_accession-49497,RE09030,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,95,,147,,"76,8",,"96,9",,"57,1",
CF09075itkfi,2849655,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,48642,gnpis_pui:holding-921_taxon-4898_accession-48642,CF09075,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,98,,142,,"78,6",,"92,2",,"54,4",
EM09021itkfi,2849640,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,48576,gnpis_pui:holding-921_taxon-4898_accession-48576,EM09021,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,92,,133,,"78,4",,"84,8",,50,
CF09081itkfi,2849674,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49444,gnpis_pui:holding-921_taxon-4898_accession-49444,CF09081,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,90,,140,,80,,"101,9",,"60,1",
CF09077itkfi,2849656,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49152,gnpis_pui:holding-921_taxon-4898_accession-49152,CF09077,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,95,,142,,"79,6",,"97,2",,"57,3",
EM09080itkfi,2849670,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49303,https://doi.org/10.15454/WSDK5P,EM09080,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,97,,146,,"77,4",,"104,7",,"61,7",
Attlassitkfi,2849668,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,94,,143,,"78,5",,"109,8",,"64,7",
CF09085itkfi,2849673,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49657,gnpis_pui:holding-921_taxon-4898_accession-49657,CF09085,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,90,,143,,"78,4",,"98,5",,58,
EM09015itkfi,2849646,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49594,https://doi.org/10.15454/UY7D21,EM09015,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,84,,144,,"78,3",,"104,2",,"61,4",
EM09189itkfi,2849675,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49252,https://doi.org/10.15454/LVMRPV,EM09189,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,94,,142,,"76,2",,"112,2",,"66,1",
RE09031itkfi,2849648,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49247,gnpis_pui:holding-921_taxon-4898_accession-49247,RE09031,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,90,,144,,79,,"95,5",,"56,3",
Gallixeitkfi,2849672,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,60702,https://doi.org/10.15454/BKJEDG,GALLIXE,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,90,,143,,"74,9",,"115,7",,"68,2",
DI10005itkfi,2849665,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49716,gnpis_pui:holding-921_taxon-4898_accession-49716,DI10005,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,90,,144,,"76,1",,"99,1",,"58,4",
RE09029itkfi,2849661,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,48519,https://doi.org/10.15454/R0LHUG,RE09029,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,94,,145,,"79,8",,105,,"61,9",
AO10012itkfi,2849642,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,48523,gnpis_pui:holding-921_taxon-4898_accession-48523,AO10012,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,93,,142,,"76,9",,"106,9",,63,
RE09032itkfi,2849651,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,48622,gnpis_pui:holding-921_taxon-4898_accession-48622,RE09032,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,92,,145,,"80,2",,"101,2",,"59,7",
AO10009itkfi,2849660,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,48682,gnpis_pui:holding-921_taxon-4898_accession-48682,AO10009,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,86,,144,,"77,6",,"99,8",,"58,8",
DI10004itkfi,2849666,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49387,gnpis_pui:holding-921_taxon-4898_accession-49387,DI10004,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,92,,146,,"77,5",,"103,4",,"60,9",
Caphornitkfi,2849658,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,25913,https://doi.org/10.15454/IH4I8R,CAPHORN,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,92,,143,,"77,1",,"103,9",,"61,3",
AO10011itkfi,2849667,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49125,https://doi.org/10.15454/CTNPK9,AO10011,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,102,,145,,"79,6",,"106,2",,"62,6",
CF09028itkfi,2849671,BTH_Lusignan_2010_SetB1,BTH_Lusignan_2010_SetB1,49437,gnpis_pui:holding-921_taxon-4898_accession-49437,CF09028,VIRTUAL_TRIAL,,,,,,,,low inputs,2010,98,,144,,"77,2",,"99,3",,"58,5",
