observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,G(CO_321:1000230),G(CO_321:1000230).date,L(CO_321:1000228),L(CO_321:1000228).date,NmieG(CO_321:1000238),NmieG(CO_321:1000238).date,NpainG(CO_321:1000237),NpainG(CO_321:1000237).date,NpateG(CO_321:1000236),NpateG(CO_321:1000236).date,NtotG(CO_321:1000239),NtotG(CO_321:1000239).date,P(CO_321:1000227),P(CO_321:1000227).date,P/L(CO_321:1000229),P/L(CO_321:1000229).date,W(CO_321:1000226),W(CO_321:1000226).date,dur(CO_321:1000216),dur(CO_321:1000216).date,hag(CO_321:1000231),hag(CO_321:1000231).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,volG(CO_321:1000240),volG(CO_321:1000240).date,vp(CO_321:1000225),vp(CO_321:1000225).date
EM03332itkt,2810258,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26986,https://doi.org/10.15454/VOIUNY,EM03332,VIRTUAL_TRIAL,,,,,,,,treated,2005,"24,6",,123,,97,,36,,89,,222,,49,,"0,4",,166,,66,,NA,,"10,2",,"78,5",,1435,,"2,56",
EM03332itkfi,2810257,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26986,https://doi.org/10.15454/VOIUNY,EM03332,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"22,5",,103,,100,,65,,76,,241,,68,,"0,66",,234,,62,,,,"10,5",,"76,5",,1486,,,
DI05014itkfi,2810305,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26985,https://doi.org/10.15454/TKJCUM,DI05014,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"19,4",,76,,91,,34,,44,,169,,44,,"0,58",,132,,5,,,,"10,8",,"75,1",,1675,,,
DI05014itkt,2810306,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26985,https://doi.org/10.15454/TKJCUM,DI05014,VIRTUAL_TRIAL,,,,,,,,treated,2005,"20,1",,82,,76,,19,,72,,167,,46,,"0,56",,153,,15,,NA,,"11,2",,"78,4",,1124,,"2,32",
CF03201itkfi,2810249,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
CF03201itkt,2810250,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26975,https://doi.org/10.15454/0TTU1F,CF03201,VIRTUAL_TRIAL,,,,,,,,treated,2005,"21,9",,97,,94,,59,,"89,6",,243,,81,,"0,84",,262,,51,,421,,"11,5",,NA,,"1642,5",,NA,
CF04043itkfi,2810265,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"24,3",,120,,97,,47,,96,,239,,45,,"0,38",,169,,53,,,,"9,9",,"78,2",,1534,,,
CF04043itkt,2810266,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26972,https://doi.org/10.15454/VFM1EQ,CF04043,VIRTUAL_TRIAL,,,,,,,,treated,2005,"23,1",,108,,100,,66,,90,,256,,53,,"0,49",,210,,52,,NA,,"10,7",,"78,7",,1571,,"2,08",
Hendrixitkt,2810226,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,treated,2005,"28,7",,167,,97,,33,,86,,215,,73,,"0,44",,359,,67,,NA,,12,,"82,1",,1423,,"2,61",
Hendrixitkfi,2810225,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26833,https://doi.org/10.15454/PYUIEM,HENDRIX,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"23,7",,114,,94,,33,,87,,214,,73,,"0,64",,275,,67,,,,"10,7",,"81,2",,1435,,,
RE04022itkfi,2810217,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26831,https://doi.org/10.15454/CK12PW,RE04022,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"23,3",,110,,97,,68,,76,,241,,40,,"0,37",,145,,67,,,,"8,9",,"78,4",,1575,,,
RE04022itkt,2810218,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26831,https://doi.org/10.15454/CK12PW,RE04022,VIRTUAL_TRIAL,,,,,,,,treated,2005,"24,5",,122,,100,,76,,91,,267,,38,,"0,31",,143,,82,,NA,,"9,6",,"79,5",,1609,,"2,22",
CF04022itkt,2810288,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26895,https://doi.org/10.15454/CQ8LNQ,CF04022,VIRTUAL_TRIAL,,,,,,,,treated,2005,"25,8",,135,,94,,46,,75,,215,,37,,"0,28",,149,,53,,NA,,"10,4",,"77,1",,1515,,2,
CF04022itkfi,2810287,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26895,https://doi.org/10.15454/CQ8LNQ,CF04022,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"26,2",,139,,100,,54,,88,,243,,53,,"0,38",,236,,46,,,,"10,4",,"76,2",,1635,,,
CF04184itkfi,2810289,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26896,https://doi.org/10.15454/PBJIBN,CF04184,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,24,,117,,100,,53,,88,,241,,61,,"0,52",,238,,4,,,,"11,2",,"80,1",,1605,,,
CF04184itkt,2810290,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26896,https://doi.org/10.15454/PBJIBN,CF04184,VIRTUAL_TRIAL,,,,,,,,treated,2005,27,,148,,97,,46,,68,,211,,46,,"0,31",,206,,-8,,NA,,"11,4",,"80,6",,1520,,"2,71",
CF04052itkt,2810224,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26897,https://doi.org/10.15454/Q627QP,CF04052,VIRTUAL_TRIAL,,,,,,,,treated,2005,"18,4",,68,,79,,44,,71,,194,,116,,"1,7",,324,,73,,NA,,"11,9",,"81,7",,1400,,"2,92",
CF04052itkfi,2810223,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26897,https://doi.org/10.15454/Q627QP,CF04052,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"18,4",,68,,82,,24,,75,,181,,120,,"1,76",,330,,69,,,,"11,7",,"80,7",,1180,,,
AO05004itkt,2810238,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48941,https://doi.org/10.15454/YPYOQJ,AO05004,VIRTUAL_TRIAL,,,,,,,,treated,2005,"24,2",,119,,97,,"77,8",,"62,8",,238,,37,,"0,31",,135,,19,,304,,11,,NA,,"1707,5",,NA,
AO05004itkfi,2810237,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48941,https://doi.org/10.15454/YPYOQJ,AO05004,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
Tamaroitkfi,2810307,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"29,5",,177,,88,,81,,84,,254,,64,,"0,36",,395,,68,,,,"12,7",,"79,7",,1988,,,
Tamaroitkt,2810308,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,25902,https://doi.org/10.15454/KRPWXN,TAMARO,VIRTUAL_TRIAL,,,,,,,,treated,2005,"30,3",,186,,82,,44,,87,,214,,65,,"0,35",,398,,86,,NA,,"13,6",,"84,1",,1881,,"2,03",
Tremieitkfi,2810279,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"23,5",,112,,85,,71,,64,,220,,43,,"0,38",,145,,50,,,,"9,8",,"73,4",,1626,,,
Tremieitkt,2810280,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,24505,https://doi.org/10.15454/9YBOHR,TREMIE,VIRTUAL_TRIAL,,,,,,,,treated,2005,23,,108,,"89,5",,"60,2",,"62,8",,"212,5",,"45,5",,"0,435",,"151,5",,62,,337,,"10,1",,"78,8",,"1665,5",,"2,17",
DI04018itkt,2810234,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,treated,2005,"23,1",,108,,97,,"75,4",,"67,5",,240,,59,,"0,55",,201,,47,,390,,"10,6",,NA,,1700,,NA,
DI04018itkfi,2810233,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49604,https://doi.org/10.15454/WZ0QO7,DI04018,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
DI05030itkt,2810228,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48477,https://doi.org/10.15454/NU9M2G,DI05030,VIRTUAL_TRIAL,,,,,,,,treated,2005,"22,1",,99,,97,,"75,4",,"57,3",,230,,58,,"0,59",,182,,48,,433,,"10,5",,NA,,"1762,5",,NA,
DI05030itkfi,2810227,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48477,https://doi.org/10.15454/NU9M2G,DI05030,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
CF03287itkfi,2810277,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
CF03287itkt,2810278,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49533,https://doi.org/10.15454/QOR8WX,CF03287,VIRTUAL_TRIAL,,,,,,,,treated,2005,"19,7",,79,,97,,"69,7",,"81,4",,248,,80,,"1,03",,234,,54,,472,,"10,7",,NA,,"1792,5",,NA,
EM04181itkt,2810276,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,treated,2005,20,,81,,97,,35,,67,,199,,61,,"0,74",,201,,73,,NA,,10,,"77,7",,1391,,"1,98",
EM04181itkfi,2810275,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48531,https://doi.org/10.15454/5QJOWB,EM04181,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"18,1",,66,,94,,27,,88,,210,,65,,"0,98",,176,,56,,,,"9,6",,"76,8",,1296,,,
DI05001itkt,2810304,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49480,gnpis_pui:holding-921_taxon-4898_accession-49480,DI05001,VIRTUAL_TRIAL,,,,,,,,treated,2005,18,,65,,NA,,NA,,NA,,NA,,52,,"0,79",,138,,53,,NA,,"10,2",,"77,5",,NA,,"1,82",
DI05001itkfi,2810303,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49480,gnpis_pui:holding-921_taxon-4898_accession-49480,DI05001,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,40,,,,"9,6",,NA,,NA,,,
RE03019itkt,2810292,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26829,https://doi.org/10.15454/NMOYD6,RE03019,VIRTUAL_TRIAL,,,,,,,,treated,2005,"28,7",,167,,76,,27,,65,,168,,44,,"0,26",,158,,72,,NA,,"12,9",,"79,3",,1376,,"1,8",
RE03019itkfi,2810291,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26829,https://doi.org/10.15454/NMOYD6,RE03019,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"17,8",,64,,79,,32,,57,,168,,46,,"0,71",,129,,67,,,,"11,5",,"79,2",,1361,,,
RE04009itkfi,2810221,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26830,https://doi.org/10.15454/6V5ULG,RE04009,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"14,7",,44,,91,,22,,68,,182,,57,,"1,32",,118,,-8,,,,"9,6",,"76,6",,1189,,,
RE04009itkt,2810222,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26830,https://doi.org/10.15454/6V5ULG,RE04009,VIRTUAL_TRIAL,,,,,,,,treated,2005,"19,1",,74,,67,,23,,49,,139,,59,,"0,8",,184,,11,,NA,,"11,3",,"77,9",,1280,,"2,05",
RE04043itkt,2810248,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26832,https://doi.org/10.15454/05HCVU,RE04043,VIRTUAL_TRIAL,,,,,,,,treated,2005,"22,5",,103,,91,,40,,79,,210,,36,,"0,35",,131,,32,,NA,,"10,8",,NA,,1451,,"2,18",
RE04043itkfi,2810247,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26832,https://doi.org/10.15454/05HCVU,RE04043,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"21,9",,97,,97,,48,,88,,233,,36,,"0,37",,124,,23,,,,"9,8",,"76,4",,1420,,,
RE04101itkfi,2810231,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26834,https://doi.org/10.15454/NMELF4,RE04101,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"22,7",,105,,97,,36,,91,,224,,63,,"0,6",,253,,61,,,,"10,5",,"80,8",,1541,,,
RE04101itkt,2810232,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26834,https://doi.org/10.15454/NMELF4,RE04101,VIRTUAL_TRIAL,,,,,,,,treated,2005,"22,2",,100,,94,,61,,87,,242,,63,,"0,63",,240,,57,,NA,,"11,2",,"81,5",,1581,,"1,97",
CF01085itkfi,2810263,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
CF01085itkt,2810264,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48643,https://doi.org/10.15454/2AB2GR,CF01085,VIRTUAL_TRIAL,,,,,,,,treated,2005,"20,3",,84,,97,,"61,7",,"85,1",,244,,81,,"0,98",,237,,50,,374,,"10,6",,NA,,"1802,5",,NA,
RE03111itkfi,2810285,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
RE03111itkt,2810286,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26399,https://doi.org/10.15454/XCMLGZ,RE03111,VIRTUAL_TRIAL,,,,,,,,treated,2005,"22,3",,101,,94,,"39,4",,69,,202,,49,,"0,49",,154,,39,,400,,"10,4",,NA,,1605,,NA,
DI02001itkfi,2810261,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,,,NA,,NA,,NA,,,
DI02001itkt,2810262,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26984,https://doi.org/10.15454/GR0LP3,DI02001,VIRTUAL_TRIAL,,,,,,,,treated,2005,"18,4",,69,,97,,"77,8",,97,,272,,87,,"1,28",,235,,47,,341,,"10,3",,NA,,"1762,5",,NA,
Soissonsitkt,2810242,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,treated,2005,"21,55",,"94,5",,"86,5",,"53,85",,83,,"223,5",,79,,"0,85",,303,,59,,426,,"11,45",,"80,8",,1608,,"1,64",
Soissonsitkfi,2810241,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,20,,81,,97,,39,,89,,225,,79,,"0,98",,267,,56,,,,"10,8",,"78,3",,1363,,,
LM03015itkt,2810284,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,treated,2005,"19,8",,79,,97,,54,,80,,232,,67,,"0,85",,199,,50,,NA,,"10,4",,76,,1560,,"2,59",
LM03015itkfi,2810283,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49288,https://doi.org/10.15454/BU8ZPF,LM03015,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"20,1",,82,,82,,33,,78,,193,,70,,"0,85",,212,,39,,,,"9,5",,"74,9",,1448,,,
LM03014itkt,2810236,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,treated,2005,"20,8",,88,,97,,57,,78,,232,,76,,"0,86",,234,,50,,NA,,"10,5",,"76,7",,1501,,"2,9",
LM03014itkfi,2810235,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49463,https://doi.org/10.15454/8NQXWN,LM03014,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"19,3",,75,,100,,49,,92,,242,,83,,"1,1",,228,,37,,,,"10,1",,"75,4",,1475,,,
EM02207itkt,2810272,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,treated,2005,"16,8",,58,,91,,34,,75,,200,,41,,"0,72",,97,,18,,NA,,"10,4",,"77,5",,1460,,"2,96",
EM02207itkfi,2810271,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26893,https://doi.org/10.15454/WDQKPV,EM02207,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"24,9",,126,,91,,41,,62,,194,,38,,"0,3",,151,,6,,,,"10,1",,"76,8",,1484,,,
EM03149itkt,2810244,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,treated,2005,21,,89,,97,,51,,75,,222,,40,,"0,45",,125,,13,,NA,,"9,9",,"77,1",,1595,,"2,4",
EM03149itkfi,2810243,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,26894,https://doi.org/10.15454/HOEWQF,EM03149,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"19,4",,76,,97,,27,,76,,200,,43,,"0,56",,125,,-5,,,,"9,7",,"75,6",,1395,,,
DI05025itkfi,2810219,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49613,https://doi.org/10.15454/VCOHOG,DI05025,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"29,1",,172,,94,,59,,87,,240,,53,,"0,31",,288,,58,,,,"11,6",,"78,2",,1628,,,
DI05025itkt,2810220,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49613,https://doi.org/10.15454/VCOHOG,DI05025,VIRTUAL_TRIAL,,,,,,,,treated,2005,"27,8",,157,,97,,61,,76,,234,,47,,"0,3",,199,,70,,NA,,"12,5",,"79,1",,1713,,"2,21",
CF03342itkt,2810268,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,treated,2005,"19,4",,76,,88,,35,,73,,196,,58,,"0,76",,176,,60,,NA,,"9,9",,"78,3",,1503,,"2,47",
CF03342itkfi,2810267,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,49674,https://doi.org/10.15454/WDI3KM,CF03342,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"19,8",,79,,91,,30,,91,,212,,55,,"0,7",,169,,54,,,,"9,5",,"74,4",,1438,,,
CF04048itkt,2810260,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48884,https://doi.org/10.15454/NK9ZXF,CF04048,VIRTUAL_TRIAL,,,,,,,,treated,2005,"29,5",,176,,94,,51,,78,,223,,43,,"0,25",,213,,55,,NA,,"9,6",,"79,6",,1548,,"2,24",
CF04048itkfi,2810259,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48884,https://doi.org/10.15454/NK9ZXF,CF04048,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"28,3",,163,,82,,58,,56,,195,,31,,"0,19",,138,,50,,,,"9,2",,"77,9",,1715,,,
CF04114itkt,2810230,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48527,https://doi.org/10.15454/5LEWVH,CF04114,VIRTUAL_TRIAL,,,,,,,,treated,2005,"21,4",,93,,97,,36,,69,,202,,70,,"0,75",,257,,70,,NA,,"10,9",,78,,1510,,"2,13",
CF04114itkfi,2810229,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48527,https://doi.org/10.15454/5LEWVH,CF04114,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,"19,4",,76,,91,,30,,68,,189,,66,,"0,86",,207,,47,,,,"9,6",,"74,8",,1323,,,
EM03234itkt,2810274,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48522,https://doi.org/10.15454/KJPPWH,EM03234,VIRTUAL_TRIAL,,,,,,,,treated,2005,"21,5",,94,,97,,53,,69,,219,,70,,"0,74",,229,,56,,NA,,"10,7",,"75,2",,1521,,"2,48",
EM03234itkfi,2810273,BTH_Le_Moulon_2005_TECH,BTH_Le_Moulon_2005_TECH,48522,https://doi.org/10.15454/KJPPWH,EM03234,VIRTUAL_TRIAL,,,,,,,,low inputs,2005,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,NA,,43,,,,"10,3",,NA,,NA,,,
