observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,oid(CO_321:1000145),oid(CO_321:1000145).date,pva(CO_321:1000252),pva(CO_321:1000252).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
Apache,2777086,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,,NA,
Charger,2777089,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,25584,https://doi.org/10.15454/0ALDQA,CHARGER,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,,NA,
Voltige,2777083,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,26052,https://doi.org/10.15454/FS69PT,VOLTIGE,VIRTUAL_TRIAL,,,,,,,,2002,"5,5",,3,,NA,,NA,,1,,1,
EM99012,2777101,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,25901,https://doi.org/10.15454/VOT84X,EM99012,VIRTUAL_TRIAL,,,,,,,,2002,6,,6,,NA,,NA,,1,,1,
DI00008,2777078,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,26858,https://doi.org/10.15454/PRC5QN,DI00008,VIRTUAL_TRIAL,,,,,,,,2002,8,,4,,NA,,NA,,1,,4,
EM00018,2777093,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,26109,https://doi.org/10.15454/S5ERQF,EM00018,VIRTUAL_TRIAL,,,,,,,,2002,"7,5",,4,,NA,,NA,,1,,3,
RE99017,2777099,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,26001,https://doi.org/10.15454/9GS2A7,RE99017,VIRTUAL_TRIAL,,,,,,,,2002,"7,5",,1,,NA,,NA,,1,,4,
DI00010,2777096,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,26106,https://doi.org/10.15454/MAUZZM,DI00010,VIRTUAL_TRIAL,,,,,,,,2002,6,,6,,NA,,NA,,1,,4,
EM00002,2777070,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,26108,https://doi.org/10.15454/MTMO4R,EM00002,VIRTUAL_TRIAL,,,,,,,,2002,"6,5",,4,,NA,,NA,,1,,1,
DI00024,2777073,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,26107,https://doi.org/10.15454/IJHBYL,DI00024,VIRTUAL_TRIAL,,,,,,,,2002,7,,1,,NA,,NA,,1,,1,
Rytmic,2777085,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,26892,https://doi.org/10.15454/AVKVIW,RYTMIC,VIRTUAL_TRIAL,,,,,,,,2002,8,,3,,"1,66",,792,,1,,1,
EM99017,2777102,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,28764,https://doi.org/10.15454/QT2EUR,EM99017,VIRTUAL_TRIAL,,,,,,,,2002,7,,6,,NA,,NA,,1,,1,
RE9819,2777071,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,28766,https://doi.org/10.15454/B2UDRG,RE9819,VIRTUAL_TRIAL,,,,,,,,2002,"8,5",,4,,NA,,NA,,8,,3,
Soissons,2777100,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,24328,https://doi.org/10.15454/ZRMNO2,SOISSONS,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,,NA,
Isengrain,2777095,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,25585,https://doi.org/10.15454/YZZGYB,ISENGRAIN,VIRTUAL_TRIAL,,,,,,,,2002,NA,,NA,,NA,,NA,,NA,,NA,
EM00302,2777088,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,26864,https://doi.org/10.15454/XVZVZD,EM00302,VIRTUAL_TRIAL,,,,,,,,2002,"7,5",,1,,NA,,NA,,1,,4,
AO-STRU98/1436,2777080,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,48944,gnpis_pui:holding-921_taxon-4898_accession-48944,AO-STRU98/1436,VIRTUAL_TRIAL,,,,,,,,2002,6,,1,,"6,61",,4645,,1,,4,
EM99006,2777087,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,28759,https://doi.org/10.15454/1BMHCN,EM99006,VIRTUAL_TRIAL,,,,,,,,2002,"5,5",,4,,NA,,NA,,1,,4,
STRU9814351,2777084,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,48535,gnpis_pui:holding-921_taxon-4898_accession-48535,STRU9814351,VIRTUAL_TRIAL,,,,,,,,2002,"7,5",,1,,"6,87",,"4,19",,1,,6,
EM00015,2777094,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,48653,gnpis_pui:holding-921_taxon-4898_accession-48653,EM00015,VIRTUAL_TRIAL,,,,,,,,2002,9,,4,,NA,,NA,,1,,4,
DI01004,2777074,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,49003,gnpis_pui:holding-921_taxon-4898_accession-49003,DI01004,VIRTUAL_TRIAL,,,,,,,,2002,6,,4,,"5,95",,1338,,1,,1,
EM00301,2777090,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,48481,gnpis_pui:holding-921_taxon-4898_accession-48481,EM00301,VIRTUAL_TRIAL,,,,,,,,2002,9,,3,,NA,,NA,,1,,1,
AO-STRU97/1395,2777077,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,49127,gnpis_pui:holding-921_taxon-4898_accession-49127,AO-STRU97/1395,VIRTUAL_TRIAL,,,,,,,,2002,6,,1,,"6,04",,4776,,1,,6,
CF99075,2777082,BTH_Rennes_2002_SetA1_PIETIN-VERSE,BTH_Rennes_2002_SetA1_PIETIN-VERSE,48935,https://doi.org/10.15454/KCTYDW,CF99075,VIRTUAL_TRIAL,,,,,,,,2002,"6,5",,4,,NA,,NA,,1,,1,
