observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,season,fusa(CO_321:1000101),fusa(CO_321:1000101).date,pva(CO_321:1000252),pva(CO_321:1000252).date,pvp(CO_321:1000251),pvp(CO_321:1000251).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rj(CO_321:1000162),rj(CO_321:1000162).date
RE13006,2885386,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61514,https://doi.org/10.15454/KLQZHB,RE13006,VIRTUAL_TRIAL,,,,,,,,2014,"7,5",,NA,,2,,2,,1,
RE13007,2885387,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61527,https://doi.org/10.15454/JN5VML,RE13007,VIRTUAL_TRIAL,,,,,,,,2014,"6,5",,NA,,2,,3,,1,
RE13054,2885363,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61573,https://doi.org/10.15454/WE57LI,RE13054,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,3,,2,,1,
RE13059,2885366,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61588,https://doi.org/10.15454/RQPBLE,RE13059,VIRTUAL_TRIAL,,,,,,,,2014,"2,5",,NA,,5,,2,,3,
AO14001,2885371,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61803,https://doi.org/10.15454/LCA9U1,AO14001,VIRTUAL_TRIAL,,,,,,,,2014,NA,,NA,,2,,NA,,8,
AO14002,2885390,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61818,https://doi.org/10.15454/ALLHPZ,AO14002,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,2,,3,,4,
AO14003,2885384,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61833,https://doi.org/10.15454/XVTEGI,AO14003,VIRTUAL_TRIAL,,,,,,,,2014,6,,NA,,2,,3,,2,
AO14004,2885381,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61848,https://doi.org/10.15454/IRJFMZ,AO14004,VIRTUAL_TRIAL,,,,,,,,2014,"5,5",,NA,,2,,3,,4,
EM12040,2885369,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61883,https://doi.org/10.15454/ZJTOW0,EM12040,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,5,,5,,1,
AO14007,2885355,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61908,https://doi.org/10.15454/JVDPDP,AO14007,VIRTUAL_TRIAL,,,,,,,,2014,5,,NA,,2,,6,,1,
AO14005,2885383,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61865,https://doi.org/10.15454/AJY3JA,AO14005,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,NA,,5,,5,,1,
CF13080,2885377,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61079,https://doi.org/10.15454/SAGJTL,CF13080,VIRTUAL_TRIAL,,,,,,,,2014,4,,NA,,5,,1,,1,
AO14006,2885376,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61894,https://doi.org/10.15454/6JMAYP,AO14006,VIRTUAL_TRIAL,,,,,,,,2014,4,,1,,2,,4,,4,
CF13129,2885372,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61123,https://doi.org/10.15454/O7VNE2,CF13129,VIRTUAL_TRIAL,,,,,,,,2014,8,,NA,,5,,6,,3,
RE13003,2885391,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61467,https://doi.org/10.15454/J5JFPN,RE13003,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,2,,3,,2,
AO13045,2885365,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,2014,"7,5",,NA,,5,,3,,1,
RE13014,2885368,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,48609,https://doi.org/10.15454/QLBPQK,RE13014,VIRTUAL_TRIAL,,,,,,,,2014,"6,5",,NA,,2,,3,,3,
RE13005,2885389,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,48484,https://doi.org/10.15454/L7ZWCU,RE13005,VIRTUAL_TRIAL,,,,,,,,2014,"8,5",,NA,,2,,3,,1,
RE13004,2885388,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,49568,https://doi.org/10.15454/LO7ZR2,RE13004,VIRTUAL_TRIAL,,,,,,,,2014,"4,5",,NA,,2,,3,,3,
Apache,2885370,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,2014,2,,NA,,5,,6,,1,
Attlass,2885382,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,26823,https://doi.org/10.15454/4BHB0N,ATTLASS,VIRTUAL_TRIAL,,,,,,,,2014,6,,NA,,2,,5,,1,
Grapeli,2885364,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,27821,https://doi.org/10.15454/4TFKM0,GRAPELI,VIRTUAL_TRIAL,,,,,,,,2014,"5,5",,NA,,2,,4,,1,
CF13043,2885373,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,61021,https://doi.org/10.15454/PXQDDZ,CF13043,VIRTUAL_TRIAL,,,,,,,,2014,"3,5",,NA,,2,,2,,6,
Rubisko,2885385,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,27744,https://doi.org/10.15454/XSC5N7,RUBISKO,VIRTUAL_TRIAL,,,,,,,,2014,3,,NA,,5,,NA,,1,
AO13016,2885378,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,60850,https://doi.org/10.15454/R4ROYJ,AO13016,VIRTUAL_TRIAL,,,,,,,,2014,5,,NA,,5,,2,,4,
AO13022,2885362,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,60962,https://doi.org/10.15454/57FECX,AO13022,VIRTUAL_TRIAL,,,,,,,,2014,"7,5",,NA,,2,,4,,3,
Bermude,2885360,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,2014,"7,5",,NA,,2,,4,,4,
Arezzo,2885392,BTH_Rennes_2014_SetB1_PIETIN-VERSE,BTH_Rennes_2014_SetB1_PIETIN-VERSE,27030,https://doi.org/10.15454/SFNXCW,AREZZO,VIRTUAL_TRIAL,,,,,,,,2014,2,,NA,,5,,4,,3,
