observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date
1,2825864,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49134,https://doi.org/10.15454/CCJCNN,RE06139,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,42",,"69,7",,"75,95",
2,2825865,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49134,https://doi.org/10.15454/CCJCNN,RE06139,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,73",,"63,8",,"78,22",
1,2825866,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49134,https://doi.org/10.15454/CCJCNN,RE06139,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,73",,"70,4",,"91,82",
2,2825893,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48615,gnpis_pui:holding-921_taxon-4898_accession-48615,AO07001,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,56",,"72,4",,"78,05",
1,2825894,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48615,gnpis_pui:holding-921_taxon-4898_accession-48615,AO07001,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,7",,"77,2",,"94,66",
2,2825895,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48615,gnpis_pui:holding-921_taxon-4898_accession-48615,AO07001,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,42",,"75,8",,"102,16",
1,2825892,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48615,gnpis_pui:holding-921_taxon-4898_accession-48615,AO07001,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,57",,"75,5",,"77,8",
1,2825890,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,12",,"69,5",,"95,1",
2,2825889,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,73",,"68,6",,"77,42",
2,2825891,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,81",,"72,3",,"99,96",
1,2825888,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26120,https://doi.org/10.15454/TNI3IW,MENDEL,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,33",,"75,7",,"74,95",
1,2825944,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48843,gnpis_pui:holding-921_taxon-4898_accession-48843,Gorecki,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,31",,"70,7",,"82,26",
1,2825946,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48843,gnpis_pui:holding-921_taxon-4898_accession-48843,Gorecki,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,21",,"68,4",,"99,47",
2,2825947,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48843,gnpis_pui:holding-921_taxon-4898_accession-48843,Gorecki,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,18",,"69,5",,"108,74",
2,2825945,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48843,gnpis_pui:holding-921_taxon-4898_accession-48843,Gorecki,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"8,83",,"68,8",,"83,38",
2,2825959,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49022,gnpis_pui:holding-921_taxon-4898_accession-49022,CF06250,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"9,37",,"70,7",,"105,81",
1,2825958,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49022,gnpis_pui:holding-921_taxon-4898_accession-49022,CF06250,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"9,89",,"73,4",,"101,65",
2,2825957,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49022,gnpis_pui:holding-921_taxon-4898_accession-49022,CF06250,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,57",,74,,"86,06",
1,2825956,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49022,gnpis_pui:holding-921_taxon-4898_accession-49022,CF06250,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,9,,"76,7",,"85,35",
1,2825980,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27785,https://doi.org/10.15454/BZGBHW,CF06210,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,74",,"74,5",,"81,57",
2,2825983,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27785,https://doi.org/10.15454/BZGBHW,CF06210,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,12,,"72,3",,"99,92",
1,2825982,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27785,https://doi.org/10.15454/BZGBHW,CF06210,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,69",,"69,8",,"96,67",
2,2825981,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27785,https://doi.org/10.15454/BZGBHW,CF06210,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,21",,"74,5",,"79,29",
2,2825975,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48834,gnpis_pui:holding-921_taxon-4898_accession-48834,CF06294,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,55",,"69,5",,"107,07",
1,2825974,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48834,gnpis_pui:holding-921_taxon-4898_accession-48834,CF06294,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,66",,"72,4",,"103,76",
1,2825972,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48834,gnpis_pui:holding-921_taxon-4898_accession-48834,CF06294,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,32",,"70,5",,"69,94",
2,2825973,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48834,gnpis_pui:holding-921_taxon-4898_accession-48834,CF06294,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,6",,"70,3",,"71,4",
2,2825901,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49010,gnpis_pui:holding-921_taxon-4898_accession-49010,DI07017,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,44",,"73,1",,"74,02",
2,2825903,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49010,gnpis_pui:holding-921_taxon-4898_accession-49010,DI07017,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,13",,75,,"91,14",
1,2825902,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49010,gnpis_pui:holding-921_taxon-4898_accession-49010,DI07017,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,62",,"74,5",,"94,06",
1,2825900,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49010,gnpis_pui:holding-921_taxon-4898_accession-49010,DI07017,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,67",,74,,"75,07",
1,2826002,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27819,https://doi.org/10.15454/SA4R8B,EM06233,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,42",,"75,4",,"106,94",
2,2826003,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27819,https://doi.org/10.15454/SA4R8B,EM06233,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,21",,"72,5",,"110,87",
2,2826001,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27819,https://doi.org/10.15454/SA4R8B,EM06233,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,04",,"72,8",,"78,81",
1,2826000,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27819,https://doi.org/10.15454/SA4R8B,EM06233,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,98",,"75,9",,"70,92",
2,2825883,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27818,https://doi.org/10.15454/VSKKHS,EM06229,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,73",,"73,8",,"108,4",
1,2825882,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27818,https://doi.org/10.15454/VSKKHS,EM06229,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,08",,"69,2",,"101,1",
2,2825881,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27818,https://doi.org/10.15454/VSKKHS,EM06229,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,04",,"74,3",,"83,83",
1,2825880,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27818,https://doi.org/10.15454/VSKKHS,EM06229,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,18",,"75,9",,"82,21",
2,2825829,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27832,https://doi.org/10.15454/X0FSJ6,RE06097,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,75",,"78,6",,"83,87",
1,2825830,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27832,https://doi.org/10.15454/X0FSJ6,RE06097,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,79",,"71,4",,"103,94",
1,2825828,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27832,https://doi.org/10.15454/X0FSJ6,RE06097,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,19",,"74,2",,"80,48",
2,2825831,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27832,https://doi.org/10.15454/X0FSJ6,RE06097,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,03",,74,,"103,82",
1,2825854,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27833,https://doi.org/10.15454/QCSBFW,RE06130,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,57",,"72,2",,"93,42",
2,2825855,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27833,https://doi.org/10.15454/QCSBFW,RE06130,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,4",,"72,9",,"101,17",
2,2825853,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27833,https://doi.org/10.15454/QCSBFW,RE06130,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,88",,"74,5",,"73,42",
1,2825852,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27833,https://doi.org/10.15454/QCSBFW,RE06130,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,26",,70,,"78,42",
1,2825874,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49095,gnpis_pui:holding-921_taxon-4898_accession-49095,CF06225,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,95",,"73,4",,"84,71",
1,2825872,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49095,gnpis_pui:holding-921_taxon-4898_accession-49095,CF06225,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,12",,"71,3",,"67,02",
2,2825873,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49095,gnpis_pui:holding-921_taxon-4898_accession-49095,CF06225,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,9",,76,,"74,63",
2,2825875,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49095,gnpis_pui:holding-921_taxon-4898_accession-49095,CF06225,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,76",,"72,7",,"87,71",
2,2825967,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48434,gnpis_pui:holding-921_taxon-4898_accession-48434,EM06195,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,11",,"70,8",,"95,48",
1,2825966,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48434,gnpis_pui:holding-921_taxon-4898_accession-48434,EM06195,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,14",,"71,4",,"96,78",
1,2825964,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48434,gnpis_pui:holding-921_taxon-4898_accession-48434,EM06195,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,88",,"72,4",,"76,31",
2,2825965,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48434,gnpis_pui:holding-921_taxon-4898_accession-48434,EM06195,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,53",,"73,9",,"68,78",
2,2825841,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48780,gnpis_pui:holding-921_taxon-4898_accession-48780,DI07020,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,94",,"70,3",,"78,37",
1,2825842,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48780,gnpis_pui:holding-921_taxon-4898_accession-48780,DI07020,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,96",,"69,5",,"101,45",
2,2825843,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48780,gnpis_pui:holding-921_taxon-4898_accession-48780,DI07020,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,45",,"68,3",,"98,29",
1,2825840,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48780,gnpis_pui:holding-921_taxon-4898_accession-48780,DI07020,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,86",,"71,2",,"73,02",
2,2825859,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49088,gnpis_pui:holding-921_taxon-4898_accession-49088,EM06305,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"9,84",,73,,"99,71",
1,2825858,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49088,gnpis_pui:holding-921_taxon-4898_accession-49088,EM06305,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,11,,"72,9",,"95,64",
1,2825856,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49088,gnpis_pui:holding-921_taxon-4898_accession-49088,EM06305,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"8,94",,"76,8",,"80,79",
2,2825857,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49088,gnpis_pui:holding-921_taxon-4898_accession-49088,EM06305,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,49",,75,,"79,47",
2,2825927,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49701,gnpis_pui:holding-921_taxon-4898_accession-49701,DI07018,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,77",,"73,7",,"97,5",
2,2825925,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49701,gnpis_pui:holding-921_taxon-4898_accession-49701,DI07018,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"11,11",,"73,3",,"85,39",
1,2825924,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49701,gnpis_pui:holding-921_taxon-4898_accession-49701,DI07018,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,18",,"79,7",,"83,88",
1,2825926,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49701,gnpis_pui:holding-921_taxon-4898_accession-49701,DI07018,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,97",,"72,6",,"96,51",
2,2825923,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49704,gnpis_pui:holding-921_taxon-4898_accession-49704,RE06119,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,31",,"69,3",,"83,96",
1,2825920,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49704,gnpis_pui:holding-921_taxon-4898_accession-49704,RE06119,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,59",,"68,4",,"74,18",
1,2825922,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49704,gnpis_pui:holding-921_taxon-4898_accession-49704,RE06119,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,91",,"69,5",,"91,26",
2,2825921,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,49704,gnpis_pui:holding-921_taxon-4898_accession-49704,RE06119,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,22",,"67,5",,"76,49",
2,2825963,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48380,gnpis_pui:holding-921_taxon-4898_accession-48380,RE06106,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,76",,"69,7",,100,
2,2825961,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48380,gnpis_pui:holding-921_taxon-4898_accession-48380,RE06106,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,88",,"72,9",,"79,98",
1,2825962,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48380,gnpis_pui:holding-921_taxon-4898_accession-48380,RE06106,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"12,52",,"70,8",,"96,39",
1,2825960,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,48380,gnpis_pui:holding-921_taxon-4898_accession-48380,RE06106,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"11,56",,"62,4",,80,
1,2825928,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,61759,https://doi.org/10.15454/SFPRAV,DI07019,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,34",,"69,3",,"78,6",
2,2825931,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,61759,https://doi.org/10.15454/SFPRAV,DI07019,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,03",,"68,8",,"108,25",
1,2825868,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,99",,"74,2",,"73,38",
1,2825870,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"10,66",,"76,1",,"107,87",
2,2825869,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,23",,"78,3",,"80,1",
2,2825871,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,26891,https://doi.org/10.15454/6PDHWM,KORELI,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,82",,"75,5",,"106,58",
2,2825935,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27834,https://doi.org/10.15454/YQFE3M,RE06140,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,01",,"68,5",,"96,66",
1,2825932,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27834,https://doi.org/10.15454/YQFE3M,RE06140,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"10,54",,"71,7",,"77,21",
1,2825934,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27834,https://doi.org/10.15454/YQFE3M,RE06140,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,47",,"70,4",,"91,27",
2,2825933,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27834,https://doi.org/10.15454/YQFE3M,RE06140,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"10,95",,"66,2",,"78,93",
1,2825916,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27764,https://doi.org/10.15454/NMXDOZ,AO07803,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,95",,"68,2",,"85,42",
2,2825919,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27764,https://doi.org/10.15454/NMXDOZ,AO07803,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"11,25",,"76,8",,"108,6",
1,2825918,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27764,https://doi.org/10.15454/NMXDOZ,AO07803,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,02",,"72,8",,"113,3",
2,2825917,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27764,https://doi.org/10.15454/NMXDOZ,AO07803,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,61",,"78,6",,"89,02",
2,2825899,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27804,https://doi.org/10.15454/0DEDAU,DI07016,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,97",,"74,5",,"100,66",
2,2825897,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27804,https://doi.org/10.15454/0DEDAU,DI07016,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,85",,"71,8",,"85,32",
1,2825896,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27804,https://doi.org/10.15454/0DEDAU,DI07016,REPLICATION,1,,,,,,REPLICATION:1,low inputs,2007,"9,55",,"79,5",,"87,03",
1,2825898,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27804,https://doi.org/10.15454/0DEDAU,DI07016,REPLICATION,1,,,,,,REPLICATION:1,treated,2007,"11,42",,"74,9",,"101,07",
2,2825839,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27806,https://doi.org/10.15454/HIUKXE,DI07021,REPLICATION,2,,,,,,REPLICATION:2,treated,2007,"10,7",,"73,1",,"104,44",
2,2825837,BTH_Le_Moulon_2007_SetB3,BTH_Le_Moulon_2007_SetB3,27806,https://doi.org/10.15454/HIUKXE,DI07021,REPLICATION,2,,,,,,REPLICATION:2,low inputs,2007,"9,58",,"74,5",,"75,33",
