observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
Premioitkt,2870164,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,26914,https://doi.org/10.15454/5YB44K,PREMIO,VIRTUAL_TRIAL,,,,,,,,treated,2012,86,,142,,"11,09",,"74,8",,"111,1",,,,"109,3",,,,,,"2,5",
Fr498/10itkfi,2870211,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49729,gnpis_pui:holding-921_taxon-4898_accession-49729,Fr498/10,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,105,,148,,"11,5",,"71,1",,"121,1",,1,,"82,3",,1,,"2,5",,1,
Fr498/10itkt,2870212,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49729,gnpis_pui:holding-921_taxon-4898_accession-49729,Fr498/10,VIRTUAL_TRIAL,,,,,,,,treated,2012,99,,149,,"12,84",,"72,4",,"94,2",,,,"92,7",,,,,,2,
CFQUE/013itkt,2870192,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48552,gnpis_pui:holding-921_taxon-4898_accession-48552,CFQUE/013,VIRTUAL_TRIAL,,,,,,,,treated,2012,95,,146,,"12,47",,"65,5",,"83,5",,,,"82,1",,,,,,"6,5",
CFQUE/013itkfi,2870191,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48552,gnpis_pui:holding-921_taxon-4898_accession-48552,CFQUE/013,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,146,,"11,71",,"60,7",,"86,5",,1,,"58,8",,1,,"3,5",,3,
Apacheitkfi,2870193,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,86,,142,,"11,03",,"71,2",,"93,5",,"1,5",,"63,5",,1,,"3,5",,1,
Apacheitkt,2870194,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,treated,2012,88,,140,,"11,79",,"75,3",,"97,3",,,,"95,7",,,,,,2,
EM11623itkt,2870184,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49528,gnpis_pui:holding-921_taxon-4898_accession-49528,EM11623,VIRTUAL_TRIAL,,,,,,,,treated,2012,82,,144,,"11,11",,"74,2",,"97,4",,,,"95,8",,,,,,"1,5",
EM11623itkfi,2870183,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49528,gnpis_pui:holding-921_taxon-4898_accession-49528,EM11623,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,82,,146,,"11,38",,"62,4",,"82,8",,2,,"56,2",,1,,2,,1,
Flamenkoitkfi,2870209,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,88,,144,,"10,29",,"71,4",,"118,7",,2,,"80,7",,1,,"2,5",,1,
Flamenkoitkt,2870210,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,26969,https://doi.org/10.15454/WDD3QQ,FLAMENKO,VIRTUAL_TRIAL,,,,,,,,treated,2012,86,,140,,"11,21",,"76,6",,"101,9",,,,"100,2",,,,,,"2,5",
CF11215itkt,2870154,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,treated,2012,98,,144,,"11,32",,"75,6",,"100,9",,,,"99,3",,,,,,"2,5",
CF11215itkfi,2870153,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49188,https://doi.org/10.15454/5IXUYK,CF11215,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,145,,"11,39",,"72,8",,101,,"1,5",,"68,7",,1,,3,,1,
CF11291itkfi,2870231,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,86,,140,,"11,28",,"71,8",,"107,9",,1,,"73,3",,1,,6,,"3,5",
CF11291itkt,2870232,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48959,https://doi.org/10.15454/VMWB4Q,CF11291,VIRTUAL_TRIAL,,,,,,,,treated,2012,86,,137,,"11,51",,"73,6",,"91,4",,,,"89,9",,,,,,"5,5",
EM11604itkt,2870196,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,treated,2012,82,,141,,"11,91",,"74,9",,"97,8",,,,"96,2",,,,,,6,
EM11604itkfi,2870195,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49309,https://doi.org/10.15454/RKL8AU,EM11604,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,81,,141,,"11,37",,"73,2",,"123,9",,"1,5",,"84,2",,1,,"1,5",,"1,5",
RE11113itkfi,2870213,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,104,,147,,"10,79",,"69,8",,"122,8",,1,,"83,4",,1,,1,,"2,5",
RE11113itkt,2870214,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48537,https://doi.org/10.15454/OVF7NV,RE11113,VIRTUAL_TRIAL,,,,,,,,treated,2012,104,,148,,"11,61",,"60,8",,"84,5",,,,"83,1",,,,,,"6,5",
RE11116itkt,2870182,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,treated,2012,104,,145,,"10,8",,"67,6",,"86,5",,,,"85,1",,,,,,"5,5",
RE11116itkfi,2870181,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48613,https://doi.org/10.15454/12BULQ,RE11116,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,101,,145,,"10,04",,"70,7",,"121,8",,1,,"82,8",,1,,1,,1,
CF11216itkfi,2870159,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,61600,https://doi.org/10.15454/KE0AWJ,CF11216,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,88,,146,,"10,33",,"66,8",,"92,5",,"1,5",,"62,8",,1,,"3,5",,1,
CF11216itkt,2870160,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,61600,https://doi.org/10.15454/KE0AWJ,CF11216,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,146,,"11,45",,"71,1",,87,,,,"85,6",,,,,,1,
EM11603itkfi,2870197,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,60735,https://doi.org/10.15454/RDAN0D,EM11603,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,84,,142,,"10,21",,"69,2",,"97,9",,1,,"66,6",,1,,2,,4,
EM11603itkt,2870198,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,60735,https://doi.org/10.15454/RDAN0D,EM11603,VIRTUAL_TRIAL,,,,,,,,treated,2012,84,,141,,"11,66",,"69,2",,"83,1",,,,"81,7",,,,,,"7,5",
EM11602itkfi,2870199,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,60719,https://doi.org/10.15454/13FZZX,EM11602,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,144,,"11,34",,"64,6",,"108,2",,2,,"73,6",,1,,1,,7,
EM11602itkt,2870200,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,60719,https://doi.org/10.15454/13FZZX,EM11602,VIRTUAL_TRIAL,,,,,,,,treated,2012,91,,142,,"12,91",,"62,3",,"81,8",,,,"80,5",,,,,,"8,5",
EM11622itkfi,2870185,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,60769,https://doi.org/10.15454/NH9QD9,EM11622,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,87,,144,,"11,92",,"64,7",,"99,4",,1,,"67,5",,1,,3,,1,
EM11622itkt,2870186,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,60769,https://doi.org/10.15454/NH9QD9,EM11622,VIRTUAL_TRIAL,,,,,,,,treated,2012,84,,142,,"11,54",,"67,2",,"93,8",,,,"92,3",,,,,,"5,5",
EM11678itkt,2870162,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,60805,https://doi.org/10.15454/JZDA89,EM11678,VIRTUAL_TRIAL,,,,,,,,treated,2012,93,,144,,"11,48",,"66,2",,"90,2",,,,"88,7",,,,,,5,
EM11678itkfi,2870161,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,60805,https://doi.org/10.15454/JZDA89,EM11678,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,88,,144,,"11,27",,62,,91,,1,,"61,8",,1,,"3,5",,1,
E42itkfi,2870201,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49733,gnpis_pui:holding-921_taxon-4898_accession-49733,E42,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,145,,"11,32",,"74,1",,"97,5",,1,,"66,2",,1,,4,,1,
E42itkt,2870202,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49733,gnpis_pui:holding-921_taxon-4898_accession-49733,E42,VIRTUAL_TRIAL,,,,,,,,treated,2012,88,,142,,"11,24",,"77,1",,96,,,,"94,4",,,,,,"1,5",
CF11211itkfi,2870171,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,61558,https://doi.org/10.15454/RW7KHN,CF11211,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,87,,142,,"11,12",,"72,2",,"103,4",,1,,"70,2",,1,,4,,1,
CF11211itkt,2870172,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,61558,https://doi.org/10.15454/RW7KHN,CF11211,VIRTUAL_TRIAL,,,,,,,,treated,2012,88,,142,,"12,29",,"69,6",,89,,,,"87,6",,,,,,"4,5",
Altigoitkt,2870206,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,treated,2012,92,,142,,"10,4",,"74,2",,"99,2",,,,"97,6",,,,,,1,
Altigoitkfi,2870205,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,85,,144,,"10,51",,"66,9",,"92,6",,1,,"62,9",,1,,"3,5",,1,
Bermudeitkt,2870170,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,treated,2012,90,,146,,"11,55",,"69,6",,"92,3",,,,"90,8",,,,,,"3,5",
Bermudeitkfi,2870169,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,89,,145,,"10,48",,"65,2",,"101,2",,1,,"68,8",,1,,"3,5",,1,
F43itkfi,2870157,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48503,gnpis_pui:holding-921_taxon-4898_accession-48503,F43,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,145,,"10,93",,"75,2",,"99,6",,1,,"67,7",,1,,3,,1,
F43itkt,2870158,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48503,gnpis_pui:holding-921_taxon-4898_accession-48503,F43,VIRTUAL_TRIAL,,,,,,,,treated,2012,84,,142,,"11,59",,"79,6",,"96,2",,,,"94,6",,,,,,3,
C32itkt,2870180,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48728,gnpis_pui:holding-921_taxon-4898_accession-48728,C32,VIRTUAL_TRIAL,,,,,,,,treated,2012,82,,143,,"11,27",,"69,4",,"87,2",,,,"85,8",,,,,,"5,5",
C32itkfi,2870179,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,48728,gnpis_pui:holding-921_taxon-4898_accession-48728,C32,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,84,,144,,"11,38",,62,,83,,1,,"56,4",,1,,"3,5",,1,
PER102/181itkt,2870204,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49536,gnpis_pui:holding-921_taxon-4898_accession-49536,PER102/181,VIRTUAL_TRIAL,,,,,,,,treated,2012,104,,142,,"10,73",,"74,6",,"89,6",,,,"88,1",,,,,,2,
PER102/181itkfi,2870203,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,49536,gnpis_pui:holding-921_taxon-4898_accession-49536,PER102/181,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,94,,146,,"10,81",,NA,,"44,2",,1,,"30,1",,"2,5",,9,,"1,5",
DI12016itkt,2870228,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,61986,https://doi.org/10.15454/JOTB0W,DI12016,VIRTUAL_TRIAL,,,,,,,,treated,2012,96,,145,,"11,83",,"69,2",,"91,4",,,,"89,9",,,,,,2,
DI12016itkfi,2870227,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,61986,https://doi.org/10.15454/JOTB0W,DI12016,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,146,,"11,36",,"68,2",,"105,2",,1,,"71,5",,1,,"2,5",,1,
DI12017itkt,2870230,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,62001,https://doi.org/10.15454/5E5KSG,DI12017,VIRTUAL_TRIAL,,,,,,,,treated,2012,99,,145,,"11,87",,"71,2",,"87,3",,,,"85,8",,,,,,7,
CF11228itkt,2870208,BTH_Le_Moulon_2012_SetB3,BTH_Le_Moulon_2012_SetB3,61645,https://doi.org/10.15454/IO4TVO,CF11228,VIRTUAL_TRIAL,,,,,,,,treated,2012,91,,146,,"11,26",,"59,6",,"76,3",,,,75,,,,,,"5,5",
