observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rb(CO_321:1000221),rb(CO_321:1000221).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,rj(CO_321:1000162),rj(CO_321:1000162).date,sept(CO_321:1000109),sept(CO_321:1000109).date,vr(CO_321:1000099),vr(CO_321:1000099).date
EM11552itkfi,2869032,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,61547,https://doi.org/10.15454/WWS1CM,EM11552,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,142,,"76,8",,"103,4",,1,,"62,9",,1,,"3,2",,1,
Apacheitkfi,2869012,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,25612,https://doi.org/10.15454/V8WRHY,APACHE,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,84,,138,,74,,"82,1",,1,,50,,1,,"4,8",,1,
Altigoitkfi,2869014,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,26906,https://doi.org/10.15454/6CYBGM,ALTIGO,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,99,,134,,"76,6",,108,,1,,"65,8",,1,,"4,5",,1,
AO12020itkfi,2868998,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,60945,https://doi.org/10.15454/VXRK5Y,AO12020,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,106,,142,,"78,7",,"97,5",,1,,"59,3",,1,,4,,1,
CF11158itkfi,2869026,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,61478,https://doi.org/10.15454/OKDYWQ,CF11158,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,94,,142,,"76,3",,"98,1",,1,,"59,7",,3,,4,,1,
CF11192itkfi,2869002,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,61539,https://doi.org/10.15454/9F9U9Z,CF11192,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,94,,136,,"74,8",,"101,7",,1,,"61,9",,1,,4,,1,
EM11565itkfi,2869010,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,61705,https://doi.org/10.15454/LUSDY2,EM11565,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,102,,137,,"67,5",,"78,7",,1,,"47,9",,1,,5,,1,
Lyrikitkfi,2869031,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,27737,https://doi.org/10.15454/7VD1UN,LYRIK,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,91,,140,,"77,6",,"123,7",,1,,"75,3",,1,,2,,1,
RE11073itkfi,2868999,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,49688,https://doi.org/10.15454/F0TXTO,RE11073,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,101,,140,,"81,4",,"129,7",,1,,"78,9",,1,,"2,5",,1,
AO12016itkfi,2869008,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,60865,https://doi.org/10.15454/3HYAKT,AO12016,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,96,,140,,"77,7",,"104,4",,3,,"63,5",,1,,3,,1,
CF11177itkfi,2869029,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,48786,https://doi.org/10.15454/TMOAXC,CF11177,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,82,,142,,"72,6",,89,,1,,"54,2",,1,,4,,1,
DI12013itkfi,2869025,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,61938,https://doi.org/10.15454/LRDMJQ,DI12013,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,88,,140,,"71,8",,"100,1",,1,,"60,9",,1,,"4,2",,1,
CF11115itkfi,2869009,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,61427,https://doi.org/10.15454/ZA57QR,CF11115,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,96,,132,,"74,1",,"87,5",,1,,"53,2",,1,,"4,5",,1,
EM11582itkfi,2869018,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,62041,https://doi.org/10.15454/YY8ALS,EM11582,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,90,,136,,"71,8",,"81,8",,1,,"49,8",,1,,4,,1,
AO12019itkfi,2869020,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,60929,https://doi.org/10.15454/2XDPMU,AO12019,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,142,,"78,6",,"122,7",,1,,"74,7",,1,,"2,5",,1,
Bermudeitkfi,2869000,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,86,,140,,"76,6",,"105,5",,"2,2",,"64,2",,1,,"3,5",,1,
EM11589itkfi,2869016,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,62158,https://doi.org/10.15454/4698PG,EM11589,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,99,,140,,"74,2",,"96,1",,1,,"58,5",,1,,"2,5",,1,
AO12025itkfi,2868995,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,61019,https://doi.org/10.15454/VSFGLN,AO12025,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,94,,136,,"73,8",,"91,2",,1,,"55,5",,3,,"6,2",,1,
DI12009itkfi,2869006,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,61863,https://doi.org/10.15454/SSBKER,DI12009,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,85,,138,,"70,1",,"97,1",,1,,"59,1",,1,,"4,2",,1,
RE11075itkfi,2868997,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,49577,https://doi.org/10.15454/DGTMEC,RE11075,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,104,,140,,"81,9",,"138,4",,1,,"84,2",,1,,"2,5",,1,
EM11579itkfi,2869019,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,48950,https://doi.org/10.15454/YMQEBZ,EM11579,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,85,,136,,"76,1",,"121,4",,1,,"73,9",,1,,"2,5",,1,
DI12008itkfi,2869007,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,61847,https://doi.org/10.15454/ERHVKW,DI12008,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,105,,140,,"76,2",,"104,6",,1,,"63,6",,1,,"3,2",,1,
AO12014itkfi,2869001,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,49318,https://doi.org/10.15454/WXGPLG,AO12014,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,96,,140,,"77,6",,"110,9",,"5,5",,"67,5",,1,,"3,5",,1,
RE11035itkfi,2869005,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,49509,https://doi.org/10.15454/GGHC1S,RE11035,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,142,,"80,3",,"120,3",,1,,"73,2",,1,,3,,1,
DI12012itkfi,2869024,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,61923,https://doi.org/10.15454/DNQAJZ,DI12012,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,96,,144,,"72,6",,"93,5",,1,,"56,9",,1,,3,,1,
RE11059itkfi,2869003,BTH_Lusignan_2012_SetB2,BTH_Lusignan_2012_SetB2,48495,https://doi.org/10.15454/TIEAR7,RE11059,VIRTUAL_TRIAL,,,,,,,,low inputs,2012,92,,140,,"81,6",,"120,9",,1,,"73,6",,1,,3,,1,
