observationunitname,observationunitdbid,studydbid,studyname,germplasmdbid,germplasmpui,germplasmname,observationlevel,replicate,block,plot,plant,x,y,observationlevels,itk,season,ht(CO_321:1000218),ht(CO_321:1000218).date,prec(CO_321:1000219),prec(CO_321:1000219).date,prot(CO_321:1000070),prot(CO_321:1000070).date,ps(CO_321:1000220),ps(CO_321:1000220).date,r(CO_321:1000217),r(CO_321:1000217).date,rdt(CO_321:1000074),rdt(CO_321:1000074).date,sept(CO_321:1000109),sept(CO_321:1000109).date
Pakitoitkfi,2879050,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,27745,https://doi.org/10.15454/YJMDM5,PAKITO,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,90,,146,,"11,1",,"72,5",,"99,1",,"55,8",,8,
RE12087itkfi,2879045,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,61603,https://doi.org/10.15454/P7UTSC,RE12087,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,98,,147,,"10,9",,"74,8",,"106,9",,"60,2",,"5,2",
RE12097itkfi,2879071,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,61633,https://doi.org/10.15454/QMBOQP,RE12097,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,105,,147,,"11,1",,"75,8",,112,,"63,1",,"3,5",
DI13006itkfi,2879044,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,49207,https://doi.org/10.15454/DM26Q1,DI13006,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,95,,148,,"9,8",,"76,2",,"125,6",,"70,7",,"4,8",
AO13045itkfi,2879048,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,61318,https://doi.org/10.15454/WK73B3,AO13045,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,92,,150,,"10,6",,"72,1",,"113,2",,"63,7",,"5,2",
AO13030itkfi,2879042,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,48837,https://doi.org/10.15454/AFDIUY,AO13030,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,90,,142,,"10,8",,"72,3",,"110,1",,62,,7,
CF12300itkfi,2879052,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,61661,https://doi.org/10.15454/6WYD8D,CF12300,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,90,,139,,"12,6",,"77,4",,"87,7",,"49,4",,8,
RE12073itkfi,2879059,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,49588,https://doi.org/10.15454/8XOG9B,RE12073,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,102,,148,,"10,4",,"74,3",,"114,8",,"64,7",,"3,8",
CF12340itkfi,2879037,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,61689,https://doi.org/10.15454/1WJFDJ,CF12340,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,100,,152,,"10,8",,"73,4",,"110,9",,"62,4",,6,
Bermudeitkfi,2879040,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,26912,https://doi.org/10.15454/W1NSZX,BERMUDE,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,98,,152,,"10,2",,"75,5",,"107,3",,"60,4",,"5,8",
EM12340itkfi,2879070,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,48377,https://doi.org/10.15454/KP9UFC,EM12340,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,88,,151,,"10,9",,"73,2",,"116,9",,"65,8",,"5,5",
CF12352itkfi,2879063,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,61703,https://doi.org/10.15454/NAJGZ1,CF12352,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,92,,146,,"11,1",,"74,4",,106,,"59,7",,"4,8",
RE12100itkfi,2879034,BTH_Lusignan_2013_SetB3,BTH_Lusignan_2013_SetB3,49484,https://doi.org/10.15454/GT4HPR,RE12100,VIRTUAL_TRIAL,,,,,,,,low inputs,2013,100,,146,,"10,7",,"75,5",,"109,7",,"61,8",,4,
